日期,證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
20250625,1101,台泥,25.7,3.89,113,20.24,0.78,2025Q1
20250625,1102,亞泥,42.25,5.21,113,13.24,0.84,2025Q1
20250625,1103,嘉泥,14.45,3.81,113,21.57,0.45,2025Q1
20250625,1104,環泥,27.9,6.09,113,12.62,0.8,2025Q1
20250625,1108,幸福,14.85,5.05,113,11.98,1.2,2025Q1
20250625,1109,信大,16.9,5.33,113,13.31,0.68,2025Q1
20250625,1110,東泥,19.4,1.55,113,30.31,1.17,2025Q1
20250625,1201,味全,15.95,3.13,113,19.22,1.06,2025Q1
20250625,1203,味王,39.4,3.05,113,17.13,1.48,2025Q1
20250625,1210,大成,62.0,4.52,113,14.55,2.13,2025Q1
20250625,1213,大飲,13.0,2.69,113,1.46,1.04,2025Q1
20250625,1215,卜蜂,115.5,3.9,113,15.06,3.32,2025Q1
20250625,1216,統一,79.4,3.78,113,22.24,3.17,2025Q1
20250625,1217,愛之味,10.4,3.56,113,45.22,0.74,2025Q1
20250625,1218,泰山,21.65,6.24,113,13.7,0.85,2025Q1
20250625,1219,福壽,14.15,3.53,113,28.88,1.05,2025Q1
20250625,1220,台榮,13.45,5.2,113,17.24,0.98,2025Q1
20250625,1225,福懋油,39.3,1.76,113,25.19,2.48,2025Q1
20250625,1227,佳格,32.1,4.36,113,18.03,1.54,2025Q1
20250625,1229,聯華,42.6,4.23,113,18.05,1.49,2025Q1
20250625,1231,聯華食,136.5,1.9,113,37.81,5.55,2025Q1
20250625,1232,大統益,150.5,4.65,113,17.92,4.02,2025Q1
20250625,1233,天仁,31.05,3.06,113,35.28,2.07,2025Q1
20250625,1234,黑松,41.4,4.59,113,16.3,0.91,2025Q1
20250625,1256,鮮活果汁-KY,119.0,3.95,113,14.97,1.14,2025Q1
20250625,1303,南亞,27.85,2.51,113,87.03,0.64,2025Q1
20250625,1307,三芳,37.25,7.25,113,9.91,1.52,2025Q1
20250625,1319,東陽,99.3,5.34,113,12.57,2.01,2025Q1
20250625,1321,大洋,36.5,1.04,113,1825.0,1.36,2025Q1
20250625,1323,永裕,19.6,4.59,113,8.31,0.68,2025Q1
20250625,1324,地球,10.85,1.84,113,1085.0,0.86,2025Q1
20250625,1339,昭輝,48.35,6.2,113,11.57,0.9,2025Q1
20250625,1341,富林-KY,64.8,8.02,113,12.53,2.75,2025Q1
20250625,1342,八貫,86.6,5.53,113,13.43,3.13,2025Q1
20250625,1402,遠東新,32.75,4.89,113,16.29,0.73,2025Q1
20250625,1409,新纖,12.15,4.94,113,11.25,0.52,2025Q1
20250625,1410,南染,37.65,1.33,113,89.64,2.24,2025Q1
20250625,1414,東和,18.1,1.27,113,120.67,1.29,2025Q1
20250625,1416,廣豐,11.65,4.81,113,15.13,0.48,2025Q1
20250625,1419,新紡,60.0,2.5,113,20.48,1.17,2025Q1
20250625,1423,利華,37.6,2.13,113,24.58,1.1,2025Q1
20250625,1434,福懋,15.35,5.21,113,17.25,0.7,2025Q1
20250625,1436,華友聯,116.0,11.41,113,6.26,2.99,2025Q1
20250625,1437,勤益控,32.3,4.18,113,11.62,0.79,2025Q1
20250625,1439,雋揚,30.4,0.99,113,15.75,1.01,2025Q1
20250625,1442,名軒,73.1,6.16,113,10.38,2.97,2025Q1
20250625,1446,宏和,24.3,8.23,113,3.0,1.16,2025Q1
20250625,1451,年興,18.55,5.39,113,7.67,0.51,2025Q1
20250625,1452,宏益,11.55,4.33,113,19.91,0.56,2025Q1
20250625,1457,宜進,17.35,5.76,113,12.85,0.78,2025Q1
20250625,1463,強盛新,19.85,10.58,113,5.62,1.12,2025Q1
20250625,1464,得力,12.4,7.58,113,10.25,0.88,2025Q1
20250625,1465,偉全,13.6,4.41,113,21.59,0.86,2025Q1
20250625,1472,三洋實業,90.4,3.32,113,23.85,2.17,2025Q1
20250625,1473,台南,26.1,7.66,113,9.22,0.87,2025Q1
20250625,1474,弘裕,12.75,3.14,113,33.55,0.75,2025Q1
20250625,1475,業旺,43.3,8.31,113,6.63,1.71,2025Q1
20250625,1476,儒鴻,405.5,4.19,113,16.14,4.28,2025Q1
20250625,1477,聚陽,235.5,7.26,113,13.62,4.31,2025Q1
20250625,1503,士電,182.5,2.47,113,30.98,2.56,2025Q1
20250625,1504,東元,48.1,4.57,113,17.62,1.4,2025Q1
20250625,1513,中興電,165.0,2.79,113,22.98,4.22,2025Q1
20250625,1514,亞力,110.5,1.72,113,39.75,4.85,2025Q1
20250625,1515,力山,27.75,3.6,113,57.81,1.33,2025Q1
20250625,1519,華城,567.0,1.76,113,35.8,23.38,2025Q1
20250625,1522,堤維西,46.45,6.46,113,11.76,1.49,2025Q1
20250625,1524,耿鼎,28.55,8.06,113,8.0,1.65,2025Q1
20250625,1525,江申,64.0,4.84,113,15.02,0.91,2025Q1
20250625,1527,鑽全,37.0,5.95,113,12.17,1.02,2025Q1
20250625,1529,樂事綠能,27.5,0.73,113,2750.0,2.51,2025Q1
20250625,1530,亞崴,29.85,5.13,113,26.18,0.87,2025Q1
20250625,1531,高林股,11.65,3.43,113,20.44,0.56,2025Q1
20250625,1532,勤美,26.9,6.51,113,19.78,0.77,2025Q1
20250625,1535,中宇,56.6,5.3,113,14.26,1.81,2025Q1
20250625,1536,和大,60.0,1.33,113,6000.0,1.92,2025Q1
20250625,1537,廣隆,139.0,7.55,113,11.92,2.3,2025Q1
20250625,1539,巨庭,18.95,4.49,113,18.58,0.75,2025Q1
20250625,1540,喬福,29.35,5.45,113,15.05,1.61,2025Q1
20250625,1541,錩泰,31.35,1.59,113,37.77,1.24,2025Q1
20250625,1558,伸興,99.8,6.01,113,15.03,1.17,2025Q1
20250625,1560,中砂,323.5,1.24,113,44.44,6.84,2025Q1
20250625,1563,巧新,53.0,4.15,113,13.91,1.33,2025Q1
20250625,1568,倉佑,23.5,5.11,113,17.41,1.34,2025Q1
20250625,1582,信錦,70.5,7.8,113,10.95,1.27,2025Q1
20250625,1583,程泰,57.8,5.24,113,15.97,1.1,2025Q1
20250625,1590,亞德客-KY,865.0,2.44,113,22.38,3.72,2025Q1
20250625,1597,直得,84.8,0.83,113,103.41,3.14,2025Q1
20250625,1603,華電,39.65,3.78,113,13.04,0.9,2025Q1
20250625,1604,聲寶,25.0,6.0,113,12.2,1.11,2025Q1
20250625,1605,華新,21.25,2.35,113,33.2,0.63,2025Q1
20250625,1608,華榮,25.55,3.91,113,20.77,1.36,2025Q1
20250625,1609,大亞,37.8,2.38,113,22.5,1.85,2025Q1
20250625,1611,中電,12.9,6.2,113,29.32,0.92,2025Q1
20250625,1612,宏泰,38.0,5.53,113,15.9,1.68,2025Q1
20250625,1614,三洋電,38.9,1.49,113,43.71,1.84,2025Q1
