證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,3.13,112,33.99,1.03,2024Q2
1102,亞泥,4.5,112,14.76,0.93,2024Q2
1103,嘉泥,2.84,112,117.33,0.54,2024Q2
1104,環泥,6.61,112,9.95,0.9,2024Q2
1108,幸福,6.83,112,11.81,1.2,2024Q2
1109,信大,6.5,112,9.71,0.78,2024Q2
1110,東泥,0.92,112,90.42,1.36,2024Q2
1201,味全,1.51,112,26.72,1.2,2024Q2
1203,味王,2.31,112,21.37,1.96,2024Q2
1210,大成,4.34,112,11.2,1.85,2024Q2
1215,卜蜂,5.64,112,14.42,3.11,2024Q2
1216,統一,3.34,112,27.43,4.11,2024Q2
1217,愛之味,1.96,112,18.65,0.78,2024Q2
1219,福壽,4.66,112,20.18,1.27,2024Q2
1220,台榮,2.48,112,12.33,1.2,2024Q2
1225,福懋油,1.56,112,43.85,6.06,2024Q2
1227,佳格,3.32,112,22.02,1.97,2024Q2
1229,聯華,3.51,112,21.99,1.99,2024Q2
1231,聯華食,2.31,112,24.25,4.72,2024Q2
1232,大統益,4.31,112,18.94,4.61,2024Q3
1233,天仁,2.8,112,33.2,2.0,2024Q2
1234,黑松,4.59,112,16.95,0.91,2024Q2
1235,興泰,0.64,112,32.91,1.83,2024Q2
1236,宏亞,2.8,112,178.46,0.8,2024Q2
1256,鮮活果汁-KY,4.68,112,15.61,1.47,2024Q2
1301,台塑,2.11,112,56.31,0.88,2024Q2
1303,南亞,1.68,112,44.36,0.89,2024Q2
1305,華夏,2.18,112,53.5,0.99,2024Q2
1307,三芳,3.32,112,15.95,1.9,2024Q2
1315,達新,7.09,112,36.91,0.66,2024Q2
1319,東陽,3.74,112,15.9,2.49,2024Q2
1321,大洋,1.18,112,32.38,1.21,2024Q2
1323,永裕,4.12,112,25.0,0.89,2024Q2
1324,地球,1.58,112,37.21,0.99,2024Q2
1325,恆大,2.15,112,309.44,0.87,2024Q2
1326,台化,3.23,112,20.59,0.69,2024Q2
1339,昭輝,5.16,112,9.09,1.09,2024Q2
1341,富林-KY,6.53,112,14.81,2.76,2024Q2
1342,八貫,6.24,112,14.87,3.3,2024Q3
1402,遠東新,3.64,112,20.84,0.87,2024Q2
1409,新纖,3.59,112,18.66,0.67,2024Q2
1410,南染,0.81,112,100.27,2.18,2024Q2
1414,東和,1.06,112,87.22,1.63,2024Q2
1416,廣豐,3.64,112,14.63,0.65,2024Q2
1419,新紡,2.62,112,19.76,0.93,2024Q2
1423,利華,1.52,112,55.63,1.26,2024Q2
1434,福懋,2.53,112,104.21,0.69,2024Q2
1436,華友聯,4.99,112,8.55,3.45,2024Q2
1437,勤益控,3.31,112,9.91,0.86,2024Q2
1439,雋揚,0.98,112,19.52,1.04,2024Q2
1440,南紡,2.3,112,10.13,0.85,2024Q2
1442,名軒,5.45,112,8.12,3.22,2024Q2
1445,大宇,13.09,112,2.54,1.05,2024Q2
1446,宏和,1.64,112,8.32,2.93,2024Q2
1449,佳和,0.13,112,19.39,1.09,2024Q2
1452,宏益,1.81,112,21.22,0.77,2024Q2
1453,大將,1.87,112,22.29,1.17,2024Q2
1454,台富,1.49,112,64.62,1.29,2024Q2
1457,宜進,7.79,112,6.62,0.81,2024Q2
1463,強盛新,2.12,112,46.27,1.76,2024Q2
1464,得力,1.52,112,33.47,1.28,2024Q2
1465,偉全,3.32,112,20.07,0.94,2024Q2
1470,大統新創,2.86,112,29.0,1.76,2024Q2
1472,三洋實業,3.33,112,14.93,1.83,2024Q2
1473,台南,3.26,112,11.37,1.35,2024Q2
1475,業旺,3.34,112,10.14,2.83,2024Q2
1476,儒鴻,2.49,112,24.36,5.86,2024Q2
1477,聚陽,4.72,112,19.94,5.96,2024Q2
1503,士電,1.47,112,37.45,2.67,2024Q2
1504,東元,4.45,112,21.39,1.35,2024Q2
1513,中興電,2.26,112,23.35,4.4,2024Q2
1514,亞力,1.59,112,33.33,5.44,2024Q2
1515,力山,3.47,112,8.78,1.59,2024Q2
1516,川飛,1.53,112,24.46,1.65,2024Q2
1519,華城,1.28,112,43.08,23.92,2024Q2
1521,大億,1.9,112,38.84,1.57,2024Q2
1522,堤維西,3.36,112,11.2,2.08,2024Q2
1524,耿鼎,3.73,112,11.5,2.09,2024Q2
1525,江申,4.8,112,18.54,1.06,2024Q2
1527,鑽全,4.62,112,12.59,1.27,2024Q2
1529,樂事綠能,2.23,112,134.25,2.32,2024Q2
1530,亞崴,4.59,112,13.35,0.98,2024Q2
1531,高林股,1.37,112,29.2,0.73,2024Q2
1532,勤美,3.88,112,7.04,0.98,2024Q2
1535,中宇,5.18,112,14.68,2.27,2024Q2
1536,和大,1.79,112,96.21,1.8,2024Q2
1537,廣隆,4.73,112,15.24,2.89,2024Q2
1539,巨庭,2.15,112,16.84,1.13,2024Q2
1540,喬福,2.63,112,20.05,2.44,2024Q2
1541,錩泰,1.66,112,11.71,1.19,2024Q2
1558,伸興,3.55,112,18.94,1.33,2024Q2
1560,中砂,1.29,112,47.18,6.59,2024Q3
1563,巧新,3.2,112,18.55,1.4,2024Q2
1568,倉佑,4.5,112,10.26,1.69,2024Q2
1582,信錦,3.97,112,14.4,2.03,2024Q2
1583,程泰,6.49,112,10.0,1.26,2024Q2
1590,亞德客-KY,1.98,112,23.13,4.05,2024Q2
1597,直得,0.84,112,115.61,3.52,2024Q2
1603,華電,3.8,112,11.21,0.81,2024Q2
1604,聲寶,5.24,112,13.43,1.27,2024Q2
1605,華新,3.72,112,23.31,0.84,2024Q2
1608,華榮,3.44,112,14.2,1.63,2024Q2
1609,大亞,3.75,112,20.13,2.22,2024Q2
1611,中電,3.07,112,29.64,1.21,2024Q2
1612,宏泰,6.0,112,13.78,1.41,2024Q2
1614,三洋電,2.69,112,51.62,1.9,2024Q2
1615,大山,4.93,112,13.97,2.97,2024Q2
1616,億泰,1.63,112,26.4,2.35,2024Q2
1617,榮星,1.41,112,104.21,1.39,2024Q2
1618,合機,2.49,112,13.97,1.29,2024Q2
1702,南僑,4.55,112,10.52,1.35,2024Q2
1707,葡萄王,4.58,112,15.69,2.33,2024Q2
1708,東鹼,3.76,112,14.35,1.48,2024Q2
1709,和益,2.65,112,16.38,1.18,2024Q2
1711,永光,0.62,112,69.29,1.58,2024Q2
1712,興農,6.7,112,17.2,2.22,2024Q2
1713,國化,2.8,112,13.26,2.38,2024Q2
1714,和桐,3.57,112,15.29,0.68,2024Q2
1717,長興,2.56,112,19.44,1.4,2024Q2
1720,生達,4.25,112,13.28,1.95,2024Q2
