證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,3.02,112,35.27,1.07,2024Q2
1102,亞泥,4.67,112,14.24,0.9,2024Q2
1103,嘉泥,2.77,112,120.33,0.56,2024Q2
1104,環泥,6.58,112,10.0,0.91,2024Q2
1108,幸福,6.13,112,13.15,1.34,2024Q2
1109,信大,6.5,112,9.71,0.78,2024Q2
1110,東泥,0.85,112,97.5,1.47,2024Q2
1201,味全,1.46,112,27.61,1.24,2024Q2
1203,味王,2.02,112,24.39,2.24,2024Q2
1210,大成,4.28,112,11.36,1.88,2024Q2
1215,卜蜂,5.58,112,14.57,3.14,2024Q2
1216,統一,3.68,112,24.92,3.73,2024Q2
1217,愛之味,1.92,112,19.05,0.79,2024Q2
1219,福壽,4.62,112,20.35,1.28,2024Q2
1220,台榮,2.38,112,12.82,1.25,2024Q2
1225,福懋油,0.86,112,79.02,10.92,2024Q2
1227,佳格,3.22,112,22.72,2.04,2024Q2
1229,聯華,3.35,112,23.01,2.09,2024Q2
1231,聯華食,2.49,112,22.52,4.39,2024Q2
1232,大統益,4.52,112,17.87,4.62,2024Q2
1233,天仁,2.78,112,33.4,2.01,2024Q2
1234,黑松,4.48,112,17.4,0.93,2024Q2
1235,興泰,0.75,112,27.95,1.56,2024Q2
1236,宏亞,2.66,112,188.08,0.84,2024Q2
1256,鮮活果汁-KY,4.07,112,17.94,1.69,2024Q2
1301,台塑,1.91,112,62.26,0.98,2024Q2
1303,南亞,1.5,112,49.57,1.0,2024Q2
1305,華夏,2.02,112,57.67,1.06,2024Q2
1307,三芳,4.72,112,11.22,1.34,2024Q2
1315,達新,6.88,112,38.06,0.68,2024Q2
1319,東陽,4.26,112,13.95,2.19,2024Q2
1321,大洋,1.04,112,36.52,1.36,2024Q2
1323,永裕,3.36,112,30.67,1.09,2024Q2
1324,地球,1.54,112,38.24,1.01,2024Q2
1325,恆大,2.17,112,307.78,0.86,2024Q2
1326,台化,2.84,112,23.43,0.79,2024Q2
1339,昭輝,5.02,112,9.36,1.12,2024Q2
1341,富林-KY,6.6,112,14.66,2.73,2024Q2
1342,八貫,6.4,112,12.2,3.09,2024Q2
1402,遠東新,3.75,112,20.22,0.84,2024Q2
1409,新纖,3.25,112,20.61,0.74,2024Q2
1410,南染,0.79,112,103.11,2.24,2024Q2
1414,東和,1.14,112,81.48,1.52,2024Q2
1416,廣豐,3.92,112,13.56,0.6,2024Q2
1419,新紡,2.47,112,20.93,0.99,2024Q2
1423,利華,1.35,112,62.75,1.42,2024Q2
1434,福懋,2.33,112,112.89,0.75,2024Q2
1436,華友聯,3.9,112,10.92,4.41,2024Q2
1437,勤益控,3.12,112,10.54,0.92,2024Q2
1439,雋揚,0.88,112,21.72,1.16,2024Q2
1440,南紡,2.14,112,10.9,0.91,2024Q2
1442,名軒,5.78,112,7.66,3.04,2024Q2
1445,大宇,12.85,112,2.59,1.07,2024Q2
1446,宏和,1.46,112,9.38,3.3,2024Q2
1449,佳和,0.2,112,17.83,1.0,2024Q2
1452,宏益,1.75,112,21.99,0.8,2024Q2
1453,大將,1.41,112,29.51,1.55,2024Q2
1454,台富,1.27,112,75.58,1.51,2024Q2
1457,宜進,7.03,112,7.34,0.9,2024Q2
1463,強盛,1.95,112,50.29,1.91,2024Q2
1464,得力,1.86,112,27.45,1.05,2024Q2
1465,偉全,3.22,112,20.73,0.97,2024Q2
1470,大統新創,2.44,112,33.93,2.05,2024Q2
1472,三洋實業,3.53,112,14.08,1.72,2024Q2
1473,台南,3.31,112,11.2,1.33,2024Q2
1475,業旺,3.27,112,10.36,2.89,2024Q2
1476,儒鴻,2.5,112,24.18,5.82,2024Q2
1477,聚陽,4.28,112,22.0,6.58,2024Q2
1503,士電,1.35,112,40.75,2.91,2024Q2
1504,東元,4.5,112,21.15,1.34,2024Q2
1513,中興電,2.08,112,25.33,4.77,2024Q2
1514,亞力,1.32,112,40.63,6.63,2024Q2
1515,力山,3.24,112,9.39,1.7,2024Q2
1516,川飛,1.49,112,25.06,1.69,2024Q2
1519,華城,1.06,112,52.12,28.94,2024Q2
1521,大億,1.77,112,41.68,1.69,2024Q2
1522,堤維西,2.97,112,12.67,2.35,2024Q2
1524,耿鼎,4.28,112,10.03,1.83,2024Q2
1525,江申,4.7,112,18.92,1.08,2024Q2
1527,鑽全,4.38,112,13.27,1.34,2024Q2
1529,樂事綠能,1.91,112,156.75,2.71,2024Q2
1530,亞崴,4.92,112,12.45,0.91,2024Q2
1531,高林股,1.41,112,28.4,0.71,2024Q2
1532,勤美,3.58,112,7.63,1.06,2024Q2
1535,中宇,5.31,112,14.33,2.21,2024Q2
1536,和大,1.52,112,113.62,2.13,2024Q2
1537,廣隆,4.95,112,14.57,2.76,2024Q2
1539,巨庭,2.51,112,14.4,0.97,2024Q2
1540,喬福,2.86,112,18.37,2.24,2024Q2
1541,錩泰,1.57,112,12.37,1.26,2024Q2
1558,伸興,3.57,112,18.85,1.33,2024Q2
1560,中砂,1.22,112,49.55,7.47,2024Q2
1563,巧新,2.74,112,21.72,1.64,2024Q2
1568,倉佑,4.83,112,9.57,1.58,2024Q2
1582,信錦,3.66,112,15.6,2.19,2024Q2
