日期,證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
20260618,1102,亞泥,35.8,6.42,114,12.01,0.72,2026Q1
20260618,1103,嘉泥,13.8,3.99,114,17.25,0.5,2026Q1
20260618,1104,環泥,29.1,6.36,114,11.37,0.8,2026Q1
20260618,1108,幸福,13.9,7.19,114,6.88,1.04,2026Q1
20260618,1109,信大,14.65,6.14,114,18.54,0.59,2026Q1
20260618,1110,東泥,15.55,1.93,114,48.59,0.94,2026Q1
20260618,1201,味全,12.55,1.67,114,33.03,0.82,2026Q1
20260618,1203,味王,43.0,2.33,114,25.0,1.57,2026Q1
20260618,1210,大成,54.7,5.48,114,12.96,1.82,2026Q1
20260618,1215,卜蜂,115.0,6.09,114,12.39,3.2,2026Q1
20260618,1216,統一,74.5,4.03,114,20.14,2.93,2026Q1
20260618,1217,愛之味,9.88,2.53,114,20.58,0.66,2026Q1
20260618,1218,泰山,17.9,7.37,114,11.62,0.7,2026Q1
20260618,1219,福壽,12.6,3.97,114,26.81,0.93,2026Q1
20260618,1220,台榮,11.7,1.71,114,585.0,0.89,2026Q1
20260618,1225,福懋油,32.25,3.1,114,18.86,1.94,2026Q1
20260618,1227,佳格,29.1,4.6,114,19.93,1.38,2026Q1
20260618,1229,聯華,41.9,4.77,114,16.12,1.35,2026Q1
20260618,1231,聯華食,87.4,2.86,114,19.86,3.45,2026Q1
20260618,1232,大統益,143.0,5.03,114,16.53,3.65,2026Q1
20260618,1233,天仁,28.0,0.71,114,34.15,1.82,2026Q1
20260618,1234,黑松,34.85,4.73,114,20.87,0.76,2026Q1
20260618,1256,鮮活果汁-KY,181.5,3.64,114,13.71,1.55,2026Q1
20260618,1303,南亞,139.0,0.58,114,60.17,2.87,2026Q1
20260618,1307,三芳,36.4,6.04,114,13.28,1.48,2026Q1
20260618,1315,達新,62.3,7.22,114,40.45,0.58,2026Q1
20260618,1319,東陽,99.2,5.04,114,17.81,2.01,2026Q1
20260618,1323,永裕,19.8,4.55,114,35.36,0.7,2026Q1
20260618,1326,台化,54.2,1.11,114,361.33,0.85,2026Q1
20260618,1339,昭輝,43.95,5.69,114,10.39,0.8,2026Q1
20260618,1341,富林-KY,62.0,6.45,114,15.2,2.76,2026Q1
20260618,1342,八貫,116.0,5.17,114,19.5,4.33,2026Q1
