日期,證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
20260903,1102,亞泥,35.2,6.53,114,9.72,0.68,2026Q2
20260903,1103,嘉泥,13.25,3.92,114,9.89,0.5,2026Q2
20260903,1104,環泥,27.8,6.65,114,10.3,0.77,2026Q2
20260903,1108,幸福,11.6,8.62,114,17.06,0.86,2026Q2
20260903,1109,信大,13.45,6.69,114,19.49,0.56,2026Q2
20260903,1110,東泥,16.1,1.86,114,25.97,0.97,2026Q2
20260903,1201,味全,12.15,1.73,114,19.92,0.77,2026Q2
20260903,1203,味王,43.2,2.31,114,20.57,1.58,2026Q2
20260903,1210,大成,51.8,5.79,114,12.73,1.7,2026Q2
20260903,1215,卜蜂,110.0,6.36,114,12.67,2.97,2026Q2
20260903,1216,統一,75.6,3.97,114,18.26,3.15,2026Q2
20260903,1217,愛之味,9.96,2.51,114,15.09,0.64,2026Q2
20260903,1220,台榮,10.7,1.87,114,152.86,0.83,2026Q2
20260903,1225,福懋油,24.9,4.02,114,118.57,1.61,2026Q2
20260903,1227,佳格,28.55,4.69,114,17.73,1.42,2026Q2
20260903,1229,聯華,42.1,4.75,114,16.91,1.2,2026Q2
20260903,1231,聯華食,80.0,3.13,114,16.19,3.18,2026Q2
20260903,1232,大統益,155.5,4.63,114,17.22,4.51,2026Q2
20260903,1233,天仁,28.3,0.71,114,30.76,1.82,2026Q2
20260903,1234,黑松,33.3,4.95,114,20.3,0.73,2026Q2
20260903,1256,鮮活果汁-KY,173.0,3.82,114,11.12,1.47,2026Q2
20260903,1301,台塑,65.7,0.76,114,40.06,0.73,2026Q2
20260903,1303,南亞,221.0,0.36,114,35.65,3.67,2026Q2
20260903,1307,三芳,30.35,7.25,114,9.06,1.21,2026Q2
20260903,1315,達新,65.7,6.85,114,26.93,0.46,2026Q2
20260903,1319,東陽,81.4,6.14,114,13.21,1.78,2026Q2
20260903,1323,永裕,21.35,4.22,114,16.81,0.74,2026Q2
20260903,1326,台化,69.7,0.86,114,29.53,0.79,2026Q2
20260903,1339,昭輝,42.6,5.87,114,7.33,0.76,2026Q2
20260903,1341,富林-KY,58.9,6.79,114,11.97,2.51,2026Q2
20260903,1342,八貫,102.0,5.88,114,14.43,3.54,2026Q2
20260903,1402,遠東新,29.1,4.3,114,15.08,0.67,2026Q2
20260903,1409,新纖,24.6,3.66,114,11.18,0.82,2026Q2
20260903,1410,南染,24.55,0.81,114,33.63,1.45,2026Q2
20260903,1414,東和,17.9,1.12,114,31.96,1.19,2026Q2
20260903,1416,廣豐,11.7,4.87,114,9.92,0.49,2026Q2
20260903,1417,嘉裕,8.29,3.02,114,16.25,0.67,2026Q2
20260903,1419,新紡,66.4,2.71,114,4.78,0.87,2026Q2
20260903,1432,大魯閣,15.0,13.33,114,2.94,1.22,2026Q2
20260903,1434,福懋,18.1,2.76,114,19.67,0.63,2026Q2
20260903,1436,華友聯,38.15,13.24,114,13.53,1.33,2026Q2
