資料日期,股票代號,名稱,本益比,每股股利,殖利率,股價淨值比,財報年/季
1140207,1240,茂生農經,11.73,2.7,5.17,1.17,113Q3
1140207,1259,安心,22.56,1.8,2.84,0.84,113Q3
1140207,1264,德麥,15.83,14.0,4.4,3.6,113Q3
1140207,1268,漢來美食,18.01,7.0,4.55,2.95,113Q3
1140207,1294,漢田生技,14.02,4.0,4.45,3.15,113Q3
1140207,1336,台翰,12.66,0.41,1.74,0.96,113Q3
1140207,1565,精華,15.33,7.0,3.66,1.53,113Q3
1140207,1570,力肯,15.68,1.0,3.6,1.45,113Q3
1140207,1580,新麥,12.35,9.0,5.79,2.59,113Q3
1140207,1584,精剛,8.34,1.5,5.51,1.4,113Q3
1140207,1586,和勤,44.06,0.1303314,0.46,1.49,113Q3
1140207,1593,祺驊,28.19,1.6,4.47,1.1,113Q3
1140207,1599,宏佳騰,142.38,0.0,0.0,1.11,113Q3
1140207,1742,台蠟,55.48,0.0,0.0,1.12,113Q3
1140207,1777,生泰,12.94,3.5,3.68,1.72,113Q3
1140207,1784,訊聯,82.38,1.41847555,1.64,3.51,113Q3
1140207,1785,光洋科,27.29,1.20013385,1.99,2.63,113Q3
1140207,1788,杏昌,17.31,7.0,4.86,2.17,113Q3
1140207,2063,世鎧,16.74,4.5,12.5,1.62,113Q3
1140207,2065,世豐,14.08,4.34545793,8.34,1.61,113Q3
1140207,2066,世德,12.36,3.77751226,4.05,1.87,113Q3
1140207,2070,精湛,20.03,1.5,2.1,2.82,113Q3
1140207,2073,雄順,39.57,0.6,2.2,1.71,113Q3
1140207,2221,大甲,16.97,1.3,4.51,1.23,113Q3
1140207,2230,泰茂,19.42,0.93861079,0.8,5.29,113Q3
1140207,2235,謚源,21.71,2.5,5.26,1.33,113Q3
1140207,2596,綠意,155.77,1.0,2.47,2.11,113Q3
1140207,2640,大車隊,15.44,6.0,4.67,3.96,113Q3
1140207,2641,正德,9.26,0.48155935,2.65,0.8,113Q3
1140207,2643,捷迅,10.79,5.0,6.78,1.38,113Q3
1140207,2718,全心投控,2.08,3.0,4.12,1.24,113Q3
1140207,2719,燦星旅,13.96,0.0,0.0,4.18,113Q3
1140207,2724,藝舍-KY,13.98,0.0,0.0,4.92,113Q3
1140207,2726,雅茗-KY,11.39,0.0,0.0,1.88,113Q3
1140207,2729,瓦城,23.5,11.0,5.41,3.18,113Q3
1140207,2732,六角,19.14,6.49655101,6.66,2.3,113Q3
1140207,2734,易飛網,17.61,0.0,0.0,2.9,113Q3
1140207,2743,山富,11.07,3.0,3.03,3.51,113Q3
