資料日期,股票代號,名稱,本益比,每股股利,殖利率,股價淨值比
1121106,1240,茂生農經,72.58,1.2,2.67,1.4
1121106,1259,安心,13.7,2.6,3.46,1.0
1121106,1264,德麥,16.42,12.0,4.15,3.81
1121106,1268,漢來美食,16.18,3.0,2.02,3.14
1121106,1336,台翰,12.45,0.41,2.02,0.91
1121106,1565,精華,14.94,13.5,7.38,1.53
1121106,1570,力肯,14.89,1.0,4.9,1.17
1121106,1580,新麥,17.26,6.0,4.1,2.93
1121106,1584,精剛,26.0,0.7,2.07,1.92
1121106,1591,駿吉-KY,66.19,0.5,1.2,3.23
1121106,1593,祺驊,10.9,3.17998106,5.72,1.6
1121106,1595,川寶,13.49,2.0260002,5.35,0.68
1121106,1599,宏佳騰,28.25,1.5,4.21,1.39
1121106,1777,生泰,15.25,3.0,3.53,1.66
1121106,1784,訊聯,35.95,0.69649506,1.19,2.49
1121106,1785,光洋科,19.15,1.50061598,3.68,1.95
1121106,1788,杏昌,17.88,7.0,5.28,2.09
1121106,1796,金穎生技,26.14,1.5,1.98,3.72
1121106,2063,世鎧,11.75,3.0,5.38,2.71
1121106,2065,世豐,10.47,5.49786626,9.19,1.87
1121106,2066,世德,10.03,4.41897002,5.59,1.83
1121106,2070,精湛,18.32,1.5,4.9,1.31
1121106,2073,雄順,34.19,1.81803636,6.18,1.84
1121106,2221,大甲,8.49,4.0,11.61,1.57
1121106,2230,泰茂,177.4,1.41711497,1.09,7.76
1121106,2235,謚源,14.1,4.0,9.46,1.21
1121106,2640,大車隊,16.93,5.0,4.63,3.78
1121106,2641,正德,4.23,1.49661129,9.21,0.75
1121106,2643,捷迅,5.71,7.0,10.53,1.41
1121106,2718,晶悅,8.21,0.0,0.0,1.92
1121106,2729,瓦城,18.6,5.0,2.03,3.25
1121106,2732,六角,15.17,6.281411,5.49,2.79
1121106,2736,富野,26.97,0.2,0.71,1.15
1121106,2743,山富,33.42,0.0,0.0,6.91
1121106,2745,五福,30.27,0.0,0.0,5.19
1121106,2752,豆府,17.32,10.0,3.91,6.75
1121106,2754,亞洲藏壽司,20.42,1.49993578,1.14,3.92
1121106,2755,揚秦,22.56,5.3,4.42,3.86
1121106,2756,聯發國際,13.49,4.5,5.04,3.39
1121106,2916,滿心,10.06,3.0,6.3,2.56
1121106,2937,集雅社,10.15,1.28142996,4.24,1.37
1121106,2947,振宇五金,39.4,2.2,2.57,2.28
1121106,3066,李洲,16.73,0.0,0.0,1.3
1121106,3067,全域,102.5,0.0,0.0,2.93
1121106,3071,協禧,18.86,1.664,4.9,2.63
1121106,3073,天方能源,57.61,0.0,0.0,1.86
1121106,3078,僑威,17.18,2.35,2.81,3.27
1121106,3086,華義,62.95,1.2,1.82,4.77
1121106,3088,艾訊,11.03,3.47651446,4.16,2.08
1121106,3093,港建*,11.45,3.0,9.74,4.38
1121106,3114,好德,12.79,1.7,6.39,1.08
1121106,3118,進階,15.71,1.7,5.67,1.88
1121106,3128,昇銳,21.93,1.2,3.99,2.06
1121106,3131,弘塑,21.15,18.0,3.85,4.06
1121106,3141,晶宏,66.1,2.66762779,2.86,2.86
1121106,3147,大綜,13.5,4.5,5.8,2.74
1121106,3152,璟德,72.67,3.59,1.59,4.57
1121106,3163,波若威,15.76,4.2,4.61,2.82
1121106,3169,亞信,31.11,5.5,4.37,4.7
1121106,3171,新洲,9.3,1.0,5.57,1.22
1121106,3178,公準,16.92,2.5,3.01,3.01
1121106,3188,鑫龍騰,27.8,0.3,1.83,1.32
1121106,3206,志豐,9.57,2.2,4.87,2.04
1121106,3207,耀勝,16.98,1.32721833,1.87,3.17
1121106,3211,順達,16.6,6.04184,7.65,1.41
1121106,3213,茂訊,11.85,3.6,5.06,1.89
