證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,3.06,112,34.79,1.06,2024Q2
1102,亞泥,4.74,112,14.03,0.88,2024Q2
1103,嘉泥,2.81,112,118.67,0.55,2024Q2
1104,環泥,6.53,112,10.08,0.92,2024Q2
1108,幸福,6.21,112,12.98,1.32,2024Q2
1109,信大,6.58,112,9.61,0.77,2024Q2
1110,東泥,0.85,112,97.5,1.47,2024Q2
1201,味全,1.49,112,27.09,1.22,2024Q2
1203,味王,2.06,112,23.9,2.19,2024Q2
1210,大成,4.27,112,11.38,1.88,2024Q2
1215,卜蜂,5.61,112,14.51,3.13,2024Q2
1216,統一,3.73,112,24.62,3.68,2024Q2
1217,愛之味,1.93,112,18.89,0.79,2024Q2
1219,福壽,4.65,112,20.24,1.27,2024Q2
1220,台榮,2.47,112,12.37,1.2,2024Q2
1225,福懋油,0.86,112,79.51,10.99,2024Q2
1227,佳格,3.26,112,22.4,2.01,2024Q2
1229,聯華,3.44,112,22.43,2.03,2024Q2
1231,聯華食,2.35,112,23.81,4.64,2024Q2
1232,大統益,4.54,112,17.81,4.61,2024Q2
1233,天仁,2.78,112,33.4,2.01,2024Q2
1234,黑松,4.48,112,17.38,0.93,2024Q2
1235,興泰,0.8,112,26.27,1.46,2024Q2
1236,宏亞,2.72,112,183.85,0.82,2024Q2
1256,鮮活果汁-KY,4.2,112,12.65,1.36,2024Q1
1301,台塑,1.92,112,62.14,0.97,2024Q2
1303,南亞,1.51,112,49.36,1.0,2024Q2
1305,華夏,2.03,112,57.33,1.06,2024Q2
1307,三芳,4.57,112,11.61,1.38,2024Q2
1315,達新,6.91,112,37.91,0.68,2024Q2
1319,東陽,4.42,112,13.45,2.11,2024Q2
1321,大洋,0.91,112,42.05,1.57,2024Q2
1323,永裕,3.36,112,30.67,1.09,2024Q2
1324,地球,1.54,112,38.24,1.01,2024Q2
1325,恆大,2.09,112,319.44,0.9,2024Q2
1326,台化,2.78,112,23.88,0.81,2024Q2
1339,昭輝,4.91,112,9.56,1.15,2024Q2
1341,富林-KY,6.62,112,14.65,2.94,2024Q1
1342,八貫,6.45,112,12.11,3.07,2024Q2
1402,遠東新,3.71,112,20.42,0.85,2024Q2
1409,新纖,3.42,112,19.63,0.7,2024Q2
1410,南染,0.8,112,101.49,2.2,2024Q2
1414,東和,1.13,112,82.04,1.53,2024Q2
1416,廣豐,3.83,112,13.88,0.62,2024Q2
1419,新紡,2.48,112,20.86,0.98,2024Q2
1423,利華,1.35,112,62.39,1.42,2024Q2
