證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,1.43,111,29.53,1.15,2023Q3
1102,亞泥,5.55,111,14.44,0.87,2023Q3
1103,嘉泥,2.62,111,73.27,0.59,2023Q3
1104,環泥,6.06,111,8.87,0.91,2023Q3
1108,幸福,5.06,111,8.59,1.28,2023Q3
1109,信大,4.38,111,10.74,0.78,2023Q3
1110,東泥,0.53,111,40.0,1.2,2023Q3
1201,味全,1.26,111,68.04,1.3,2023Q3
1203,味王,1.93,111,33.08,2.41,2023Q3
1210,大成,2.56,111,13.3,2.16,2023Q3
1215,卜蜂,3.64,111,13.93,3.07,2023Q3
1216,統一,4.23,111,21.91,3.34,2023Q3
1217,愛之味,3.32,111,36.52,0.88,2023Q3
1218,泰山,2.53,111,2.1,0.91,2023Q3
1219,福壽,4.15,111,25.73,1.43,2023Q3
1220,台榮,1.39,111,32.61,1.12,2023Q3
1225,福懋油,3.66,111,47.98,3.71,2023Q3
1227,佳格,3.32,111,29.92,2.03,2023Q3
1229,聯華,3.0,111,26.36,2.45,2023Q3
1231,聯華食,2.97,111,28.38,4.07,2023Q3
1232,大統益,4.21,111,20.3,4.5,2023Q3
1233,天仁,2.44,111,30.3,2.16,2023Q3
1234,黑松,4.44,111,16.88,0.88,2023Q3
1235,興泰,2.81,111,48.63,1.66,2023Q3
1236,宏亞,4.19,111,55.47,0.86,2023Q3
1256,鮮活果汁-KY,2.69,111,16.38,2.11,2023Q3
1301,台塑,5.3,111,176.0,1.44,2023Q3
1303,南亞,4.51,111,96.38,1.44,2023Q3
1304,台聚,3.54,111,32.38,0.89,2023Q3
1305,華夏,1.35,111,39.82,1.34,2023Q3
1307,三芳,3.09,111,15.12,1.13,2023Q3
1308,亞聚,5.13,111,24.38,1.02,2023Q3
1315,達新,8.24,111,17.01,0.66,2023Q3
1319,東陽,3.29,111,17.51,1.81,2023Q3
1323,永裕,3.5,111,22.75,1.16,2023Q3
1324,地球,1.14,111,30.88,1.36,2023Q3
1325,恆大,1.27,111,101.03,1.2,2023Q3
1326,台化,1.52,111,389.38,1.09,2023Q3
1339,昭輝,4.69,111,14.75,1.24,2023Q3
1341,富林-KY,9.64,111,13.17,2.52,2023Q3
1342,八貫,4.49,111,15.79,4.03,2023Q3
1402,遠東新,4.33,111,29.16,0.77,2023Q3
1409,新纖,6.43,111,36.16,0.7,2023Q3
1410,南染,2.05,111,64.92,2.28,2023Q3
1414,東和,1.8,111,254.29,1.27,2023Q3
1416,廣豐,4.26,111,19.92,0.61,2023Q3
1417,嘉裕,3.1,111,37.34,0.85,2023Q3
1419,新紡,3.13,111,22.18,1.15,2023Q3
1423,利華,0.64,111,32.84,1.13,2023Q3
1434,福懋,5.95,111,51.43,0.78,2023Q3
1436,華友聯,6.2,111,121.91,2.91,2023Q3
1437,勤益控,2.54,111,11.21,0.86,2023Q3
1439,雋揚,1.24,111,19.67,0.92,2023Q3
1442,名軒,4.15,111,19.01,2.47,2023Q3
1445,大宇,0.49,111,47.67,1.53,2023Q3
1449,佳和,1.44,111,38.02,1.01,2023Q3
1452,宏益,4.6,111,124.29,0.87,2023Q3
1453,大將,2.0,111,500.0,1.16,2023Q3
1454,台富,1.5,111,208.13,1.27,2023Q3
1457,宜進,5.38,111,84.55,0.84,2023Q3
1463,強盛,2.22,111,22.78,1.31,2023Q3
1464,得力,7.49,111,222.5,1.05,2023Q3
1465,偉全,6.12,111,21.06,0.86,2023Q3
1470,大統新創,2.33,111,33.86,1.68,2023Q3
1473,台南,3.42,111,14.2,1.14,2023Q3
1475,業旺,1.18,111,10.45,2.31,2023Q3
1476,儒鴻,3.02,111,33.75,6.28,2023Q3
1477,聚陽,4.09,111,22.25,5.66,2023Q3
1503,士電,1.69,111,26.57,1.94,2023Q3
1504,東元,3.21,111,17.21,1.25,2023Q3
1513,中興電,2.84,111,37.22,3.9,2023Q3
1514,亞力,1.73,111,32.23,4.43,2023Q3
1516,川飛,6.74,111,24.29,1.6,2023Q3
1519,華城,0.76,111,44.01,17.3,2023Q3
1521,大億,1.54,111,40.27,1.89,2023Q3
1522,堤維西,4.44,111,14.16,1.53,2023Q3
1524,耿鼎,2.99,111,17.89,2.08,2023Q3
1525,江申,2.68,111,15.11,1.2,2023Q3
1526,日馳,10.26,111,13.87,1.36,2023Q3
1527,鑽全,5.81,111,14.24,1.22,2023Q3
1528,恩德,0.87,111,34.85,0.9,2023Q3
1529,樂事綠能,1.66,111,51.75,2.87,2023Q3
1530,亞崴,4.92,111,13.95,0.95,2023Q3
1531,高林股,5.84,111,114.17,0.68,2023Q3
1532,勤美,2.86,111,18.56,1.21,2023Q3
1535,中宇,5.32,111,15.2,1.98,2023Q3
1536,和大,2.68,111,33.73,1.89,2023Q3
1537,廣隆,7.58,111,18.78,2.62,2023Q3
1539,巨庭,10.27,111,37.46,1.01,2023Q3
1540,喬福,3.45,111,16.73,1.05,2023Q3
1558,伸興,5.16,111,31.89,1.31,2023Q3
1560,中砂,2.08,111,31.27,4.69,2023Q3
1568,倉佑,3.34,111,9.97,1.85,2023Q3
1582,信錦,3.75,111,20.28,1.71,2023Q3
1583,程泰,4.44,111,11.78,1.39,2023Q3
1587,吉茂,4.36,111,27.0,1.12,2023Q3
1590,亞德客-KY,1.3,111,30.57,4.86,2023Q3
1597,直得,3.13,111,27.9,2.35,2023Q3
1603,華電,1.3,111,14.98,0.98,2023Q3
1604,聲寶,5.15,111,15.48,1.3,2023Q3
1605,華新,4.66,111,29.06,1.08,2023Q3
1608,華榮,1.86,111,11.0,1.23,2023Q3
1609,大亞,1.68,111,8.8,1.8,2023Q3
1611,中電,1.81,111,39.52,1.25,2023Q3
1612,宏泰,5.3,111,15.3,1.23,2023Q3
1614,三洋電,2.57,111,31.3,1.82,2023Q3
1615,大山,5.68,111,13.71,2.59,2023Q3
1617,榮星,1.81,111,50.15,1.22,2023Q3
1618,合機,1.84,111,20.15,1.32,2023Q3
1701,中化,3.29,111,22.76,0.99,2023Q3
1702,南僑,3.94,111,16.44,1.31,2023Q3
1707,葡萄王,4.42,111,15.87,2.42,2023Q3
1709,和益,8.61,111,19.17,1.24,2023Q3
1710,東聯,0.99,111,18.32,1.42,2023Q3
1711,永光,1.79,111,72.59,1.29,2023Q3
1712,興農,7.28,111,14.96,1.95,2023Q3
1713,國化,2.5,111,16.13,2.17,2023Q3
1714,和桐,1.1,111,17.9,0.73,2023Q3
1717,長興,4.12,111,23.66,1.37,2023Q3
1720,生達,3.79,111,13.87,2.34,2023Q3
1722,台肥,3.7,111,15.76,1.21,2023Q3
1723,中碳,4.22,111,18.37,3.5,2023Q3
1725,元禎,4.56,111,20.32,0.92,2023Q3
1726,永記,4.63,111,14.62,1.26,2023Q3
1727,中華化,2.53,111,31.7,1.85,2023Q3
1730,花仙子,5.2,111,16.39,2.03,2023Q3
1731,美吾華,4.9,111,18.4,1.48,2023Q3
1733,五鼎,3.47,111,27.99,2.26,2023Q3
1734,杏輝,2.95,111,20.58,1.88,2023Q3
1735,日勝化,2.87,111,23.2,1.16,2023Q3
1736,喬山,0.87,111,35.23,2.2,2023Q3
1737,臺鹽,4.39,111,17.63,1.05,2023Q3
1752,南光,4.32,111,13.63,2.23,2023Q3
1762,中化生,2.26,111,15.35,1.34,2023Q3
1773,勝一,2.68,111,21.69,4.05,2023Q3
1776,展宇,3.51,111,114.0,1.16,2023Q3
1783,和康生,2.07,111,22.51,3.14,2023Q3
1786,科妍,2.55,111,31.04,3.29,2023Q3
1789,神隆,1.36,111,91.03,2.04,2023Q3
1795,美時,1.27,111,18.57,4.29,2023Q3
1808,潤隆,0.6,111,6.86,3.71,2023Q3
1817,凱撒衛,6.23,111,12.22,1.35,2023Q3
1904,正隆,3.7,111,42.5,1.17,2023Q3
1906,寶隆,3.23,111,81.58,0.54,2023Q3
1907,永豐餘,2.76,111,42.34,0.96,2023Q3
2006,東和鋼鐵,4.95,111,12.25,1.73,2023Q3
2008,高興昌,2.27,111,9.67,1.38,2023Q3
2009,第一銅,1.25,111,290.91,1.96,2023Q3
2010,春源,3.21,111,16.55,1.06,2023Q3
2012,春雨,5.94,111,30.42,1.66,2023Q3
2013,中鋼構,3.07,111,23.43,2.14,2023Q3
2015,豐興,5.79,111,16.49,1.9,2023Q3
2020,美亞,3.12,111,10.05,1.96,2023Q3
2027,大成鋼,11.11,111,15.53,1.28,2023Q3
2028,威致,4.95,111,23.03,1.97,2023Q3
2029,盛餘,3.52,111,18.28,0.95,2023Q3
2030,彰源,7.59,111,63.71,1.12,2023Q3
2031,新光鋼,1.73,111,12.46,1.76,2023Q3
2038,海光,2.28,111,39.91,1.13,2023Q3
2049,上銀,2.34,111,38.46,2.4,2023Q3
2059,川湖,2.19,111,30.9,5.47,2023Q3
2062,橋椿,3.96,111,21.96,0.68,2023Q3
2103,台橡,4.48,111,44.63,1.01,2023Q3
2105,正新,3.12,111,22.23,1.71,2023Q3
2107,厚生,4.93,111,14.08,0.61,2023Q3
2108,南帝,5.32,111,26.67,1.29,2023Q3
2109,華豐,6.12,111,13.01,1.24,2023Q3
2114,鑫永銓,4.65,111,18.22,2.83,2023Q3
2115,六暉-KY,4.41,111,14.58,0.95,2023Q3
2201,裕隆,1.24,111,99.73,1.41,2023Q3
2204,中華,3.54,111,50.0,1.83,2023Q3
2206,三陽工業,2.52,111,10.42,2.64,2023Q3
