日期,證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
20250623,1101,台泥,25.1,3.98,113,19.76,0.76,2025Q1
20250623,1102,亞泥,41.9,5.25,113,13.13,0.84,2025Q1
20250623,1103,嘉泥,14.05,3.91,113,20.97,0.44,2025Q1
20250623,1104,環泥,29.7,5.72,113,13.44,0.85,2025Q1
20250623,1108,幸福,14.5,5.17,113,11.69,1.17,2025Q1
20250623,1109,信大,16.6,5.42,113,13.07,0.67,2025Q1
20250623,1110,東泥,18.85,1.59,113,29.45,1.14,2025Q1
20250623,1201,味全,15.4,3.25,113,18.55,1.02,2025Q1
20250623,1203,味王,38.35,3.13,113,16.67,1.44,2025Q1
20250623,1210,大成,60.5,4.63,113,14.2,2.08,2025Q1
20250623,1213,大飲,12.65,2.77,113,1.42,1.01,2025Q1
20250623,1215,卜蜂,114.5,3.93,113,14.93,3.29,2025Q1
20250623,1216,統一,79.2,3.79,113,22.18,3.17,2025Q1
20250623,1217,愛之味,10.3,3.59,113,44.78,0.73,2025Q1
20250623,1218,泰山,21.9,6.16,113,13.86,0.86,2025Q1
20250623,1219,福壽,13.85,3.61,113,28.27,1.03,2025Q1
20250623,1220,台榮,13.25,5.28,113,16.99,0.96,2025Q1
20250623,1225,福懋油,32.6,2.12,113,20.9,2.06,2025Q1
20250623,1227,佳格,32.2,4.35,113,18.09,1.54,2025Q1
20250623,1229,聯華,42.35,4.25,113,17.94,1.48,2025Q1
20250623,1231,聯華食,133.5,1.95,113,36.98,5.43,2025Q1
20250623,1232,大統益,148.5,4.71,113,17.68,3.97,2025Q1
20250623,1233,天仁,30.6,3.1,113,34.77,2.04,2025Q1
20250623,1234,黑松,41.05,4.63,113,16.16,0.9,2025Q1
20250623,1256,鮮活果汁-KY,117.5,4.0,113,14.78,1.13,2025Q1
20250623,1303,南亞,27.1,2.58,113,84.69,0.62,2025Q1
20250623,1307,三芳,36.35,7.43,113,9.67,1.48,2025Q1
20250623,1315,達新,65.3,7.66,113,34.55,0.69,2025Q1
20250623,1319,東陽,100.0,5.3,113,12.66,2.03,2025Q1
20250623,1321,大洋,35.8,1.06,113,1790.0,1.33,2025Q1
20250623,1323,永裕,19.4,4.64,113,8.22,0.68,2025Q1
20250623,1324,地球,10.5,1.9,113,1050.0,0.83,2025Q1
20250623,1339,昭輝,47.8,6.28,113,11.44,0.89,2025Q1
20250623,1341,富林-KY,65.0,8.0,113,12.57,2.76,2025Q1
20250623,1342,八貫,86.2,5.56,113,13.36,3.12,2025Q1
20250623,1402,遠東新,32.6,4.91,113,16.22,0.73,2025Q1
20250623,1409,新纖,11.8,5.08,113,10.93,0.51,2025Q1
20250623,1410,南染,37.55,1.33,113,89.4,2.23,2025Q1
20250623,1414,東和,18.05,1.27,113,120.33,1.28,2025Q1
20250623,1416,廣豐,11.6,4.83,113,15.06,0.48,2025Q1
20250623,1419,新紡,59.4,2.53,113,20.27,1.16,2025Q1
20250623,1423,利華,36.7,2.18,113,23.99,1.08,2025Q1
20250623,1434,福懋,14.9,5.37,113,16.74,0.68,2025Q1
20250623,1436,華友聯,114.5,11.56,113,6.18,2.95,2025Q1
20250623,1437,勤益控,32.2,4.19,113,11.58,0.79,2025Q1
20250623,1439,雋揚,30.15,1.0,113,15.62,1.0,2025Q1
20250623,1442,名軒,72.3,6.22,113,10.27,2.94,2025Q1
20250623,1446,宏和,24.5,8.16,113,3.02,1.17,2025Q1
20250623,1451,年興,18.35,5.45,113,7.58,0.51,2025Q1
20250623,1452,宏益,11.4,4.39,113,19.66,0.55,2025Q1
20250623,1457,宜進,17.0,5.88,113,12.59,0.77,2025Q1
20250623,1463,強盛新,19.8,10.61,113,5.61,1.11,2025Q1
20250623,1464,得力,12.35,7.61,113,10.21,0.88,2025Q1
20250623,1465,偉全,13.45,4.46,113,21.35,0.85,2025Q1
20250623,1470,大統新創,20.95,4.82,113,20.95,1.86,2025Q1
20250623,1472,三洋實業,90.0,3.33,113,23.75,2.16,2025Q1
20250623,1473,台南,25.15,7.95,113,8.89,0.84,2025Q1
20250623,1474,弘裕,12.4,3.23,113,32.63,0.73,2025Q1
20250623,1475,業旺,40.75,8.83,113,6.24,1.6,2025Q1
20250623,1476,儒鴻,397.0,4.28,113,15.8,4.19,2025Q1
20250623,1477,聚陽,229.0,7.47,113,13.24,4.19,2025Q1
20250623,1503,士電,183.0,2.46,113,31.07,2.57,2025Q1
20250623,1504,東元,47.0,4.68,113,17.22,1.37,2025Q1
20250623,1513,中興電,162.5,2.83,113,22.63,4.15,2025Q1
20250623,1514,亞力,112.0,1.7,113,40.29,4.92,2025Q1
20250623,1515,力山,26.55,3.77,113,55.31,1.27,2025Q1
20250623,1519,華城,572.0,1.75,113,36.11,23.59,2025Q1
20250623,1521,大億,26.5,3.77,113,19.92,1.1,2025Q1
20250623,1522,堤維西,45.0,6.67,113,11.39,1.44,2025Q1
20250623,1524,耿鼎,27.85,8.26,113,7.8,1.61,2025Q1
20250623,1525,江申,60.0,5.17,113,14.08,0.86,2025Q1
20250623,1527,鑽全,35.9,6.13,113,11.81,0.99,2025Q1
20250623,1529,樂事綠能,26.8,0.75,113,2680.0,2.45,2025Q1
20250623,1530,亞崴,29.0,5.28,113,25.44,0.84,2025Q1
20250623,1531,高林股,11.35,3.52,113,19.91,0.55,2025Q1
20250623,1532,勤美,26.6,6.58,113,19.56,0.76,2025Q1
20250623,1535,中宇,56.1,5.35,113,14.13,1.79,2025Q1
20250623,1536,和大,58.8,1.36,113,5880.0,1.88,2025Q1
20250623,1537,廣隆,138.5,7.58,113,11.88,2.29,2025Q1
20250623,1539,巨庭,18.2,4.67,113,17.84,0.72,2025Q1
20250623,1540,喬福,28.5,5.61,113,14.62,1.56,2025Q1
20250623,1541,錩泰,30.25,1.65,113,36.45,1.19,2025Q1
20250623,1558,伸興,98.1,6.12,113,14.77,1.15,2025Q1
20250623,1560,中砂,287.5,1.39,113,39.49,6.08,2025Q1
20250623,1563,巧新,52.6,4.18,113,13.81,1.32,2025Q1
20250623,1568,倉佑,22.9,5.24,113,16.96,1.31,2025Q1
20250623,1582,信錦,70.1,7.85,113,10.89,1.26,2025Q1
20250623,1583,程泰,55.6,5.4,113,15.36,1.06,2025Q1
20250623,1590,亞德客-KY,847.0,2.5,113,21.91,3.65,2025Q1
20250623,1597,直得,82.5,0.85,113,100.61,3.05,2025Q1
20250623,1603,華電,39.9,3.76,113,13.13,0.9,2025Q1
20250623,1604,聲寶,24.8,6.05,113,12.1,1.1,2025Q1
20250623,1605,華新,20.0,2.5,113,31.25,0.59,2025Q1
20250623,1608,華榮,25.15,3.98,113,20.45,1.34,2025Q1
20250623,1609,大亞,36.85,2.44,113,21.93,1.81,2025Q1
20250623,1611,中電,12.6,6.35,113,28.64,0.9,2025Q1
20250623,1612,宏泰,38.7,5.43,113,16.19,1.71,2025Q1
20250623,1614,三洋電,38.6,1.5,113,43.37,1.83,2025Q1
20250623,1615,大山,49.95,5.01,113,12.04,2.49,2025Q1
20250623,1616,億泰,41.9,4.3,113,16.76,3.41,2025Q1
20250623,1617,榮星,16.6,3.01,113,61.48,1.26,2025Q1
20250623,1618,合機,47.0,3.19,113,10.88,1.56,2025Q1
20250623,1702,南僑,40.5,6.17,113,12.9,0.86,2025Q1
20250623,1707,葡萄王,123.5,5.59,113,13.08,1.89,2025Q1
20250623,1708,東鹼,30.5,6.56,113,7.38,1.07,2025Q1
20250623,1709,和益,17.5,4.57,113,11.29,0.95,2025Q1
20250623,1711,永光,15.6,1.92,113,33.91,1.02,2025Q1
20250623,1712,興農,40.8,6.13,113,16.39,2.21,2025Q1
20250623,1713,國化,54.6,13.74,113,5.13,1.85,2025Q1
20250623,1714,和桐,7.37,2.71,113,35.1,0.58,2025Q1
20250623,1717,長興,24.0,5.0,113,16.22,1.02,2025Q1
20250623,1720,生達,56.0,5.0,113,12.17,1.78,2025Q1
20250623,1722,台肥,52.4,3.82,113,29.44,0.92,2025Q1
20250623,1723,中碳,90.2,4.99,113,18.26,2.45,2025Q1
20250623,1725,元禎,28.7,4.36,113,15.94,0.96,2025Q1
20250623,1726,永記,76.8,4.69,113,14.2,1.18,2025Q1
20250623,1727,中華化,21.3,2.35,113,46.3,1.33,2025Q1
20250623,1730,花仙子,54.6,5.49,113,12.16,1.69,2025Q1
20250623,1731,美吾華,22.95,5.23,113,18.07,1.4,2025Q1
20250623,1732,毛寶,26.4,1.89,113,77.65,2.33,2025Q1
20250623,1733,五鼎,27.95,4.29,113,17.36,1.58,2025Q1
20250623,1734,杏輝,31.75,4.72,113,18.79,1.7,2025Q1
20250623,1735,日勝化,15.55,5.14,113,18.73,0.96,2025Q1
20250623,1736,喬山,156.5,2.56,113,16.68,3.7,2025Q1
20250623,1737,臺鹽,32.55,3.99,113,17.88,0.96,2025Q1
20250623,1752,南光,35.6,4.49,113,13.8,1.54,2025Q1
20250623,1760,寶齡富錦,70.6,2.55,113,55.59,3.37,2025Q1
20250623,1762,中化生,25.1,0.76,113,96.54,0.58,2025Q1
20250623,1773,勝一,117.5,3.83,113,15.65,2.86,2025Q1
20250623,1776,展宇,16.6,4.82,113,24.41,1.07,2025Q1
20250623,1783,和康生,43.5,1.91,113,18.67,2.64,2025Q1
20250623,1786,科妍,90.2,3.59,113,26.22,3.73,2025Q1
20250623,1789,神隆,16.35,2.14,113,52.74,1.21,2025Q1
20250623,1795,美時,213.5,2.68,113,10.37,2.67,2025Q1
20250623,1806,冠軍,11.3,8.85,113,34.24,0.78,2025Q1
20250623,1808,潤隆,28.8,6.94,113,16.18,2.3,2025Q1
20250623,1809,中釉,15.3,1.63,113,56.67,0.86,2025Q1
20250623,1810,和成,15.3,1.24,113,95.63,0.68,2025Q1
20250623,1817,凱撒衛,41.95,5.72,113,10.36,1.33,2025Q1
20250623,1904,正隆,16.3,2.76,113,44.05,0.62,2025Q1
20250623,1907,永豐餘,22.95,3.49,113,31.44,0.59,2025Q1
20250623,2002,中鋼,18.45,1.79,113,184.5,0.92,2025Q1
20250623,2006,東和鋼鐵,62.9,6.36,113,10.26,1.49,2025Q1
20250623,2008,高興昌,24.4,2.05,113,78.71,1.35,2025Q1
20250623,2009,第一銅,31.5,1.59,113,43.75,1.59,2025Q1
20250623,2010,春源,18.5,7.03,113,9.74,1.01,2025Q1
20250623,2012,春雨,18.95,5.28,113,21.29,1.32,2025Q1
20250623,2013,中鋼構,42.45,4.71,113,15.49,1.51,2025Q1
20250623,2015,豐興,60.2,5.81,113,14.9,1.68,2025Q1
20250623,2020,美亞,23.7,9.28,113,10.53,1.33,2025Q1
20250623,2027,大成鋼,33.6,3.27,113,17.97,1.03,2025Q1
20250623,2028,威致,16.25,1.85,113,27.08,1.13,2025Q1
20250623,2029,盛餘,22.7,5.51,113,12.14,0.73,2025Q1
20250623,2030,彰源,14.3,4.9,113,11.26,0.76,2025Q1
20250623,2031,新光鋼,39.2,6.38,113,34.39,1.21,2025Q1
20250623,2032,新鋼,13.5,2.81,113,26.47,1.04,2025Q1
20250623,2033,佳大,16.7,1.2,113,61.85,1.28,2025Q1
20250623,2034,允強,21.25,4.71,113,101.19,1.03,2025Q1
20250623,2038,海光,14.45,1.38,113,43.79,0.69,2025Q1
20250623,2049,上銀,206.5,1.16,113,35.48,2.0,2025Q1
20250623,2059,川湖,2100.0,1.53,113,27.49,8.4,2025Q1
20250623,2062,橋椿,23.8,7.56,113,10.87,0.61,2025Q1
20250623,2069,運錩,14.15,6.36,113,6.21,0.57,2025Q1
20250623,2101,南港,35.0,1.43,113,10.23,2.22,2025Q1
20250623,2103,台橡,17.35,3.63,113,15.35,0.7,2025Q1
20250623,2105,正新,38.4,6.25,113,17.14,1.46,2025Q1
20250623,2106,建大,21.55,5.1,113,23.42,1.01,2025Q1
20250623,2107,厚生,24.15,5.8,113,12.08,0.58,2025Q1
20250623,2108,南帝,23.1,4.33,113,18.63,0.78,2025Q1
