證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,1.48,111,27.7,1.16,2023Q2
1102,亞泥,5.67,111,12.12,0.89,2023Q2
1103,嘉泥,2.72,111,37.55,0.52,2023Q2
1104,環泥,6.94,111,9.07,0.78,2023Q2
1108,幸福,5.63,111,8.35,1.19,2023Q2
1109,信大,4.52,111,8.89,0.78,2023Q2
1110,東泥,0.52,111,38.98,1.23,2023Q2
1201,味全,1.29,111,43.14,1.3,2023Q2
1203,味王,2.63,111,16.24,1.82,2023Q2
1210,大成,2.84,111,15.09,2.08,2023Q2
1215,卜蜂,3.73,111,15.7,3.27,2023Q2
1216,統一,4.57,111,20.35,3.32,2023Q2
1217,愛之味,3.23,111,18.51,0.89,2023Q2
1218,泰山,2.65,111,2.02,0.88,2023Q2
1219,福壽,4.07,111,51.71,1.45,2023Q2
1220,台榮,1.43,111,107.31,1.11,2023Q2
1225,福懋油,3.7,111,96.61,3.64,2023Q2
1227,佳格,3.44,111,29.03,2.03,2023Q2
1229,聯華,3.26,111,25.33,2.3,2023Q2
1231,聯華食,2.99,111,23.58,3.81,2023Q2
1232,大統益,4.26,111,23.08,4.7,2023Q2
1233,天仁,2.41,111,34.56,2.22,2023Q2
1234,黑松,4.66,111,15.88,0.86,2023Q2
1235,興泰,2.72,111,19.78,1.71,2023Q2
1236,宏亞,4.26,111,102.17,1.0,2023Q2
1256,鮮活果汁-KY,2.5,111,16.26,2.46,2023Q2
1301,台塑,5.22,111,268.33,1.5,2023Q2
1303,南亞,4.52,111,116.32,1.49,2023Q2
1304,台聚,3.46,111,36.16,0.93,2023Q2
1307,三芳,3.17,111,18.26,1.17,2023Q2
1308,亞聚,5.03,111,16.56,1.04,2023Q2
1315,達新,8.42,111,8.7,0.62,2023Q2
1316,上曜,6.33,111,184.17,0.93,2023Q2
1319,東陽,3.0,111,21.55,2.09,2023Q2
1323,永裕,3.5,111,18.07,1.21,2023Q2
1324,地球,1.18,111,52.97,1.34,2023Q2
1325,恆大,2.21,111,66.62,0.7,2023Q2
1339,昭輝,4.78,111,13.69,1.27,2023Q2
1341,富林-KY,9.13,111,12.74,2.78,2023Q2
1342,八貫,4.93,111,14.97,3.97,2023Q2
1402,遠東新,4.61,111,25.93,0.74,2023Q2
1409,新纖,6.45,111,18.24,0.71,2023Q2
1410,南染,2.14,111,51.16,2.2,2023Q2
1414,東和,1.84,111,87.0,1.24,2023Q2
1416,廣豐,4.83,111,30.44,0.52,2023Q2
1417,嘉裕,2.98,111,20.33,0.89,2023Q2
1419,新紡,3.5,111,20.63,1.08,2023Q2
1434,福懋,5.87,111,31.54,0.78,2023Q2
1436,華友聯,7.79,111,12.13,2.34,2023Q2
1437,勤益控,2.74,111,12.29,0.81,2023Q2
1439,雋揚,1.32,111,14.43,0.87,2023Q2
1442,名軒,4.24,111,18.21,2.43,2023Q2
1445,大宇,0.49,111,41.2,1.56,2023Q2
1449,佳和,2.11,111,57.0,0.71,2023Q2
1452,宏益,4.91,111,77.62,0.82,2023Q2
1453,大將,2.17,111,115.42,1.04,2023Q2
1454,台富,1.43,111,79.55,1.34,2023Q2
1457,宜進,5.68,111,135.38,0.81,2023Q2
1463,強盛,2.59,111,19.31,1.16,2023Q2
1464,得力,7.41,111,31.4,1.03,2023Q2
1465,偉全,6.51,111,15.54,0.83,2023Q2
1470,大統新創,2.39,111,28.92,1.64,2023Q2
1473,台南,3.66,111,14.92,1.12,2023Q2
1475,業旺,0.97,111,11.29,3.0,2023Q2
1476,儒鴻,3.37,111,26.75,6.08,2023Q2
1477,聚陽,4.03,111,23.92,6.38,2023Q2
1503,士電,1.83,111,25.59,1.76,2023Q2
1504,東元,3.05,111,17.73,1.26,2023Q2
1513,中興電,3.23,111,36.61,3.39,2023Q2
1514,亞力,2.39,111,24.07,3.3,2023Q2
1516,川飛,7.48,111,16.85,1.35,2023Q2
1517,利奇,6.04,111,13.93,0.88,2023Q2
1519,華城,0.9,111,53.45,17.13,2023Q2
1521,大億,1.85,111,35.0,1.62,2023Q2
1522,堤維西,4.26,111,15.9,1.69,2023Q2
1524,耿鼎,3.67,111,15.57,1.81,2023Q2
1525,江申,2.66,111,14.71,1.26,2023Q2
1526,日馳,10.06,111,8.22,1.44,2023Q2
1527,鑽全,6.09,111,10.88,1.2,2023Q2
1528,恩德,0.85,111,22.08,0.93,2023Q2
1529,樂事綠能,1.64,111,31.08,2.73,2023Q2
1530,亞崴,5.32,111,13.68,0.93,2023Q2
1531,高林股,6.08,111,657.5,0.68,2023Q2
1532,勤美,3.34,111,20.31,1.09,2023Q2
1535,中宇,5.76,111,13.75,1.89,2023Q2
1536,和大,2.43,111,25.94,2.11,2023Q2
1537,廣隆,7.52,111,16.81,2.83,2023Q2
1539,巨庭,10.57,111,13.14,1.0,2023Q2
1540,喬福,3.52,111,13.75,1.05,2023Q2
1558,伸興,4.85,111,31.44,1.44,2023Q2
1560,中砂,2.43,111,25.08,4.22,2023Q2
1568,倉佑,3.44,111,20.61,2.04,2023Q2
1582,信錦,4.69,111,19.91,1.5,2023Q2
1583,程泰,4.74,111,11.53,1.37,2023Q2
1587,吉茂,4.24,111,18.58,1.2,2023Q2
1590,亞德客-KY,1.22,111,35.48,5.57,2023Q2
1597,直得,3.09,111,21.39,2.43,2023Q2
1603,華電,1.22,111,16.2,1.08,2023Q2
1604,聲寶,5.1,111,15.31,1.36,2023Q2
1605,華新,4.82,111,11.42,1.07,2023Q2
1608,華榮,1.98,111,11.16,1.18,2023Q2
1609,大亞,1.66,111,8.34,1.86,2023Q2
1611,中電,1.85,111,47.65,1.23,2023Q2
1612,宏泰,5.89,111,14.8,1.13,2023Q2
1614,三洋電,2.62,111,31.72,1.81,2023Q2
1615,大山,6.43,111,13.7,2.23,2023Q2
1617,榮星,1.86,111,61.92,1.23,2023Q2
1618,合機,2.15,111,20.67,1.19,2023Q2
1701,中化,3.47,111,17.73,0.93,2023Q2
1702,南僑,3.97,111,21.36,1.4,2023Q2
1707,葡萄王,4.6,111,15.29,2.43,2023Q2
1708,東鹼,9.36,111,32.7,1.28,2023Q2
1709,和益,8.43,111,16.42,1.29,2023Q2
1710,東聯,1.05,111,19.64,1.34,2023Q2
1711,永光,1.83,111,56.32,1.25,2023Q2
1712,興農,7.34,111,11.77,2.0,2023Q2
1713,國化,2.84,111,14.16,2.0,2023Q2
1714,和桐,1.19,111,19.02,0.69,2023Q2
1717,長興,4.2,111,25.31,1.45,2023Q2
1720,生達,4.09,111,12.65,2.27,2023Q2
1722,台肥,3.98,111,14.57,1.14,2023Q2
1723,中碳,4.27,111,16.88,3.55,2023Q2
1725,元禎,4.93,111,14.71,0.86,2023Q2
1726,永記,4.77,111,14.99,1.27,2023Q2
1727,中華化,2.53,111,33.88,1.74,2023Q2
1730,花仙子,5.32,111,15.0,2.07,2023Q2
1731,美吾華,5.24,111,16.67,1.42,2023Q2
1733,五鼎,5.22,111,15.76,1.54,2023Q2
1734,杏輝,3.14,111,19.88,1.82,2023Q2
1735,日勝化,2.96,111,35.21,1.15,2023Q2
1736,喬山,0.82,111,49.8,2.49,2023Q2
1737,臺鹽,4.48,111,16.83,1.05,2023Q2
1752,南光,4.3,111,12.77,2.28,2023Q2
1760,寶齡富錦,1.99,111,402.0,4.6,2023Q2
1762,中化生,2.33,111,10.85,1.31,2023Q2
1773,勝一,2.68,111,20.53,4.26,2023Q2
1776,展宇,3.7,111,405.0,1.18,2023Q2
1783,和康生,2.01,111,21.96,3.21,2023Q2
1786,科妍,2.62,111,31.81,3.36,2023Q2
1789,神隆,1.31,111,83.33,2.14,2023Q2
1795,美時,1.52,111,12.66,3.86,2023Q2
1808,潤隆,0.65,111,18.0,5.23,2023Q2
1810,和成,1.07,111,937.5,0.87,2023Q2
1817,凱撒衛,6.44,111,10.69,1.34,2023Q2
1904,正隆,3.86,111,36.54,1.13,2023Q2
1906,寶隆,3.19,111,38.17,0.46,2023Q2
1907,永豐餘,2.87,111,32.66,0.96,2023Q2
2006,東和鋼鐵,5.72,111,12.44,1.56,2023Q2
2008,高興昌,2.6,111,8.29,1.23,2023Q2
2009,第一銅,1.37,111,73.13,1.67,2023Q2
2010,春源,3.59,111,17.96,0.96,2023Q2
2012,春雨,6.62,111,19.53,1.51,2023Q2
2013,中鋼構,3.2,111,22.03,2.07,2023Q2
2015,豐興,6.12,111,15.24,1.83,2023Q2
2020,美亞,3.61,111,17.53,1.86,2023Q2
2027,大成鋼,11.73,111,11.4,1.07,2023Q2
2028,威致,5.65,111,16.2,1.65,2023Q2
2029,盛餘,4.34,111,55.23,0.79,2023Q2
2030,彰源,8.4,111,63.75,1.04,2023Q2
2031,新光鋼,2.11,111,16.87,1.51,2023Q2
2034,允強,5.56,111,540.0,1.37,2023Q2
2038,海光,2.9,111,19.83,0.84,2023Q2
2049,上銀,2.63,111,25.0,2.17,2023Q2
2059,川湖,2.25,111,25.5,5.68,2023Q2
2062,橋椿,4.51,111,13.84,0.63,2023Q2
2103,台橡,4.52,111,29.15,1.07,2023Q2
2104,國際中橡,0.5,111,153.08,0.56,2023Q2
2105,正新,3.17,111,23.48,1.76,2023Q2
2107,厚生,5.08,111,12.49,0.66,2023Q2
2108,南帝,5.28,111,28.25,1.34,2023Q2
2109,華豐,6.43,111,11.67,1.19,2023Q2
2114,鑫永銓,4.65,111,18.76,2.96,2023Q2
2115,六暉-KY,4.33,111,12.24,1.0,2023Q2
2206,三陽工業,2.45,111,11.46,2.89,2023Q2
2211,長榮鋼,7.19,111,8.55,1.21,2023Q2
2227,裕日車,3.8,111,30.11,3.31,2023Q2
2228,劍麟,4.29,111,14.24,1.76,2023Q2
2231,為升,1.99,111,28.83,4.65,2023Q2
2233,宇隆,4.43,111,16.19,2.5,2023Q2
2236,百達-KY,0.36,111,39.4,3.08,2023Q2
2239,英利-KY,0.79,111,28.4,0.67,2023Q2
2247,汎德永業,4.72,111,15.06,2.14,2023Q2
2250,IKKA-KY,4.31,111,29.66,1.3,2023Q2
2301,光寶科,3.9,111,18.19,3.29,2023Q2
2302,麗正,4.49,111,21.98,1.7,2023Q2
2303,聯電,7.66,111,7.54,1.8,2023Q2
2308,台達電,3.0,111,25.08,4.82,2023Q2
2312,金寶,2.03,111,27.31,1.15,2023Q2
2313,華通,5.08,111,11.25,1.76,2023Q2
2316,楠梓電,1.39,111,34.47,0.83,2023Q2
2317,鴻海,4.93,111,11.96,1.07,2023Q2
2324,仁寶,3.97,111,20.0,1.14,2023Q2
2327,國巨,1.84,111,12.3,1.79,2023Q2
2328,廣宇,3.76,111,13.24,1.5,2023Q2
2329,華泰,1.96,111,23.53,3.21,2023Q2
2330,台積電,1.99,111,14.85,4.5,2023Q2
2331,精英,2.85,111,19.62,1.36,2023Q2
2332,友訊,1.12,111,14.45,1.28,2023Q2
2337,旺宏,5.47,111,21.64,1.23,2023Q2
2338,光罩,3.45,111,9.69,3.2,2023Q2
2340,台亞,2.01,111,80.32,2.64,2023Q2
2342,茂矽,5.63,111,27.14,2.26,2023Q2
2344,華邦電,3.53,111,44.3,1.27,2023Q2
2345,智邦,1.38,111,33.46,14.83,2023Q2
2347,聯強,5.15,111,7.95,1.77,2023Q2
2348,海悅,6.17,111,14.04,2.09,2023Q2
2351,順德,2.83,111,24.73,3.2,2023Q2
2352,佳世達,4.47,111,10.89,2.17,2023Q2
2353,宏碁,4.13,111,37.09,1.55,2023Q2
2354,鴻準,2.8,111,17.93,0.81,2023Q2
2355,敬鵬,2.2,111,26.47,0.99,2023Q2
2356,英業達,3.17,111,31.36,2.97,2023Q2
2357,華碩,4.11,111,82.95,1.24,2023Q2
2359,所羅門,4.14,111,11.14,1.24,2023Q2
2360,致茂,3.43,111,21.71,4.95,2023Q2
2362,藍天,4.53,111,24.16,0.48,2023Q2
2363,矽統,2.1,111,61.95,2.01,2023Q2
2364,倫飛,1.61,111,35.58,9.49,2023Q2
2365,昆盈,1.65,111,35.74,0.91,2023Q2
2367,燿華,1.62,111,43.14,1.23,2023Q2
2368,金像電,1.57,111,30.63,7.92,2023Q2
2373,震旦行,6.26,111,12.15,2.52,2023Q2
2374,佳能,1.88,111,58.41,1.12,2023Q2
2375,凱美,2.21,111,19.57,0.84,2023Q2
2376,技嘉,2.29,111,39.11,5.08,2023Q2
2377,微星,3.96,111,21.32,2.99,2023Q2
2379,瑞昱,6.4,111,20.15,5.71,2023Q2
2382,廣達,2.65,111,25.0,5.27,2023Q2
2383,台光電,1.98,111,34.15,6.98,2023Q2
2385,群光,6.1,111,12.53,2.61,2023Q2
2387,精元,7.22,111,6.27,1.09,2023Q2
2388,威盛,0.12,111,265.22,4.67,2023Q2
2392,正崴,5.33,111,17.35,0.87,2023Q2
2393,億光,5.52,111,15.44,1.12,2023Q2
2395,研華,3.19,111,22.98,6.29,2023Q2
2397,友通,6.02,111,13.8,2.51,2023Q2
2402,毅嘉,2.67,111,28.76,1.89,2023Q2
