資料日期,股票代號,名稱,本益比,每股股利,殖利率,股價淨值比,財報年/季
1140110,1240,茂生農經,11.57,2.7,5.24,1.15,113Q3
1140110,1259,安心,22.88,1.8,2.8,0.85,113Q3
1140110,1264,德麥,15.88,14.0,4.39,3.61,113Q3
1140110,1268,漢來美食,17.37,7.0,4.71,2.84,113Q3
1140110,1294,漢田生技,14.91,4.0,4.18,3.35,113Q3
1140110,1336,台翰,13.01,0.41,1.69,0.99,113Q3
1140110,1565,精華,15.61,7.0,3.6,1.56,113Q3
1140110,1570,力肯,15.68,1.0,3.6,1.45,113Q3
1140110,1580,新麥,11.87,9.0,6.02,2.49,113Q3
1140110,1584,精剛,7.98,1.5,5.77,1.34,113Q3
1140110,1586,和勤,42.19,0.1303314,0.48,1.42,113Q3
1140110,1593,祺驊,28.19,1.6,4.47,1.1,113Q3
1140110,1599,宏佳騰,142.62,0.0,0.0,1.11,113Q3
1140110,1742,台蠟,55.0,0.0,0.0,1.11,113Q3
1140110,1777,生泰,12.64,3.5,3.77,1.68,113Q3
1140110,1784,訊聯,78.67,1.41847555,1.72,3.35,113Q3
1140110,1785,光洋科,26.88,1.20013385,2.02,2.59,113Q3
1140110,1788,杏昌,16.77,7.0,5.02,2.1,113Q3
1140110,2063,世鎧,15.35,4.5,13.64,1.49,113Q3
1140110,2065,世豐,13.59,4.34545793,8.64,1.55,113Q3
1140110,2066,世德,11.34,3.77751226,4.42,1.72,113Q3
1140110,2070,精湛,19.41,1.5,2.16,2.73,113Q3
1140110,2073,雄順,40.29,0.6,2.16,1.75,113Q3
1140110,2221,大甲,16.91,1.3,4.52,1.23,113Q3
1140110,2230,泰茂,16.86,0.93861079,0.92,4.59,113Q3
1140110,2235,謚源,21.28,2.5,5.36,1.3,113Q3
1140110,2596,綠意,157.69,1.0,2.44,2.13,113Q3
1140110,2640,大車隊,15.38,6.0,4.69,3.94,113Q3
1140110,2641,正德,9.16,0.48155935,2.68,0.79,113Q3
1140110,2643,捷迅,10.83,5.0,6.75,1.38,113Q3
1140110,2718,全心投控,2.04,3.0,4.2,1.21,113Q3
1140110,2719,燦星旅,13.02,0.0,0.0,3.9,113Q3
1140110,2724,藝舍-KY,14.25,0.0,0.0,5.01,113Q3
1140110,2726,雅茗-KY,13.11,0.0,0.0,2.16,113Q3
