資料日期,股票代號,名稱,本益比,每股股利,殖利率,股價淨值比,財報年/季
1140305,1240,茂生農經,11.82,2.7,5.13,1.18,113Q3
1140305,1259,安心,31.37,1.2,1.87,0.84,113Q4
1140305,1264,德麥,16.7,14.0,4.17,3.8,113Q3
1140305,1268,漢來美食,15.21,7.0,4.58,2.85,113Q4
1140305,1294,漢田生技,14.35,4.0,4.35,3.23,113Q3
1140305,1336,台翰,13.28,0.41,1.66,1.01,113Q3
1140305,1565,精華,15.29,7.0,3.67,1.52,113Q3
1140305,1570,力肯,16.89,1.0,3.34,1.56,113Q3
1140305,1580,新麥,12.23,9.0,5.84,2.57,113Q3
1140305,1584,精剛,17.77,0.7,2.51,1.3,113Q4
1140305,1586,和勤,48.75,0.1303314,0.42,1.64,113Q3
1140305,1593,祺驊,29.06,1.6,4.34,1.13,113Q3
1140305,1599,宏佳騰,145.48,0.0,0.0,1.13,113Q3
1140305,1742,台蠟,57.42,0.0,0.0,1.16,113Q3
1140305,1777,生泰,11.56,5.3,5.2,1.78,113Q4
1140305,1784,訊聯,78.86,1.41847555,1.71,3.36,113Q3
1140305,1785,光洋科,28.82,1.20013385,1.88,2.78,113Q3
1140305,1788,杏昌,17.82,7.0,4.86,2.14,113Q4
1140305,2063,世鎧,17.6,2.0,5.28,1.7,113Q3
1140305,2065,世豐,14.75,3.19619673,6.09,1.64,113Q4
1140305,2066,世德,15.52,3.77751226,3.23,2.35,113Q3
1140305,2070,精湛,18.88,1.5,2.23,2.66,113Q3
1140305,2073,雄順,40.51,0.6,2.15,1.75,113Q3
1140305,2221,大甲,17.24,1.3,4.44,1.25,113Q3
1140305,2230,泰茂,19.34,0.93861079,0.8,5.27,113Q3
1140305,2235,謚源,21.62,2.5,5.28,1.32,113Q3
1140305,2596,綠意,166.92,1.0,2.3,2.26,113Q3
1140305,2640,大車隊,16.41,6.0,4.4,4.21,113Q3
1140305,2641,正德,12.32,0.48155935,1.99,1.06,113Q3
1140305,2643,捷迅,11.29,5.0,6.48,1.44,113Q3
1140305,2718,全心投控,2.21,3.0,3.85,1.31,113Q4
1140305,2719,燦星旅,13.61,0.0,0.0,4.08,113Q3
1140305,2724,藝舍-KY,13.01,0.0,0.0,4.58,113Q3
1140305,2726,雅茗-KY,11.13,0.0,0.0,1.83,113Q3
1140305,2729,瓦城,23.9,11.0,5.31,3.24,113Q3
1140305,2732,六角,19.45,6.49655101,6.55,2.34,113Q3
1140305,2734,易飛網,16.35,0.0,0.0,2.69,113Q3
1140305,2743,山富,11.24,3.0,2.99,3.57,113Q3
1140305,2745,五福,10.37,3.5,3.11,4.57,113Q3
1140305,2751,王座,17.49,5.0,7.18,3.15,113Q3
1140305,2752,豆府,17.26,13.3,5.47,5.22,113Q3
1140305,2754,亞洲藏壽司,41.12,1.5,1.7,2.48,113Q3
1140305,2755,揚秦,23.72,5.0,3.61,5.07,113Q4
1140305,2756,聯發國際,33.33,4.5,5.84,3.52,113Q3
1140305,2916,滿心,14.63,4.0,7.19,2.39,113Q3
1140305,2926,誠品生活,195.93,0.2,0.38,4.11,113Q4
1140305,2937,集雅社,13.57,2.0,4.68,1.8,113Q3
1140305,2941,米斯特,23.28,3.18161143,4.39,3.08,113Q3
1140305,2947,振宇五金,25.43,3.1,3.52,2.21,113Q4
1140305,2948,寶陞,22.98,3.31428571,6.87,1.43,113Q3
1140305,2949,欣新網,20.21,2.5,3.24,1.93,113Q3
1140305,3064,泰偉,212.0,0.0,0.0,7.69,113Q3
1140305,3066,李洲,19.66,0.0,0.0,1.6,113Q3
1140305,3071,協禧,39.61,1.03,4.06,1.87,113Q3
1140305,3073,天方能源,89.82,0.0,0.0,3.58,113Q3
1140305,3078,僑威,17.15,4.8,5.59,2.98,113Q3
1140305,3083,網龍,52.22,0.0,0.0,2.75,113Q4
1140305,3086,華義,150.92,1.50000004,0.91,12.62,113Q3
1140305,3088,艾訊,18.19,4.5,3.28,3.03,113Q4
1140305,3093,港建*,26.7,1.8,1.73,3.83,113Q3
1140305,3095,及成,28.26,0.0,0.0,4.96,113Q3
1140305,3105,穩懋,31.13,0.0,0.0,1.27,113Q3
1140305,3114,好德,30.24,1.2,4.72,1.08,113Q3
1140305,3118,進階,16.95,1.8,5.31,1.97,113Q4
1140305,3128,昇銳,31.2,0.8,2.67,1.96,113Q3
1140305,3131,弘塑,45.0,22.0,1.83,8.07,113Q3
1140305,3141,晶宏,68.19,0.50624798,0.64,2.39,113Q4
1140305,3147,大綜,29.14,5.0,2.47,6.12,113Q3
1140305,3152,璟德,26.41,5.59,3.41,3.01,113Q4
1140305,3163,波若威,29.22,3.0,1.79,4.77,113Q4
1140305,3169,亞信,32.31,3.0,2.71,3.93,113Q4
1140305,3171,炎洲流通,12.05,2.0,5.32,1.8,113Q3
1140305,3178,公準,53.07,2.25,3.34,2.52,113Q3
1140305,3188,鑫龍騰,8.25,1.6,5.0,2.17,113Q3
1140305,3206,志豐,11.36,2.5,5.66,1.68,113Q3
1140305,3207,耀勝,962.5,0.89865405,0.78,4.96,113Q3
1140305,3211,順達,9.98,5.52904,3.15,2.5,113Q4
1140305,3213,茂訊,14.25,5.4,3.96,2.86,113Q3
1140305,3217,優群,15.66,6.4,3.98,3.22,113Q3
1140305,3218,大學光,18.15,7.0,3.03,5.78,113Q3
1140305,3219,倚強科,146.67,0.2660765,0.6,2.38,113Q4
1140305,3221,台嘉碩,49.48,0.7002741,2.95,1.15,113Q3
1140305,3226,龍鋒,9.82,0.5,1.01,1.76,113Q3
1140305,3227,原相,26.7,10.0,3.64,3.69,113Q3
1140305,3230,錦明,15.22,0.0,0.0,3.76,113Q3
1140305,3232,昱捷,175.0,0.5,1.9,1.75,113Q3
1140305,3260,威剛,8.19,3.0,3.48,1.59,113Q3
1140305,3264,欣銓,17.3,4.0,5.21,1.99,113Q4
1140305,3265,台星科,17.42,4.6,4.24,2.32,113Q4
1140305,3276,宇環,132.5,0.2,1.26,1.38,113Q3
1140305,3284,太普高,12.91,0.6,1.7,2.58,113Q3
1140305,3285,微端,31.93,1.0,3.77,1.91,113Q3
1140305,3287,廣寰科,15.1,0.843929,2.67,2.36,113Q3
1140305,3289,宜特,22.4,3.72716138,2.83,2.85,113Q3
1140305,3290,東浦,20.64,0.99525139,2.94,1.85,113Q3
1140305,3293,鈊象,33.6,45.0,4.68,19.77,113Q3
1140305,3294,英濟,82.83,0.0,0.0,2.19,113Q3
1140305,3303,岱稜,14.77,2.75,4.77,2.41,113Q4
1140305,3306,鼎天,17.27,2.1,4.15,0.75,113Q4
1140305,3310,佳穎,29.31,4.29970743,4.84,3.39,113Q3
1140305,3313,斐成,14.61,0.0,0.0,1.55,113Q4
1140305,3317,尼克森,20.84,1.80013374,3.82,1.28,113Q3
1140305,3324,雙鴻,31.14,10.0,1.51,6.66,113Q4
1140305,3332,幸康,19.74,1.6,3.82,1.18,113Q3
1140305,3339,泰谷,161.82,0.0,0.0,2.54,113Q3
1140305,3357,臺慶科,16.98,5.0,4.02,1.7,113Q4
1140305,3362,先進光,79.54,1.0,0.49,7.6,113Q3
1140305,3374,精材,29.43,2.5,1.38,5.4,113Q4
1140305,3379,彬台,68.36,0.2,0.27,4.83,113Q3
1140305,3388,崇越電,17.5,3.1,4.47,1.15,113Q3
1140305,3390,旭軟,29.95,0.7,2.51,1.56,113Q3
1140305,3402,漢科,15.98,4.5,4.33,3.92,113Q3
1140305,3426,台興,16.39,2.0,3.94,1.85,113Q3
1140305,3430,奇鈦科,16.09,2.0,3.09,2.02,113Q3
1140305,3434,哲固,25.83,0.5,1.68,2.49,113Q3
1140305,3438,類比科,46.74,0.5,0.81,1.56,113Q3
1140305,3441,聯一光,28.07,0.5,1.27,1.96,113Q4
1140305,3444,利機,43.41,2.5,3.51,3.06,113Q3
1140305,3455,由田,22.92,5.0,4.55,2.66,113Q3
1140305,3479,安勤,16.88,5.98868238,5.6,2.44,113Q3
1140305,3483,力致,23.11,5.04975935,3.45,2.67,113Q3
1140305,3484,崧騰,17.36,1.1998946,1.82,1.7,113Q3
1140305,3490,單井,12.09,1.2,3.85,1.28,113Q3
1140305,3491,昇達科,67.09,3.35101141,0.74,11.07,113Q3
1140305,3492,長盛,24.08,0.33,1.2,1.58,113Q3
1140305,3512,皇龍,9.91,3.20569069,10.21,1.47,113Q3
1140305,3516,亞帝歐,100.21,0.2,0.83,0.94,113Q3
1140305,3520,華盈,223.75,0.1,0.56,1.54,113Q3
1140305,3526,凡甲,19.52,11.39277243,3.89,5.67,113Q3
1140305,3527,聚積,1251.67,2.0,2.66,1.38,113Q3
1140305,3529,力旺,119.25,22.0,0.75,61.37,113Q4
1140305,3531,先益,20.15,0.8,2.94,0.88,113Q4
1140305,3537,堡達,18.46,2.3,4.45,2.4,113Q3
1140305,3546,宇峻,18.91,4.50000014,5.63,2.82,113Q3
