日期,證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
20250411,1101,台泥,30.0,3.33,113,20.55,0.93,2024Q4
20250411,1102,亞泥,45.25,4.86,113,12.47,0.88,2024Q4
20250411,1103,嘉泥,14.8,3.72,113,30.83,0.47,2024Q4
20250411,1104,環泥,27.6,6.16,113,12.78,0.8,2024Q4
20250411,1108,幸福,13.85,5.05,113,11.35,1.08,2024Q4
20250411,1109,信大,16.45,5.47,113,11.92,0.68,2024Q4
20250411,1110,東泥,17.15,1.75,113,28.11,1.04,2024Q4
20250411,1201,味全,16.6,3.01,113,18.86,1.09,2024Q4
20250411,1203,味王,39.0,3.08,113,16.53,1.5,2024Q4
20250411,1210,大成,56.4,4.96,113,13.53,1.86,2024Q4
20250411,1215,卜蜂,96.9,4.64,113,14.79,2.67,2024Q4
20250411,1216,統一,78.0,3.85,113,21.43,3.28,2024Q4
20250411,1217,愛之味,11.55,3.2,113,19.91,0.76,2024Q4
20250411,1218,泰山,19.3,6.99,113,12.61,0.73,2024Q4
20250411,1219,福壽,13.65,3.66,113,25.75,1.02,2024Q4
20250411,1220,台榮,13.6,5.15,113,11.53,0.98,2024Q4
20250411,1227,佳格,33.5,4.18,113,17.54,1.65,2024Q4
20250411,1229,聯華,45.05,4.0,113,18.31,1.47,2024Q4
20250411,1231,聯華食,130.0,2.0,113,30.81,5.39,2024Q4
20250411,1232,大統益,152.0,4.61,113,18.45,4.28,2024Q4
20250411,1233,天仁,34.6,2.75,113,35.67,2.15,2024Q4
20250411,1234,黑松,39.3,4.83,113,16.65,0.84,2024Q4
20250411,1235,興泰,107.5,0.93,112,565.79,1.24,2024Q4
20250411,1256,鮮活果汁-KY,115.5,4.07,113,13.49,1.14,2024Q4
20250411,1303,南亞,30.1,2.33,113,71.67,0.69,2024Q4
20250411,1307,三芳,34.6,7.8,113,9.3,1.34,2024Q4
20250411,1315,達新,65.9,7.59,113,30.65,0.67,2024Q4
20250411,1319,東陽,125.5,4.22,113,16.96,2.69,2024Q4
20250411,1321,大洋,33.65,1.13,113,44.28,1.22,2024Q4
20250411,1323,永裕,19.8,4.55,113,7.7,0.68,2024Q4
20250411,1324,地球,11.25,1.78,113,125.0,0.87,2024Q4
20250411,1326,台化,25.1,1.99,113,418.33,0.54,2024Q4
20250411,1339,昭輝,46.7,6.42,113,9.32,0.84,2024Q4
20250411,1341,富林-KY,65.3,7.96,113,12.21,2.38,2024Q4
20250411,1342,八貫,86.5,5.54,113,13.86,2.83,2024Q4
20250411,1402,遠東新,32.4,4.94,113,17.33,0.74,2024Q4
20250411,1409,新纖,12.25,4.9,113,11.56,0.52,2024Q4
20250411,1410,南染,32.75,1.53,113,57.46,1.9,2024Q4
20250411,1414,東和,16.4,1.4,113,63.08,1.14,2024Q4
20250411,1416,廣豐,11.3,4.96,113,14.3,0.49,2024Q4
20250411,1419,新紡,41.3,3.63,113,14.24,0.8,2024Q4
20250411,1423,利華,32.6,2.45,113,40.25,1.0,2024Q4
20250411,1434,福懋,16.5,4.85,113,18.54,0.75,2024Q4
20250411,1436,華友聯,110.0,12.04,113,6.06,2.3,2024Q4
20250411,1437,勤益控,30.95,4.36,113,9.52,0.76,2024Q4
20250411,1439,雋揚,30.8,0.97,113,17.7,1.02,2024Q4
20250411,1442,名軒,79.5,4.4,112,11.07,3.41,2024Q4
20250411,1446,宏和,25.85,7.74,113,2.63,1.28,2024Q4
20250411,1451,年興,18.65,5.36,113,15.81,0.54,2024Q4
20250411,1452,宏益,12.3,4.07,113,19.22,0.58,2024Q4
20250411,1453,大將,13.15,2.28,113,657.5,1.01,2024Q4
20250411,1454,台富,15.7,1.59,113,157.0,1.22,2024Q4
20250411,1456,怡華,12.65,1.58,112,11.4,0.73,2024Q4
20250411,1457,宜進,17.0,5.88,113,18.68,0.73,2024Q4
20250411,1463,強盛新,19.9,10.55,113,6.07,1.19,2024Q4
