資料日期,股票代號,名稱,本益比,每股股利,殖利率,股價淨值比,財報年/季
1140109,1240,茂生農經,11.55,2.7,5.25,1.15,113Q3
1140109,1259,安心,22.74,1.8,2.82,0.85,113Q3
1140109,1264,德麥,15.73,14.0,4.43,3.58,113Q3
1140109,1268,漢來美食,17.54,7.0,4.67,2.87,113Q3
1140109,1294,漢田生技,14.99,4.0,4.16,3.37,113Q3
1140109,1336,台翰,13.01,0.41,1.69,0.99,113Q3
1140109,1565,精華,15.57,7.0,3.61,1.55,113Q3
1140109,1570,力肯,15.59,1.0,3.62,1.44,113Q3
1140109,1580,新麥,11.95,9.0,5.98,2.51,113Q3
1140109,1584,精剛,7.94,1.5,5.79,1.33,113Q3
1140109,1586,和勤,42.19,0.1303314,0.48,1.42,113Q3
1140109,1593,祺驊,28.19,1.6,4.47,1.1,113Q3
1140109,1599,宏佳騰,142.86,0.0,0.0,1.11,113Q3
1140109,1742,台蠟,54.84,0.0,0.0,1.11,113Q3
1140109,1777,生泰,12.59,3.5,3.79,1.67,113Q3
1140109,1784,訊聯,78.57,1.41847555,1.72,3.35,113Q3
1140109,1785,光洋科,26.74,1.20013385,2.03,2.58,113Q3
1140109,1788,杏昌,16.71,7.0,5.04,2.1,113Q3
1140109,2063,世鎧,15.4,4.5,13.6,1.49,113Q3
1140109,2065,世豐,13.76,4.34545793,8.54,1.57,113Q3
1140109,2066,世德,11.17,3.77751226,4.49,1.69,113Q3
1140109,2070,精湛,19.66,1.5,2.14,2.77,113Q3
1140109,2073,雄順,40.58,0.6,2.14,1.76,113Q3
1140109,2221,大甲,16.88,1.3,4.53,1.22,113Q3
1140109,2230,泰茂,17.36,0.93861079,0.89,4.73,113Q3
1140109,2235,謚源,21.28,2.5,5.36,1.3,113Q3
1140109,2596,綠意,163.08,1.0,2.36,2.21,113Q3
1140109,2640,大車隊,15.38,6.0,4.69,3.94,113Q3
1140109,2641,正德,8.9,0.48155935,2.76,0.77,113Q3
1140109,2643,捷迅,10.86,5.0,6.73,1.39,113Q3
1140109,2718,全心投控,2.1,3.0,4.08,1.25,113Q3
1140109,2719,燦星旅,13.26,0.0,0.0,3.97,113Q3
1140109,2724,藝舍-KY,14.21,0.0,0.0,5.0,113Q3
1140109,2726,雅茗-KY,13.18,0.0,0.0,2.17,113Q3
1140109,2729,瓦城,23.27,11.0,5.46,3.15,113Q3
1140109,2732,六角,19.41,6.49655101,6.56,2.33,113Q3
1140109,2734,易飛網,16.77,0.0,0.0,2.76,113Q3
1140109,2743,山富,10.98,3.0,3.05,3.48,113Q3
1140109,2745,五福,9.4,3.5,3.43,4.14,113Q3
1140109,2751,王座,16.58,0.0,0.0,2.99,113Q3
1140109,2752,豆府,16.62,13.3,5.68,5.02,113Q3
1140109,2754,亞洲藏壽司,38.98,1.5,1.79,2.35,113Q3
1140109,2755,揚秦,18.76,3.6,3.55,3.95,113Q3
1140109,2756,聯發國際,29.61,4.5,6.58,3.13,113Q3
1140109,2916,滿心,13.32,4.0,7.91,2.18,113Q3
1140109,2926,誠品生活,114.29,0.0,0.0,4.0,113Q3
1140109,2937,集雅社,12.11,2.0,5.24,1.6,113Q3
1140109,2941,米斯特,18.65,3.18161143,5.49,2.47,113Q3
1140109,2947,振宇五金,26.1,1.3,1.52,2.19,113Q3
1140109,2948,寶陞,20.36,3.31428571,7.75,1.27,113Q3
1140109,2949,欣新網,21.1,2.5,3.1,2.01,113Q3
1140109,3064,泰偉,213.33,0.0,0.0,7.74,113Q3
1140109,3066,李洲,18.19,0.0,0.0,1.48,113Q3
1140109,3071,協禧,40.94,1.03,3.93,1.93,113Q3
1140109,3073,天方能源,91.79,0.0,0.0,3.66,113Q3
1140109,3078,僑威,15.93,4.8,6.02,2.77,113Q3
1140109,3083,網龍,51.87,0.0,0.0,2.75,113Q3
1140109,3086,華義,136.7,1.50000004,1.01,11.44,113Q3
1140109,3088,艾訊,18.92,4.29279723,3.34,3.0,113Q3
1140109,3093,港建*,26.7,1.8,1.73,3.83,113Q3
1140109,3095,及成,24.82,0.0,0.0,4.35,113Q3
1140109,3105,穩懋,28.45,0.0,0.0,1.16,113Q3
1140109,3114,好德,30.71,1.2,4.65,1.09,113Q3
1140109,3118,進階,15.99,1.7,5.26,1.94,113Q3
1140109,3128,昇銳,28.02,0.8,2.97,1.76,113Q3
1140109,3131,弘塑,57.13,16.0,1.05,10.24,113Q3
1140109,3147,大綜,25.11,5.0,2.87,5.27,113Q3
1140109,3152,璟德,28.55,3.68,2.2,3.15,113Q3
