資料日期,股票代號,名稱,本益比,每股股利,殖利率,股價淨值比,財報年/季
1140505,1240,茂生農經,13.34,3.4,5.87,1.66,113Q4
1140505,1259,安心,28.39,1.2,2.06,0.76,113Q4
1140505,1264,德麥,15.38,14.5,4.59,3.39,113Q4
1140505,1268,漢來美食,14.81,7.5,5.03,2.77,113Q4
1140505,1294,漢田生技,13.99,4.23,5.02,2.84,113Q4
1140505,1336,台翰,9.62,0.945,4.68,0.81,113Q4
1140505,1565,精華,11.4,9.5,5.62,1.3,113Q4
1140505,1570,力肯,10.02,1.3,5.76,1.13,113Q4
1140505,1580,新麥,10.67,9.0,6.21,2.3,113Q4
1140505,1584,精剛,21.07,0.7,2.46,1.32,114Q1
1140505,1586,和勤,65.12,0.3,1.07,1.49,113Q4
1140505,1593,祺驊,17.47,1.6,5.39,0.89,113Q4
1140505,1599,宏佳騰,24.13,0.5,1.71,1.06,113Q4
1140505,1742,台蠟,18.15,0.0,0.0,1.08,113Q4
1140505,1777,生泰,10.35,5.3,5.81,1.59,113Q4
1140505,1781,合世,26.67,0.0,0.0,1.64,113Q4
1140505,1784,訊聯,43.88,1.40949789,1.95,2.76,113Q4
1140505,1785,光洋科,15.92,2.0,3.91,2.14,113Q4
1140505,1788,杏昌,17.76,7.0,4.88,2.13,113Q4
1140505,1815,富喬,220.77,0.0,0.0,1.92,113Q4
1140505,2063,世鎧,16.14,2.0,6.42,1.37,113Q4
1140505,2065,世豐,11.28,3.03200675,7.55,1.26,113Q4
1140505,2066,世德,12.82,3.0,3.8,1.57,113Q4
1140505,2070,精湛,16.43,1.5,3.07,1.88,113Q4
1140505,2073,雄順,45.87,0.7,2.42,1.79,113Q4
1140505,2221,大甲,12.87,1.3,5.0,1.07,113Q4
1140505,2230,泰茂,16.38,3.0,3.0,4.25,113Q4
1140505,2235,謚源,17.42,3.0,6.45,1.28,113Q4
1140505,2596,綠意,50.75,1.0,2.94,1.68,113Q4
1140505,2640,大車隊,14.95,7.0,5.24,3.82,113Q4
1140505,2641,正德,10.76,0.5,2.42,0.86,113Q4
1140505,2643,捷迅,12.27,4.5,6.0,1.33,113Q4
1140505,2718,全心投控,1.39,3.0,6.13,0.82,113Q4
1140505,2719,燦星旅,28.97,0.0,0.0,3.53,113Q4
1140505,2724,藝舍-KY,8.61,0.0,0.0,3.31,113Q4
1140505,2726,雅茗-KY,5.59,0.0,0.0,1.54,113Q4
1140505,2729,瓦城,21.92,9.0,4.56,3.01,113Q4
1140505,2732,六角,19.14,4.9997807,5.45,2.14,113Q4
1140505,2734,易飛網,21.1,0.0,0.0,1.66,113Q4
1140505,2743,山富,12.94,5.0,5.34,3.24,113Q4
1140505,2745,五福,11.36,6.5,6.31,4.09,113Q4
1140505,2751,王座,14.84,4.5,6.67,2.9,113Q4
1140505,2752,豆府,13.89,14.0,6.44,4.27,113Q4
1140505,2754,亞洲藏壽司,34.29,1.5,1.89,2.2,113Q4
1140505,2755,揚秦,21.15,5.0,4.05,4.52,113Q4
1140505,2756,聯發國際,40.33,2.5,2.57,4.45,113Q4
1140505,2916,滿心,12.29,3.6,6.99,2.07,113Q4
1140505,2926,誠品生活,177.78,0.2,0.42,3.73,113Q4
1140505,2937,集雅社,12.28,3.0,6.33,1.83,113Q4
1140505,2941,米斯特,16.77,3.2,5.77,2.29,113Q4
1140505,2947,振宇五金,23.21,3.1,3.86,2.02,113Q4
1140505,2948,寶陞,17.95,2.15333333,5.48,1.11,113Q4
1140505,2949,欣新網,26.35,3.1,3.52,2.18,113Q4
1140505,3064,泰偉,944.0,0.0,0.0,5.88,113Q4
1140505,3066,李洲,13.08,0.0,0.0,1.18,113Q4
1140505,3071,協禧,24.07,1.03,5.28,1.4,113Q4
1140505,3073,天方能源,63.2,0.65,1.37,3.39,113Q4
1140505,3078,僑威,12.62,4.0,5.64,2.3,113Q4
1140505,3081,聯亞,850.0,0.5,0.2,6.25,114Q1
1140505,3083,網龍,43.7,0.0,0.0,2.3,113Q4
1140505,3086,華義,220.15,0.65000021,0.44,11.29,113Q4
1140505,3088,艾訊,13.86,4.5,4.62,2.19,114Q1
1140505,3093,港建*,23.87,1.08,4.27,3.43,113Q4
1140505,3095,及成,41.9,0.0,0.0,3.98,113Q4
1140505,3105,穩懋,46.69,1.0,1.18,0.94,113Q4
1140505,3114,好德,12.42,1.2,5.37,0.9,113Q4
1140505,3118,進階,16.15,1.8,5.57,1.87,113Q4
1140505,3128,昇銳,14.82,0.8,3.19,1.55,113Q4
1140505,3131,弘塑,30.82,22.0,2.46,5.77,113Q4
1140505,3141,晶宏,56.63,0.50624798,0.89,1.71,114Q1
1140505,3147,大綜,23.79,6.2,2.18,7.13,113Q4
1140505,3152,璟德,19.09,5.59,4.95,2.02,114Q1
1140505,3162,精確,90.93,0.5,1.02,2.32,113Q4
1140505,3163,波若威,26.35,3.0,1.98,4.3,113Q4
1140505,3169,亞信,23.58,3.0,3.37,3.0,114Q1
1140505,3171,炎洲流通,18.54,3.0,7.63,1.81,113Q4
1140505,3178,公準,46.7,2.25,4.55,1.81,113Q4
1140505,3188,鑫龍騰,13.1,1.8,6.22,1.94,113Q4
1140505,3206,志豐,8.93,2.5,6.83,1.37,113Q4
1140505,3211,順達,10.77,12.5,6.74,3.12,114Q1
1140505,3213,茂訊,11.39,6.0,6.24,1.73,113Q4
1140505,3217,優群,12.53,8.8,6.24,2.73,113Q4
1140505,3218,大學光,13.92,7.5,4.29,4.09,113Q4
1140505,3219,倚強科,143.67,0.2660765,0.62,2.33,113Q4
1140505,3221,台嘉碩,19.59,0.9,4.69,0.93,113Q4
1140505,3226,龍鋒,8.39,0.5,1.07,1.59,113Q4
1140505,3227,原相,16.65,10.0,4.8,2.71,113Q4
1140505,3230,錦明,10.44,0.0,0.0,2.95,113Q4
1140505,3232,昱捷,93.28,0.5,1.68,1.98,113Q4
1140505,3236,千如,390.0,0.35,2.24,1.06,113Q4
1140505,3260,威剛,8.96,5.0,6.03,1.46,113Q4
1140505,3264,欣銓,17.05,4.0,5.33,1.87,114Q1
1140505,3265,台星科,14.93,4.6,5.22,2.01,114Q1
1140505,3268,海德威,89.04,0.0,0.0,1.48,113Q4
1140505,3284,太普高,11.39,2.0,6.88,2.12,113Q4
1140505,3285,微端,22.84,1.0,3.71,1.85,113Q4
1140505,3287,廣寰科,17.36,1.5,3.68,2.92,113Q4
1140505,3289,宜特,15.54,4.29313142,4.25,2.19,113Q4
1140505,3290,東浦,14.28,0.0,0.0,1.57,113Q4
1140505,3293,鈊象,25.73,29.0,3.51,14.23,113Q4
1140505,3294,英濟,45.52,0.38,1.44,1.5,113Q4
1140505,3303,岱稜,11.92,2.75,5.91,1.94,113Q4
1140505,3306,鼎天,16.2,2.1,5.1,0.75,114Q1
1140505,3310,佳穎,33.96,3.27,3.85,3.21,113Q4
1140505,3313,斐成,13.4,0.0,0.0,1.42,113Q4
1140505,3317,尼克森,16.0,1.51111111,3.79,1.05,113Q4
1140505,3324,雙鴻,23.32,10.0,2.02,4.99,113Q4
1140505,3332,幸康,18.72,1.1,2.7,1.12,113Q4
1140505,3339,泰谷,144.4,0.0,0.0,2.59,113Q4
1140505,3357,臺慶科,12.81,5.0,5.32,1.28,113Q4
1140505,3362,先進光,46.63,1.0,0.8,4.47,113Q4
1140505,3374,精材,21.79,2.5,1.87,4.0,113Q4
1140505,3379,彬台,55.41,0.8,1.32,3.69,113Q4
1140505,3388,崇越電,15.53,3.5,5.51,1.0,113Q4
1140505,3390,旭軟,15.82,1.0,4.48,1.23,113Q4
1140505,3402,漢科,12.61,5.0,5.85,3.03,113Q4
1140505,3426,台興,12.94,2.5,5.62,1.52,113Q4
1140505,3430,奇鈦科,10.01,2.5,5.21,1.44,113Q4
1140505,3434,哲固,39.34,1.51,2.3,5.32,113Q4
1140505,3438,類比科,33.11,1.5,3.0,1.12,113Q4
1140505,3441,聯一光,23.04,0.75,2.33,1.6,113Q4
1140505,3444,利機,24.73,2.0,3.38,2.48,113Q4
1140505,3455,由田,17.16,4.5,4.96,2.04,113Q4
1140505,3465,進泰電子,67.95,1.0,1.89,2.18,113Q4
1140505,3467,台灣精材,45.44,0.9,1.94,2.88,113Q4
1140505,3479,安勤,13.87,5.2,5.47,2.04,113Q4
1140505,3483,力致,12.88,5.0,4.69,1.86,113Q4
1140505,3484,崧騰,11.28,2.5,5.31,1.15,113Q4
1140505,3490,單井,13.58,1.0,4.43,0.95,113Q4
1140505,3491,昇達科,42.84,6.62698284,1.8,9.6,113Q4
1140505,3492,長盛,12.87,0.33,1.58,1.18,113Q4
1140505,3499,環天科,750.0,0.0,0.0,1.52,113Q4
1140505,3512,皇龍,46.72,1.2,4.43,1.25,113Q4
1140505,3516,亞帝歐,58.06,0.25,1.2,0.81,113Q4
1140505,3520,華盈,49.14,0.1,0.7,1.2,113Q4
1140505,3526,凡甲,13.56,16.46122845,7.03,4.68,114Q1
1140505,3527,聚積,215.71,2.0,3.31,1.11,113Q4
1140505,3529,力旺,104.08,22.0,0.85,48.21,114Q1
1140505,3531,先益,17.89,0.8,3.31,0.78,113Q4
1140505,3537,堡達,10.86,2.3,5.77,1.77,113Q4
1140505,3546,宇峻,20.4,5.1,4.51,3.69,113Q4
1140505,3548,兆利,13.23,4.5,3.9,1.3,113Q4
1140505,3551,世禾,15.38,3.4,3.33,1.51,113Q4
1140505,3552,同致,42.73,1.2,1.82,1.39,113Q4
1140505,3556,禾瑞亞,19.06,2.08,4.79,2.36,113Q4
1140505,3558,神準,36.09,3.0,1.76,1.67,113Q4
1140505,3564,其陽,58.31,0.89,1.84,2.12,114Q1
1140505,3567,逸昌,14.97,1.8,6.43,1.58,113Q4
1140505,3570,大塚,20.49,9.0,3.38,4.53,113Q4
1140505,3577,泓格,23.96,1.5,2.78,2.5,114Q1
1140505,3580,友威科,13.48,3.0,4.38,2.51,113Q4
1140505,3581,博磊,58.75,0.5,1.42,2.09,113Q4
1140505,3587,閎康,14.92,7.0,4.52,2.13,113Q4
1140505,3594,磐儀,32.35,0.8,1.82,1.84,113Q4
1140505,3597,映興,21.06,0.85,3.06,1.81,113Q4
1140505,3611,鼎翰,12.86,10.0,5.48,1.72,113Q4
1140505,3624,光頡,14.11,1.23,4.09,1.02,114Q1
1140505,3628,盈正,18.88,2.0,4.93,1.06,113Q4
1140505,3646,艾恩特,21.44,1.65,5.54,2.13,113Q4
1140505,3663,鑫科,76.52,0.4,0.79,2.98,113Q4
1140505,3664,安瑞-KY,365.0,0.0,0.0,3.8,113Q4
1140505,3675,德微,19.35,5.0,3.38,2.76,114Q1
1140505,3680,家登,29.18,8.89614644,2.47,3.44,113Q4
1140505,3684,榮昌,15.5,2.3,5.3,1.95,113Q4
1140505,3687,歐買尬,32.7,1.56299494,2.05,1.57,113Q4
1140505,3689,湧德,12.69,3.0,3.68,1.64,113Q4
1140505,3693,營邦,10.95,11.0,3.68,2.55,113Q4
1140505,3709,鑫聯大投控,18.93,1.0,2.17,1.98,113Q4
1140505,4102,永日,15.69,1.15,4.82,1.52,113Q4
1140505,4105,東洋,13.07,4.2,5.51,2.81,113Q4
1140505,4107,邦特,16.27,5.0,4.03,2.5,113Q4
1140505,4109,加捷生醫,7.78,0.5,2.98,1.25,113Q4
1140505,4111,濟生,15.85,1.5,4.88,1.37,113Q4
1140505,4113,聯上,6.69,0.0,0.0,1.21,113Q4
1140505,4114,健喬,19.75,1.6,4.97,1.88,113Q4
1140505,4116,明基醫,17.24,1.65,4.09,1.68,114Q1
1140505,4126,太醫,14.72,5.0,5.51,2.24,113Q4
1140505,4127,天良,139.42,0.0,0.0,3.47,113Q4
1140505,4129,聯合,18.06,4.0,4.67,2.14,113Q4
1140505,4130,健亞,89.57,0.3,1.46,1.59,113Q4
1140505,4138,曜亞,14.68,5.15,6.2,1.96,113Q4
1140505,4139,馬光-KY,125.0,0.0,0.0,2.78,113Q4
1140505,4153,鈺緯,26.62,2.0,4.78,2.54,114Q1
1140505,4160,訊聯基因,26.98,1.84733387,3.34,2.67,113Q4
1140505,4161,聿新科,18.89,1.6,4.95,1.89,114Q1
1140505,4162,智擎,7.19,6.0,6.84,2.33,113Q4
1140505,4163,鐿鈦,19.14,3.5,3.4,1.96,113Q4
1140505,4167,松瑞藥,34.04,0.4,2.06,1.76,113Q4
1140505,4173,久裕,17.02,1.18820221,5.54,0.83,113Q4
1140505,4175,杏一,39.52,1.6,2.45,1.89,113Q4
1140505,4183,福永生技,27.12,0.67,3.38,1.55,113Q4
1140505,4205,中華食,21.01,3.0,3.21,3.96,113Q4
1140505,4207,環泰,14.31,1.0,6.41,1.14,113Q4
1140505,4303,信立,8.25,3.0,3.42,3.5,113Q4
1140505,4305,世坤,11.08,3.2,7.27,1.99,113Q4
1140505,4401,東隆興,15.9,0.7,4.15,0.77,113Q4
