證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,2.96,112,30.45,1.09,2024Q1
1102,亞泥,5.04,112,13.28,0.87,2024Q1
1103,嘉泥,2.87,112,580.0,0.55,2024Q1
1104,環泥,6.58,112,9.84,0.9,2024Q1
1108,幸福,6.51,112,11.9,1.3,2024Q1
1109,信大,6.96,112,8.89,0.71,2024Q1
1110,東泥,0.92,112,87.0,1.37,2024Q1
1201,味全,1.53,112,32.59,1.2,2024Q1
1203,味王,2.15,112,24.27,2.06,2024Q1
1210,大成,4.25,112,10.61,1.92,2024Q1
1215,卜蜂,5.66,112,12.91,2.88,2024Q1
1216,統一,3.8,112,23.77,3.34,2024Q1
1217,愛之味,2.01,112,26.63,0.8,2024Q1
1219,福壽,4.71,112,18.89,1.23,2024Q1
1220,台榮,2.77,112,13.26,1.08,2024Q1
1225,福懋油,1.04,112,82.21,8.57,2024Q1
1227,佳格,3.25,112,24.37,1.93,2024Q1
1229,聯華,3.49,112,22.77,1.97,2024Q1
1231,聯華食,2.69,112,23.2,3.93,2024Q1
1232,大統益,4.63,112,17.44,4.51,2024Q2
1233,天仁,2.81,112,29.68,2.11,2024Q1
1234,黑松,4.57,112,17.93,0.93,2024Q1
1235,興泰,0.86,112,44.3,1.85,2024Q1
1236,宏亞,2.71,112,99.79,0.9,2024Q1
1256,鮮活果汁-KY,4.16,112,12.77,1.38,2024Q1
1301,台塑,1.81,112,67.32,1.04,2024Q1
1303,南亞,1.5,112,55.71,1.02,2024Q1
1305,華夏,2.13,112,126.54,1.0,2024Q1
1307,三芳,5.15,112,11.41,1.28,2024Q1
1315,達新,7.16,112,18.66,0.65,2024Q1
1319,東陽,4.72,112,13.53,1.87,2024Q1
1321,大洋,1.17,112,42.22,1.22,2024Q1
1323,永裕,3.37,112,33.0,1.11,2024Q1
1324,地球,1.56,112,29.2,1.01,2024Q1
1325,恆大,2.35,112,67.24,0.78,2024Q1
1326,台化,2.64,112,25.62,0.85,2024Q1
1339,昭輝,5.33,112,8.27,1.08,2024Q1
1341,富林-KY,6.88,112,14.1,2.83,2024Q1
1342,八貫,6.8,112,11.48,2.91,2024Q2
1402,遠東新,3.96,112,21.86,0.79,2024Q1
1409,新纖,3.57,112,22.65,0.7,2024Q1
1410,南染,0.83,112,99.86,2.12,2024Q1
1414,東和,1.17,112,79.07,1.5,2024Q1
1416,廣豐,4.57,112,16.34,0.54,2024Q1
1419,新紡,2.61,112,21.2,1.0,2024Q1
1423,利華,1.47,112,95.23,1.38,2024Q1
1434,福懋,2.36,112,66.25,0.71,2024Q1
1436,華友聯,4.79,112,14.7,4.29,2024Q1
1437,勤益控,3.45,112,10.9,0.87,2024Q1
1439,雋揚,1.03,112,14.48,1.01,2024Q1
1440,南紡,2.2,112,10.67,0.91,2024Q1
1442,名軒,5.79,112,10.56,2.87,2024Q1
1445,大宇,16.67,112,1.97,0.73,2024Q1
1446,宏和,1.64,112,14.16,3.25,2024Q1
1449,佳和,0.25,112,17.45,0.83,2024Q1
1452,宏益,1.87,112,20.58,0.74,2024Q2
1453,大將,1.44,112,28.96,1.53,2024Q1
1454,台富,1.33,112,55.15,1.44,2024Q1
1456,怡華,1.01,112,90.45,1.27,2024Q1
1457,宜進,7.67,112,7.91,0.84,2024Q1
1463,強盛,2.09,112,44.35,1.71,2024Q1
1464,得力,2.0,112,83.33,0.98,2024Q1
1465,偉全,3.46,112,16.06,0.91,2024Q1
1470,大統新創,2.78,112,39.43,1.85,2024Q1
1472,三洋實業,3.77,112,12.44,1.53,2024Q1
1473,台南,3.65,112,10.77,1.2,2024Q1
1475,業旺,3.27,112,12.34,2.93,2024Q1
1476,儒鴻,2.79,112,22.99,5.62,2024Q1
1477,聚陽,4.64,112,20.54,6.49,2024Q1
1503,士電,1.44,112,39.81,2.75,2024Q1
1504,東元,5.12,112,16.93,1.22,2024Q1
1513,中興電,2.32,112,42.7,4.13,2024Q1
1514,亞力,1.5,112,35.93,5.6,2024Q1
1515,力山,3.2,112,10.85,1.77,2024Q1
1516,川飛,1.52,112,38.4,1.69,2024Q1
1519,華城,1.19,112,51.72,30.25,2024Q1
1521,大億,1.91,112,38.53,1.56,2024Q2
1522,堤維西,3.39,112,13.29,2.04,2024Q1
1524,耿鼎,4.7,112,9.57,1.71,2024Q1
1525,江申,4.96,112,17.92,1.02,2024Q2
1527,鑽全,5.06,112,12.54,1.12,2024Q1
1529,樂事綠能,1.94,112,62.96,2.66,2024Q1
1530,亞崴,4.9,112,13.91,0.89,2024Q1
1531,高林股,1.49,112,46.21,0.67,2024Q1
1532,勤美,3.92,112,9.76,1.09,2024Q1
1535,中宇,5.98,112,12.72,1.96,2024Q2
1536,和大,1.58,112,53.19,2.0,2024Q1
1537,廣隆,4.96,112,16.63,2.59,2024Q1
1539,巨庭,2.93,112,12.35,0.83,2024Q1
1540,喬福,2.66,112,22.82,2.37,2024Q1
1541,錩泰,1.74,112,15.71,1.16,2024Q1
1558,伸興,3.96,112,19.05,1.16,2024Q1
1560,中砂,1.51,112,39.89,6.01,2024Q2
1563,巧新,2.95,112,21.48,1.7,2024Q1
1568,倉佑,5.17,112,8.22,1.5,2024Q1
1582,信錦,4.63,112,14.66,1.7,2024Q1
1583,程泰,6.17,112,11.61,1.28,2024Q1
1587,吉茂,2.29,112,76.58,2.17,2024Q1
1590,亞德客-KY,2.28,112,21.61,3.73,2024Q1
1597,直得,0.81,112,89.01,3.71,2024Q1
1603,華電,3.57,112,11.25,0.86,2024Q1
1604,聲寶,5.46,112,13.01,1.26,2024Q1
1605,華新,3.55,112,24.37,0.87,2024Q2
1608,華榮,3.21,112,15.0,1.66,2024Q1
1609,大亞,3.33,112,30.72,2.53,2024Q1
1611,中電,3.13,112,30.77,1.17,2024Q1
1612,宏泰,6.13,112,15.75,1.31,2024Q1
1614,三洋電,2.78,112,34.38,1.88,2024Q1
1615,大山,4.71,112,17.02,3.14,2024Q1
1616,億泰,1.88,112,15.72,1.95,2024Q1
1617,榮星,1.35,112,345.0,1.6,2024Q1
1618,合機,2.41,112,17.68,1.48,2024Q1
1701,中化,2.43,112,18.73,0.82,2024Q1
1702,南僑,4.45,112,10.98,1.43,2024Q1
1707,葡萄王,5.07,112,14.08,1.96,2024Q1
1708,東鹼,4.62,112,26.0,1.27,2024Q1
1709,和益,2.72,112,20.61,1.28,2024Q1
1711,永光,0.82,112,130.0,1.19,2024Q1
1712,興農,6.39,112,17.2,2.4,2024Q1
1713,國化,2.53,112,25.96,2.87,2024Q1
1714,和桐,3.13,112,12.95,0.76,2024Q1
1717,長興,2.81,112,18.51,1.31,2024Q1
1720,生達,4.08,112,13.48,2.23,2024Q1
1722,台肥,4.21,112,16.19,1.09,2024Q1
1723,中碳,4.12,112,18.0,2.9,2024Q2
1725,元禎,2.38,112,28.6,1.39,2024Q1
1726,永記,4.49,112,14.67,1.24,2024Q1
1727,中華化,1.1,112,240.0,1.59,2024Q1
1730,花仙子,5.29,112,15.16,1.87,2024Q2
1731,美吾華,5.17,112,16.98,1.4,2024Q1
1733,五鼎,3.92,112,25.73,1.63,2024Q1
1734,杏輝,4.99,112,14.92,1.88,2024Q1
1735,日勝化,2.86,112,20.59,1.13,2024Q1
1736,喬山,0.99,112,25.25,3.26,2024Q1
1737,臺鹽,3.57,112,18.77,1.04,2024Q2
1752,南光,4.78,112,26.46,1.89,2024Q1
1760,寶齡富錦,1.83,112,71.3,3.84,2024Q1
1762,中化生,1.69,112,29.08,1.09,2024Q1
1773,勝一,2.32,112,20.75,3.91,2024Q2
1776,展宇,2.9,112,29.74,1.14,2024Q1
1783,和康生,2.57,112,23.61,2.61,2024Q2
1786,科妍,2.36,112,35.05,4.5,2024Q1
1789,神隆,1.23,112,47.75,1.86,2024Q2
1795,美時,1.97,112,15.77,3.63,2024Q1
1808,潤隆,14.22,112,6.62,3.81,2024Q1
1809,中釉,1.0,112,222.22,1.14,2024Q1
1810,和成,1.27,112,315.0,0.7,2024Q1
1817,凱撒衛,4.52,112,10.64,1.36,2024Q1
1904,正隆,2.07,112,31.36,0.93,2024Q1
1906,寶隆,1.04,112,18.53,0.5,2024Q1
1907,永豐餘,3.23,112,21.97,0.76,2024Q1
2002,中鋼,1.58,112,110.5,1.08,2024Q1
2006,東和鋼鐵,5.75,112,11.2,1.76,2024Q2
2008,高興昌,3.73,112,13.74,1.5,2024Q1
2010,春源,5.68,112,13.13,1.0,2024Q1
2012,春雨,3.76,112,26.3,1.64,2024Q1
2013,中鋼構,3.75,112,17.63,1.95,2024Q2
2015,豐興,4.52,112,18.88,2.2,2024Q1
2020,美亞,14.93,112,4.64,1.46,2024Q1
2022,聚亨,2.1,112,55.94,0.9,2024Q1
2027,大成鋼,3.47,112,16.71,1.11,2024Q1
2028,威致,3.6,112,18.66,1.6,2024Q1
2029,盛餘,5.1,112,12.63,0.81,2024Q1
2031,新光鋼,5.6,112,5.79,1.3,2024Q2
2049,上銀,1.31,112,33.96,1.95,2024Q1
2059,川湖,1.42,112,21.72,5.29,2024Q2
2062,橋椿,2.5,112,10.41,0.82,2024Q2
2103,台橡,2.6,112,25.96,0.9,2024Q1
2105,正新,4.4,112,18.88,1.79,2024Q1
2106,建大,3.23,112,17.42,1.49,2024Q1
2107,厚生,5.14,112,13.32,0.59,2024Q1
2108,南帝,2.65,112,29.0,1.32,2024Q1
2109,華豐,6.61,112,10.37,1.5,2024Q1
2114,鑫永銓,5.12,112,16.12,2.39,2024Q1
2115,六暉-KY,3.46,112,30.42,0.91,2024Q1
2201,裕隆,2.64,112,12.95,0.91,2024Q1
2204,中華,7.46,112,8.2,1.31,2024Q1
2206,三陽工業,4.17,112,9.01,2.38,2024Q1
2207,和泰車,3.29,112,14.28,5.15,2024Q1
2211,長榮鋼,5.91,112,12.51,1.81,2024Q1
2227,裕日車,2.86,112,22.38,1.97,2024Q2
2228,劍麟,5.77,112,9.61,1.4,2024Q1
2231,為升,2.9,112,35.94,3.34,2024Q1
2233,宇隆,4.67,112,11.66,1.79,2024Q1
2236,百達-KY,0.69,112,43.51,3.23,2024Q1
2239,英利-KY,1.6,112,18.64,0.41,2024Q1
2247,汎德永業,6.34,112,12.7,1.95,2024Q1
2250,IKKA-KY,3.85,112,15.61,1.41,2024Q1
2301,光寶科,4.58,112,16.75,2.59,2024Q2
2302,麗正,1.94,112,28.07,1.52,2024Q1
2303,聯電,5.8,112,12.14,1.82,2024Q2
2308,台達電,1.72,112,28.45,4.69,2024Q2
2312,金寶,1.45,112,32.86,1.43,2024Q1
2313,華通,2.3,112,16.15,1.97,2024Q1
2316,楠梓電,1.18,112,7.31,0.84,2024Q1
2317,鴻海,3.22,112,15.35,1.56,2024Q1
2323,中環,6.24,112,14.93,0.65,2024Q1
2324,仁寶,4.06,112,15.8,1.07,2024Q1
2327,國巨,3.25,112,15.83,2.08,2024Q1
2328,廣宇,4.18,112,14.27,1.22,2024Q1
2329,華泰,2.96,112,14.6,2.67,2024Q2
2330,台積電,1.48,112,26.63,6.28,2024Q1
2331,精英,3.98,112,13.38,1.12,2024Q1
2332,友訊,3.32,112,25.79,1.1,2024Q1
2338,光罩,2.47,112,15.59,2.39,2024Q1
2340,台亞,1.54,112,462.86,1.77,2024Q2
2345,智邦,2.21,112,27.74,8.35,2024Q1
2347,聯強,4.39,112,14.69,1.62,2024Q1
2348,海悅,4.02,112,14.17,4.49,2024Q1
2351,順德,2.37,112,29.05,2.85,2024Q1
2352,佳世達,3.86,112,20.98,1.67,2024Q1
2353,宏碁,4.0,112,21.39,1.63,2024Q1
2354,鴻準,2.6,112,18.76,0.77,2024Q1
2355,敬鵬,3.15,112,15.08,0.95,2024Q1
2356,英業達,3.49,112,24.27,2.57,2024Q1
2357,華碩,3.9,112,14.03,1.24,2024Q1
2359,所羅門,1.23,112,44.66,4.63,2024Q1
2360,致茂,2.35,112,29.75,5.83,2024Q1
2362,藍天,3.15,112,19.46,0.69,2024Q1
2363,矽統,0.45,112,85.51,2.66,2024Q1
2364,倫飛,3.9,112,20.16,4.92,2024Q1
2365,昆盈,0.57,112,132.0,3.84,2024Q1
2368,金像電,1.86,112,21.25,5.51,2024Q1
2373,震旦行,5.99,112,14.13,2.28,2024Q1
2374,佳能,2.08,112,25.15,1.88,2024Q1
2375,凱美,1.36,112,19.12,0.71,2024Q1
2376,技嘉,2.8,112,25.14,3.64,2024Q1
2377,微星,3.44,112,17.54,2.74,2024Q1
2379,瑞昱,3.34,112,22.67,5.0,2024Q1
2382,廣達,3.64,112,21.04,5.64,2024Q1
2383,台光電,2.34,112,17.45,5.13,2024Q2
2385,群光,5.34,112,13.7,2.88,2024Q1
2387,精元,5.77,112,6.93,1.03,2024Q1
2388,威盛,0.11,112,81.06,3.3,2024Q1
2392,正崴,3.29,112,11.37,1.16,2024Q1
2393,億光,4.83,112,16.76,1.51,2024Q1
2395,研華,2.92,112,31.15,6.1,2024Q2
2397,友通,4.99,112,26.13,2.32,2024Q2
2402,毅嘉,3.4,112,20.26,1.7,2024Q1
2404,漢唐,6.93,112,11.84,5.94,2024Q1
2405,輔信,0.91,112,155.83,1.72,2024Q1
2412,中華電,3.9,112,25.79,2.41,2024Q1
2413,環科,1.02,112,33.39,1.23,2024Q1
2414,精技,6.46,112,14.61,1.76,2024Q1
2417,圓剛,0.39,112,109.86,1.76,2024Q1
2420,新巨,5.31,112,14.41,2.22,2024Q1
2421,建準,3.99,112,17.35,3.13,2024Q1
2423,固緯,6.01,112,12.24,2.1,2024Q1
2425,承啟,1.59,112,17.02,1.21,2024Q1
2427,三商電,3.67,112,17.38,1.52,2024Q1
2428,興勤,3.55,112,13.99,1.89,2024Q1
2430,燦坤,6.76,112,17.79,0.87,2024Q2
2432,倚天酷碁-創,4.76,112,17.35,1.7,2024Q1
2433,互盛電,5.94,112,15.12,2.13,2024Q1
2436,偉詮電,2.51,112,33.08,2.38,2024Q1
2439,美律,4.18,112,15.12,1.82,2024Q2
2441,超豐,4.42,112,14.04,1.47,2024Q2
2442,新美齊,1.04,112,12.2,1.8,2024Q1
2449,京元電子,3.29,112,19.8,2.9,2024Q1
2450,神腦,5.73,112,15.86,1.46,2024Q2
2451,創見,5.45,112,13.69,2.08,2024Q2
2453,凌群,4.92,112,17.49,2.5,2024Q1
2454,聯發科,5.12,112,18.67,4.64,2024Q1
2455,全新,1.78,112,31.42,7.47,2024Q2
2458,義隆,4.03,112,14.38,4.11,2024Q1
2459,敦吉,5.66,112,12.21,1.45,2024Q1
2461,光群雷,3.1,112,52.38,1.22,2024Q1
2462,良得電,4.01,112,14.87,1.36,2024Q1
