證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,1.46,111,29.11,1.13,2023Q3
1102,亞泥,5.64,111,14.22,0.86,2023Q3
1103,嘉泥,2.64,111,72.88,0.59,2023Q3
1104,環泥,5.95,111,9.03,0.93,2023Q3
1108,幸福,5.05,111,8.61,1.28,2023Q3
1109,信大,4.42,111,10.65,0.78,2023Q3
1110,東泥,0.53,111,40.43,1.22,2023Q3
1201,味全,1.26,111,67.86,1.3,2023Q3
1203,味王,2.07,111,30.93,2.25,2023Q3
1210,大成,2.56,111,13.32,2.16,2023Q3
1215,卜蜂,3.64,111,13.94,3.07,2023Q3
1216,統一,4.27,111,21.71,3.31,2023Q3
1217,愛之味,3.39,111,35.76,0.86,2023Q3
1218,泰山,2.63,111,2.03,0.88,2023Q3
1219,福壽,4.13,111,25.8,1.44,2023Q3
1220,台榮,1.4,111,32.5,1.12,2023Q3
1225,福懋油,3.67,111,47.81,3.7,2023Q3
1227,佳格,3.34,111,29.69,2.02,2023Q3
1229,聯華,3.03,111,26.09,2.42,2023Q3
1231,聯華食,2.95,111,28.64,4.11,2023Q3
1232,大統益,4.2,111,20.37,4.52,2023Q3
1233,天仁,2.44,111,30.35,2.17,2023Q3
1234,黑松,4.44,111,16.88,0.88,2023Q3
1235,興泰,2.53,111,53.98,1.85,2023Q3
1236,宏亞,4.18,111,55.7,0.87,2023Q3
1256,鮮活果汁-KY,2.64,111,16.69,2.15,2023Q3
1301,台塑,5.26,111,177.33,1.45,2023Q3
1303,南亞,4.5,111,96.52,1.45,2023Q3
1304,台聚,3.47,111,33.03,0.9,2023Q3
1305,華夏,1.3,111,41.07,1.38,2023Q3
1307,三芳,3.05,111,15.32,1.14,2023Q3
1308,亞聚,5.02,111,24.9,1.04,2023Q3
1315,達新,8.34,111,16.8,0.65,2023Q3
1319,東陽,3.21,111,17.97,1.85,2023Q3
1323,永裕,3.53,111,22.61,1.15,2023Q3
1324,地球,1.11,111,31.67,1.39,2023Q3
1325,恆大,1.22,111,104.74,1.25,2023Q3
1326,台化,1.51,111,392.5,1.1,2023Q3
1339,昭輝,4.55,111,15.21,1.28,2023Q3
1341,富林-KY,9.71,111,13.07,2.5,2023Q3
1342,八貫,4.4,111,16.12,4.12,2023Q3
1402,遠東新,4.29,111,29.39,0.77,2023Q3
1409,新纖,6.45,111,36.05,0.7,2023Q3
1410,南染,2.14,111,62.33,2.19,2023Q3
1414,東和,1.81,111,252.14,1.26,2023Q3
1416,廣豐,4.35,111,19.49,0.6,2023Q3
1417,嘉裕,3.1,111,37.34,0.85,2023Q3
1419,新紡,3.23,111,21.53,1.12,2023Q3
1423,利華,0.64,111,32.68,1.12,2023Q3
1434,福懋,5.93,111,51.63,0.78,2023Q3
1436,華友聯,6.63,111,113.97,2.72,2023Q3
1437,勤益控,2.67,111,10.68,0.82,2023Q3
1439,雋揚,1.25,111,19.55,0.92,2023Q3
1442,名軒,4.19,111,18.82,2.45,2023Q3
1445,大宇,0.49,111,47.44,1.52,2023Q3
1449,佳和,1.39,111,39.43,1.05,2023Q3
1452,宏益,4.69,111,121.79,0.85,2023Q3
1453,大將,2.0,111,500.0,1.16,2023Q3
1454,台富,1.5,111,208.75,1.27,2023Q3
1457,宜進,5.33,111,85.23,0.85,2023Q3
1463,強盛,2.29,111,22.15,1.27,2023Q3
1464,得力,7.55,111,220.83,1.04,2023Q3
1465,偉全,6.05,111,21.29,0.87,2023Q3
1470,大統新創,2.31,111,34.21,1.7,2023Q3
1473,台南,3.41,111,14.22,1.14,2023Q3
1475,業旺,1.3,111,9.46,2.09,2023Q3
1476,儒鴻,2.97,111,34.35,6.4,2023Q3
1477,聚陽,4.14,111,21.97,5.59,2023Q3
1503,士電,1.71,111,26.23,1.91,2023Q3
1504,東元,3.26,111,16.89,1.23,2023Q3
1513,中興電,2.83,111,37.38,3.92,2023Q3
1514,亞力,1.59,111,35.19,4.83,2023Q3
1516,川飛,6.77,111,24.16,1.59,2023Q3
1519,華城,0.75,111,44.75,17.59,2023Q3
1521,大億,1.67,111,37.17,1.74,2023Q3
1522,堤維西,4.28,111,14.7,1.59,2023Q3
1524,耿鼎,2.93,111,18.24,2.12,2023Q3
1525,江申,2.66,111,15.22,1.21,2023Q3
1526,日馳,10.27,111,13.85,1.35,2023Q3
1527,鑽全,5.85,111,14.14,1.21,2023Q3
1528,恩德,0.85,111,35.61,0.92,2023Q3
1529,樂事綠能,1.68,111,51.03,2.83,2023Q3
1530,亞崴,4.87,111,14.1,0.96,2023Q3
1531,高林股,5.8,111,115.0,0.68,2023Q3
1532,勤美,3.05,111,17.39,1.13,2023Q3
1535,中宇,5.41,111,14.96,1.95,2023Q3
1536,和大,2.68,111,33.79,1.9,2023Q3
1537,廣隆,7.58,111,18.78,2.62,2023Q3
1539,巨庭,10.42,111,36.92,0.99,2023Q3
1540,喬福,3.42,111,16.88,1.06,2023Q3
1558,伸興,5.16,111,31.89,1.31,2023Q3
1560,中砂,2.34,111,27.85,4.18,2023Q3
1568,倉佑,3.3,111,10.11,1.87,2023Q3
1582,信錦,3.64,111,20.91,1.76,2023Q3
1583,程泰,4.48,111,11.68,1.38,2023Q3
1587,吉茂,4.4,111,26.76,1.11,2023Q3
1590,亞德客-KY,1.33,111,29.9,4.75,2023Q3
1597,直得,3.09,111,28.3,2.39,2023Q3
1603,華電,1.3,111,15.06,0.99,2023Q3
1604,聲寶,5.23,111,15.27,1.29,2023Q3
1605,華新,4.59,111,29.47,1.1,2023Q3
1608,華榮,1.84,111,11.13,1.25,2023Q3
1609,大亞,1.73,111,8.53,1.75,2023Q3
1611,中電,1.79,111,40.0,1.27,2023Q3
1612,宏泰,5.42,111,14.95,1.2,2023Q3
1614,三洋電,2.58,111,31.14,1.81,2023Q3
1615,大山,5.85,111,13.32,2.51,2023Q3
1617,榮星,1.81,111,50.15,1.22,2023Q3
1618,合機,1.85,111,19.97,1.31,2023Q3
1701,中化,3.21,111,23.27,1.01,2023Q3
1702,南僑,4.0,111,16.17,1.28,2023Q3
1707,葡萄王,4.5,111,15.62,2.39,2023Q3
1709,和益,8.61,111,19.17,1.24,2023Q3
1710,東聯,0.98,111,18.55,1.44,2023Q3
1711,永光,1.76,111,73.52,1.3,2023Q3
1712,興農,7.35,111,14.82,1.93,2023Q3
1713,國化,2.32,111,17.36,2.34,2023Q3
1714,和桐,1.09,111,17.94,0.73,2023Q3
1717,長興,4.16,111,23.46,1.36,2023Q3
1720,生達,3.76,111,14.0,2.36,2023Q3
1722,台肥,3.73,111,15.64,1.2,2023Q3
1723,中碳,4.2,111,18.45,3.51,2023Q3
1725,元禎,4.5,111,20.56,0.93,2023Q3
1726,永記,4.69,111,14.43,1.24,2023Q3
1727,中華化,2.39,111,33.52,1.95,2023Q3
1730,花仙子,5.22,111,16.34,2.03,2023Q3
1731,美吾華,4.92,111,18.32,1.48,2023Q3
1733,五鼎,4.18,111,23.26,1.88,2023Q3
1734,杏輝,2.95,111,20.55,1.88,2023Q3
1735,日勝化,2.88,111,23.13,1.15,2023Q3
1736,喬山,0.88,111,35.03,2.18,2023Q3
1737,臺鹽,4.4,111,17.58,1.05,2023Q3
1752,南光,4.09,111,14.4,2.36,2023Q3
1762,中化生,2.28,111,15.24,1.34,2023Q3
1773,勝一,2.69,111,21.61,4.03,2023Q3
1776,展宇,3.55,111,112.67,1.15,2023Q3
1783,和康生,2.09,111,22.21,3.1,2023Q3
1786,科妍,2.54,111,31.2,3.31,2023Q3
1789,神隆,1.38,111,90.17,2.02,2023Q3
1795,美時,1.27,111,18.67,4.31,2023Q3
1808,潤隆,0.57,111,7.24,3.91,2023Q3
1817,凱撒衛,6.28,111,12.12,1.34,2023Q3
1904,正隆,3.7,111,42.43,1.16,2023Q3
1906,寶隆,3.21,111,82.11,0.54,2023Q3
1907,永豐餘,2.8,111,41.75,0.95,2023Q3
2006,東和鋼鐵,4.81,111,12.6,1.78,2023Q3
2008,高興昌,2.26,111,9.75,1.39,2023Q3
2009,第一銅,1.23,111,294.55,1.98,2023Q3
2010,春源,3.21,111,16.55,1.06,2023Q3
2012,春雨,6.07,111,29.76,1.62,2023Q3
2013,中鋼構,3.15,111,22.88,2.09,2023Q3
2015,豐興,5.81,111,16.42,1.89,2023Q3
2020,美亞,3.17,111,9.89,1.93,2023Q3
2027,大成鋼,11.08,111,15.57,1.29,2023Q3
2028,威致,4.85,111,23.51,2.01,2023Q3
2029,盛餘,3.3,111,19.5,1.02,2023Q3
2030,彰源,7.35,111,65.81,1.16,2023Q3
2031,新光鋼,1.66,111,12.98,1.83,2023Q3
2038,海光,2.3,111,39.45,1.12,2023Q3
2049,上銀,2.48,111,36.33,2.26,2023Q3
2059,川湖,2.36,111,28.6,5.06,2023Q3
2062,橋椿,3.9,111,22.3,0.69,2023Q3
2103,台橡,4.5,111,44.44,1.0,2023Q3
2105,正新,3.03,111,22.9,1.76,2023Q3
2107,厚生,5.11,111,13.58,0.59,2023Q3
2108,南帝,5.38,111,26.35,1.27,2023Q3
2109,華豐,6.1,111,13.05,1.25,2023Q3
2114,鑫永銓,4.67,111,18.14,2.82,2023Q3
2115,六暉-KY,4.39,111,14.65,0.96,2023Q3
2201,裕隆,1.26,111,98.67,1.39,2023Q3
2204,中華,3.56,111,49.78,1.82,2023Q3
2206,三陽工業,2.56,111,10.26,2.6,2023Q3
2207,和泰車,0.31,111,41.94,6.23,2023Q3
2211,長榮鋼,4.93,111,11.23,1.84,2023Q3
2227,裕日車,3.89,111,41.41,3.06,2023Q3
2228,劍麟,4.46,111,15.2,1.6,2023Q3
2231,為升,2.11,111,29.71,4.4,2023Q3
2233,宇隆,4.38,111,16.77,2.36,2023Q3
2236,百達-KY,0.38,111,29.42,2.58,2023Q3
2239,英利-KY,0.77,111,33.62,0.65,2023Q3
2247,汎德永業,5.13,111,13.15,1.9,2023Q3
2250,IKKA-KY,3.33,111,24.11,1.59,2023Q3
2301,光寶科,4.0,111,17.33,3.09,2023Q3
2302,麗正,4.32,111,28.46,1.73,2023Q3
2303,聯電,7.2,111,9.35,1.79,2023Q3
2308,台達電,3.25,111,24.3,3.98,2023Q3
2312,金寶,1.92,111,31.84,1.12,2023Q3
2313,華通,3.81,111,17.59,2.19,2023Q3
2316,楠梓電,1.36,111,48.55,0.82,2023Q3
2317,鴻海,5.17,111,11.02,0.96,2023Q3
2324,仁寶,3.53,111,21.25,1.22,2023Q3
2327,國巨,1.62,111,15.3,1.89,2023Q3
2328,廣宇,4.03,111,13.88,1.35,2023Q3
2329,華泰,1.51,111,27.51,3.89,2023Q3
2330,台積電,1.88,111,16.94,4.53,2023Q3
2331,精英,2.8,111,24.03,1.34,2023Q3
2332,友訊,1.14,111,14.02,1.25,2023Q3
2338,光罩,3.54,111,16.67,3.1,2023Q3
2340,台亞,2.16,111,66.96,2.4,2023Q3
2345,智邦,1.46,111,31.7,12.35,2023Q3
2347,聯強,5.09,111,15.1,1.63,2023Q3
2348,海悅,5.57,111,12.59,2.17,2023Q3
2351,順德,2.78,111,26.68,3.12,2023Q3
2352,佳世達,4.66,111,28.83,2.27,2023Q3
2353,宏碁,3.69,111,39.51,1.62,2023Q3
2354,鴻準,3.1,111,18.11,0.7,2023Q3
2355,敬鵬,1.72,111,26.93,1.22,2023Q3
2356,英業達,3.33,111,29.25,2.66,2023Q3
2357,華碩,3.53,111,38.56,1.35,2023Q3
2359,所羅門,3.77,111,12.78,1.31,2023Q3
2360,致茂,3.86,111,21.7,4.09,2023Q3
2362,藍天,4.4,111,20.06,0.47,2023Q3
2363,矽統,2.13,111,60.13,2.05,2023Q3
2364,倫飛,2.16,111,28.24,6.53,2023Q3
2365,昆盈,1.5,111,43.06,0.98,2023Q3
2368,金像電,1.64,111,30.94,6.86,2023Q3
2373,震旦行,6.26,111,14.17,2.32,2023Q3
2374,佳能,1.77,111,39.08,1.13,2023Q3
2375,凱美,2.12,111,22.73,0.84,2023Q3
2376,技嘉,2.38,111,35.09,4.58,2023Q3
2377,微星,3.64,111,20.89,3.09,2023Q3
2379,瑞昱,5.7,111,26.69,5.72,2023Q3
2382,廣達,2.95,111,20.43,4.32,2023Q3
2383,台光電,2.3,111,25.69,5.02,2023Q3
2385,群光,4.16,111,18.38,3.48,2023Q3
2387,精元,5.99,111,8.41,1.22,2023Q3
2388,威盛,0.1,111,660.87,5.61,2023Q3
2392,正崴,4.54,111,16.55,0.92,2023Q3
2393,億光,5.31,111,16.34,1.13,2023Q3
2395,研華,3.05,111,27.88,6.7,2023Q3
2397,友通,6.13,111,18.11,2.4,2023Q3
2402,毅嘉,2.82,111,22.47,1.67,2023Q3
2404,漢唐,5.57,111,10.81,4.41,2023Q3
2412,中華電,3.97,111,24.79,2.46,2023Q3
2413,環科,1.65,111,16.29,1.83,2023Q3
2414,精技,7.32,111,15.04,1.87,2023Q3
2419,仲琦,4.24,111,66.79,2.24,2023Q3
2420,新巨,7.28,111,12.68,2.04,2023Q3
2421,建準,2.78,111,17.08,3.33,2023Q3
2423,固緯,5.32,111,14.08,2.07,2023Q3
2425,承啟,1.59,111,26.61,2.19,2023Q3
2427,三商電,1.37,111,23.44,1.83,2023Q3
2428,興勤,3.41,111,18.24,2.2,2023Q3
2430,燦坤,10.27,111,13.91,1.02,2023Q3
2432,倚天酷碁-創,4.13,111,20.51,2.17,2023Q3
2433,互盛電,6.86,111,15.04,2.02,2023Q3
2436,偉詮電,1.78,111,59.56,3.5,2023Q3
2439,美律,3.9,111,20.82,2.04,2023Q3
2441,超豐,5.99,111,19.19,1.71,2023Q3
2442,新美齊,0.68,111,25.2,1.56,2023Q3
2449,京元電子,4.16,111,17.84,2.76,2023Q3
2450,神腦,5.66,111,13.49,1.59,2023Q3
2451,創見,7.04,111,22.68,1.83,2023Q3
2453,凌群,3.94,111,19.44,2.75,2023Q3
2454,聯發科,7.66,111,22.62,4.03,2023Q3
2455,全新,1.46,111,96.91,9.94,2023Q3
2458,義隆,3.86,111,28.04,5.58,2023Q3
2459,敦吉,6.18,111,12.63,1.22,2023Q3
2461,光群雷,7.82,111,20.5,1.28,2023Q3
2462,良得電,1.59,111,15.0,1.87,2023Q3
2464,盟立,5.01,111,128.39,1.73,2023Q3
2467,志聖,5.81,111,18.9,2.93,2023Q3
2468,華經,1.97,111,29.61,1.76,2023Q3
2471,資通,4.99,111,15.58,3.08,2023Q3
2472,立隆電,4.83,111,13.75,1.71,2023Q3
2474,可成,5.26,111,12.75,0.79,2023Q3
2476,鉅祥,3.26,111,19.67,2.26,2023Q3
2478,大毅,4.12,111,19.21,1.08,2023Q3
2480,敦陽科,5.26,111,16.1,4.11,2023Q3
2481,強茂,4.38,111,31.71,1.95,2023Q3
2482,連宇,3.42,111,13.44,2.55,2023Q3
2483,百容,4.15,111,49.18,1.02,2023Q3
2484,希華,6.7,111,15.28,1.36,2023Q3
2486,一詮,0.95,111,67.06,2.23,2023Q3
2488,漢平,6.28,111,9.3,1.3,2023Q3
2492,華新科,1.92,111,35.82,1.28,2023Q3
2493,揚博,5.09,111,12.84,3.15,2023Q3
2495,普安,2.96,111,17.96,1.32,2023Q3
2496,卓越,5.43,111,12.85,1.41,2023Q3
2497,怡利電,1.08,111,29.14,3.71,2023Q3
2501,國建,2.91,111,10.55,0.8,2023Q3
2504,國產,7.07,111,11.01,1.42,2023Q3
2511,太子,4.48,111,22.76,0.71,2023Q3
2515,中工,4.24,111,29.07,0.86,2023Q3
2520,冠德,4.55,111,9.55,1.1,2023Q3
2527,宏璟,3.56,111,14.34,0.71,2023Q3
2528,皇普,1.48,111,36.63,2.44,2023Q3
2530,華建,1.15,111,93.55,3.02,2023Q3
2534,宏盛,8.62,111,6.53,0.66,2023Q3
2535,達欣工,5.69,111,8.96,1.3,2023Q3
2538,基泰,3.16,111,14.77,1.12,2023Q3
2539,櫻花建,3.66,111,41.44,3.84,2023Q3
2540,愛山林,4.66,111,33.13,4.12,2023Q3
2542,興富發,3.74,111,13.7,1.43,2023Q3
2543,皇昌,1.08,111,20.82,2.36,2023Q3
2545,皇翔,11.07,111,115.42,1.28,2023Q3
2546,根基,5.81,111,8.02,2.11,2023Q3
2548,華固,7.8,111,12.95,1.38,2023Q3
2597,潤弘,8.47,111,12.43,4.01,2023Q3
2603,長榮,47.62,111,5.03,0.69,2023Q3
2605,新興,1.86,111,27.4,0.93,2023Q3
2606,裕民,5.81,111,18.49,1.26,2023Q3
2607,榮運,3.58,111,12.64,1.18,2023Q3
2608,嘉里大榮,4.29,111,10.53,1.48,2023Q3
2609,陽明,40.57,111,8.27,0.61,2023Q3
2610,華航,2.22,111,20.5,1.68,2023Q3
2612,中航,4.0,111,21.8,0.89,2023Q3
2613,中櫃,4.6,111,43.11,1.0,2023Q3
2616,山隆,5.33,111,29.13,0.86,2023Q3
2617,台航,6.65,111,7.63,0.86,2023Q3
2618,長榮航,2.65,111,9.51,1.64,2023Q3
2630,亞航,1.0,111,258.21,2.22,2023Q3
2633,台灣高鐵,2.22,111,25.55,2.48,2023Q3
2634,漢翔,2.08,111,22.13,2.9,2023Q3
2636,台驊投控,10.77,111,9.02,1.49,2023Q3
2637,慧洋-KY,12.75,111,13.04,0.8,2023Q3
2642,宅配通,3.65,111,34.58,1.75,2023Q3
2645,長榮航太,3.72,111,23.57,3.15,2023Q3
2701,萬企,1.95,111,27.93,0.7,2023Q3
2702,華園,3.37,111,9.35,0.98,2023Q3
2704,國賓,1.02,111,10.95,0.92,2023Q3
2706,第一店,2.25,111,29.34,0.79,2023Q3
2707,晶華,4.2,111,21.03,6.42,2023Q3
2712,遠雄來,0.26,111,58.17,2.91,2023Q3
2722,夏都,2.1,111,60.21,3.45,2023Q3
2723,美食-KY,2.54,111,20.35,1.58,2023Q3
2727,王品,2.01,111,15.07,4.78,2023Q3
2748,雲品,1.65,111,26.99,2.99,2023Q3
2753,八方雲集,4.42,111,19.11,3.43,2023Q3
2801,彰銀,4.55,111,15.04,1.06,2023Q3
2809,京城銀,2.82,111,7.72,0.93,2023Q3
2812,台中銀,4.57,111,13.02,1.12,2023Q3
2820,華票,3.33,111,16.67,0.86,2023Q3
2832,台產,3.94,111,10.24,0.85,2023Q3
2834,臺企銀,2.49,111,9.82,0.97,2023Q3
2838,聯邦銀,4.21,111,11.78,0.86,2023Q3
2845,遠東銀,3.27,111,11.11,0.89,2023Q3
2849,安泰銀,2.7,111,134.55,0.89,2023Q3
2850,新產,3.74,111,8.07,1.29,2023Q3
2852,第一保,3.93,111,10.4,0.7,2023Q3
2855,統一證,2.03,111,10.49,0.88,2023Q3
2880,華南金,2.66,111,14.9,1.55,2023Q3
2881,富邦金,2.35,111,30.14,1.27,2023Q3
2882,國泰金,2.0,111,17.01,1.08,2023Q3
2884,玉山金,2.24,111,19.92,1.75,2023Q3
2885,元大金,3.56,111,13.35,1.22,2023Q3
2886,兆豐金,3.37,111,17.32,1.73,2023Q3
2887,台新金,5.24,111,12.86,1.15,2023Q3
2890,永豐金,4.1,111,12.91,1.35,2023Q3
2891,中信金,3.54,111,11.92,1.37,2023Q3
2892,第一金,4.04,111,16.0,1.53,2023Q3
2897,王道銀行,3.85,111,5.45,0.76,2023Q3
2901,欣欣,0.8,111,76.91,2.19,2023Q3
2903,遠百,4.3,111,12.61,1.12,2023Q3
2904,匯僑,3.41,111,17.48,1.22,2023Q3
2906,高林,3.19,111,53.71,1.2,2023Q3
2908,特力,6.21,111,49.05,1.54,2023Q3
2912,統一超,3.36,111,26.8,7.55,2023Q3
2915,潤泰全,3.19,111,11.53,0.77,2023Q3
2923,鼎固-KY,2.22,111,1352.5,0.96,2023Q3
2945,三商家購,1.61,111,31.56,1.69,2023Q3
3002,歐格,1.08,111,81.47,1.08,2023Q3
3003,健和興,2.81,111,19.75,1.79,2023Q3
3004,豐達科,1.11,111,17.6,2.21,2023Q3
3005,神基,3.57,111,16.36,3.04,2023Q3
3008,大立光,3.18,111,21.17,2.24,2023Q3
3010,華立,6.14,111,11.64,1.3,2023Q3
3013,晟銘電,0.64,111,39.96,2.91,2023Q3
3014,聯陽,3.97,111,16.69,4.03,2023Q3
3015,全漢,7.27,111,14.06,0.71,2023Q3
3016,嘉晶,3.16,111,89.15,3.77,2023Q3
3017,奇鋐,1.65,111,24.59,5.64,2023Q3
3019,亞光,2.75,111,31.74,1.5,2023Q3
3021,鴻名,3.4,111,15.73,1.29,2023Q3
3022,威強電,4.25,111,9.59,1.45,2023Q3
3023,信邦,2.9,111,21.28,5.2,2023Q3
3024,憶聲,1.31,111,43.21,1.64,2023Q3
3025,星通,1.97,111,25.22,3.84,2023Q3
3026,禾伸堂,5.61,111,16.75,1.66,2023Q3
3027,盛達,0.64,111,40.0,2.09,2023Q3
3028,增你強,8.5,111,14.09,1.35,2023Q3
