資料日期,股票代號,名稱,本益比,每股股利,殖利率,股價淨值比,財報年/季
1140625,1240,茂生農經,13.18,3.4,5.66,1.7,114Q1
1140625,1259,安心,41.45,1.2,2.21,0.74,114Q1
1140625,1264,德麥,15.44,14.5,4.55,3.78,114Q1
1140625,1268,漢來美食,15.64,7.5,4.93,2.63,114Q1
1140625,1294,漢田生技,12.9,4.23,5.95,2.36,114Q1
1140625,1295,生合,23.64,3.5,2.69,4.0,114Q1
1140625,1336,台翰,9.07,0.945,4.96,0.77,114Q1
1140625,1565,精華,10.9,9.5,6.01,1.27,114Q1
1140625,1570,力肯,9.76,1.3,5.26,1.23,114Q1
1140625,1580,新麥,10.29,9.0,6.45,2.41,114Q1
1140625,1584,精剛,17.96,0.7,2.89,1.12,114Q1
1140625,1593,祺驊,13.35,1.6,5.65,0.87,114Q1
1140625,1599,宏佳騰,17.21,0.5,1.71,1.09,114Q1
1140625,1777,生泰,10.22,5.3,6.06,1.63,114Q1
1140625,1781,合世,45.0,0.0,0.0,1.77,114Q1
1140625,1784,訊聯,48.68,1.40949789,2.01,2.82,114Q1
1140625,1785,光洋科,17.98,2.0,3.62,2.24,114Q1
1140625,1788,杏昌,17.9,7.0,5.0,2.02,114Q1
1140625,1815,富喬,64.12,0.0,0.0,2.39,114Q1
1140625,2063,世鎧,18.61,2.0,6.63,1.47,114Q1
1140625,2065,世豐,13.82,3.03200675,7.7,1.3,114Q1
1140625,2066,世德,14.72,3.0,3.9,1.56,114Q1
1140625,2070,精湛,15.46,1.5,3.55,1.65,114Q1
1140625,2073,雄順,63.64,0.7,2.5,1.73,114Q1
1140625,2221,大甲,10.86,1.3,4.57,1.14,114Q1
1140625,2230,泰茂,30.4,3.0,2.34,5.34,114Q1
1140625,2235,謚源,19.48,3.0,6.61,1.23,114Q1
1140625,2596,綠意,28.67,1.0,2.81,1.72,114Q1
1140625,2640,大車隊,14.55,7.0,5.26,4.42,114Q1
1140625,2641,正德,12.1,0.49064449,2.47,0.83,114Q1
1140625,2643,捷迅,10.76,4.5,6.39,1.3,114Q1
1140625,2718,全心投控,1.41,3.0,6.1,0.86,114Q1
1140625,2719,燦星旅,40.4,0.0,0.0,3.89,114Q1
1140625,2724,藝舍-KY,6.45,0.0,0.0,3.17,114Q1
1140625,2729,瓦城,22.74,9.0,4.31,3.07,114Q1
1140625,2732,六角,21.92,4.9997807,6.08,2.01,114Q1
1140625,2734,易飛網,60.43,0.0,0.0,1.71,114Q1
1140625,2743,山富,17.12,5.0,4.39,3.38,114Q1
1140625,2745,五福,11.85,6.5,5.35,4.12,114Q1
1140625,2751,王座,14.6,4.5,7.23,3.15,114Q1
1140625,2752,豆府,13.5,14.0,6.68,5.14,114Q1
1140625,2755,揚秦,22.36,5.0,3.52,4.82,114Q1
1140625,2756,聯發國際,52.76,2.5,2.18,5.43,114Q1
1140625,2916,滿心,12.86,3.6,7.21,2.21,114Q1
1140625,2926,誠品生活,73.23,0.2,0.44,3.5,114Q1
1140625,2937,集雅社,10.03,3.0,6.9,1.74,114Q1
1140625,2941,米斯特,19.39,3.2,5.63,2.63,114Q1
1140625,2947,振宇五金,24.76,1.0,1.06,2.36,114Q1
1140625,2948,寶陞,20.51,2.15333333,5.38,1.1,114Q1
1140625,2949,欣新網,24.35,3.1,3.67,2.09,114Q1
1140625,3066,李洲,27.11,0.0,0.0,1.16,114Q1
1140625,3071,協禧,23.18,0.81,4.54,1.25,114Q1
1140625,3073,天方能源,34.11,0.65,1.17,2.84,114Q1
1140625,3078,僑威,13.88,4.0,4.82,2.87,114Q1
1140625,3081,聯亞,1125.0,0.5,0.15,8.27,114Q1
1140625,3083,網龍,82.44,0.0,0.0,2.39,114Q1
1140625,3086,華義,1083.33,0.65000021,0.4,12.39,114Q1
1140625,3088,艾訊,12.81,4.5,5.01,2.02,114Q1
1140625,3093,港建*,21.47,1.08,3.78,4.22,114Q1
1140625,3105,穩懋,97.08,1.0,1.16,1.01,114Q1
1140625,3114,好德,15.37,1.2,5.27,0.92,114Q1
1140625,3118,進階,16.01,1.8,5.56,1.81,114Q1
1140625,3128,昇銳,17.7,1.2,3.24,2.19,114Q1
1140625,3131,弘塑,55.05,22.0,1.26,12.35,114Q1
1140625,3141,晶宏,53.56,0.50624798,0.94,1.62,114Q1
1140625,3147,大綜,15.13,6.2,3.05,5.3,114Q1
1140625,3152,璟德,20.52,5.59,4.6,2.17,114Q1
1140625,3162,精確,27.77,0.5,1.07,2.1,114Q1
1140625,3163,波若威,38.46,3.0,1.67,5.47,114Q1
1140625,3169,亞信,22.02,3.0,3.61,2.8,114Q1
1140625,3171,炎洲流通,12.97,3.0,7.23,2.11,114Q1
1140625,3178,公準,41.7,0.5,1.07,1.69,114Q1
1140625,3188,鑫龍騰,18.18,1.8,6.23,2.16,114Q1
1140625,3206,志豐,10.68,2.5,6.67,1.35,114Q1
1140625,3211,順達,13.23,12.49778,5.48,3.83,114Q1
1140625,3213,茂訊,11.9,6.0,5.85,1.41,114Q1
1140625,3217,優群,13.47,8.81300861,5.46,2.98,114Q1
1140625,3218,大學光,15.05,7.5,3.76,5.04,114Q1
1140625,3219,倚強科,60.06,0.2660765,0.58,2.49,114Q1
1140625,3221,台嘉碩,26.74,0.9,4.88,0.89,114Q1
1140625,3226,龍鋒,9.21,0.5,1.1,1.51,114Q1
1140625,3227,原相,15.86,10.00095676,4.55,3.1,114Q1
1140625,3230,錦明,9.08,0.35,1.11,2.33,114Q1
1140625,3232,昱捷,66.38,0.5,1.88,1.8,114Q1
1140625,3236,千如,83.16,0.35,2.22,1.06,114Q1
1140625,3260,威剛,14.38,5.0,5.21,1.59,114Q1
1140625,3264,欣銓,17.95,4.0,5.06,1.97,114Q1
1140625,3265,台星科,17.2,4.6,4.53,2.31,114Q1
1140625,3284,太普高,10.38,2.0,7.33,1.91,114Q1
1140625,3285,微端,27.5,1.0,4.13,1.77,114Q1
1140625,3287,廣寰科,36.56,1.5,4.27,2.57,114Q1
1140625,3289,宜特,17.4,4.29313142,3.87,2.37,114Q1
1140625,3290,東浦,14.14,0.0,0.0,1.39,114Q1
1140625,3293,鈊象,25.47,29.0,3.33,22.57,114Q1
1140625,3303,岱稜,11.81,2.76628774,5.62,2.19,114Q1
1140625,3306,鼎天,16.02,2.1,5.16,0.74,114Q1
1140625,3310,佳穎,19.05,2.88715564,3.8,2.63,114Q1
1140625,3317,尼克森,16.53,1.51111111,3.41,1.15,114Q1
1140625,3324,雙鴻,30.35,9.99865134,1.51,6.28,114Q1
1140625,3332,幸康,22.34,1.1,2.1,1.38,114Q1
1140625,3357,臺慶科,11.7,5.0,5.26,1.35,114Q1
1140625,3362,先進光,63.59,1.0,0.81,4.39,114Q1
1140625,3374,精材,22.95,2.5,1.75,4.1,114Q1
1140625,3379,彬台,43.6,0.8,1.07,4.83,114Q1
1140625,3388,崇越電,14.9,3.5,5.59,1.02,114Q1
1140625,3390,旭軟,21.41,1.0,4.87,1.08,114Q1
1140625,3402,漢科,14.03,5.0,5.03,3.71,114Q1
1140625,3426,台興,13.2,2.5,5.27,1.54,114Q1
1140625,3430,奇鈦科,11.73,2.5,4.66,1.67,114Q1
1140625,3434,哲固,25.91,1.51,3.22,3.44,114Q1
1140625,3438,類比科,34.7,1.5,3.2,1.03,114Q1
1140625,3441,聯一光,23.26,0.75,2.5,1.45,114Q1
1140625,3444,利機,22.01,2.0,3.65,2.41,114Q1
1140625,3455,由田,19.31,4.5,5.0,2.24,114Q1
1140625,3465,進泰電子,33.06,1.0,1.93,2.16,114Q1
1140625,3467,台灣精材,66.04,0.9,1.35,3.41,114Q1
1140625,3479,安勤,13.1,5.2,5.25,2.27,114Q1
1140625,3483,力致,18.08,5.0,4.18,2.19,114Q1
1140625,3484,崧騰,11.92,2.5,5.09,1.16,114Q1
1140625,3491,昇達科,36.99,6.62698284,1.93,9.01,114Q1
1140625,3492,長盛,13.06,1.0,4.18,1.3,114Q1
1140625,3512,皇龍,26.0,1.2,4.62,1.17,114Q1
1140625,3516,亞帝歐,61.88,0.25,1.26,0.75,114Q1
1140625,3520,華盈,61.82,0.1,0.74,1.15,114Q1
1140625,3526,凡甲,13.24,16.46122845,7.2,4.57,114Q1
1140625,3527,聚積,324.76,2.0,2.93,1.29,114Q1
1140625,3529,力旺,97.28,21.99712,0.91,45.06,114Q1
1140625,3531,先益,29.43,0.8,3.44,0.75,114Q1
1140625,3537,堡達,13.38,2.3,5.03,2.13,114Q1
1140625,3546,宇峻,22.84,5.1,4.59,3.48,114Q1
