證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,1.59,111,30.49,1.05,2023Q4
1102,亞泥,5.18,112,13.21,0.85,2023Q4
1103,嘉泥,2.92,111,142.92,0.52,2023Q4
1104,環泥,6.18,112,10.34,1.0,2023Q4
1108,幸福,6.41,112,8.48,1.26,2023Q3
1109,信大,6.3,112,9.48,0.8,2023Q4
1110,東泥,1.13,112,68.08,1.13,2023Q4
1201,味全,1.44,112,35.47,1.31,2023Q4
1203,味王,2.14,111,29.83,2.17,2023Q3
1210,大成,3.85,112,11.89,2.04,2023Q4
1215,卜蜂,3.38,111,13.44,3.13,2023Q4
1216,統一,3.95,112,23.5,3.45,2023Q4
1217,愛之味,1.97,112,28.54,0.85,2023Q4
1218,泰山,2.66,111,2.0,0.87,2023Q3
1219,福壽,4.3,111,19.79,1.36,2023Q4
1220,台榮,1.37,111,19.28,1.11,2023Q4
1225,福懋油,2.52,112,34.69,3.63,2023Q4
1227,佳格,3.34,112,28.81,1.96,2023Q3
1229,聯華,3.13,112,25.45,2.32,2023Q4
1231,聯華食,2.66,112,24.91,4.19,2023Q4
1232,大統益,4.58,112,19.12,4.27,2023Q4
1233,天仁,2.66,112,31.89,2.06,2023Q4
1234,黑松,4.64,112,17.35,0.88,2023Q4
1235,興泰,2.66,111,51.3,1.76,2023Q3
1236,宏亞,2.78,112,130.0,0.84,2023Q4
1256,鮮活果汁-KY,2.85,112,18.65,2.07,2023Q4
1301,台塑,1.47,112,58.96,1.24,2023Q4
1303,南亞,1.27,112,68.75,1.21,2023Q4
1305,華夏,1.9,112,31.27,1.12,2023Q4
1307,三芳,5.39,112,14.58,1.24,2023Q4
1308,亞聚,2.27,112,99.0,0.88,2023Q4
1315,達新,6.93,112,19.73,0.65,2023Q4
1319,東陽,3.16,112,24.8,2.94,2023Q4
1321,大洋,1.14,112,40.0,1.25,2023Q4
1323,永裕,3.23,112,33.33,1.17,2023Q4
1324,地球,1.29,112,29.34,1.2,2023Q4
1325,恆大,1.98,112,77.56,0.92,2023Q3
1326,台化,2.29,112,37.47,0.94,2023Q4
1339,昭輝,4.12,112,12.4,1.37,2023Q4
1341,富林-KY,6.98,112,14.49,2.56,2023Q4
1342,八貫,4.32,112,18.71,4.42,2023Q4
1402,遠東新,4.26,112,20.58,0.75,2023Q4
1409,新纖,3.45,112,33.94,0.71,2023Q4
1410,南染,2.21,111,60.42,2.12,2023Q3
1414,東和,1.36,112,122.33,1.29,2023Q4
1416,廣豐,4.2,112,23.33,0.63,2023Q4
1419,新紡,2.67,112,20.74,1.02,2023Q4
1423,利華,1.94,112,43.59,1.08,2023Q4
1434,福懋,2.24,112,85.77,0.69,2023Q4
1436,華友聯,6.72,112,11.01,2.73,2023Q4
1437,勤益控,3.58,112,11.21,0.84,2023Q4
1439,雋揚,1.2,112,12.48,0.9,2023Q4
1440,南紡,2.32,112,11.89,0.85,2023Q4
1442,名軒,8.59,112,8.65,2.07,2023Q4
1445,大宇,11.74,112,2.76,1.03,2023Q4
1449,佳和,1.93,112,31.17,0.97,2023Q4
1452,宏益,1.82,112,42.18,0.8,2023Q4
1453,大將,2.01,112,26.23,1.11,2023Q4
1454,台富,1.57,112,99.69,1.22,2023Q4
1456,怡華,1.01,112,396.0,1.21,2023Q4
1457,宜進,7.46,112,7.88,0.81,2023Q4
1463,強盛,2.87,112,26.77,1.26,2023Q4
1464,得力,1.92,112,100.0,1.06,2023Q4
1465,偉全,3.31,112,26.96,0.95,2023Q4
1470,大統新創,2.81,112,35.6,1.8,2023Q4
1472,三洋實業,2.68,112,22.34,2.23,2023Q4
1473,台南,3.77,112,14.93,1.26,2023Q4
1475,業旺,4.24,112,11.21,2.47,2023Q4
1476,儒鴻,2.45,112,29.25,5.9,2023Q4
1477,聚陽,4.07,112,24.39,6.15,2023Q4
1503,士電,1.26,112,52.99,3.84,2023Q4
1504,東元,4.0,112,19.93,1.45,2023Q4
1513,中興電,2.0,112,56.07,5.64,2023Q4
1514,亞力,1.61,112,36.2,5.87,2023Q4
1515,力山,2.43,112,29.09,2.36,2023Q4
1516,川飛,1.88,112,48.38,1.42,2023Q4
1519,華城,1.06,112,66.87,28.6,2023Q4
1521,大億,1.73,112,72.14,1.74,2023Q4
1522,堤維西,3.94,112,15.84,1.89,2023Q4
1524,耿鼎,3.55,112,17.18,2.24,2023Q4
1525,江申,4.5,112,13.33,1.12,2023Q4
1526,日馳,10.09,111,44.34,1.45,2023Q4
1527,鑽全,4.8,112,15.62,1.22,2023Q4
1529,樂事綠能,1.58,111,37.12,2.92,2023Q4
1530,亞崴,4.68,112,13.76,0.94,2023Q3
1531,高林股,1.48,112,169.38,0.69,2023Q4
1532,勤美,4.11,112,14.41,1.05,2023Q4
1535,中宇,4.56,112,16.09,2.45,2023Q4
1536,和大,1.93,112,44.19,1.66,2023Q4
1537,廣隆,5.02,112,18.8,2.76,2023Q4
1539,巨庭,2.41,112,25.94,1.03,2023Q4
1540,喬福,5.96,112,14.19,1.1,2023Q4
1541,錩泰,1.59,112,21.47,1.29,2023Q4
1558,伸興,3.83,112,26.06,1.24,2023Q4
1560,中砂,1.59,112,42.69,5.9,2023Q4
1568,倉佑,4.34,112,11.55,1.73,2023Q4
1582,信錦,4.65,112,19.39,1.85,2023Q4
1583,程泰,5.25,112,13.3,1.57,2023Q3
1587,吉茂,3.88,112,42.3,1.29,2023Q4
1590,亞德客-KY,1.65,112,30.15,4.93,2023Q4
1597,直得,1.15,112,62.14,2.59,2023Q4
1603,華電,3.46,112,12.56,0.92,2023Q4
1604,聲寶,5.07,112,14.8,1.33,2023Q4
1605,華新,3.01,112,28.82,1.05,2023Q4
1608,華榮,3.92,112,11.43,1.41,2023Q4
1609,大亞,1.52,111,10.08,1.95,2023Q4
1611,中電,3.08,112,35.33,1.21,2023Q4
1612,宏泰,5.31,111,15.27,1.23,2023Q3
1614,三洋電,2.78,112,31.09,1.79,2023Q4
1615,大山,4.55,111,17.13,3.05,2023Q4
1616,億泰,2.33,112,13.36,1.6,2023Q4
1617,榮星,1.83,112,181.67,1.26,2023Q4
