證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,1.51,111,28.01,1.09,2023Q3
1102,亞泥,5.54,111,14.46,0.88,2023Q3
1103,嘉泥,2.67,111,72.12,0.58,2023Q3
1104,環泥,6.45,111,8.33,0.85,2023Q3
1108,幸福,5.41,111,8.04,1.2,2023Q3
1109,信大,4.48,111,10.5,0.76,2023Q3
1110,東泥,0.54,111,39.57,1.19,2023Q3
1201,味全,1.25,111,68.57,1.31,2023Q3
1203,味王,2.41,111,26.57,1.93,2023Q3
1210,大成,2.78,111,12.27,1.99,2023Q3
1215,卜蜂,3.79,111,13.39,2.95,2023Q3
1216,統一,4.43,111,20.91,3.19,2023Q3
1217,愛之味,3.38,111,35.91,0.86,2023Q3
1218,泰山,2.73,111,1.95,0.85,2023Q3
1219,福壽,4.13,111,25.8,1.44,2023Q3
1220,台榮,1.45,111,31.25,1.08,2023Q3
1225,福懋油,3.72,111,47.11,3.65,2023Q3
1227,佳格,3.39,111,29.31,1.99,2023Q3
1229,聯華,3.1,111,25.53,2.37,2023Q3
1231,聯華食,2.94,111,28.67,4.12,2023Q3
1232,大統益,4.17,111,20.51,4.55,2023Q3
1233,天仁,2.45,111,30.17,2.16,2023Q3
1234,黑松,4.62,111,16.23,0.85,2023Q3
1235,興泰,2.67,111,51.24,1.75,2023Q3
1236,宏亞,4.07,111,57.09,0.89,2023Q3
1256,鮮活果汁-KY,2.84,111,15.5,2.0,2023Q3
1301,台塑,5.17,111,180.44,1.48,2023Q3
1303,南亞,4.39,111,99.13,1.49,2023Q3
1304,台聚,3.52,111,32.62,0.89,2023Q3
1305,華夏,1.28,111,41.7,1.4,2023Q3
1307,三芳,2.97,111,15.76,1.17,2023Q3
1308,亞聚,5.0,111,25.0,1.04,2023Q3
1315,達新,8.44,111,16.61,0.65,2023Q3
1319,東陽,3.2,111,18.02,1.86,2023Q3
1323,永裕,3.51,111,22.68,1.15,2023Q3
1324,地球,1.06,111,33.25,1.46,2023Q3
1325,恆大,2.24,111,57.31,0.68,2023Q3
1326,台化,1.46,111,406.25,1.14,2023Q3
1339,昭輝,4.55,111,15.21,1.28,2023Q3
1341,富林-KY,9.71,111,13.07,2.5,2023Q3
1342,八貫,4.75,111,14.93,3.81,2023Q3
1402,遠東新,4.38,111,28.83,0.76,2023Q3
1409,新纖,6.54,111,35.58,0.69,2023Q3
1410,南染,2.14,111,62.25,2.19,2023Q3
1414,東和,1.83,111,250.0,1.25,2023Q3
1416,廣豐,4.61,111,18.39,0.56,2023Q3
1417,嘉裕,3.06,111,37.81,0.86,2023Q3
1419,新紡,3.35,111,20.72,1.08,2023Q3
1423,利華,0.66,111,31.95,1.1,2023Q3
1434,福懋,5.87,111,52.14,0.79,2023Q3
1436,華友聯,6.61,111,114.41,2.73,2023Q3
1437,勤益控,2.67,111,10.68,0.82,2023Q3
1439,雋揚,1.3,111,18.7,0.88,2023Q3
1442,名軒,4.24,111,18.6,2.42,2023Q3
1445,大宇,0.5,111,46.86,1.5,2023Q3
1449,佳和,1.3,111,41.98,1.12,2023Q3
1452,宏益,4.85,111,117.86,0.83,2023Q3
1453,大將,2.11,111,475.0,1.1,2023Q3
1454,台富,1.45,111,215.63,1.31,2023Q3
1457,宜進,5.7,111,79.77,0.79,2023Q3
1463,強盛,2.23,111,22.66,1.3,2023Q3
1464,得力,7.66,111,217.5,1.02,2023Q3
1465,偉全,6.32,111,20.38,0.83,2023Q3
1470,大統新創,2.34,111,33.77,1.68,2023Q3
1473,台南,3.42,111,14.2,1.14,2023Q3
1475,業旺,0.99,111,12.36,2.73,2023Q3
1476,儒鴻,2.91,111,35.08,6.53,2023Q3
1477,聚陽,3.97,111,22.94,5.84,2023Q3
1503,士電,2.02,111,22.15,1.61,2023Q3
1504,東元,3.38,111,16.31,1.18,2023Q3
1513,中興電,3.21,111,32.91,3.45,2023Q3
1514,亞力,2.29,111,24.33,3.34,2023Q3
1516,川飛,7.08,111,23.12,1.52,2023Q3
1519,華城,0.89,111,37.69,14.81,2023Q3
1521,大億,1.89,111,32.7,1.53,2023Q3
1522,堤維西,4.53,111,13.9,1.5,2023Q3
1524,耿鼎,3.27,111,16.34,1.9,2023Q3
1525,江申,2.77,111,14.61,1.16,2023Q3
1526,日馳,10.27,111,13.85,1.35,2023Q3
1527,鑽全,5.93,111,13.97,1.2,2023Q3
1528,恩德,0.87,111,34.7,0.9,2023Q3
1529,樂事綠能,1.82,111,47.06,2.61,2023Q3
1530,亞崴,5.3,111,12.96,0.88,2023Q3
1531,高林股,5.93,111,112.5,0.67,2023Q3
1532,勤美,3.26,111,16.28,1.06,2023Q3
1535,中宇,5.56,111,14.56,1.89,2023Q3
1536,和大,2.52,111,35.82,2.01,2023Q3
1537,廣隆,7.52,111,18.92,2.64,2023Q3
1539,巨庭,10.57,111,36.38,0.98,2023Q3
1540,喬福,3.47,111,16.63,1.05,2023Q3
1558,伸興,5.31,111,30.99,1.27,2023Q3
1560,中砂,2.27,111,28.66,4.3,2023Q3
1568,倉佑,3.22,111,10.35,1.92,2023Q3
1582,信錦,3.83,111,19.87,1.68,2023Q3
1583,程泰,4.74,111,11.05,1.3,2023Q3
1587,吉茂,4.45,111,26.41,1.1,2023Q3
1590,亞德客-KY,1.19,111,33.44,5.31,2023Q3
1597,直得,3.21,111,27.25,2.3,2023Q3
1603,華電,1.42,111,13.71,0.9,2023Q3
1604,聲寶,5.24,111,15.24,1.28,2023Q3
1605,華新,4.72,111,28.68,1.07,2023Q3
1608,華榮,2.05,111,10.0,1.12,2023Q3
1609,大亞,1.76,111,8.42,1.73,2023Q3
1611,中電,1.85,111,38.69,1.22,2023Q3
1612,宏泰,6.06,111,13.38,1.08,2023Q3
1614,三洋電,2.63,111,30.65,1.78,2023Q3
1615,大山,6.53,111,11.93,2.25,2023Q3
1617,榮星,1.86,111,48.94,1.19,2023Q3
1618,合機,2.17,111,17.1,1.12,2023Q3
1701,中化,3.46,111,21.59,0.94,2023Q3
1702,南僑,4.02,111,16.1,1.28,2023Q3
1707,葡萄王,4.52,111,15.51,2.37,2023Q3
1709,和益,8.89,111,18.58,1.2,2023Q3
1710,東聯,1.03,111,17.73,1.38,2023Q3
1711,永光,1.78,111,72.96,1.29,2023Q3
1712,興農,7.5,111,14.53,1.89,2023Q3
1713,國化,2.38,111,16.94,2.28,2023Q3
1714,和桐,1.12,111,17.53,0.72,2023Q3
1717,長興,4.03,111,24.19,1.4,2023Q3
1720,生達,4.08,111,12.91,2.17,2023Q3
1722,台肥,4.01,111,14.52,1.12,2023Q3
1723,中碳,4.26,111,18.22,3.47,2023Q3
1725,元禎,4.83,111,19.17,0.87,2023Q3
1726,永記,4.7,111,14.39,1.24,2023Q3
1727,中華化,2.56,111,31.37,1.83,2023Q3
1730,花仙子,5.33,111,15.99,1.98,2023Q3
1731,美吾華,5.07,111,17.79,1.43,2023Q3
1733,五鼎,5.12,111,18.99,1.54,2023Q3
1734,杏輝,3.04,111,19.91,1.82,2023Q3
1735,日勝化,3.03,111,22.0,1.1,2023Q3
1736,喬山,0.84,111,36.67,2.29,2023Q3
1737,臺鹽,4.41,111,17.53,1.04,2023Q3
1752,南光,4.47,111,13.17,2.16,2023Q3
1762,中化生,2.32,111,14.97,1.31,2023Q3
1773,勝一,2.76,111,21.05,3.93,2023Q3
1776,展宇,3.53,111,113.33,1.16,2023Q3
1783,和康生,2.13,111,21.84,3.05,2023Q3
1786,科妍,2.58,111,30.68,3.25,2023Q3
1789,神隆,1.38,111,89.66,2.01,2023Q3
1795,美時,1.37,111,17.27,3.99,2023Q3
1808,潤隆,0.63,111,6.56,3.55,2023Q3
1817,凱撒衛,6.34,111,12.0,1.33,2023Q3
1904,正隆,3.72,111,42.21,1.16,2023Q3
1906,寶隆,3.26,111,80.79,0.53,2023Q3
1907,永豐餘,2.93,111,39.94,0.91,2023Q3
2006,東和鋼鐵,5.08,111,11.94,1.69,2023Q3
2008,高興昌,2.56,111,8.59,1.22,2023Q3
2009,第一銅,1.36,111,268.18,1.81,2023Q3
2010,春源,3.54,111,15.0,0.96,2023Q3
2012,春雨,6.71,111,26.93,1.47,2023Q3
2013,中鋼構,3.2,111,22.5,2.06,2023Q3
2015,豐興,6.07,111,15.73,1.81,2023Q3
2020,美亞,3.33,111,9.42,1.84,2023Q3
2027,大成鋼,11.53,111,14.96,1.24,2023Q3
2028,威致,5.43,111,21.01,1.8,2023Q3
2029,盛餘,3.76,111,17.13,0.89,2023Q3
2030,彰源,8.24,111,58.71,1.03,2023Q3
2031,新光鋼,2.07,111,10.43,1.47,2023Q3
2038,海光,2.8,111,32.45,0.92,2023Q3
2049,上銀,2.63,111,34.21,2.13,2023Q3
2059,川湖,2.33,111,28.97,5.13,2023Q3
2062,橋椿,4.15,111,20.96,0.65,2023Q3
2103,台橡,4.46,111,44.81,1.01,2023Q3
2105,正新,3.05,111,22.72,1.75,2023Q3
2107,厚生,5.12,111,13.55,0.59,2023Q3
2108,南帝,5.67,111,25.04,1.21,2023Q3
2109,華豐,6.23,111,12.79,1.22,2023Q3
2114,鑫永銓,4.81,111,17.63,2.74,2023Q3
2115,六暉-KY,4.36,111,14.78,0.96,2023Q3
2201,裕隆,1.18,111,105.47,1.49,2023Q3
2204,中華,3.83,111,46.24,1.69,2023Q3
2206,三陽工業,2.46,111,10.7,2.71,2023Q3
2207,和泰車,0.32,111,41.22,6.13,2023Q3
2211,長榮鋼,6.78,111,8.15,1.33,2023Q3
2227,裕日車,3.9,111,41.29,3.05,2023Q3
2228,劍麟,4.34,111,15.63,1.65,2023Q3
2231,為升,2.07,111,30.38,4.5,2023Q3
2233,宇隆,4.26,111,17.26,2.43,2023Q3
2236,百達-KY,0.4,111,29.13,2.55,2023Q3
2239,英利-KY,0.78,111,33.28,0.64,2023Q3
2247,汎德永業,4.85,111,13.89,2.01,2023Q3
2250,IKKA-KY,3.63,111,22.12,1.46,2023Q3
2301,光寶科,4.07,111,17.03,3.04,2023Q3
2302,麗正,4.4,111,28.0,1.7,2023Q3
2303,聯電,7.38,111,9.12,1.74,2023Q3
2308,台達電,3.23,111,24.5,4.01,2023Q3
2312,金寶,2.03,111,30.2,1.06,2023Q3
2313,華通,4.72,111,14.19,1.77,2023Q3
2316,楠梓電,1.37,111,48.16,0.81,2023Q3
2317,鴻海,5.25,111,10.86,0.94,2023Q3
2324,仁寶,4.0,111,18.75,1.08,2023Q3
2327,國巨,1.83,111,13.54,1.67,2023Q3
2328,廣宇,4.0,111,14.0,1.36,2023Q3
2329,華泰,1.79,111,23.22,3.29,2023Q3
2330,台積電,1.89,111,16.88,4.52,2023Q3
2331,精英,2.8,111,23.99,1.33,2023Q3
2332,友訊,1.17,111,13.66,1.22,2023Q3
2338,光罩,3.77,111,15.66,2.91,2023Q3
2340,台亞,2.19,111,66.3,2.38,2023Q3
2345,智邦,1.43,111,32.51,12.66,2023Q3
2347,聯強,5.3,111,14.51,1.57,2023Q3
2348,海悅,5.86,111,11.96,2.06,2023Q3
2351,順德,2.88,111,25.75,3.01,2023Q3
2352,佳世達,4.56,111,29.46,2.32,2023Q3
2353,宏碁,4.35,111,33.5,1.37,2023Q3
2354,鴻準,3.03,111,18.53,0.72,2023Q3
2355,敬鵬,2.0,111,23.07,1.05,2023Q3
2356,英業達,3.48,111,27.95,2.55,2023Q3
2357,華碩,3.94,111,34.56,1.21,2023Q3
2359,所羅門,4.02,111,11.99,1.23,2023Q3
2360,致茂,3.85,111,21.8,4.11,2023Q3
2362,藍天,4.4,111,20.06,0.47,2023Q3
2363,矽統,2.06,111,62.18,2.12,2023Q3
2364,倫飛,1.75,111,34.96,8.08,2023Q3
2365,昆盈,1.69,111,38.23,0.87,2023Q3
2368,金像電,1.59,111,31.96,7.08,2023Q3
2373,震旦行,6.32,111,14.04,2.3,2023Q3
2374,佳能,1.8,111,38.46,1.11,2023Q3
