日期,證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
20250417,1101,台泥,29.35,3.41,113,20.1,0.91,2024Q4
20250417,1102,亞泥,44.5,4.94,113,12.26,0.87,2024Q4
20250417,1103,嘉泥,14.7,3.74,113,30.63,0.46,2024Q4
20250417,1104,環泥,27.15,6.26,113,12.57,0.79,2024Q4
20250417,1108,幸福,13.8,5.07,113,11.31,1.08,2024Q4
20250417,1109,信大,16.75,5.37,113,12.14,0.69,2024Q4
20250417,1110,東泥,17.65,1.7,113,28.93,1.07,2024Q4
20250417,1201,味全,16.25,3.08,113,18.47,1.06,2024Q4
20250417,1203,味王,39.0,3.08,113,16.53,1.5,2024Q4
20250417,1210,大成,58.4,4.79,113,14.0,1.93,2024Q4
20250417,1215,卜蜂,97.2,4.63,113,14.84,2.68,2024Q4
20250417,1216,統一,75.6,3.97,113,20.77,3.18,2024Q4
20250417,1217,愛之味,11.35,3.26,113,19.57,0.74,2024Q4
20250417,1218,泰山,19.65,6.87,113,12.84,0.75,2024Q4
20250417,1219,福壽,13.6,3.68,113,25.66,1.02,2024Q4
20250417,1220,台榮,13.6,5.15,113,11.53,0.98,2024Q4
20250417,1227,佳格,33.5,4.18,113,17.54,1.65,2024Q4
20250417,1229,聯華,45.1,3.99,113,18.33,1.47,2024Q4
20250417,1231,聯華食,130.5,1.99,113,30.92,5.41,2024Q4
20250417,1232,大統益,151.5,4.62,113,18.39,4.26,2024Q4
20250417,1233,天仁,34.0,2.79,113,35.05,2.11,2024Q4
20250417,1234,黑松,39.35,4.83,113,16.67,0.84,2024Q4
20250417,1235,興泰,100.5,1.0,112,528.95,1.16,2024Q4
20250417,1256,鮮活果汁-KY,121.0,3.88,113,14.14,1.19,2024Q4
20250417,1303,南亞,30.75,2.28,113,73.21,0.7,2024Q4
20250417,1307,三芳,34.4,7.85,113,9.25,1.33,2024Q4
20250417,1315,達新,65.0,7.69,113,30.23,0.66,2024Q4
20250417,1319,東陽,128.5,4.12,113,17.36,2.75,2024Q4
20250417,1321,大洋,33.85,1.12,113,44.54,1.23,2024Q4
20250417,1323,永裕,20.45,4.4,113,7.96,0.7,2024Q4
20250417,1324,地球,11.25,1.78,113,125.0,0.87,2024Q4
20250417,1326,台化,25.5,1.96,113,425.0,0.55,2024Q4
20250417,1339,昭輝,51.6,5.81,113,10.3,0.93,2024Q4
20250417,1341,富林-KY,63.7,8.16,113,11.91,2.33,2024Q4
20250417,1342,八貫,90.4,5.3,113,14.49,2.96,2024Q4
20250417,1402,遠東新,32.15,4.98,113,17.19,0.74,2024Q4
