日期,證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
20260921,1102,亞泥,35.25,6.52,114,9.74,0.68,2026Q2
20260921,1103,嘉泥,13.15,3.95,114,9.81,0.49,2026Q2
20260921,1104,環泥,26.6,6.95,114,9.85,0.74,2026Q2
20260921,1108,幸福,11.15,8.97,114,16.4,0.83,2026Q2
20260921,1109,信大,13.4,6.72,114,19.42,0.55,2026Q2
20260921,1110,東泥,15.4,1.95,114,24.84,0.92,2026Q2
20260921,1201,味全,11.75,1.79,114,19.26,0.75,2026Q2
20260921,1203,味王,43.95,2.28,114,20.93,1.61,2026Q2
20260921,1210,大成,52.5,5.71,114,12.9,1.72,2026Q2
20260921,1215,卜蜂,107.5,6.51,114,12.38,2.9,2026Q2
20260921,1216,統一,74.7,4.02,114,18.04,3.11,2026Q2
20260921,1217,愛之味,9.99,2.5,114,15.14,0.64,2026Q2
20260921,1220,台榮,10.8,1.85,114,154.29,0.84,2026Q2
20260921,1227,佳格,28.2,4.75,114,17.52,1.4,2026Q2
20260921,1229,聯華,40.25,4.97,114,16.16,1.15,2026Q2
20260921,1231,聯華食,80.2,3.12,114,16.23,3.19,2026Q2
20260921,1232,大統益,154.5,4.66,114,17.11,4.48,2026Q2
20260921,1233,天仁,28.2,0.71,114,30.65,1.82,2026Q2
20260921,1234,黑松,33.1,4.98,114,20.18,0.72,2026Q2
20260921,1256,鮮活果汁-KY,170.0,3.88,114,10.93,1.45,2026Q2
20260921,1301,台塑,65.2,0.77,114,39.76,0.72,2026Q2
20260921,1303,南亞,239.5,0.33,114,38.63,3.98,2026Q2
20260921,1307,三芳,30.85,7.13,114,9.21,1.23,2026Q2
20260921,1315,達新,68.4,6.58,114,28.03,0.48,2026Q2
20260921,1319,東陽,80.3,6.23,114,13.04,1.76,2026Q2
20260921,1323,永裕,21.4,4.21,114,16.85,0.74,2026Q2
20260921,1326,台化,67.8,0.88,114,28.73,0.76,2026Q2
20260921,1339,昭輝,42.8,5.84,114,7.37,0.77,2026Q2
20260921,1341,富林-KY,60.0,6.67,114,12.2,2.56,2026Q2
20260921,1342,八貫,100.0,6.0,114,14.14,3.47,2026Q2
20260921,1402,遠東新,27.85,4.49,114,14.43,0.64,2026Q2
20260921,1409,新纖,24.45,3.68,114,11.11,0.82,2026Q2
20260921,1410,南染,24.45,0.82,114,33.49,1.44,2026Q2
20260921,1414,東和,17.25,1.16,114,30.8,1.15,2026Q2
20260921,1416,廣豐,11.35,5.02,114,9.62,0.47,2026Q2
20260921,1417,嘉裕,8.02,3.12,114,15.73,0.64,2026Q2
20260921,1419,新紡,66.1,2.72,114,4.76,0.87,2026Q2
20260921,1423,利華,34.75,10.36,114,10.19,1.01,2026Q2
20260921,1432,大魯閣,15.0,13.33,114,2.94,1.22,2026Q2
20260921,1434,福懋,18.0,2.78,114,19.57,0.62,2026Q2
20260921,1436,華友聯,37.4,13.5,114,13.26,1.31,2026Q2
20260921,1437,勤益控,33.0,2.91,114,7.62,0.78,2026Q2
20260921,1438,三地開發,21.95,0.91,114,8.47,0.78,2026Q2
20260921,1439,雋揚,29.35,1.7,114,9.56,0.9,2026Q2
20260921,1440,南紡,13.4,2.24,114,446.67,0.78,2026Q2
20260921,1442,名軒,31.6,7.59,114,18.48,1.57,2026Q2
20260921,1446,宏和,13.85,10.83,114,14.73,0.71,2026Q2
20260921,1451,年興,17.1,5.85,114,11.32,0.46,2026Q2
20260921,1453,大將,11.0,2.73,114,15.71,0.83,2026Q2
20260921,1455,集盛,9.77,1.64,114,18.43,0.84,2026Q2
20260921,1457,宜進,14.5,6.9,114,10.74,0.64,2026Q2
20260921,1459,聯發,15.75,1.27,114,6.1,1.21,2026Q2
20260921,1464,得力,9.95,2.51,114,11.99,0.78,2026Q2
20260921,1465,偉全,11.55,2.6,114,19.91,0.77,2026Q2
20260921,1470,大統新創,24.5,2.65,114,18.85,2.08,2026Q2
20260921,1472,三洋實業,87.3,6.87,114,13.64,2.11,2026Q2
20260921,1473,台南,19.6,2.55,114,56.0,0.74,2026Q2
20260921,1474,弘裕,10.05,2.49,114,37.22,0.6,2026Q2
20260921,1475,業旺,26.1,5.75,114,6.71,1.13,2026Q2
20260921,1476,儒鴻,279.0,5.38,114,11.56,2.64,2026Q2
20260921,1477,聚陽,191.5,7.83,114,13.07,3.43,2026Q2
20260921,1503,士電,198.5,2.52,114,27.34,2.67,2026Q2
20260921,1504,東元,69.1,2.89,114,25.04,1.68,2026Q2
20260921,1513,中興電,166.5,3.6,114,18.73,3.95,2026Q2
20260921,1514,亞力,102.5,2.15,114,28.08,4.41,2026Q2
20260921,1515,力山,30.15,1.99,114,20.23,1.4,2026Q2
20260921,1519,華城,718.0,1.67,114,46.99,24.64,2026Q2
20260921,1521,大億,24.9,3.01,114,15.66,1.01,2026Q2
20260921,1522,堤維西,26.45,4.54,114,27.55,0.95,2026Q2
20260921,1524,耿鼎,26.4,5.3,114,12.94,1.47,2026Q2
20260921,1525,江申,64.6,4.33,114,43.95,0.95,2026Q2
20260921,1527,鑽全,32.45,4.62,114,15.38,0.93,2026Q2
20260921,1529,樂事綠能,16.35,6.12,114,25.15,1.4,2026Q2
20260921,1530,亞崴,26.95,3.71,114,14.34,0.79,2026Q2
20260921,1531,高林股,11.75,8.51,114,43.52,0.62,2026Q2
20260921,1532,勤美,22.75,3.52,114,18.5,0.63,2026Q2
20260921,1535,中宇,45.95,6.53,114,12.16,1.52,2026Q2
20260921,1537,廣隆,116.0,6.21,114,14.03,2.25,2026Q2
20260921,1540,喬福,19.6,5.1,114,16.07,1.18,2026Q2
20260921,1558,伸興,111.0,4.5,114,13.82,1.38,2026Q2
20260921,1560,中砂,914.0,0.54,114,77.72,15.08,2026Q2
20260921,1563,巧新,73.5,2.72,114,69.34,1.93,2026Q2
20260921,1568,倉佑,31.3,3.19,114,16.56,1.7,2026Q2
20260921,1582,信錦,71.1,4.22,114,22.15,1.39,2026Q2
20260921,1583,程泰,47.5,2.11,114,10.84,0.92,2026Q2
20260921,1590,亞德客-KY,1240.0,2.35,114,23.82,4.52,2026Q2
20260921,1597,直得,138.0,0.51,114,67.65,4.87,2026Q2
20260921,1603,華電,30.1,6.64,114,10.79,0.59,2026Q2
20260921,1604,聲寶,23.55,6.37,114,13.46,0.95,2026Q2
20260921,1605,華新,37.1,1.35,114,11.24,0.8,2026Q2
20260921,1608,華榮,35.85,5.58,114,3.11,1.35,2026Q2
20260921,1609,大亞,37.95,1.84,114,14.0,1.59,2026Q2
20260921,1611,中電,11.35,7.05,114,25.22,0.91,2026Q2
20260921,1612,宏泰,35.0,7.14,114,8.97,1.18,2026Q2
20260921,1614,三洋電,31.2,3.11,114,24.76,1.43,2026Q2
20260921,1615,大山,43.0,6.05,114,8.32,1.8,2026Q2
20260921,1616,億泰,18.4,7.39,114,41.82,1.69,2026Q2
