資料日期,股票代號,名稱,本益比,每股股利,殖利率,股價淨值比,財報年/季
1140604,1240,茂生農經,13.22,3.4,5.64,1.7,114Q1
1140604,1259,安心,43.66,1.2,2.1,0.78,114Q1
1140604,1264,德麥,15.44,14.5,4.55,3.78,114Q1
1140604,1268,漢來美食,15.74,7.5,4.9,2.65,114Q1
1140604,1294,漢田生技,14.45,4.23,5.31,2.65,114Q1
1140604,1295,生合,16.09,3.5,3.95,2.72,114Q1
1140604,1336,台翰,9.55,0.945,4.71,0.81,114Q1
1140604,1565,精華,11.59,9.5,5.65,1.35,114Q1
1140604,1570,力肯,9.29,1.3,5.53,1.17,114Q1
1140604,1580,新麥,10.58,9.0,6.27,2.48,114Q1
1140604,1584,精剛,19.85,0.7,2.61,1.24,114Q1
1140604,1593,祺驊,14.83,1.6,5.09,0.97,114Q1
1140604,1599,宏佳騰,17.09,0.5,1.72,1.08,114Q1
1140604,1777,生泰,10.29,5.3,6.02,1.64,114Q1
1140604,1781,合世,46.97,0.0,0.0,1.85,114Q1
1140604,1784,訊聯,48.54,1.40949789,2.02,2.81,114Q1
1140604,1785,光洋科,19.15,2.0,3.4,2.39,114Q1
1140604,1788,杏昌,18.22,7.0,4.91,2.06,114Q1
1140604,1815,富喬,68.42,0.0,0.0,2.55,114Q1
1140604,2063,世鎧,18.77,2.0,6.58,1.48,114Q1
1140604,2065,世豐,14.14,3.03200675,7.52,1.33,114Q1
1140604,2066,世德,15.16,3.0,3.78,1.61,114Q1
1140604,2070,精湛,16.5,1.5,3.33,1.76,114Q1
1140604,2073,雄順,63.18,0.7,2.52,1.72,114Q1
1140604,2221,大甲,10.55,1.3,4.7,1.1,114Q1
1140604,2230,泰茂,28.38,3.0,2.51,4.98,114Q1
1140604,2235,謚源,19.53,3.0,6.59,1.23,114Q1
1140604,2596,綠意,30.81,1.0,2.62,1.85,114Q1
1140604,2640,大車隊,14.77,7.0,5.19,4.48,114Q1
1140604,2641,正德,12.35,0.5,2.47,0.84,114Q1
1140604,2643,捷迅,11.79,4.5,5.84,1.43,114Q1
1140604,2718,全心投控,1.46,3.0,5.88,0.89,114Q1
1140604,2719,燦星旅,41.88,0.0,0.0,4.03,114Q1
1140604,2724,藝舍-KY,6.87,0.0,0.0,3.38,114Q1
1140604,2729,瓦城,22.96,9.0,4.27,3.1,114Q1
1140604,2732,六角,23.65,4.9997807,5.64,2.17,114Q1
1140604,2734,易飛網,65.29,0.0,0.0,1.85,114Q1
1140604,2743,山富,18.17,5.0,4.13,3.58,114Q1
1140604,2745,五福,12.29,6.5,5.16,4.27,114Q1
1140604,2751,王座,14.32,4.5,7.38,3.09,114Q1
1140604,2752,豆府,13.82,14.0,6.53,5.26,114Q1
1140604,2755,揚秦,21.34,5.0,3.69,4.6,114Q1
1140604,2756,聯發國際,46.31,2.5,2.49,4.77,114Q1
1140604,2916,滿心,12.85,3.6,7.22,2.21,114Q1
1140604,2926,誠品生活,75.89,0.2,0.43,3.63,114Q1
