日期,證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
20250416,1101,台泥,29.5,3.39,113,20.21,0.92,2024Q4
20250416,1102,亞泥,44.05,4.99,113,12.13,0.86,2024Q4
20250416,1103,嘉泥,14.65,3.75,113,30.52,0.46,2024Q4
20250416,1104,環泥,27.25,6.24,113,12.62,0.79,2024Q4
20250416,1108,幸福,13.75,5.09,113,11.27,1.07,2024Q4
20250416,1109,信大,16.85,5.34,113,12.21,0.69,2024Q4
20250416,1110,東泥,17.6,1.7,113,28.85,1.07,2024Q4
20250416,1201,味全,16.3,3.07,113,18.52,1.07,2024Q4
20250416,1203,味王,38.5,3.12,113,16.31,1.48,2024Q4
20250416,1210,大成,57.9,4.84,113,13.88,1.91,2024Q4
20250416,1215,卜蜂,97.0,4.64,113,14.81,2.68,2024Q4
20250416,1216,統一,76.8,3.91,113,21.1,3.23,2024Q4
20250416,1217,愛之味,11.35,3.26,113,19.57,0.74,2024Q4
20250416,1218,泰山,19.6,6.89,113,12.81,0.74,2024Q4
20250416,1219,福壽,13.6,3.68,113,25.66,1.02,2024Q4
20250416,1220,台榮,13.55,5.17,113,11.48,0.98,2024Q4
20250416,1227,佳格,33.5,4.18,113,17.54,1.65,2024Q4
20250416,1229,聯華,45.2,3.98,113,18.37,1.47,2024Q4
20250416,1231,聯華食,129.5,2.01,113,30.69,5.37,2024Q4
20250416,1232,大統益,150.0,4.67,113,18.2,4.22,2024Q4
20250416,1233,天仁,34.0,2.79,113,35.05,2.11,2024Q4
20250416,1234,黑松,39.35,4.83,113,16.67,0.84,2024Q4
20250416,1235,興泰,100.5,1.0,112,528.95,1.16,2024Q4
20250416,1256,鮮活果汁-KY,118.0,3.98,113,13.79,1.17,2024Q4
20250416,1303,南亞,31.15,2.25,113,74.17,0.71,2024Q4
20250416,1307,三芳,35.2,7.67,113,9.46,1.36,2024Q4
20250416,1315,達新,64.4,7.76,113,29.95,0.66,2024Q4
20250416,1319,東陽,128.0,4.14,113,17.3,2.74,2024Q4
20250416,1321,大洋,33.85,1.12,113,44.54,1.23,2024Q4
20250416,1323,永裕,20.4,4.41,113,7.94,0.7,2024Q4
20250416,1324,地球,11.4,1.75,113,126.67,0.89,2024Q4
20250416,1326,台化,25.35,1.97,113,422.5,0.54,2024Q4
20250416,1339,昭輝,52.2,5.75,113,10.42,0.94,2024Q4
20250416,1341,富林-KY,63.8,8.15,113,11.93,2.33,2024Q4
20250416,1342,八貫,91.1,5.26,113,14.6,2.98,2024Q4
20250416,1402,遠東新,32.6,4.91,113,17.43,0.75,2024Q4
20250416,1409,新纖,12.3,4.88,113,11.6,0.52,2024Q4
20250416,1410,南染,32.25,1.55,113,56.58,1.87,2024Q4
20250416,1414,東和,17.1,1.35,113,65.77,1.19,2024Q4
20250416,1416,廣豐,11.85,4.73,113,15.0,0.51,2024Q4
20250416,1419,新紡,40.45,3.71,113,13.95,0.78,2024Q4
20250416,1423,利華,32.4,2.47,113,40.0,1.0,2024Q4
20250416,1434,福懋,16.5,4.85,113,18.54,0.75,2024Q4
20250416,1436,華友聯,118.0,11.22,113,6.5,2.47,2024Q4
20250416,1437,勤益控,30.55,4.42,113,9.4,0.75,2024Q4
20250416,1439,雋揚,30.7,0.98,113,17.64,1.02,2024Q4
20250416,1442,名軒,79.0,4.43,112,11.0,3.39,2024Q4
20250416,1446,宏和,26.35,7.59,113,2.68,1.31,2024Q4
20250416,1451,年興,18.5,5.41,113,15.68,0.53,2024Q4
20250416,1452,宏益,12.5,4.0,113,19.53,0.59,2024Q4
20250416,1453,大將,13.65,2.2,113,682.5,1.05,2024Q4
20250416,1454,台富,14.4,1.74,113,144.0,1.12,2024Q4
20250416,1456,怡華,13.05,1.53,112,11.76,0.76,2024Q4
20250416,1457,宜進,17.15,5.83,113,18.85,0.74,2024Q4
20250416,1463,強盛新,20.7,10.14,113,6.31,1.24,2024Q4
20250416,1464,得力,14.35,6.55,113,13.8,1.06,2024Q4
20250416,1465,偉全,14.15,4.24,113,21.77,0.88,2024Q4
20250416,1470,大統新創,23.45,4.31,113,20.75,1.94,2024Q4
20250416,1472,三洋實業,102.5,2.93,113,34.75,2.65,2024Q4
20250416,1473,台南,28.3,7.07,113,9.37,1.0,2024Q4
20250416,1474,弘裕,12.15,3.29,113,14.82,0.74,2024Q4
20250416,1475,業旺,40.45,4.94,112,5.6,1.66,2024Q4
20250416,1476,儒鴻,396.5,4.29,113,16.38,3.76,2024Q4
20250416,1477,聚陽,268.5,6.37,113,16.1,4.52,2024Q4
20250416,1503,士電,141.0,3.19,113,24.27,1.96,2024Q4
20250416,1504,東元,48.9,4.5,113,17.91,1.37,2024Q4
20250416,1513,中興電,126.0,3.65,113,17.19,3.27,2024Q4
20250416,1514,亞力,92.0,2.07,113,30.46,4.24,2024Q4
20250416,1515,力山,32.9,3.04,113,18.69,1.51,2024Q4
20250416,1519,華城,399.0,2.51,113,26.72,13.19,2024Q4
20250416,1521,大億,26.05,3.84,113,22.65,1.06,2024Q4
20250416,1522,堤維西,48.0,6.25,113,10.62,1.62,2024Q4
20250416,1524,耿鼎,36.6,6.28,113,10.14,1.95,2024Q4
20250416,1525,江申,60.9,5.09,113,14.78,0.9,2024Q4
20250416,1527,鑽全,35.85,6.14,113,11.17,1.01,2024Q4
20250416,1530,亞崴,28.7,5.23,113,6.12,0.76,2024Q4
