證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,3.08,112,27.27,1.02,2024Q3
1102,亞泥,4.56,112,14.57,0.92,2024Q2
1103,嘉泥,2.82,112,118.33,0.55,2024Q2
1104,環泥,6.77,112,12.96,0.87,2024Q3
1108,幸福,6.94,112,13.85,1.16,2024Q3
1109,信大,6.5,112,10.6,0.77,2024Q3
1110,東泥,0.95,112,42.76,1.28,2024Q3
1201,味全,1.49,112,22.13,1.2,2024Q3
1203,味王,2.42,112,20.36,1.87,2024Q2
1210,大成,4.35,112,12.59,1.75,2024Q3
1215,卜蜂,5.69,112,15.35,2.79,2024Q3
1216,統一,3.49,112,25.6,3.76,2024Q3
1217,愛之味,1.92,112,17.84,0.78,2024Q3
1219,福壽,4.68,112,20.12,1.26,2024Q2
1220,台榮,2.25,112,13.59,1.32,2024Q2
1225,福懋油,1.71,112,40.0,5.53,2024Q2
1227,佳格,3.34,112,21.9,1.96,2024Q2
1229,聯華,3.56,112,21.69,1.97,2024Q2
1231,聯華食,2.23,112,25.11,4.89,2024Q2
1232,大統益,4.49,112,18.19,4.43,2024Q3
1233,天仁,2.83,112,35.67,2.04,2024Q3
1234,黑松,4.59,112,17.23,0.89,2024Q3
1235,興泰,0.66,112,32.07,1.79,2024Q2
1236,宏亞,2.8,112,178.85,0.8,2024Q2
1256,鮮活果汁-KY,4.85,112,15.06,1.42,2024Q2
1303,南亞,1.71,112,102.38,0.91,2024Q3
1307,三芳,3.36,112,14.85,1.83,2024Q3
1315,達新,7.1,112,70.4,0.68,2024Q3
1319,東陽,3.76,112,16.19,2.4,2024Q3
1321,大洋,1.19,112,46.81,1.2,2024Q3
1323,永裕,3.85,112,9.49,0.91,2024Q3
1324,地球,1.56,112,37.79,1.0,2024Q2
1325,恆大,2.16,112,308.89,0.87,2024Q2
1326,台化,3.46,112,133.7,0.69,2024Q3
1339,昭輝,5.51,112,8.51,1.02,2024Q2
1341,富林-KY,6.49,112,14.9,2.77,2024Q2
1342,八貫,6.12,112,15.15,3.37,2024Q3
1402,遠東新,3.86,112,19.63,0.82,2024Q2
1409,新纖,3.61,112,18.6,0.67,2024Q2
1410,南染,0.82,112,107.35,2.13,2024Q3
1414,東和,1.1,112,84.26,1.58,2024Q2
1416,廣豐,3.88,112,24.34,0.6,2024Q3
1419,新紡,2.64,112,21.16,0.92,2024Q3
1423,利華,1.58,112,77.45,1.16,2024Q3
1434,福懋,2.54,112,26.99,0.75,2024Q3
1436,華友聯,5.47,112,4.93,2.6,2024Q3
1437,勤益控,3.3,112,10.27,0.86,2024Q3
1439,雋揚,0.99,112,18.13,1.04,2024Q3
1440,南紡,2.32,112,10.0,0.85,2024Q3
1442,名軒,5.34,112,8.29,3.29,2024Q2
1445,大宇,14.88,112,2.3,0.93,2024Q3
1446,宏和,1.58,112,4.41,2.28,2024Q3
1449,佳和,0.11,112,23.78,1.34,2024Q2
1451,年興,2.43,112,68.67,0.59,2024Q3
1452,宏益,1.84,112,28.6,0.78,2024Q3
1453,大將,1.91,112,24.92,1.19,2024Q3
1454,台富,1.52,112,74.77,1.26,2024Q3
1457,宜進,7.77,112,6.63,0.82,2024Q2
1463,強盛新,2.06,112,47.65,1.81,2024Q2
1464,得力,1.49,112,34.18,1.3,2024Q2
1465,偉全,3.42,112,19.47,0.91,2024Q2
1470,大統新創,2.9,112,25.97,1.71,2024Q3
1472,三洋實業,3.4,112,23.1,1.59,2024Q3
