資料日期,股票代號,名稱,本益比,每股股利,殖利率,股價淨值比
1131028,1240,茂生農經,10.84,2.7,5.22,1.27
1131028,1259,安心,14.88,1.8,2.68,0.87
1131028,1264,德麥,15.98,14.0,4.55,3.75
1131028,1268,漢來美食,17.07,7.0,4.52,3.03
1131028,1294,漢田生技,13.54,4.0,4.17,5.25
1131028,1336,台翰,13.64,0.41,1.67,1.02
1131028,1565,精華,18.73,7.0,3.31,1.75
1131028,1570,力肯,26.7,1.0,3.53,1.53
1131028,1580,新麥,10.84,9.0,6.25,2.59
1131028,1584,精剛,10.14,1.5,4.54,1.74
1131028,1586,和勤,63.73,0.13,0.4,1.74
1131028,1593,祺驊,42.83,1.6,4.15,1.2
1131028,1595,川寶,269.58,1.0,1.54,1.18
1131028,1599,宏佳騰,397.5,0.0,0.0,1.22
1131028,1742,台蠟,12.26,0.0,0.0,1.15
1131028,1777,生泰,13.81,3.5,3.72,1.79
1131028,1784,訊聯,74.21,1.42,1.52,3.74
1131028,1785,光洋科,30.14,1.2,1.88,2.9
1131028,1788,杏昌,16.53,7.0,5.02,2.16
1131028,1796,金穎生技,61.88,2.0,4.04,2.58
1131028,1813,寶利徠,213.33,0.5,2.6,1.18
1131028,2061,風青,58.19,0.0,0.0,1.91
1131028,2063,世鎧,10.36,4.5,11.61,1.77
1131028,2065,世豐,13.18,4.35,7.43,1.8
1131028,2066,世德,13.49,3.78,3.36,2.33
1131028,2070,精湛,24.38,1.5,1.7,3.47
1131028,2073,雄順,45.31,0.6,2.07,1.81
1131028,2221,大甲,15.9,1.3,4.47,1.29
1131028,2230,泰茂,29.52,0.94,0.56,7.99
1131028,2235,謚源,17.84,2.5,5.08,1.4
1131028,2596,綠意,43.16,1.0,2.93,1.77
1131028,2640,大車隊,15.03,6.0,5.31,3.77
1131028,2641,正德,9.89,0.48,2.56,0.83
1131028,2643,捷迅,10.62,5.0,6.8,1.4
1131028,2718,晶悅,32.54,3.0,3.3,3.47
1131028,2719,燦星旅,13.67,0.0,0.0,4.33
1131028,2726,雅茗-KY,14.84,0.0,0.0,2.16
1131028,2729,瓦城,21.1,11.0,5.39,3.04
1131028,2732,六角,18.08,6.5,6.34,2.47
1131028,2734,易飛網,17.11,0.0,0.0,2.93
1131028,2743,山富,10.1,3.0,2.71,4.0
1131028,2745,五福,9.48,3.5,3.5,4.55
1131028,2751,王座,13.77,5.0,7.2,5.31
1131028,2752,豆府,17.56,13.3,5.08,6.63
1131028,2754,亞洲藏壽司,28.78,1.5,1.63,2.6
1131028,2755,揚秦,19.78,3.6,3.68,4.06
1131028,2756,聯發國際,21.97,4.5,5.31,3.71
1131028,2916,滿心,11.1,4.0,8.25,2.46
1131028,2937,集雅社,12.77,2.0,5.56,1.55
1131028,2941,米斯特,21.76,3.18,4.3,3.25
1131028,2947,振宇五金,27.94,1.3,1.55,2.15
1131028,2948,寶陞,21.15,3.31,6.0,1.51
1131028,2949,欣新網,17.28,2.5,2.93,2.03
1131028,3064,泰偉,193.5,0.0,0.0,9.58
1131028,3066,李洲,34.3,0.0,0.0,2.08
1131028,3067,全域,69.67,0.0,0.0,2.45
1131028,3071,協禧,42.6,1.03,3.31,2.33
1131028,3078,僑威,9.74,4.8,7.61,2.26
1131028,3083,網龍,60.86,0.0,0.0,2.85
1131028,3086,華義,87.31,1.5,0.85,12.04
1131028,3088,艾訊,14.54,4.29,4.32,2.44
1131028,3093,港建*,26.84,1.8,5.88,4.73
1131028,3095,及成,14.21,0.0,0.0,5.76
1131028,3105,穩懋,40.45,0.0,0.0,1.44
1131028,3114,好德,15.35,1.2,4.6,1.09
1131028,3118,進階,16.81,1.7,5.3,1.99
1131028,3128,昇銳,28.85,0.8,2.89,1.86
1131028,3131,弘塑,61.72,16.0,1.05,10.71
1131028,3141,晶宏,81.79,0.51,0.55,2.78
1131028,3147,大綜,16.87,5.0,3.57,4.43
1131028,3152,璟德,28.71,3.68,2.24,3.19
1131028,3163,波若威,23.11,3.6,2.41,4.53
1131028,3169,亞信,29.34,3.5,3.4,3.81
1131028,3171,炎洲流通,10.72,2.0,5.06,2.06
1131028,3178,公準,27.14,2.25,2.89,2.89
1131028,3188,鑫龍騰,8.76,1.6,5.65,2.02
1131028,3206,志豐,10.11,2.5,5.26,1.86
1131028,3207,耀勝,245.28,0.9,0.69,5.59
1131028,3211,順達,8.14,5.53,5.19,1.7
1131028,3213,茂訊,9.05,5.4,5.7,2.17
1131028,3217,優群,16.05,6.4,4.0,3.46
1131028,3218,大學光,16.77,7.0,3.21,5.88
1131028,3219,倚強科,62.91,0.36,0.73,2.7
1131028,3221,台嘉碩,47.73,0.7,2.67,1.28
1131028,3226,至寶電,8.0,0.5,0.97,1.88
1131028,3227,原相,26.76,4.52,1.86,3.47
1131028,3230,錦明,13.11,0.0,0.0,3.67
1131028,3232,昱捷,85.63,0.5,1.82,1.83
1131028,3260,威剛,8.69,3.0,3.48,1.63
1131028,3264,欣銓,10.81,3.3,5.87,1.54
1131028,3265,台星科,19.65,4.8,4.25,2.55
1131028,3268,海德威,87.1,0.0,0.0,1.75
1131028,3276,宇環,48.97,0.2,1.2,1.48
1131028,3284,太普高,20.61,0.6,1.69,2.75
1131028,3285,微端,30.89,1.0,3.41,2.12
1131028,3287,廣寰科,15.0,0.84,2.23,2.77
1131028,3289,宜特,30.57,3.73,2.04,3.9
1131028,3290,東浦,23.32,1.0,2.7,2.15
1131028,3293,鈊象,19.76,45.0,4.21,13.18
1131028,3294,英濟,70.0,0.0,0.0,1.8
1131028,3297,杭特,355.0,0.0,0.0,1.58
1131028,3303,岱稜,18.5,1.75,3.02,2.77
1131028,3306,鼎天,21.36,1.3,2.3,0.8
1131028,3310,佳穎,24.49,4.3,5.12,3.12
