證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,3.03,112,29.73,1.07,2024Q1
1102,亞泥,5.07,112,13.2,0.86,2024Q1
1103,嘉泥,2.75,112,606.67,0.57,2024Q1
1104,環泥,5.94,112,10.89,1.0,2024Q1
1108,幸福,5.93,112,13.06,1.43,2024Q1
1109,信大,6.22,112,9.95,0.79,2024Q1
1110,東泥,0.9,112,89.0,1.4,2024Q1
1201,味全,1.43,112,34.91,1.29,2024Q1
1203,味王,2.27,112,22.96,1.95,2024Q1
1210,大成,3.87,112,11.57,2.09,2024Q1
1215,卜蜂,5.09,112,14.36,3.2,2024Q1
1216,統一,3.74,112,24.19,3.4,2024Q1
1217,愛之味,1.9,112,28.14,0.85,2024Q1
1219,福壽,4.24,112,20.94,1.36,2024Q1
1220,台榮,1.31,111,14.04,1.14,2024Q1
1225,福懋油,1.52,112,56.56,5.9,2024Q1
1227,佳格,3.01,112,26.27,2.08,2024Q1
1229,聯華,3.14,112,25.3,2.19,2024Q1
1231,聯華食,2.54,112,24.64,4.18,2024Q1
1232,大統益,4.57,112,20.27,4.07,2024Q1
1233,天仁,2.64,112,31.57,2.24,2024Q1
1234,黑松,4.39,112,18.66,0.96,2024Q1
1235,興泰,1.1,112,34.6,1.45,2024Q1
1236,宏亞,2.7,112,100.21,0.91,2024Q1
1256,鮮活果汁-KY,3.27,112,16.28,1.75,2024Q1
1301,台塑,1.64,112,74.27,1.15,2024Q1
1303,南亞,1.4,112,59.64,1.09,2024Q1
1305,華夏,2.06,112,130.38,1.03,2024Q1
1307,三芳,4.78,112,12.29,1.38,2024Q1
1315,達新,6.95,112,19.22,0.67,2024Q1
1319,東陽,3.33,112,19.17,2.65,2024Q1
1321,大洋,1.04,112,47.28,1.37,2024Q1
1323,永裕,3.27,112,33.94,1.14,2024Q1
1324,地球,1.52,112,30.0,1.03,2024Q1
1325,恆大,1.96,112,80.39,0.94,2024Q1
1326,台化,2.41,112,28.0,0.93,2024Q1
1339,昭輝,4.5,112,9.79,1.28,2024Q1
1341,富林-KY,6.33,112,15.66,3.14,2024Q1
1342,八貫,5.31,112,14.66,4.0,2024Q1
1402,遠東新,3.87,112,22.34,0.81,2024Q1
1409,新纖,3.33,112,24.26,0.75,2024Q1
1410,南染,0.8,112,104.58,2.23,2024Q1
1414,東和,1.15,112,80.56,1.52,2024Q1
1416,廣豐,3.94,112,18.96,0.63,2024Q1
1419,新紡,2.5,112,22.14,1.04,2024Q1
1423,利華,1.49,112,93.95,1.36,2024Q1
1434,福懋,2.23,112,70.0,0.75,2024Q1
1436,華友聯,4.82,112,15.61,4.55,2024Q1
1437,勤益控,3.02,112,12.44,0.99,2024Q1
1439,雋揚,1.08,112,13.78,0.97,2024Q1
1440,南紡,1.98,112,11.85,1.01,2024Q1
1442,名軒,5.6,112,10.93,2.97,2024Q1
1444,力麗,4.1,111,121.88,0.89,2024Q1
1445,大宇,10.75,112,3.06,1.13,2024Q1
1446,宏和,1.24,112,18.74,4.3,2024Q1
1449,佳和,0.22,112,19.73,0.94,2024Q1
1452,宏益,1.75,112,37.17,0.83,2024Q1
1453,大將,1.11,112,37.5,1.99,2024Q1
1454,台富,1.51,112,48.82,1.27,2024Q1
1456,怡華,0.98,112,92.73,1.3,2024Q1
1457,宜進,6.83,112,8.89,0.94,2024Q1
1463,強盛,2.49,112,37.13,1.43,2024Q1
1464,得力,1.68,112,99.0,1.16,2024Q1
1465,偉全,3.36,112,16.56,0.94,2024Q1
1470,大統新創,2.9,112,37.74,1.77,2024Q1
1472,三洋實業,2.77,112,16.95,2.09,2024Q1
1473,台南,2.46,112,16.0,1.78,2024Q1
1474,弘裕,2.89,111,31.48,0.85,2024Q1
1475,業旺,3.1,112,13.02,3.1,2024Q1
1476,儒鴻,2.52,112,25.42,6.22,2024Q1
1477,聚陽,4.15,112,22.95,7.25,2024Q1
1503,士電,1.27,112,45.14,3.11,2024Q1
1504,東元,3.81,112,22.76,1.64,2024Q1
1513,中興電,2.05,112,48.35,4.68,2024Q1
1514,亞力,1.52,112,35.48,5.53,2024Q1
1515,力山,2.6,112,13.34,2.18,2024Q1
1516,川飛,1.34,112,43.68,1.92,2024Q1
1519,華城,0.89,112,69.31,40.53,2024Q1
1521,大億,1.76,112,55.21,1.68,2024Q1
1522,堤維西,2.83,112,15.9,2.44,2024Q1
1524,耿鼎,3.69,112,12.18,2.17,2024Q1
1525,江申,4.3,112,21.69,1.15,2024Q1
1527,鑽全,4.52,112,14.05,1.26,2024Q1
1529,樂事綠能,1.86,112,65.71,2.78,2024Q1
1530,亞崴,4.69,112,14.55,0.93,2024Q1
1531,高林股,1.4,112,49.14,0.71,2024Q1
1532,勤美,3.03,112,12.61,1.41,2024Q1
1535,中宇,4.85,112,15.03,2.24,2024Q1
1536,和大,1.85,112,45.55,1.71,2024Q1
1537,廣隆,4.71,112,17.51,2.73,2024Q1
1539,巨庭,2.56,112,14.13,0.94,2024Q1
1540,喬福,5.45,112,11.16,1.16,2024Q1
1541,錩泰,1.59,112,17.16,1.27,2024Q1
1558,伸興,3.76,112,20.04,1.22,2024Q1
1560,中砂,1.39,112,44.93,7.14,2024Q1
1563,巧新,2.67,112,26.55,2.1,2024Q1
1568,倉佑,4.73,112,8.98,1.63,2024Q1
1582,信錦,3.65,112,18.94,2.19,2024Q1
1583,程泰,5.76,112,12.46,1.37,2024Q1
1587,吉茂,1.66,112,105.44,2.99,2024Q1
1590,亞德客-KY,1.78,112,27.64,4.76,2024Q1
1597,直得,1.18,112,61.08,2.55,2024Q1
1603,華電,2.8,112,14.35,1.1,2024Q1
1604,聲寶,5.28,112,13.46,1.3,2024Q1
1605,華新,2.99,112,37.94,1.05,2024Q1
1608,華榮,2.61,112,18.41,2.04,2024Q1
1609,大亞,3.33,112,30.72,2.53,2024Q1
1611,中電,2.99,112,32.12,1.22,2024Q1
1612,宏泰,5.28,112,18.31,1.52,2024Q1
1614,三洋電,2.41,112,39.69,2.17,2024Q1
1615,大山,4.14,112,19.39,3.58,2024Q1
1616,億泰,1.6,112,18.48,2.29,2024Q1
1617,榮星,1.02,112,489.17,2.26,2024Q1
1618,合機,1.8,112,23.66,1.97,2024Q1
1701,中化,2.24,112,20.32,0.89,2024Q1
1702,南僑,4.34,112,11.25,1.47,2024Q1
1707,葡萄王,4.34,112,16.46,2.3,2024Q1
1708,東鹼,4.5,112,26.64,1.3,2024Q1
1709,和益,2.87,112,19.53,1.22,2024Q1
1711,永光,0.79,112,136.07,1.25,2024Q1
1712,興農,6.46,112,17.0,2.37,2024Q1
1713,國化,2.66,112,24.74,2.73,2024Q1
1714,和桐,2.97,112,13.65,0.8,2024Q1
1717,長興,2.59,112,20.03,1.42,2024Q1
1720,生達,3.78,112,14.54,2.41,2024Q1
1722,台肥,4.01,112,17.03,1.14,2024Q1
1723,中碳,3.6,112,18.56,3.07,2024Q1
1725,元禎,1.91,112,35.68,1.73,2024Q1
1726,永記,4.32,112,15.27,1.29,2024Q1
1727,中華化,1.03,112,264.55,1.75,2024Q1
1730,花仙子,4.99,112,16.95,1.87,2024Q1
1731,美吾華,4.51,112,19.47,1.6,2024Q1
1733,五鼎,3.31,112,30.46,1.93,2024Q1
1734,杏輝,4.9,112,15.19,1.91,2024Q1
1735,日勝化,2.73,112,21.53,1.18,2024Q1
1736,喬山,1.17,112,21.34,2.76,2024Q1
1737,臺鹽,3.53,112,22.97,1.03,2024Q1
1752,南光,3.77,112,33.54,2.4,2024Q1
