日期,證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
20260625,1102,亞泥,36.1,6.37,114,12.11,0.72,2026Q1
20260625,1103,嘉泥,13.6,4.04,114,17.0,0.49,2026Q1
20260625,1104,環泥,26.7,6.93,114,10.43,0.73,2026Q1
20260625,1108,幸福,13.8,7.25,114,6.83,1.03,2026Q1
20260625,1109,信大,14.6,6.16,114,18.48,0.59,2026Q1
20260625,1110,東泥,15.3,1.96,114,47.81,0.92,2026Q1
20260625,1201,味全,12.45,1.69,114,32.76,0.81,2026Q1
20260625,1203,味王,42.85,2.33,114,24.91,1.56,2026Q1
20260625,1210,大成,55.7,5.39,114,13.2,1.85,2026Q1
20260625,1215,卜蜂,115.0,6.09,114,12.39,3.2,2026Q1
20260625,1216,統一,75.6,3.97,114,20.43,2.97,2026Q1
20260625,1217,愛之味,9.87,2.53,114,20.56,0.66,2026Q1
20260625,1218,泰山,17.95,7.35,114,11.66,0.7,2026Q1
20260625,1219,福壽,12.5,4.0,114,26.6,0.92,2026Q1
20260625,1220,台榮,11.55,1.73,114,577.5,0.88,2026Q1
20260625,1225,福懋油,30.25,3.31,114,17.69,1.82,2026Q1
20260625,1227,佳格,29.3,4.57,114,20.07,1.39,2026Q1
20260625,1229,聯華,43.3,4.62,114,16.65,1.39,2026Q1
20260625,1231,聯華食,88.1,2.84,114,20.02,3.48,2026Q1
20260625,1232,大統益,141.5,5.09,114,16.36,3.61,2026Q1
20260625,1233,天仁,28.0,0.71,114,34.15,1.82,2026Q1
20260625,1234,黑松,35.15,4.69,114,21.05,0.77,2026Q1
20260625,1256,鮮活果汁-KY,179.0,3.69,114,13.52,1.53,2026Q1
20260625,1303,南亞,155.0,0.52,114,67.1,3.2,2026Q1
20260625,1307,三芳,35.2,6.25,114,12.85,1.43,2026Q1
20260625,1315,達新,62.3,7.22,114,40.45,0.58,2026Q1
20260625,1319,東陽,79.6,6.28,114,14.29,1.61,2026Q1
20260625,1323,永裕,19.8,4.55,114,35.36,0.7,2026Q1
20260625,1326,台化,59.5,1.01,114,396.67,0.93,2026Q1
20260625,1339,昭輝,44.2,5.66,114,10.45,0.81,2026Q1
