資料日期,股票代號,名稱,本益比,每股股利,殖利率,股價淨值比,財報年/季
1140520,1240,茂生農經,12.83,3.4,5.81,1.65,114Q1
1140520,1259,安心,45.04,1.2,2.03,0.8,114Q1
1140520,1264,德麥,15.05,14.5,4.66,3.68,114Q1
1140520,1268,漢來美食,15.43,7.5,5.0,2.6,114Q1
1140520,1294,漢田生技,14.74,4.23,5.21,2.7,114Q1
1140520,1336,台翰,9.95,0.945,4.52,0.84,114Q1
1140520,1565,精華,11.8,9.5,5.56,1.38,114Q1
1140520,1570,力肯,9.17,1.3,5.6,1.16,114Q1
1140520,1580,新麥,10.84,9.0,6.12,2.54,114Q1
1140520,1584,精剛,20.07,0.7,2.58,1.25,114Q1
1140520,1593,祺驊,15.02,1.6,5.02,0.98,114Q1
1140520,1599,宏佳騰,16.94,0.5,1.74,1.07,114Q1
1140520,1777,生泰,10.41,5.3,5.95,1.66,114Q1
1140520,1781,合世,45.45,0.0,0.0,1.79,114Q1
1140520,1784,訊聯,50.07,1.40949789,1.95,2.9,114Q1
1140520,1785,光洋科,18.08,2.0,3.6,2.25,114Q1
1140520,1788,杏昌,18.16,7.0,4.93,2.05,114Q1
1140520,1815,富喬,51.49,0.0,0.0,1.92,114Q1
1140520,2063,世鎧,19.07,2.0,6.47,1.51,114Q1
1140520,2065,世豐,14.65,3.03200675,7.26,1.38,114Q1
1140520,2066,世德,15.2,3.0,3.77,1.61,114Q1
1140520,2070,精湛,16.58,1.5,3.31,1.76,114Q1
1140520,2073,雄順,65.34,0.7,2.43,1.78,114Q1
1140520,2221,大甲,10.69,1.3,4.64,1.12,114Q1
1140520,2230,泰茂,26.72,3.0,2.67,4.69,114Q1
1140520,2235,謚源,20.58,3.0,6.26,1.3,114Q1
1140520,2596,綠意,30.56,1.0,2.64,1.83,114Q1
1140520,2640,大車隊,15.21,7.0,5.04,4.61,114Q1
1140520,2641,正德,12.96,0.5,2.35,0.89,114Q1
1140520,2643,捷迅,11.76,4.5,5.85,1.42,114Q1
1140520,2718,全心投控,1.51,3.0,5.71,0.92,114Q1
1140520,2719,燦星旅,47.52,0.0,0.0,4.58,114Q1
1140520,2724,藝舍-KY,6.76,0.0,0.0,3.33,114Q1
1140520,2729,瓦城,22.63,9.0,4.33,3.05,114Q1
1140520,2732,六角,24.0,4.9997807,5.56,2.2,114Q1
1140520,2734,易飛網,74.57,0.0,0.0,2.11,114Q1
1140520,2743,山富,17.87,5.0,4.2,3.52,114Q1
1140520,2745,五福,12.54,6.5,5.06,4.36,114Q1
1140520,2751,王座,15.7,4.5,6.73,3.39,114Q1
1140520,2752,豆府,14.08,14.0,6.41,5.36,114Q1
1140520,2755,揚秦,19.61,5.0,4.02,4.23,114Q1
1140520,2756,聯發國際,45.9,2.5,2.51,4.72,114Q1
1140520,2916,滿心,13.09,3.6,7.09,2.25,114Q1
1140520,2926,誠品生活,79.27,0.2,0.41,3.79,114Q1
1140520,2937,集雅社,10.74,3.0,6.45,1.87,114Q1
1140520,2941,米斯特,19.15,3.2,5.7,2.6,114Q1
1140520,2947,振宇五金,24.4,3.1,3.33,2.33,114Q1
1140520,2948,寶陞,19.08,2.15333333,5.79,1.02,114Q1
1140520,2949,欣新網,24.58,3.1,3.63,2.11,114Q1
1140520,3066,李洲,30.96,0.0,0.0,1.33,114Q1
1140520,3071,協禧,25.84,0.81,4.07,1.39,114Q1
1140520,3073,天方能源,32.58,0.65,1.22,2.72,114Q1
1140520,3078,僑威,13.71,4.0,4.88,2.84,114Q1
1140520,3081,聯亞,936.67,0.5,0.18,6.88,114Q1
1140520,3083,網龍,89.77,0.0,0.0,2.61,114Q1
1140520,3086,華義,1100.0,0.65000021,0.39,12.58,114Q1
1140520,3088,艾訊,13.96,4.5,4.59,2.2,114Q1
1140520,3093,港建*,20.56,1.08,3.95,4.05,114Q1
1140520,3105,穩懋,99.66,1.0,1.13,1.04,114Q1
1140520,3114,好德,14.97,1.2,5.42,0.9,114Q1
1140520,3118,進階,16.63,1.8,5.36,1.88,114Q1
1140520,3128,昇銳,12.56,1.2,4.57,1.55,114Q1
1140520,3131,弘塑,34.13,22.0,2.03,7.66,114Q1
1140520,3141,晶宏,59.31,0.50624798,0.85,1.79,114Q1
1140520,3147,大綜,16.51,6.2,2.79,5.78,114Q1
1140520,3152,璟德,20.19,5.59,4.68,2.13,114Q1
1140520,3162,精確,32.02,0.5,0.93,2.42,114Q1
1140520,3163,波若威,35.26,3.0,1.82,5.02,114Q1
1140520,3169,亞信,24.88,3.0,3.2,3.16,114Q1
1140520,3171,炎洲流通,13.69,3.0,6.85,2.23,114Q1
1140520,3178,公準,44.46,0.5,1.0,1.8,114Q1
1140520,3188,鑫龍騰,18.68,1.8,6.06,2.22,114Q1
1140520,3206,志豐,10.68,2.5,6.67,1.35,114Q1
1140520,3211,順達,12.25,12.5,5.92,3.55,114Q1
1140520,3213,茂訊,12.89,6.0,5.41,1.53,114Q1
1140520,3217,優群,12.97,8.8,5.66,2.87,114Q1
1140520,3218,大學光,15.46,7.5,3.66,5.18,114Q1
1140520,3219,倚強科,54.61,0.2660765,0.63,2.26,114Q1
1140520,3221,台嘉碩,29.13,0.9,4.48,0.96,114Q1
1140520,3226,龍鋒,9.59,0.5,1.05,1.57,114Q1
1140520,3227,原相,15.68,10.0,4.6,3.07,114Q1
1140520,3230,錦明,10.81,0.35,0.93,2.78,114Q1
1140520,3232,昱捷,74.38,0.5,1.68,2.02,114Q1
1140520,3236,千如,86.84,0.35,2.12,1.11,114Q1
1140520,3260,威剛,13.9,5.0,5.39,1.54,114Q1
1140520,3264,欣銓,17.05,4.0,5.33,1.87,114Q1
1140520,3265,台星科,15.86,4.6,4.91,2.13,114Q1
1140520,3284,太普高,11.05,2.0,6.88,2.03,114Q1
1140520,3285,微端,28.92,1.0,3.93,1.87,114Q1
1140520,3287,廣寰科,42.71,1.5,3.66,3.0,114Q1
1140520,3289,宜特,16.77,4.29313142,4.01,2.28,114Q1
