資料日期,股票代號,名稱,本益比,每股股利,殖利率,股價淨值比,財報年/季
1140220,1240,茂生農經,12.0,2.7,5.06,1.19,113Q3
1140220,1259,安心,31.37,1.2,1.87,0.84,113Q4
1140220,1264,德麥,16.6,14.0,4.2,3.78,113Q3
1140220,1268,漢來美食,17.78,7.0,4.61,2.91,113Q3
1140220,1294,漢田生技,14.18,4.0,4.4,3.19,113Q3
1140220,1336,台翰,12.77,0.41,1.73,0.97,113Q3
1140220,1565,精華,15.17,7.0,3.7,1.51,113Q3
1140220,1570,力肯,16.92,1.0,3.34,1.57,113Q3
1140220,1580,新麥,12.23,9.0,5.84,2.57,113Q3
1140220,1584,精剛,8.91,1.5,5.16,1.5,113Q3
1140220,1586,和勤,50.0,0.1303314,0.41,1.69,113Q3
1140220,1593,祺驊,29.41,1.6,4.28,1.14,113Q3
1140220,1599,宏佳騰,145.71,0.0,0.0,1.13,113Q3
1140220,1742,台蠟,56.61,0.0,0.0,1.15,113Q3
1140220,1777,生泰,13.07,3.5,3.65,1.74,113Q3
1140220,1784,訊聯,81.9,1.41847555,1.65,3.49,113Q3
1140220,1785,光洋科,26.7,1.20013385,2.03,2.58,113Q3
1140220,1788,杏昌,17.43,7.0,4.83,2.19,113Q3
1140220,2063,世鎧,17.28,4.5,12.11,1.67,113Q3
1140220,2065,世豐,13.92,4.34545793,8.44,1.59,113Q3
1140220,2066,世德,12.84,3.77751226,3.9,1.94,113Q3
1140220,2070,精湛,19.44,1.5,2.16,2.73,113Q3
1140220,2073,雄順,41.01,0.6,2.12,1.78,113Q3
1140220,2221,大甲,17.26,1.3,4.43,1.25,113Q3
1140220,2230,泰茂,19.83,0.93861079,0.78,5.4,113Q3
1140220,2235,謚源,21.87,2.5,5.22,1.34,113Q3
1140220,2596,綠意,164.23,1.0,2.34,2.22,113Q3
1140220,2640,大車隊,16.47,6.0,4.38,4.22,113Q3
1140220,2641,正德,10.38,0.48155935,2.37,0.89,113Q3
1140220,2643,捷迅,11.11,5.0,6.58,1.42,113Q3
1140220,2718,全心投控,2.2,3.0,3.89,1.31,113Q3
1140220,2719,燦星旅,13.64,0.0,0.0,4.09,113Q3
1140220,2724,藝舍-KY,13.47,0.0,0.0,4.74,113Q3
1140220,2726,雅茗-KY,11.44,0.0,0.0,1.88,113Q3
1140220,2729,瓦城,24.08,11.0,5.28,3.26,113Q3
1140220,2732,六角,19.35,6.49655101,6.58,2.32,113Q3
1140220,2734,易飛網,16.71,0.0,0.0,2.75,113Q3
1140220,2743,山富,11.19,3.0,3.0,3.55,113Q3
1140220,2745,五福,10.23,3.5,3.15,4.51,113Q3
1140220,2751,王座,17.19,5.0,7.31,3.09,113Q3
1140220,2752,豆府,17.33,13.3,5.45,5.24,113Q3
1140220,2754,亞洲藏壽司,41.02,1.5,1.7,2.47,113Q3
1140220,2755,揚秦,23.48,3.6,2.83,4.95,113Q3
1140220,2756,聯發國際,33.51,4.5,5.81,3.54,113Q3
1140220,2916,滿心,14.79,4.0,7.12,2.42,113Q3
1140220,2926,誠品生活,123.33,0.0,0.0,4.31,113Q3
1140220,2937,集雅社,12.7,2.0,5.0,1.68,113Q3
1140220,2941,米斯特,23.7,3.18161143,4.32,3.13,113Q3
1140220,2947,振宇五金,26.52,1.3,1.49,2.23,113Q3
1140220,2948,寶陞,22.14,3.31428571,7.13,1.38,113Q3
1140220,2949,欣新網,20.68,2.5,3.16,1.97,113Q3
1140220,3064,泰偉,223.33,0.0,0.0,8.1,113Q3
1140220,3066,李洲,21.39,0.0,0.0,1.74,113Q3
1140220,3071,協禧,39.84,1.03,4.04,1.88,113Q3
1140220,3073,天方能源,97.14,0.0,0.0,3.87,113Q3
1140220,3078,僑威,17.11,4.8,5.6,2.97,113Q3
1140220,3083,網龍,52.11,0.0,0.0,2.77,113Q3
1140220,3086,華義,159.63,1.50000004,0.86,13.35,113Q3
1140220,3088,艾訊,21.35,4.29279723,2.96,3.39,113Q3
1140220,3093,港建*,26.7,1.8,1.73,3.83,113Q3
1140220,3095,及成,29.45,0.0,0.0,5.17,113Q3
1140220,3105,穩懋,32.96,0.0,0.0,1.34,113Q3
1140220,3114,好德,30.71,1.2,4.65,1.09,113Q3
1140220,3118,進階,16.53,1.7,5.09,2.01,113Q3
1140220,3128,昇銳,34.06,0.8,2.45,2.14,113Q3
1140220,3131,弘塑,51.72,16.0,1.16,9.27,113Q3
1140220,3147,大綜,24.68,5.0,2.92,5.18,113Q3
1140220,3152,璟德,29.23,3.68,2.15,3.23,113Q3
1140220,3163,波若威,36.86,3.6,2.18,4.98,113Q3
1140220,3169,亞信,32.75,3.0,2.68,3.98,113Q4
1140220,3171,炎洲流通,12.1,2.0,5.3,1.81,113Q3
1140220,3178,公準,50.39,2.25,3.52,2.39,113Q3
1140220,3188,鑫龍騰,7.86,1.6,5.25,2.07,113Q3
1140220,3206,志豐,11.44,2.5,5.62,1.69,113Q3
1140220,3207,耀勝,950.0,0.89865405,0.79,4.9,113Q3
1140220,3211,順達,9.85,5.52904,3.05,2.65,113Q3
1140220,3213,茂訊,11.74,5.4,4.8,2.36,113Q3
1140220,3217,優群,15.37,6.4,4.05,3.16,113Q3
1140220,3218,大學光,18.07,7.0,3.04,5.75,113Q3
1140220,3219,倚強科,172.68,0.36466706,0.75,2.61,113Q3
1140220,3221,台嘉碩,50.1,0.7002741,2.91,1.17,113Q3
1140220,3226,至寶電,9.61,0.5,1.03,1.72,113Q3
1140220,3227,原相,27.82,4.51535132,1.58,3.85,113Q3
1140220,3230,錦明,15.82,0.0,0.0,3.91,113Q3
1140220,3232,昱捷,181.0,0.5,1.84,1.81,113Q3
1140220,3260,威剛,8.19,3.0,3.48,1.59,113Q3
1140220,3264,欣銓,16.29,3.3,4.39,1.99,113Q3
1140220,3265,台星科,19.74,4.8,4.23,2.56,113Q3
1140220,3276,宇環,130.0,0.2,1.28,1.36,113Q3
1140220,3284,太普高,13.33,0.6,1.65,2.66,113Q3
1140220,3285,微端,31.81,1.0,3.79,1.9,113Q3
