證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,3.03,112,35.16,1.07,2024Q2
1102,亞泥,4.44,112,14.98,0.94,2024Q2
1103,嘉泥,2.8,112,119.0,0.55,2024Q2
1104,環泥,6.54,112,10.07,0.92,2024Q2
1108,幸福,6.8,112,11.85,1.21,2024Q2
1109,信大,6.47,112,9.76,0.78,2024Q2
1110,東泥,0.9,112,92.71,1.39,2024Q2
1201,味全,1.48,112,27.31,1.23,2024Q2
1203,味王,2.29,112,21.52,1.97,2024Q2
1210,大成,4.28,112,11.36,1.88,2024Q2
1215,卜蜂,5.59,112,14.56,3.13,2024Q2
1216,統一,3.44,112,26.7,4.0,2024Q2
1217,愛之味,1.86,112,19.6,0.82,2024Q2
1219,福壽,4.64,112,20.29,1.28,2024Q2
1220,台榮,2.42,112,12.63,1.23,2024Q2
1225,福懋油,1.21,112,56.34,7.79,2024Q2
1227,佳格,3.24,112,22.57,2.02,2024Q2
1229,聯華,3.45,112,22.39,2.03,2024Q2
1231,聯華食,2.33,112,24.03,4.68,2024Q2
1232,大統益,4.31,112,18.73,4.84,2024Q2
1233,天仁,2.7,112,34.38,2.07,2024Q2
1234,黑松,4.53,112,17.17,0.92,2024Q2
1235,興泰,0.67,112,31.33,1.74,2024Q2
1236,宏亞,2.71,112,184.23,0.83,2024Q2
1256,鮮活果汁-KY,3.98,112,18.38,1.73,2024Q2
1301,台塑,1.97,112,60.48,0.95,2024Q2
1303,南亞,1.57,112,47.5,0.96,2024Q2
1305,華夏,2.05,112,56.83,1.05,2024Q2
1307,三芳,3.88,112,13.67,1.63,2024Q2
1315,達新,7.09,112,36.91,0.66,2024Q2
1319,東陽,3.9,112,15.23,2.39,2024Q2
1321,大洋,1.1,112,34.52,1.29,2024Q2
1323,永裕,3.72,112,27.68,0.99,2024Q2
1324,地球,1.48,112,39.71,1.05,2024Q2
1325,恆大,2.18,112,306.11,0.86,2024Q2
1326,台化,2.97,112,22.39,0.76,2024Q2
1339,昭輝,5.05,112,9.3,1.11,2024Q2
1341,富林-KY,6.45,112,14.99,2.79,2024Q2
1342,八貫,6.07,112,12.86,3.26,2024Q2
1402,遠東新,3.58,112,21.18,0.88,2024Q2
1409,新纖,3.45,112,19.45,0.7,2024Q2
1410,南染,0.82,112,99.46,2.16,2024Q2
1414,東和,1.1,112,84.26,1.58,2024Q2
1416,廣豐,3.69,112,14.41,0.64,2024Q2
1419,新紡,2.51,112,20.65,0.97,2024Q2
1423,利華,1.33,112,63.38,1.44,2024Q2
1434,福懋,2.45,112,107.37,0.71,2024Q2
1436,華友聯,4.81,112,8.88,3.58,2024Q2
1437,勤益控,3.22,112,10.19,0.89,2024Q2
1439,雋揚,0.98,112,19.49,1.04,2024Q2
1440,南紡,2.21,112,10.57,0.88,2024Q2
1442,名軒,5.35,112,8.27,3.28,2024Q2
1445,大宇,13.37,112,2.49,1.03,2024Q2
1446,宏和,1.5,112,9.12,3.21,2024Q2
1449,佳和,0.17,112,15.39,0.87,2024Q2
1452,宏益,1.78,112,21.67,0.78,2024Q2
1453,大將,1.69,112,24.58,1.29,2024Q2
1454,台富,1.4,112,68.85,1.37,2024Q2
1457,宜進,7.61,112,6.77,0.83,2024Q2
1463,強盛新,2.16,112,45.39,1.72,2024Q2
1464,得力,1.69,112,30.2,1.15,2024Q2
1465,偉全,3.19,112,20.87,0.98,2024Q2
1470,大統新創,2.69,112,30.79,1.86,2024Q2
1472,三洋實業,3.38,112,14.7,1.8,2024Q2
1473,台南,3.33,112,11.11,1.32,2024Q2
1475,業旺,3.35,112,10.12,2.83,2024Q2
1476,儒鴻,2.5,112,24.18,5.82,2024Q2
1477,聚陽,4.56,112,20.63,6.17,2024Q2
1503,士電,1.4,112,39.29,2.8,2024Q2
1504,東元,4.42,112,21.56,1.36,2024Q2
1513,中興電,2.19,112,24.08,4.54,2024Q2
1514,亞力,1.47,112,36.01,5.88,2024Q2
1515,力山,3.29,112,9.26,1.68,2024Q2
1516,川飛,1.65,112,22.59,1.52,2024Q2
1519,華城,1.13,112,48.51,26.93,2024Q2
1521,大億,1.79,112,41.05,1.66,2024Q2
1522,堤維西,3.26,112,11.54,2.14,2024Q2
1524,耿鼎,3.76,112,11.4,2.08,2024Q2
1525,江申,4.9,112,18.17,1.04,2024Q2
1527,鑽全,4.25,112,13.68,1.38,2024Q2
1529,樂事綠能,2.09,112,143.75,2.49,2024Q2
1530,亞崴,4.48,112,13.65,1.0,2024Q2
1531,高林股,1.36,112,29.4,0.73,2024Q2
1532,勤美,3.81,112,7.16,1.0,2024Q2
1535,中宇,5.52,112,13.78,2.13,2024Q2
1536,和大,1.72,112,100.17,1.88,2024Q2
1537,廣隆,4.56,112,15.81,3.0,2024Q2
1539,巨庭,2.07,112,17.5,1.18,2024Q2
1540,喬福,2.52,112,20.86,2.54,2024Q2
1541,錩泰,1.51,112,12.88,1.31,2024Q2
1558,伸興,3.35,112,20.09,1.41,2024Q2
1560,中砂,1.21,112,50.0,7.54,2024Q2
1563,巧新,3.03,112,19.64,1.48,2024Q2
1568,倉佑,4.7,112,9.83,1.62,2024Q2
1582,信錦,3.91,112,14.61,2.06,2024Q2
1583,程泰,6.51,112,9.97,1.25,2024Q2
1590,亞德客-KY,1.85,112,24.71,4.32,2024Q2
1597,直得,0.86,112,113.41,3.45,2024Q2
1603,華電,3.46,112,12.31,0.88,2024Q2
1604,聲寶,5.26,112,13.38,1.27,2024Q2
1605,華新,3.24,112,26.69,0.96,2024Q2
1608,華榮,3.14,112,15.54,1.79,2024Q2
1609,大亞,3.5,112,21.6,2.38,2024Q2
1611,中電,3.0,112,30.27,1.24,2024Q2
1612,宏泰,5.89,112,14.03,1.43,2024Q2
1614,三洋電,2.67,112,52.14,1.92,2024Q2
1615,大山,4.69,112,14.69,3.13,2024Q2
1616,億泰,1.65,112,26.1,2.32,2024Q2
1617,榮星,1.34,112,109.74,1.46,2024Q2
1618,合機,2.28,112,15.28,1.41,2024Q2
1702,南僑,4.27,112,11.2,1.44,2024Q2
1707,葡萄王,4.57,112,15.75,2.34,2024Q2
1708,東鹼,3.73,112,14.46,1.49,2024Q2
1709,和益,2.5,112,17.39,1.26,2024Q2
1711,永光,0.59,112,72.86,1.66,2024Q2
1712,興農,6.47,112,17.82,2.3,2024Q2
