日期,證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
20250113,1101,台泥,30.5,3.28,112,25.63,0.95,2024Q3
20250113,1102,亞泥,39.45,5.32,112,13.42,0.79,2024Q3
20250113,1103,嘉泥,16.1,3.11,112,23.0,0.49,2024Q3
20250113,1104,環泥,27.1,7.38,112,11.89,0.8,2024Q3
20250113,1108,幸福,14.05,7.12,112,13.51,1.13,2024Q3
20250113,1109,信大,17.1,7.02,112,9.83,0.71,2024Q3
20250113,1110,東泥,19.3,1.04,112,39.39,1.18,2024Q3
20250113,1201,味全,17.4,1.55,112,21.22,1.15,2024Q3
20250113,1203,味王,36.65,3.0,112,18.14,1.46,2024Q3
20250113,1210,大成,52.0,4.27,112,12.84,1.78,2024Q3
20250113,1215,卜蜂,91.6,6.0,112,14.54,2.64,2024Q3
20250113,1216,統一,78.0,3.85,112,23.21,3.41,2024Q3
20250113,1217,愛之味,11.4,2.02,112,17.01,0.75,2024Q3
20250113,1219,福壽,13.8,5.8,112,23.39,1.05,2024Q3
20250113,1220,台榮,16.1,2.48,112,11.26,1.17,2024Q3
20250113,1225,福懋油,44.8,3.13,112,25.17,2.96,2024Q3
20250113,1227,佳格,34.25,3.65,112,20.15,1.75,2024Q3
20250113,1229,聯華,47.8,4.39,112,20.52,1.7,2024Q3
20250113,1231,聯華食,138.0,1.88,112,30.94,6.12,2024Q3
20250113,1232,大統益,144.0,4.58,112,17.82,4.34,2024Q3
20250113,1233,天仁,29.75,3.03,112,33.43,1.91,2024Q3
20250113,1234,黑松,40.5,4.69,112,16.88,0.87,2024Q3
20250113,1235,興泰,71.4,1.4,112,15.39,0.92,2024Q3
20250113,1256,鮮活果汁-KY,126.0,5.24,112,16.05,1.24,2024Q3
20250113,1303,南亞,28.7,2.44,112,71.75,0.64,2024Q3
20250113,1307,三芳,37.75,3.97,112,12.54,1.55,2024Q3
20250113,1315,達新,66.9,7.47,112,66.9,0.65,2024Q3
20250113,1319,東陽,110.0,3.64,112,16.72,2.48,2024Q3
20250113,1321,大洋,32.8,1.22,112,45.56,1.17,2024Q3
20250113,1323,永裕,24.25,4.12,112,8.85,0.84,2024Q3
20250113,1324,地球,12.0,1.67,112,171.43,0.93,2024Q3
20250113,1326,台化,25.55,4.89,112,94.63,0.49,2024Q3
20250113,1339,昭輝,54.0,5.56,112,9.98,0.99,2024Q3
20250113,1341,富林-KY,68.5,6.42,112,14.7,2.69,2024Q3
20250113,1342,八貫,102.0,5.88,112,15.77,3.5,2024Q3
20250113,1402,遠東新,30.15,4.48,112,16.94,0.7,2024Q3
20250113,1409,新纖,14.5,3.79,112,16.29,0.61,2024Q3
20250113,1410,南染,35.0,0.86,112,102.94,2.04,2024Q3
20250113,1414,東和,23.6,1.06,112,78.67,1.64,2024Q3
20250113,1416,廣豐,12.0,4.17,112,22.64,0.56,2024Q3
20250113,1419,新紡,41.8,2.87,112,19.44,0.85,2024Q3
20250113,1423,利華,36.55,1.64,112,74.59,1.11,2024Q3
20250113,1434,福懋,17.7,2.82,112,24.25,0.68,2024Q3
20250113,1436,華友聯,114.0,5.75,112,4.68,2.47,2024Q3
20250113,1437,勤益控,33.4,3.38,112,10.03,0.84,2024Q3
20250113,1439,雋揚,30.95,0.97,112,18.42,1.05,2024Q3
20250113,1440,南紡,13.2,2.65,112,8.74,0.75,2024Q3
20250113,1442,名軒,74.7,4.69,112,7.57,3.39,2024Q3
20250113,1445,大宇,16.8,14.88,112,2.3,0.93,2024Q3
20250113,1446,宏和,37.75,1.85,112,3.76,1.95,2024Q3
20250113,1449,佳和,19.2,0.16,112,26.3,1.0,2024Q3
20250113,1451,年興,18.8,2.66,112,62.67,0.54,2024Q3
20250113,1452,宏益,14.8,2.03,112,25.96,0.71,2024Q3
