資料日期,股票代號,名稱,本益比,每股股利,殖利率,股價淨值比
1121019,1240,茂生農經,73.63,1.2,2.63,1.42
1121019,1259,安心,13.14,2.6,3.51,0.99
1121019,1264,德麥,16.82,12.0,4.05,3.9
1121019,1268,漢來美食,15.9,3.0,2.05,3.08
1121019,1336,台翰,12.58,0.41,2.0,0.92
1121019,1565,精華,12.06,13.5,7.22,1.6
1121019,1570,力肯,14.53,1.0,5.03,1.15
1121019,1580,新麥,16.14,6.0,4.38,2.74
1121019,1584,精剛,24.85,0.7,2.15,2.34
1121019,1591,駿吉-KY,65.71,0.5,1.21,3.2
1121019,1593,祺驊,11.76,3.17998106,5.3,1.73
1121019,1595,川寶,13.81,2.0260002,5.22,0.7
1121019,1599,宏佳騰,28.33,1.5,4.2,1.4
1121019,1777,生泰,13.9,3.0,3.57,1.71
1121019,1784,訊聯,35.03,0.69649506,1.22,2.43
1121019,1785,光洋科,18.22,1.50061598,3.87,1.86
1121019,1788,杏昌,18.08,7.0,5.22,2.12
1121019,1796,金穎生技,26.62,1.5,1.94,3.79
1121019,2063,世鎧,10.88,3.0,5.8,2.51
1121019,2065,世豐,8.93,5.49786626,9.58,1.89
1121019,2066,世德,9.94,4.41897002,5.64,1.81
1121019,2070,精湛,17.96,1.5,5.0,1.28
1121019,2073,雄順,34.24,1.81803636,6.17,1.85
1121019,2221,大甲,8.37,4.0,11.76,1.55
1121019,2230,泰茂,145.89,1.41711497,1.33,6.38
1121019,2235,謚源,14.1,4.0,9.46,1.21
1121019,2640,大車隊,16.93,5.0,4.63,3.78
1121019,2641,正德,4.47,1.49661129,8.73,0.79
1121019,2643,捷迅,5.64,7.0,10.65,1.39
1121019,2718,晶悅,7.64,0.0,0.0,1.78
1121019,2729,瓦城,17.62,5.0,2.14,3.08
1121019,2732,六角,13.77,6.281411,6.04,2.53
1121019,2736,富野,22.36,0.2,0.86,0.96
1121019,2743,山富,24.57,0.0,0.0,5.08
1121019,2745,五福,23.13,0.0,0.0,3.97
1121019,2752,豆府,17.39,10.0,3.89,6.78
1121019,2754,亞洲藏壽司,18.79,1.49993578,1.24,3.61
1121019,2755,揚秦,21.24,5.3,4.69,3.63
1121019,2756,聯發國際,13.99,4.5,4.86,3.52
1121019,2916,滿心,9.46,3.0,6.7,2.41
1121019,2937,集雅社,10.07,1.28142996,4.27,1.36
1121019,2947,振宇五金,39.86,2.2,2.54,2.31
1121019,3066,李洲,17.23,0.0,0.0,1.34
1121019,3067,全域,102.78,0.0,0.0,2.94
1121019,3071,協禧,18.83,1.664,4.91,2.63
1121019,3073,天方能源,67.16,0.0,0.0,2.17
1121019,3078,僑威,16.81,2.35,2.88,3.2
1121019,3081,聯亞,66.36,3.50022859,3.26,2.48
1121019,3086,華義,58.86,1.2,1.94,4.46
1121019,3088,艾訊,9.7,3.47651446,4.49,1.91
1121019,3093,港建*,11.73,3.0,9.51,4.49
1121019,3114,好德,12.6,1.7,6.49,1.06
1121019,3118,進階,15.71,1.7,5.67,1.88
1121019,3128,昇銳,20.62,1.2,4.25,1.94
1121019,3131,弘塑,20.22,18.0,4.02,3.89
1121019,3141,晶宏,59.2,2.66762779,3.0,2.84
1121019,3147,大綜,12.0,4.5,6.52,2.44
1121019,3152,璟德,66.88,3.59,1.73,4.2
1121019,3163,波若威,15.53,4.2,4.38,3.44
1121019,3169,亞信,26.42,5.5,4.38,4.86
1121019,3171,新洲,9.07,1.0,5.71,1.19
1121019,3178,公準,16.63,2.5,3.13,3.06
1121019,3188,鑫龍騰,27.03,0.3,1.88,1.29
1121019,3206,志豐,9.0,2.2,5.18,1.92
1121019,3207,耀勝,15.37,1.32721833,2.07,2.87
1121019,3211,順達,16.36,6.04184,7.68,1.5
1121019,3213,茂訊,12.71,3.6,4.71,2.03
1121019,3217,優群,20.2,5.35,4.39,2.7
1121019,3218,大學光,25.23,6.6,2.14,9.12
