日期,證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
20260727,1102,亞泥,33.1,6.95,114,11.11,0.66,2026Q1
20260727,1103,嘉泥,13.25,3.92,114,16.56,0.48,2026Q1
20260727,1104,環泥,26.7,6.93,114,10.43,0.73,2026Q1
20260727,1108,幸福,12.1,8.26,114,5.99,0.9,2026Q1
20260727,1109,信大,13.8,6.52,114,17.47,0.56,2026Q1
20260727,1110,東泥,16.0,1.88,114,50.0,0.96,2026Q1
20260727,1201,味全,12.3,1.71,114,32.37,0.8,2026Q1
20260727,1203,味王,47.2,2.12,114,27.44,1.72,2026Q1
20260727,1210,大成,58.1,5.16,114,13.77,1.93,2026Q1
20260727,1215,卜蜂,105.5,6.64,114,11.37,2.94,2026Q1
20260727,1216,統一,77.1,3.89,114,20.84,3.03,2026Q1
20260727,1217,愛之味,9.98,2.51,114,20.79,0.67,2026Q1
20260727,1218,泰山,15.8,8.35,114,10.26,0.62,2026Q1
20260727,1219,福壽,11.65,4.29,114,24.79,0.86,2026Q1
20260727,1220,台榮,11.3,1.77,114,565.0,0.86,2026Q1
20260727,1225,福懋油,26.65,3.75,114,15.58,1.61,2026Q1
20260727,1227,佳格,29.2,4.59,114,20.0,1.39,2026Q1
20260727,1229,聯華,41.7,4.8,114,16.04,1.34,2026Q1
20260727,1231,聯華食,91.0,2.75,114,20.68,3.6,2026Q1
20260727,1232,大統益,153.5,4.69,114,17.75,3.91,2026Q1
20260727,1233,天仁,29.05,0.69,114,35.43,1.89,2026Q1
20260727,1234,黑松,33.8,4.88,114,20.24,0.74,2026Q1
20260727,1256,鮮活果汁-KY,184.5,3.58,114,13.94,1.58,2026Q1
20260727,1303,南亞,174.0,0.46,114,75.32,3.6,2026Q1
20260727,1307,三芳,31.45,7.0,114,11.48,1.28,2026Q1
20260727,1315,達新,64.5,6.98,114,41.88,0.6,2026Q1
20260727,1319,東陽,73.0,6.85,114,13.11,1.48,2026Q1
20260727,1323,永裕,19.9,4.52,114,35.54,0.7,2026Q1
20260727,1326,台化,65.0,0.92,114,433.33,1.02,2026Q1
20260727,1339,昭輝,44.55,5.61,114,10.53,0.81,2026Q1
20260727,1341,富林-KY,58.7,6.81,114,14.39,2.61,2026Q1
20260727,1342,八貫,110.0,5.45,114,18.49,4.1,2026Q1
20260727,1402,遠東新,27.45,4.55,114,17.05,0.62,2026Q1
20260727,1409,新纖,22.6,3.98,114,16.74,0.87,2026Q1
20260727,1410,南染,25.85,0.77,114,47.87,1.53,2026Q1
20260727,1414,東和,18.3,1.09,114,63.1,1.26,2026Q1
20260727,1416,廣豐,10.95,5.21,114,12.73,0.45,2026Q1
20260727,1417,嘉裕,8.39,2.98,114,18.64,0.68,2026Q1
20260727,1419,新紡,69.5,2.59,114,5.28,1.02,2026Q1
20260727,1423,利華,35.7,10.08,114,9.47,0.96,2026Q1
20260727,1432,大魯閣,15.05,13.29,114,2.76,1.02,2026Q1
20260727,1434,福懋,18.5,2.7,114,30.83,0.69,2026Q1
20260727,1436,華友聯,37.3,13.54,114,8.67,1.33,2026Q1
20260727,1437,勤益控,30.9,3.11,114,11.16,0.75,2026Q1
20260727,1438,三地開發,22.05,0.91,114,7.99,0.76,2026Q1
20260727,1439,雋揚,26.75,1.87,114,8.69,0.83,2026Q1
20260727,1442,名軒,30.35,7.91,114,15.48,1.37,2026Q1
20260727,1446,宏和,14.05,10.68,114,8.26,0.68,2026Q1
20260727,1451,年興,17.4,5.75,114,19.55,0.47,2026Q1
20260727,1453,大將,11.25,2.67,114,102.27,0.89,2026Q1
20260727,1457,宜進,14.35,6.97,114,15.77,0.65,2026Q1
20260727,1464,得力,10.45,2.39,114,28.24,0.81,2026Q1
20260727,1470,大統新創,22.8,2.85,114,26.21,1.99,2026Q1
20260727,1472,三洋實業,89.4,6.71,114,13.9,1.98,2026Q1
20260727,1474,弘裕,10.4,2.4,114,43.33,0.61,2026Q1
20260727,1475,業旺,27.3,5.49,114,10.71,1.19,2026Q1
20260727,1476,儒鴻,341.5,4.39,114,16.52,3.41,2026Q1
20260727,1477,聚陽,218.0,6.88,114,15.74,4.14,2026Q1
20260727,1503,士電,202.0,2.48,114,30.1,2.77,2026Q1
20260727,1504,東元,67.5,2.96,114,30.0,1.88,2026Q1
20260727,1513,中興電,158.5,3.79,114,19.26,3.64,2026Q1
20260727,1514,亞力,105.5,2.09,114,30.76,4.37,2026Q1
20260727,1515,力山,32.45,1.85,114,33.11,1.52,2026Q1
20260727,1519,華城,727.0,1.65,114,49.97,27.88,2026Q1
20260727,1521,大億,25.25,2.97,114,35.56,1.05,2026Q1
20260727,1522,堤維西,28.2,4.26,114,90.97,0.96,2026Q1
20260727,1524,耿鼎,26.3,5.32,114,17.53,1.51,2026Q1
20260727,1525,江申,66.8,4.19,114,41.75,0.96,2026Q1
20260727,1527,鑽全,34.0,4.41,114,37.36,0.96,2026Q1
20260727,1529,樂事綠能,18.25,5.48,114,16.01,1.54,2026Q1
20260727,1530,亞崴,28.45,3.51,114,24.74,0.83,2026Q1
20260727,1532,勤美,22.9,3.49,114,19.57,0.64,2026Q1
20260727,1535,中宇,45.75,6.56,114,11.76,1.43,2026Q1
20260727,1537,廣隆,127.5,5.65,114,16.78,2.27,2026Q1
20260727,1540,喬福,21.35,4.68,114,22.96,1.21,2026Q1
20260727,1558,伸興,89.5,5.59,114,15.93,1.09,2026Q1
20260727,1560,中砂,690.0,0.72,114,68.05,12.48,2026Q1
20260727,1563,巧新,62.0,3.23,114,140.91,1.64,2026Q1
20260727,1568,倉佑,28.6,3.5,114,21.34,1.6,2026Q1
20260727,1582,信錦,69.4,4.32,114,25.24,1.33,2026Q1
20260727,1583,程泰,49.9,2.0,114,17.89,0.96,2026Q1
20260727,1590,亞德客-KY,1440.0,2.02,114,31.52,5.66,2026Q1
20260727,1597,直得,128.5,0.54,114,107.98,4.68,2026Q1
20260727,1603,華電,29.3,6.83,114,10.89,0.62,2026Q1
20260727,1604,聲寶,23.3,6.44,114,14.12,1.0,2026Q1
20260727,1605,華新,32.65,1.53,114,23.83,0.88,2026Q1
20260727,1608,華榮,29.5,6.78,114,5.35,1.28,2026Q1
20260727,1609,大亞,36.4,1.92,114,15.23,1.63,2026Q1
20260727,1611,中電,11.95,6.69,114,298.75,0.98,2026Q1
20260727,1612,宏泰,31.15,8.03,114,10.38,1.21,2026Q1
20260727,1614,三洋電,31.05,3.12,114,23.52,1.44,2026Q1
20260727,1615,大山,43.25,6.01,114,9.12,1.74,2026Q1
20260727,1616,億泰,19.25,7.06,114,15.65,1.6,2026Q1
20260727,1617,榮星,17.95,3.34,114,20.4,1.33,2026Q1
20260727,1618,合機,38.8,4.38,114,8.53,1.16,2026Q1
20260727,1623,大東電,219.0,3.65,114,17.69,3.62,2026Q1
20260727,1702,南僑,33.3,4.8,114,46.25,0.7,2026Q1
20260727,1707,葡萄王,90.8,6.61,114,11.35,1.35,2026Q1
20260727,1708,東鹼,52.5,3.05,114,15.58,1.77,2026Q1
20260727,1709,和益,25.95,3.85,114,18.67,1.42,2026Q1
20260727,1712,興農,39.35,6.35,114,15.87,2.11,2026Q1
20260727,1713,國化,48.0,6.46,114,10.71,1.8,2026Q1
20260727,1714,和桐,14.45,1.25,114,22.58,1.11,2026Q1
20260727,1717,長興,61.3,1.63,114,41.42,2.49,2026Q1
20260727,1720,生達,57.4,5.23,114,10.63,1.7,2026Q1
20260727,1722,台肥,46.7,4.28,114,44.9,0.83,2026Q1
20260727,1723,中碳,86.4,2.14,114,34.84,2.49,2026Q1
20260727,1725,元禎,29.8,3.59,114,18.4,0.81,2026Q1
20260727,1726,永記,76.7,4.82,114,12.93,1.14,2026Q1
20260727,1727,中華化,76.0,0.2,114,205.41,4.61,2026Q1
20260727,1730,花仙子,51.6,5.81,114,11.14,1.52,2026Q1
20260727,1731,美吾華,20.65,5.91,114,14.75,1.24,2026Q1
20260727,1732,毛寶,27.35,2.19,114,30.39,2.35,2026Q1
20260727,1733,五鼎,32.2,4.04,114,17.69,1.77,2026Q1
20260727,1734,杏輝,31.55,5.07,114,18.34,1.7,2026Q1
20260727,1735,日勝化,19.85,3.27,114,24.51,1.24,2026Q1
20260727,1736,喬山,133.5,3.37,114,16.22,2.88,2026Q1
20260727,1737,臺鹽,32.25,4.34,114,16.21,0.93,2026Q1
20260727,1752,南光,31.6,5.06,114,15.57,1.36,2026Q1
20260727,1760,寶齡富錦,60.5,3.31,114,24.3,2.83,2026Q1
20260727,1773,勝一,160.0,2.5,114,19.95,4.2,2026Q2
20260727,1776,展宇,17.05,3.52,114,34.8,1.19,2026Q1
20260727,1783,和康生,40.9,4.89,114,13.54,2.26,2026Q1
20260727,1786,科妍,50.3,3.8,114,29.59,2.02,2026Q1
20260727,1789,神隆,19.6,1.48,114,140.0,1.5,2026Q1
20260727,1795,美時,184.0,1.46,114,12.55,2.01,2026Q1
20260727,1806,冠軍,8.17,1.84,114,58.36,0.61,2026Q1
20260727,1808,潤隆,32.15,4.67,114,12.0,2.1,2026Q1
