資料日期,股票代號,名稱,本益比,每股股利,殖利率,股價淨值比,財報年/季
1140206,1240,茂生農經,11.71,2.7,5.18,1.16,113Q3
1140206,1259,安心,22.56,1.8,2.84,0.84,113Q3
1140206,1264,德麥,15.83,14.0,4.4,3.6,113Q3
1140206,1268,漢來美食,17.84,7.0,4.59,2.92,113Q3
1140206,1294,漢田生技,14.02,4.0,4.45,3.15,113Q3
1140206,1336,台翰,12.66,0.41,1.74,0.96,113Q3
1140206,1565,精華,15.41,7.0,3.65,1.54,113Q3
1140206,1570,力肯,15.76,1.0,3.58,1.46,113Q3
1140206,1580,新麥,12.31,9.0,5.81,2.58,113Q3
1140206,1584,精剛,8.4,1.5,5.47,1.41,113Q3
1140206,1586,和勤,44.06,0.1303314,0.46,1.49,113Q3
1140206,1593,祺驊,28.07,1.6,4.49,1.09,113Q3
1140206,1599,宏佳騰,142.38,0.0,0.0,1.11,113Q3
1140206,1742,台蠟,55.65,0.0,0.0,1.13,113Q3
1140206,1777,生泰,12.96,3.5,3.68,1.72,113Q3
1140206,1784,訊聯,81.71,1.41847555,1.65,3.48,113Q3
1140206,1785,光洋科,27.1,1.20013385,2.0,2.62,113Q3
1140206,1788,杏昌,17.31,7.0,4.86,2.17,113Q3
1140206,2063,世鎧,16.37,4.5,12.78,1.58,113Q3
1140206,2065,世豐,13.89,4.34545793,8.45,1.58,113Q3
1140206,2066,世德,12.47,3.77751226,4.02,1.89,113Q3
1140206,2070,精湛,18.21,1.5,2.31,2.56,113Q3
1140206,2073,雄順,39.13,0.6,2.22,1.69,113Q3
1140206,2221,大甲,17.0,1.3,4.5,1.23,113Q3
1140206,2230,泰茂,19.92,0.93861079,0.78,5.42,113Q3
1140206,2235,謚源,22.28,2.5,5.12,1.36,113Q3
1140206,2596,綠意,155.77,1.0,2.47,2.11,113Q3
1140206,2640,大車隊,16.11,6.0,4.48,4.13,113Q3
1140206,2641,正德,9.31,0.48155935,2.64,0.8,113Q3
1140206,2643,捷迅,10.82,5.0,6.76,1.38,113Q3
1140206,2718,全心投控,2.08,3.0,4.12,1.24,113Q3
1140206,2719,燦星旅,13.46,0.0,0.0,4.03,113Q3
1140206,2724,藝舍-KY,13.98,0.0,0.0,4.92,113Q3
1140206,2726,雅茗-KY,11.04,0.0,0.0,1.82,113Q3
1140206,2729,瓦城,23.5,11.0,5.41,3.18,113Q3
1140206,2732,六角,18.88,6.49655101,6.75,2.27,113Q3
1140206,2734,易飛網,17.48,0.0,0.0,2.88,113Q3
1140206,2743,山富,10.82,3.0,3.1,3.43,113Q3
1140206,2745,五福,9.72,3.5,3.32,4.28,113Q3
1140206,2751,王座,17.76,0.0,0.0,3.2,113Q3
1140206,2752,豆府,16.55,13.3,5.71,5.0,113Q3
1140206,2754,亞洲藏壽司,40.74,1.5,1.71,2.45,113Q3
1140206,2755,揚秦,20.61,3.6,3.23,4.34,113Q3
1140206,2756,聯發國際,31.52,4.5,6.18,3.33,113Q3
1140206,2916,滿心,14.08,4.0,7.48,2.3,113Q3
1140206,2926,誠品生活,120.0,0.0,0.0,4.2,113Q3
1140206,2937,集雅社,12.68,2.0,5.01,1.68,113Q3
1140206,2941,米斯特,20.1,3.18161143,5.09,2.66,113Q3
1140206,2947,振宇五金,26.89,1.3,1.47,2.26,113Q3
1140206,2948,寶陞,23.81,3.31428571,6.63,1.48,113Q3
1140206,2949,欣新網,21.54,2.5,3.04,2.06,113Q3
1140206,3064,泰偉,221.33,0.0,0.0,8.03,113Q3
1140206,3066,李洲,19.29,0.0,0.0,1.57,113Q3
1140206,3071,協禧,38.28,1.03,4.2,1.8,113Q3
1140206,3073,天方能源,90.71,0.0,0.0,3.62,113Q3
1140206,3078,僑威,17.17,4.8,5.58,2.98,113Q3
1140206,3083,網龍,50.54,0.0,0.0,2.68,113Q3
1140206,3086,華義,148.17,1.50000004,0.93,12.39,113Q3
1140206,3088,艾訊,21.8,4.29279723,2.9,3.46,113Q3
1140206,3093,港建*,26.75,1.8,1.73,3.83,113Q3
1140206,3095,及成,24.91,0.0,0.0,4.37,113Q3
1140206,3105,穩懋,28.73,0.0,0.0,1.17,113Q3
1140206,3114,好德,30.24,1.2,4.72,1.08,113Q3
1140206,3118,進階,16.09,1.7,5.23,1.95,113Q3
1140206,3128,昇銳,30.42,0.8,2.74,1.91,113Q3
1140206,3131,弘塑,48.73,16.0,1.23,8.74,113Q3
1140206,3147,大綜,25.54,5.0,2.82,5.36,113Q3
1140206,3152,璟德,27.95,3.68,2.25,3.09,113Q3
1140206,3163,波若威,34.3,3.6,2.34,4.64,113Q3
1140206,3169,亞信,30.34,3.5,3.29,3.94,113Q3
1140206,3171,炎洲流通,11.51,2.0,5.57,1.72,113Q3
1140206,3178,公準,50.16,2.25,3.53,2.38,113Q3
1140206,3188,鑫龍騰,7.27,1.6,5.67,1.91,113Q3
1140206,3206,志豐,11.47,2.5,5.61,1.7,113Q3
1140206,3207,耀勝,866.67,0.89865405,0.86,4.47,113Q3
1140206,3211,順達,9.44,5.52904,3.19,2.54,113Q3
1140206,3213,茂訊,9.13,5.4,6.17,1.83,113Q3
1140206,3217,優群,14.2,6.4,4.38,2.92,113Q3
1140206,3218,大學光,16.89,7.0,3.26,5.38,113Q3
1140206,3219,倚強科,157.14,0.36466706,0.83,2.38,113Q3
1140206,3221,台嘉碩,48.33,0.7002741,3.02,1.13,113Q3
1140206,3226,至寶電,9.28,0.5,1.07,1.66,113Q3
1140206,3227,原相,24.51,4.51535132,1.79,3.39,113Q3
1140206,3230,錦明,16.99,0.0,0.0,4.19,113Q3
1140206,3232,昱捷,182.0,0.5,1.83,1.82,113Q3
1140206,3260,威剛,7.35,3.0,3.89,1.42,113Q3
1140206,3264,欣銓,16.81,3.3,4.26,2.05,113Q3
1140206,3265,台星科,18.7,4.8,4.47,2.42,113Q3
1140206,3276,宇環,130.42,0.2,1.28,1.36,113Q3
1140206,3284,太普高,12.99,0.6,1.69,2.6,113Q3
1140206,3285,微端,31.99,1.0,3.77,1.91,113Q3
1140206,3287,廣寰科,15.0,0.843929,2.69,2.34,113Q3
1140206,3289,宜特,22.15,3.72716138,2.87,2.82,113Q3
1140206,3290,東浦,20.67,0.99525139,2.94,1.85,113Q3
1140206,3293,鈊象,31.68,45.0,4.97,18.64,113Q3
1140206,3294,英濟,89.02,0.0,0.0,2.35,113Q3
1140206,3303,岱稜,13.77,1.75,3.42,2.28,113Q3
1140206,3306,鼎天,17.3,1.3,2.66,0.77,113Q3
1140206,3310,佳穎,29.37,4.29970743,4.83,3.4,113Q3
1140206,3313,斐成,11.62,0.0,0.0,1.63,113Q3
1140206,3317,尼克森,20.62,1.80013374,3.86,1.27,113Q3
1140206,3324,雙鴻,32.08,6.34797488,1.1,6.15,113Q3
1140206,3332,幸康,19.81,1.6,3.81,1.18,113Q3
1140206,3339,泰谷,153.18,0.0,0.0,2.41,113Q3
1140206,3357,臺慶科,19.2,4.5,3.83,1.67,113Q3
1140206,3362,先進光,81.08,1.0,0.48,7.75,113Q3
1140206,3374,精材,30.4,2.0,1.08,5.81,113Q3
1140206,3379,彬台,47.73,0.2,0.38,3.37,113Q3
1140206,3388,崇越電,17.3,3.1,4.53,1.13,113Q3
1140206,3390,旭軟,29.78,0.7,2.53,1.55,113Q3
1140206,3402,漢科,16.13,4.5,4.29,3.95,113Q3
1140206,3426,台興,16.65,2.0,3.88,1.87,113Q3
1140206,3430,奇鈦科,15.32,2.0,3.25,1.92,113Q3
1140206,3434,哲固,25.7,0.5,1.69,2.47,113Q3
1140206,3438,類比科,47.35,0.5,0.8,1.59,113Q3
1140206,3441,聯一光,57.31,0.5,1.3,1.99,113Q3
1140206,3444,利機,45.91,2.5,3.32,3.24,113Q3
1140206,3455,由田,22.6,5.0,4.61,2.63,113Q3
1140206,3479,安勤,15.3,5.98868238,6.17,2.21,113Q3
1140206,3483,力致,21.37,5.04975935,3.73,2.47,113Q3
1140206,3484,崧騰,14.17,1.1998946,2.23,1.39,113Q3
1140206,3490,單井,11.76,1.2,3.95,1.25,113Q3
1140206,3491,昇達科,62.85,3.35101141,0.79,10.37,113Q3
1140206,3492,長盛,21.89,0.33,1.32,1.44,113Q3
