證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,2.94,112,30.63,1.1,2024Q1
1102,亞泥,4.71,112,14.19,0.93,2024Q1
1103,嘉泥,2.7,112,618.33,0.59,2024Q1
1104,環泥,5.54,112,11.68,1.07,2024Q1
1108,幸福,6.02,112,12.87,1.41,2024Q1
1109,信大,6.06,112,10.21,0.81,2024Q1
1110,東泥,0.95,112,84.0,1.32,2024Q1
1201,味全,1.46,112,34.26,1.27,2024Q1
1203,味王,2.11,112,24.69,2.1,2024Q1
1210,大成,3.84,112,11.65,2.11,2024Q1
1215,卜蜂,5.45,112,13.43,2.99,2024Q1
1216,統一,3.54,112,25.51,3.59,2024Q1
1217,愛之味,1.78,112,30.0,0.91,2024Q1
1219,福壽,4.35,112,20.44,1.33,2024Q1
1220,台榮,3.07,112,14.36,1.16,2024Q1
1225,福懋油,1.1,112,77.91,8.13,2024Q1
1227,佳格,3.02,112,26.2,2.08,2024Q1
1229,聯華,2.96,112,26.89,2.33,2024Q1
1231,聯華食,2.21,112,28.25,4.79,2024Q1
1232,大統益,4.49,112,20.62,4.14,2024Q1
1233,天仁,2.62,112,31.81,2.26,2024Q1
1234,黑松,4.39,112,18.66,0.96,2024Q1
1235,興泰,1.0,112,37.87,1.58,2024Q1
1236,宏亞,2.61,112,103.75,0.94,2024Q1
1256,鮮活果汁-KY,3.42,112,15.55,1.67,2024Q1
1301,台塑,1.75,112,69.51,1.08,2024Q1
1303,南亞,1.44,112,57.74,1.06,2024Q1
1305,華夏,2.08,112,129.23,1.02,2024Q1
1307,三芳,4.85,112,12.14,1.36,2024Q1
1315,達新,6.95,112,19.22,0.67,2024Q1
1319,東陽,3.92,112,16.29,2.26,2024Q1
1321,大洋,1.09,112,45.49,1.32,2024Q1
1323,永裕,3.33,112,33.33,1.12,2024Q1
1324,地球,1.41,112,32.16,1.11,2024Q1
1325,恆大,1.87,112,84.47,0.98,2024Q1
1326,台化,2.58,112,26.22,0.87,2024Q1
1339,昭輝,4.69,112,9.4,1.23,2024Q1
1341,富林-KY,6.61,112,14.67,2.94,2024Q1
1342,八貫,5.26,112,14.79,4.03,2024Q1
1402,遠東新,3.6,112,24.07,0.87,2024Q1
1409,新纖,3.13,112,25.88,0.8,2024Q1
1410,南染,0.81,112,102.78,2.19,2024Q1
1414,東和,1.04,112,89.44,1.69,2024Q1
1416,廣豐,4.12,112,18.13,0.6,2024Q1
1419,新紡,2.47,112,22.42,1.06,2024Q1
1423,利華,1.32,112,105.47,1.53,2024Q1
1434,福懋,2.21,112,70.78,0.76,2024Q1
1436,華友聯,3.54,112,21.3,6.21,2024Q1
1437,勤益控,3.0,112,12.51,0.99,2024Q1
1439,雋揚,1.04,112,14.4,1.01,2024Q1
1440,南紡,2.01,112,11.68,0.99,2024Q1
1442,名軒,5.65,112,10.84,2.94,2024Q1
1445,大宇,13.74,112,2.39,0.89,2024Q1
1446,宏和,1.47,112,15.73,3.61,2024Q1
1449,佳和,0.21,112,20.76,0.99,2024Q1
1452,宏益,1.77,112,36.85,0.82,2024Q1
1453,大將,1.26,112,33.13,1.75,2024Q1
1454,台富,1.28,112,57.65,1.5,2024Q1
1456,怡華,0.98,112,92.95,1.3,2024Q1
1457,宜進,7.09,112,8.56,0.9,2024Q1
1463,強盛,2.26,112,40.93,1.58,2024Q1
1464,得力,1.77,112,94.0,1.1,2024Q1
1465,偉全,3.24,112,17.17,0.98,2024Q1
1470,大統新創,2.84,112,38.58,1.81,2024Q1
1472,三洋實業,2.89,112,16.22,2.0,2024Q1
1473,台南,2.87,112,13.72,1.53,2024Q1
1475,業旺,3.07,112,13.15,3.13,2024Q1
1476,儒鴻,2.44,112,26.27,6.43,2024Q1
1477,聚陽,3.96,112,24.08,7.61,2024Q1
1503,士電,1.04,112,55.05,3.8,2024Q1
1504,東元,4.21,112,20.55,1.48,2024Q1
1513,中興電,1.73,112,57.16,5.53,2024Q1
1514,亞力,1.2,112,44.76,6.98,2024Q1
1515,力山,2.51,112,13.82,2.26,2024Q1
1516,川飛,1.28,112,45.85,2.01,2024Q1
1519,華城,0.74,112,83.38,48.77,2024Q1
1521,大億,1.81,112,53.61,1.63,2024Q1
1522,堤維西,2.95,112,15.25,2.34,2024Q1
1524,耿鼎,3.85,112,11.7,2.09,2024Q1
1525,江申,4.46,112,20.9,1.11,2024Q1
1527,鑽全,4.5,112,14.11,1.26,2024Q1
1529,樂事綠能,1.74,112,70.31,2.97,2024Q1
1530,亞崴,4.64,112,14.68,0.94,2024Q1
1531,高林股,1.32,112,52.07,0.75,2024Q1
1532,勤美,3.32,112,11.51,1.29,2024Q1
1535,中宇,4.69,112,15.52,2.31,2024Q1
1536,和大,1.49,112,56.47,2.12,2024Q1
1537,廣隆,4.88,112,16.92,2.64,2024Q1
1539,巨庭,2.51,112,14.4,0.96,2024Q1
1540,喬福,4.66,112,13.04,1.35,2024Q1
1541,錩泰,1.54,112,17.7,1.31,2024Q1
1558,伸興,3.78,112,19.94,1.22,2024Q1
1560,中砂,1.14,112,54.6,8.68,2024Q1
1563,巧新,2.51,112,25.28,2.0,2024Q1
1568,倉佑,4.29,112,9.9,1.8,2024Q1
1582,信錦,3.9,112,17.76,2.06,2024Q1
1583,程泰,5.71,112,12.54,1.38,2024Q1
1587,吉茂,1.83,112,95.61,2.71,2024Q1
1590,亞德客-KY,1.78,112,27.75,4.78,2024Q1
1597,直得,0.96,112,75.32,3.14,2024Q1
1603,華電,2.83,112,14.17,1.09,2024Q1
1604,聲寶,5.25,112,13.53,1.31,2024Q1
1605,華新,3.09,112,36.7,1.01,2024Q1
1608,華榮,2.47,112,19.47,2.16,2024Q1
1609,大亞,3.09,112,33.19,2.73,2024Q1
1611,中電,2.59,112,37.12,1.41,2024Q1
1612,宏泰,5.26,112,18.38,1.52,2024Q1
1614,三洋電,2.48,112,38.48,2.1,2024Q1
1615,大山,4.03,112,19.89,3.67,2024Q1
1616,億泰,1.4,112,21.12,2.61,2024Q1
1617,榮星,1.15,112,433.33,2.01,2024Q1
1618,合機,1.6,112,26.6,2.22,2024Q1
1701,中化,2.23,112,20.41,0.89,2024Q1
1702,南僑,4.36,112,11.21,1.46,2024Q1
1707,葡萄王,4.54,112,15.73,2.19,2024Q1
1708,東鹼,4.46,112,26.92,1.32,2024Q1
1709,和益,2.66,112,21.07,1.31,2024Q1
1711,永光,0.74,112,145.36,1.34,2024Q1
1712,興農,6.33,112,17.35,2.42,2024Q1
1713,國化,2.37,112,27.7,3.06,2024Q1
1714,和桐,2.94,112,13.78,0.81,2024Q1
