資料日期,股票代號,名稱,本益比,每股股利,殖利率,股價淨值比,財報年/季
1140708,1240,茂生農經,13.62,3.4,5.48,1.76,114Q1
1140708,1259,安心,41.91,1.2,2.19,0.75,114Q1
1140708,1264,德麥,15.46,14.5,4.54,3.78,114Q1
1140708,1268,漢來美食,15.59,7.5,4.95,2.63,114Q1
1140708,1294,漢田生技,13.01,4.16,5.8,2.38,114Q1
1140708,1295,生合,22.0,3.5,2.89,3.72,114Q1
1140708,1336,台翰,9.31,0.945,4.83,0.79,114Q1
1140708,1565,精華,10.7,9.5,6.13,1.25,114Q1
1140708,1570,力肯,9.27,1.3,5.54,1.17,114Q1
1140708,1580,新麥,10.47,9.16252783,6.45,2.45,114Q1
1140708,1584,精剛,17.41,0.7,2.98,1.09,114Q1
1140708,1593,祺驊,13.16,1.6,5.73,0.86,114Q1
1140708,1599,宏佳騰,17.62,0.5,1.67,1.12,114Q1
1140708,1777,生泰,9.7,5.3,6.39,1.54,114Q1
1140708,1781,合世,45.15,0.0,0.0,1.77,114Q1
1140708,1784,訊聯,44.86,1.40949789,2.18,2.6,114Q1
1140708,1785,光洋科,17.26,2.00016442,3.77,2.15,114Q1
1140708,1788,杏昌,17.77,7.0,5.04,2.0,114Q1
1140708,1815,富喬,62.11,0.0,0.0,2.31,114Q1
1140708,2063,世鎧,18.52,2.0,6.67,1.46,114Q1
1140708,2065,世豐,12.98,3.03200675,8.19,1.22,114Q1
1140708,2066,世德,14.23,3.0,4.03,1.51,114Q1
1140708,2070,精湛,14.36,1.5,3.83,1.53,114Q1
1140708,2073,雄順,65.57,0.7,2.43,1.79,114Q1
1140708,2221,大甲,11.07,1.3,4.48,1.16,114Q1
1140708,2230,泰茂,23.73,3.0,3.0,4.17,114Q1
1140708,2235,謚源,20.15,3.0,6.39,1.27,114Q1
1140708,2596,綠意,29.11,1.0,2.77,1.75,114Q1
1140708,2640,大車隊,14.66,7.0,5.22,4.45,114Q1
1140708,2641,正德,11.1,0.49064449,2.7,0.76,114Q1
1140708,2643,捷迅,10.86,4.5,6.34,1.31,114Q1
1140708,2718,全心投控,1.4,3.0,6.17,0.85,114Q1
1140708,2719,燦星旅,41.44,0.0,0.0,3.99,114Q1
1140708,2724,藝舍-KY,6.82,0.0,0.0,3.36,114Q1
1140708,2729,瓦城,22.63,9.0,4.33,3.05,114Q1
1140708,2732,六角,20.67,4.9997807,6.45,1.9,114Q1
1140708,2734,易飛網,61.86,0.0,0.0,1.75,114Q1
1140708,2743,山富,18.62,5.0,4.03,3.67,114Q1
1140708,2745,五福,13.46,6.5,4.71,4.68,114Q1
1140708,2751,王座,14.62,4.5,7.22,3.16,114Q1
1140708,2752,豆府,13.21,14.0,6.83,5.03,114Q1
1140708,2755,揚秦,21.65,5.0,3.64,4.67,114Q1
1140708,2756,聯發國際,47.7,2.5,2.42,4.91,114Q1
1140708,2916,滿心,11.77,3.6,7.89,2.03,114Q1
1140708,2926,誠品生活,73.39,0.2,0.44,3.51,114Q1
1140708,2937,集雅社,9.91,3.0,6.99,1.72,114Q1
1140708,2941,米斯特,18.02,3.2,6.06,2.45,114Q1
1140708,2947,振宇五金,23.95,3.1,3.39,2.28,114Q1
1140708,2948,寶陞,20.56,2.15333333,5.37,1.1,114Q1
1140708,2949,欣新網,24.76,3.1,3.61,2.12,114Q1
