日期,證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
20260806,1102,亞泥,32.95,6.98,114,11.06,0.66,2026Q1
20260806,1103,嘉泥,13.0,4.0,114,16.25,0.47,2026Q1
20260806,1104,環泥,26.45,6.99,114,10.33,0.73,2026Q1
20260806,1108,幸福,12.05,8.3,114,5.97,0.9,2026Q1
20260806,1109,信大,13.55,6.64,114,17.15,0.55,2026Q1
20260806,1110,東泥,15.8,1.9,114,49.38,0.95,2026Q1
20260806,1201,味全,12.0,1.75,114,31.58,0.78,2026Q1
20260806,1203,味王,47.5,2.11,114,27.62,1.73,2026Q1
20260806,1210,大成,55.2,5.43,114,13.08,1.84,2026Q1
20260806,1215,卜蜂,107.5,6.51,114,12.38,2.9,2026Q2
20260806,1216,統一,73.0,4.11,114,17.63,3.04,2026Q2
20260806,1217,愛之味,9.78,2.56,114,20.38,0.65,2026Q1
20260806,1218,泰山,15.55,8.49,114,10.1,0.61,2026Q1
20260806,1219,福壽,10.65,4.69,114,22.66,0.78,2026Q1
20260806,1220,台榮,11.15,1.79,114,557.5,0.85,2026Q1
20260806,1225,福懋油,23.7,4.22,114,13.86,1.43,2026Q1
20260806,1227,佳格,28.85,4.64,114,19.76,1.37,2026Q1
20260806,1229,聯華,40.6,4.93,114,15.62,1.31,2026Q1
20260806,1231,聯華食,79.9,3.13,114,18.16,3.16,2026Q1
20260806,1232,大統益,155.5,4.63,114,17.22,4.51,2026Q2
20260806,1233,天仁,28.75,0.7,114,35.06,1.87,2026Q1
20260806,1234,黑松,33.3,4.95,114,19.94,0.73,2026Q1
20260806,1256,鮮活果汁-KY,177.0,3.73,114,13.37,1.52,2026Q1
20260806,1303,南亞,178.5,0.45,114,77.27,3.69,2026Q1
20260806,1307,三芳,32.15,6.84,114,11.73,1.31,2026Q1
20260806,1315,達新,63.9,7.04,114,41.49,0.59,2026Q1
20260806,1319,東陽,76.5,6.54,114,13.73,1.55,2026Q1
20260806,1323,永裕,19.85,4.53,114,35.45,0.7,2026Q1
20260806,1326,台化,58.1,1.03,114,387.33,0.91,2026Q1
20260806,1339,昭輝,45.05,5.55,114,10.65,0.82,2026Q1
20260806,1341,富林-KY,59.3,6.75,114,14.53,2.64,2026Q1
20260806,1342,八貫,101.5,5.91,114,14.36,3.52,2026Q2
20260806,1402,遠東新,27.0,4.63,114,16.77,0.61,2026Q1
20260806,1409,新纖,22.6,3.98,114,16.74,0.87,2026Q1
20260806,1410,南染,25.45,0.79,114,47.13,1.51,2026Q1
20260806,1414,東和,19.35,1.03,114,66.72,1.33,2026Q1
20260806,1416,廣豐,10.75,5.3,114,12.5,0.44,2026Q1
