日期,證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
20260702,1102,亞泥,36.4,6.32,114,12.21,0.73,2026Q1
20260702,1103,嘉泥,13.4,4.1,114,16.75,0.49,2026Q1
20260702,1104,環泥,26.95,6.86,114,10.53,0.74,2026Q1
20260702,1108,幸福,13.7,7.3,114,6.78,1.02,2026Q1
20260702,1109,信大,14.55,6.19,114,18.42,0.59,2026Q1
20260702,1110,東泥,15.7,1.91,114,49.06,0.94,2026Q1
20260702,1201,味全,12.3,1.71,114,32.37,0.8,2026Q1
20260702,1203,味王,43.1,2.32,114,25.06,1.57,2026Q1
20260702,1210,大成,57.6,5.21,114,13.65,1.92,2026Q1
20260702,1215,卜蜂,110.5,6.33,114,11.91,3.08,2026Q1
20260702,1216,統一,74.9,4.01,114,20.24,2.94,2026Q1
20260702,1217,愛之味,9.99,2.5,114,20.81,0.67,2026Q1
20260702,1218,泰山,17.35,7.61,114,11.27,0.68,2026Q1
20260702,1219,福壽,12.4,4.03,114,26.38,0.91,2026Q1
20260702,1220,台榮,11.7,1.71,114,585.0,0.89,2026Q1
20260702,1225,福懋油,28.65,3.49,114,16.75,1.73,2026Q1
20260702,1227,佳格,29.25,4.58,114,20.03,1.39,2026Q1
20260702,1229,聯華,43.1,4.64,114,16.58,1.39,2026Q1
20260702,1231,聯華食,87.9,2.84,114,19.98,3.47,2026Q1
20260702,1232,大統益,143.0,5.03,114,16.53,3.65,2026Q1
20260702,1233,天仁,28.35,0.71,114,34.57,1.84,2026Q1
20260702,1234,黑松,33.0,5.0,114,19.76,0.72,2026Q1
20260702,1256,鮮活果汁-KY,184.0,3.59,114,13.9,1.58,2026Q1
20260702,1303,南亞,197.0,0.41,114,85.28,4.07,2026Q1
20260702,1307,三芳,35.0,6.29,114,12.77,1.43,2026Q1
20260702,1315,達新,62.4,7.21,114,40.52,0.58,2026Q1
20260702,1319,東陽,75.4,6.63,114,13.54,1.53,2026Q1
20260702,1323,永裕,19.75,4.56,114,35.27,0.7,2026Q1
20260702,1326,台化,61.9,0.97,114,412.67,0.97,2026Q1
20260702,1339,昭輝,44.3,5.64,114,10.47,0.81,2026Q1
20260702,1342,八貫,113.5,5.29,114,19.08,4.23,2026Q1
20260702,1402,遠東新,28.4,4.4,114,17.64,0.65,2026Q1
20260702,1409,新纖,28.2,3.19,114,20.89,1.08,2026Q1
20260702,1410,南染,26.3,0.76,114,48.7,1.56,2026Q1
20260702,1414,東和,19.45,1.03,114,67.07,1.34,2026Q1
20260702,1416,廣豐,11.15,5.11,114,12.97,0.46,2026Q1
20260702,1417,嘉裕,9.25,2.7,114,20.56,0.75,2026Q1
20260702,1419,新紡,64.7,2.78,114,4.92,0.95,2026Q1
20260702,1423,利華,36.85,9.77,114,9.77,0.99,2026Q1
20260702,1432,大魯閣,15.2,13.16,114,2.79,1.03,2026Q1
20260702,1434,福懋,17.5,2.86,114,29.17,0.65,2026Q1
20260702,1436,華友聯,45.25,11.16,114,10.52,1.61,2026Q1
20260702,1437,勤益控,30.3,3.17,114,10.94,0.74,2026Q1
20260702,1438,三地開發,22.7,0.88,114,8.22,0.79,2026Q1
20260702,1439,雋揚,23.85,2.1,114,7.74,0.74,2026Q1
20260702,1442,名軒,28.15,8.53,114,14.36,1.27,2026Q1
20260702,1446,宏和,17.7,8.47,114,10.41,0.86,2026Q1
20260702,1451,年興,17.05,5.87,114,19.16,0.46,2026Q1
20260702,1453,大將,11.2,2.68,114,101.82,0.88,2026Q1
20260702,1457,宜進,14.4,6.94,114,15.82,0.65,2026Q1
20260702,1459,聯發,11.75,1.7,114,7.58,1.05,2026Q1
20260702,1464,得力,10.85,2.3,114,29.32,0.84,2026Q1
20260702,1470,大統新創,21.0,3.1,114,24.14,1.83,2026Q1
20260702,1472,三洋實業,87.6,6.85,114,13.62,1.94,2026Q1
20260702,1474,弘裕,10.35,2.42,114,43.13,0.61,2026Q1
20260702,1475,業旺,27.4,5.47,114,10.75,1.19,2026Q1
20260702,1476,儒鴻,315.0,4.76,114,15.24,3.14,2026Q1
20260702,1477,聚陽,222.0,6.76,114,16.03,4.21,2026Q1
20260702,1503,士電,238.0,2.1,114,35.47,3.27,2026Q1
20260702,1504,東元,69.0,2.9,114,30.67,1.92,2026Q1
20260702,1513,中興電,176.5,3.4,114,21.45,4.05,2026Q1
20260702,1514,亞力,121.5,1.81,114,35.42,5.03,2026Q1
20260702,1515,力山,38.95,1.54,114,39.74,1.82,2026Q1
20260702,1519,華城,770.0,1.56,114,52.92,29.52,2026Q1
20260702,1521,大億,25.6,2.93,114,36.06,1.06,2026Q1
20260702,1522,堤維西,30.15,3.98,114,97.26,1.02,2026Q1
20260702,1524,耿鼎,29.1,4.81,114,19.4,1.67,2026Q1
20260702,1525,江申,65.6,4.27,114,41.0,0.95,2026Q1
20260702,1527,鑽全,33.45,4.48,114,36.76,0.95,2026Q1
20260702,1529,樂事綠能,22.35,4.47,114,19.61,1.89,2026Q1
20260702,1530,亞崴,28.8,3.47,114,25.04,0.84,2026Q1
20260702,1532,勤美,22.95,3.49,114,19.62,0.64,2026Q1
20260702,1535,中宇,49.95,6.01,114,12.84,1.56,2026Q1
20260702,1537,廣隆,125.5,5.74,114,16.51,2.23,2026Q1
20260702,1540,喬福,22.75,4.4,114,24.46,1.29,2026Q1
20260702,1558,伸興,90.8,5.51,114,16.16,1.1,2026Q1
20260702,1560,中砂,769.0,0.65,114,75.84,13.9,2026Q1
20260702,1563,巧新,64.1,3.12,114,145.68,1.69,2026Q1
20260702,1568,倉佑,37.55,2.66,114,28.02,2.1,2026Q1
20260702,1582,信錦,81.9,3.66,114,29.78,1.57,2026Q1
20260702,1583,程泰,49.5,2.02,114,17.74,0.95,2026Q1
20260702,1590,亞德客-KY,1390.0,2.09,114,30.43,5.47,2026Q1
20260702,1597,直得,157.0,0.45,114,131.93,5.72,2026Q1
20260702,1603,華電,32.05,6.24,114,11.91,0.67,2026Q1
20260702,1604,聲寶,23.2,6.47,114,14.06,1.0,2026Q1
20260702,1605,華新,35.55,1.41,114,25.95,0.96,2026Q1
20260702,1608,華榮,33.8,5.92,114,6.13,1.47,2026Q1
20260702,1609,大亞,38.15,1.83,114,15.96,1.71,2026Q1
20260702,1611,中電,13.4,5.97,114,335.0,1.1,2026Q1
20260702,1612,宏泰,34.9,7.16,114,11.63,1.36,2026Q1
20260702,1614,三洋電,31.75,3.06,114,24.05,1.48,2026Q1
20260702,1615,大山,44.5,5.84,114,9.39,1.79,2026Q1
20260702,1616,億泰,22.5,6.04,114,18.29,1.88,2026Q1
20260702,1617,榮星,22.3,2.69,114,25.34,1.65,2026Q1
20260702,1618,合機,40.75,4.17,114,8.96,1.22,2026Q1
20260702,1623,大東電,211.0,3.79,114,17.04,3.48,2026Q1
20260702,1702,南僑,31.5,5.08,114,43.75,0.66,2026Q1
20260702,1707,葡萄王,90.7,6.62,114,11.34,1.34,2026Q1
20260702,1708,東鹼,57.0,2.81,114,16.91,1.92,2026Q1
20260702,1709,和益,23.4,4.27,114,16.83,1.28,2026Q1
20260702,1712,興農,40.25,6.21,114,16.23,2.16,2026Q1
20260702,1713,國化,49.3,6.29,114,11.0,1.84,2026Q1
20260702,1714,和桐,20.7,0.87,114,32.34,1.59,2026Q1
20260702,1717,長興,74.2,1.35,114,50.14,3.02,2026Q1
20260702,1720,生達,63.3,4.74,114,11.72,1.87,2026Q1
20260702,1722,台肥,48.1,4.16,114,46.25,0.86,2026Q1
20260702,1723,中碳,82.6,2.24,114,33.31,2.38,2026Q1
20260702,1725,元禎,33.65,3.18,114,20.77,0.91,2026Q1
20260702,1726,永記,78.1,4.74,114,13.17,1.16,2026Q1
20260702,1727,中華化,92.3,0.16,114,249.46,5.6,2026Q1
20260702,1730,花仙子,53.3,5.63,114,11.51,1.57,2026Q1
20260702,1731,美吾華,20.65,5.91,114,14.75,1.24,2026Q1
20260702,1732,毛寶,26.5,2.26,114,29.44,2.28,2026Q1
20260702,1733,五鼎,29.65,4.38,114,16.29,1.63,2026Q1
20260702,1734,杏輝,32.9,4.86,114,19.13,1.77,2026Q1
20260702,1735,日勝化,22.9,2.84,114,28.27,1.43,2026Q1
20260702,1736,喬山,128.0,3.52,114,15.55,2.76,2026Q1
20260702,1737,臺鹽,31.9,4.39,114,16.03,0.92,2026Q1
20260702,1752,南光,32.0,5.0,114,15.76,1.37,2026Q1
20260702,1760,寶齡富錦,60.9,3.28,114,24.46,2.84,2026Q1
20260702,1773,勝一,173.0,2.31,114,23.86,4.38,2026Q1
20260702,1776,展宇,20.45,2.93,114,41.73,1.43,2026Q1
20260702,1783,和康生,38.85,5.15,114,12.86,2.14,2026Q1
20260702,1786,科妍,53.8,3.55,114,31.65,2.16,2026Q1
20260702,1789,神隆,20.3,1.43,114,145.0,1.56,2026Q1
20260702,1795,美時,192.0,1.4,114,13.1,2.1,2026Q1
20260702,1806,冠軍,8.23,1.82,114,58.79,0.61,2026Q1
20260702,1808,潤隆,29.65,5.06,114,11.06,1.93,2026Q1
20260702,1809,中釉,55.4,0.45,114,291.58,3.13,2026Q1
20260702,1810,和成,21.15,0.95,114,5.6,0.79,2026Q1
20260702,1817,凱撒衛,38.6,5.7,114,9.21,1.19,2026Q1
20260702,1904,正隆,21.95,2.05,114,17.99,0.82,2026Q1
20260702,1907,永豐餘,27.35,3.66,114,19.54,0.58,2026Q1
20260702,2006,東和鋼鐵,69.0,6.23,114,10.41,1.55,2026Q1
20260702,2008,高興昌,30.8,3.25,114,41.07,1.56,2026Q1
20260702,2009,第一銅,38.65,1.03,114,67.81,1.68,2026Q1
20260702,2010,春源,21.2,9.43,114,9.1,1.14,2026Q1
20260702,2013,中鋼構,44.0,5.45,114,13.62,1.51,2026Q1
20260702,2015,豐興,61.7,5.35,114,15.54,1.69,2026Q1
20260702,2020,美亞,21.45,8.39,114,11.06,1.4,2026Q1
20260702,2027,大成鋼,40.65,3.69,114,11.89,1.21,2026Q1
20260702,2028,威致,16.0,1.25,114,45.71,1.09,2026Q1
20260702,2029,盛餘,20.65,2.91,114,33.31,0.66,2026Q1
20260702,2030,彰源,18.45,2.71,114,27.95,1.01,2026Q1
20260702,2031,新光鋼,38.3,6.53,114,8.38,1.17,2026Q1
20260702,2032,新鋼,16.65,3.0,114,19.36,1.24,2026Q1
20260702,2049,上銀,352.0,0.57,114,76.69,3.32,2026Q1
20260702,2059,川湖,7880.0,0.65,114,69.46,23.82,2026Q1
20260702,2062,橋椿,19.1,5.24,114,90.95,0.5,2026Q1
20260702,2069,運錩,18.2,5.49,114,9.89,0.7,2026Q1
20260702,2072,世紀風電,147.0,4.82,114,11.25,1.21,2026Q1
20260702,2101,南港,32.3,2.17,114,10.42,1.73,2026Q1
20260702,2103,台橡,21.4,1.26,114,31.94,0.86,2026Q1
20260702,2105,正新,31.7,5.68,114,19.57,1.21,2026Q1
20260702,2106,建大,17.25,3.77,114,101.47,0.84,2026Q1
20260702,2107,厚生,25.75,5.44,114,17.88,0.59,2026Q1
20260702,2108,南帝,28.4,3.52,114,32.64,0.98,2026Q1
20260702,2109,華豐,14.7,6.8,114,12.25,1.18,2026Q1
20260702,2114,鑫永銓,89.4,5.59,114,15.55,2.12,2026Q1
20260702,2115,六暉-KY,20.7,7.25,114,16.3,0.65,2026Q1
20260702,2201,裕隆,27.8,2.01,114,32.71,0.46,2026Q1
20260702,2204,中華,56.4,6.38,114,10.41,0.85,2026Q1
20260702,2206,三陽工業,62.0,4.84,114,10.93,1.75,2026Q1
20260702,2207,和泰車,464.5,4.31,114,13.61,3.27,2026Q1
20260702,2211,長榮鋼,95.5,6.81,114,11.67,1.46,2026Q1
20260702,2227,裕日車,49.0,1.71,114,52.69,0.8,2026Q1
20260702,2228,劍麟,86.6,5.2,114,20.28,1.33,2026Q1
20260702,2233,宇隆,250.0,1.6,114,39.87,3.77,2026Q1
20260702,2247,汎德永業,238.0,6.09,114,14.99,1.55,2026Q1
20260702,2248,華勝-KY,56.7,5.49,114,9.58,1.51,2026Q1
20260702,2250,IKKA-KY,75.4,3.98,114,22.37,1.28,2026Q1
20260702,2301,光寶科,221.5,2.26,114,32.57,5.7,2026Q1
20260702,2302,麗正,55.4,0.63,114,70.13,5.16,2026Q1
20260702,2303,聯電,165.5,1.58,114,41.58,5.12,2026Q1
20260702,2308,台達電,1970.0,0.59,114,72.64,17.08,2026Q1
20260702,2312,金寶,34.9,1.72,114,33.56,2.34,2026Q1
20260702,2313,華通,228.5,1.23,114,40.3,5.81,2026Q1
20260702,2316,楠梓電,214.0,0.93,114,13.86,2.83,2026Q1
20260702,2317,鴻海,239.0,3.0,114,16.97,1.88,2026Q1
20260702,2323,中環,11.35,1.76,114,5.21,0.66,2026Q1
20260702,2324,仁寶,34.8,3.16,114,26.17,1.16,2026Q1
20260702,2327,國巨*,1055.0,0.57,114,83.07,13.0,2026Q1
20260702,2328,廣宇,52.2,1.72,114,53.27,1.8,2026Q1
20260702,2329,華泰,53.1,1.88,114,24.03,3.06,2026Q1
20260702,2330,台積電,2465.0,0.89,114,33.14,10.85,2026Q1
20260702,2344,華邦電,183.5,0.27,114,54.45,7.08,2026Q1
20260702,2345,智邦,2750.0,0.55,114,52.0,23.53,2026Q1
20260702,2347,聯強,93.0,4.52,114,16.17,1.97,2026Q1
20260702,2348,海悅,71.8,7.66,114,17.3,1.56,2026Q1
20260702,2351,順德,213.0,0.52,114,94.25,5.35,2026Q1
20260702,2352,佳世達,31.9,3.13,114,51.45,1.72,2026Q1
20260702,2353,宏碁,32.0,4.06,114,24.24,1.32,2026Q1
20260702,2354,鴻準,54.9,2.73,114,26.02,0.73,2026Q1
20260702,2355,敬鵬,52.9,1.89,114,31.3,1.19,2026Q1
20260702,2356,英業達,67.2,2.98,114,25.55,3.28,2026Q1
20260702,2357,華碩,667.0,6.3,114,11.92,1.73,2026Q1
20260702,2359,所羅門,146.5,0.68,114,75.52,4.37,2026Q1
20260702,2360,致茂,2210.0,0.88,114,69.69,33.76,2026Q1
20260702,2362,藍天,41.5,4.82,114,18.53,0.54,2026Q1
20260702,2363,矽統,71.1,0.84,114,41.82,1.8,2026Q1
20260702,2364,倫飛,67.7,4.43,114,17.31,4.54,2026Q1
20260702,2365,昆盈,35.2,0.85,114,90.26,2.51,2026Q1
20260702,2368,金像電,1235.0,0.79,114,55.76,18.11,2026Q1
20260702,2373,震旦行,57.6,6.42,114,14.77,1.84,2026Q1
