日期,證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
20260827,1102,亞泥,35.1,6.55,114,9.7,0.68,2026Q2
20260827,1103,嘉泥,13.2,3.94,114,9.85,0.49,2026Q2
20260827,1104,環泥,26.6,6.95,114,9.85,0.74,2026Q2
20260827,1108,幸福,11.75,8.51,114,17.28,0.87,2026Q2
20260827,1109,信大,13.6,6.62,114,19.71,0.56,2026Q2
20260827,1110,東泥,15.95,1.88,114,25.73,0.96,2026Q2
20260827,1201,味全,12.2,1.72,114,20.0,0.78,2026Q2
20260827,1203,味王,46.0,2.17,114,21.9,1.68,2026Q2
20260827,1210,大成,52.4,5.73,114,12.87,1.72,2026Q2
20260827,1215,卜蜂,108.5,6.45,114,12.5,2.93,2026Q2
20260827,1216,統一,77.1,3.89,114,18.62,3.21,2026Q2
20260827,1217,愛之味,10.0,2.5,114,15.15,0.64,2026Q2
20260827,1220,台榮,10.9,1.83,114,155.71,0.84,2026Q2
20260827,1225,福懋油,25.85,3.87,114,123.1,1.67,2026Q2
20260827,1227,佳格,28.85,4.64,114,17.92,1.43,2026Q2
20260827,1229,聯華,42.15,4.74,114,16.93,1.2,2026Q2
20260827,1231,聯華食,81.0,3.09,114,16.4,3.22,2026Q2
20260827,1232,大統益,157.0,4.59,114,17.39,4.55,2026Q2
20260827,1233,天仁,28.45,0.7,114,30.92,1.83,2026Q2
20260827,1234,黑松,33.25,4.96,114,20.27,0.72,2026Q2
20260827,1256,鮮活果汁-KY,183.0,3.61,114,13.82,1.57,2026Q1
20260827,1301,台塑,63.1,0.79,114,38.48,0.7,2026Q2
20260827,1303,南亞,227.5,0.35,114,36.69,3.78,2026Q2
20260827,1307,三芳,30.95,7.11,114,9.24,1.24,2026Q2
20260827,1315,達新,65.1,6.91,114,26.68,0.46,2026Q2
20260827,1319,東陽,81.7,6.12,114,13.26,1.79,2026Q2
20260827,1323,永裕,21.3,4.23,114,16.77,0.73,2026Q2
20260827,1326,台化,63.2,0.95,114,26.78,0.71,2026Q2
20260827,1339,昭輝,43.1,5.8,114,7.42,0.77,2026Q2
20260827,1341,富林-KY,60.3,6.63,114,12.26,2.57,2026Q2
20260827,1342,八貫,104.0,5.77,114,14.71,3.6,2026Q2
20260827,1402,遠東新,28.4,4.4,114,14.72,0.65,2026Q2
20260827,1409,新纖,25.0,3.6,114,11.36,0.84,2026Q2
20260827,1410,南染,24.75,0.81,114,33.9,1.46,2026Q2
20260827,1414,東和,19.25,1.04,114,34.38,1.28,2026Q2
20260827,1416,廣豐,11.8,4.83,114,10.0,0.49,2026Q2
20260827,1417,嘉裕,8.28,3.02,114,16.24,0.67,2026Q2
20260827,1419,新紡,66.4,2.71,114,4.78,0.87,2026Q2
20260827,1423,利華,35.5,10.14,114,10.41,1.04,2026Q2
20260827,1432,大魯閣,15.05,13.29,114,2.95,1.22,2026Q2
20260827,1434,福懋,18.05,2.77,114,19.62,0.62,2026Q2
20260827,1436,華友聯,39.15,12.9,114,13.88,1.37,2026Q2
20260827,1437,勤益控,32.15,2.99,114,7.42,0.76,2026Q2
20260827,1438,三地開發,22.35,0.89,114,8.63,0.79,2026Q2
20260827,1439,雋揚,29.2,1.71,114,9.51,0.89,2026Q2
20260827,1440,南紡,13.85,2.17,114,461.67,0.8,2026Q2
20260827,1442,名軒,30.25,7.93,114,17.69,1.5,2026Q2
20260827,1446,宏和,13.6,11.03,114,14.47,0.7,2026Q2
20260827,1451,年興,17.3,5.78,114,11.46,0.46,2026Q2
20260827,1453,大將,11.7,2.56,114,16.71,0.88,2026Q2
20260827,1455,集盛,9.98,1.6,114,18.83,0.86,2026Q2
20260827,1457,宜進,14.4,6.94,114,10.67,0.64,2026Q2
20260827,1459,聯發,15.55,1.29,114,6.03,1.19,2026Q2
20260827,1464,得力,10.35,2.42,114,12.47,0.81,2026Q2
20260827,1465,偉全,11.95,2.51,114,20.6,0.79,2026Q2
20260827,1470,大統新創,24.35,2.67,114,18.73,2.07,2026Q2
20260827,1472,三洋實業,89.5,6.7,114,13.98,2.16,2026Q2
20260827,1473,台南,20.1,2.49,114,57.43,0.76,2026Q2
20260827,1474,弘裕,10.0,2.5,114,37.04,0.6,2026Q2
20260827,1475,業旺,26.6,5.64,114,6.84,1.15,2026Q2
20260827,1476,儒鴻,314.0,4.78,114,13.01,2.97,2026Q2
20260827,1477,聚陽,198.5,7.56,114,13.55,3.55,2026Q2
20260827,1503,士電,212.5,2.35,114,29.27,2.86,2026Q2
20260827,1504,東元,73.4,2.72,114,26.59,1.79,2026Q2
20260827,1513,中興電,170.5,3.52,114,19.18,4.05,2026Q2
20260827,1514,亞力,105.0,2.1,114,28.77,4.51,2026Q2
20260827,1515,力山,35.4,1.69,114,23.76,1.65,2026Q2
20260827,1519,華城,770.0,1.56,114,50.39,26.42,2026Q2
20260827,1521,大億,26.0,2.88,114,16.35,1.05,2026Q2
20260827,1522,堤維西,28.2,4.26,114,29.38,1.01,2026Q2
20260827,1524,耿鼎,27.5,5.09,114,13.48,1.53,2026Q2
20260827,1525,江申,67.0,4.18,114,45.58,0.99,2026Q2
20260827,1527,鑽全,32.75,4.58,114,15.52,0.94,2026Q2
20260827,1529,樂事綠能,17.25,5.8,114,26.54,1.47,2026Q2
20260827,1530,亞崴,29.3,3.41,114,15.59,0.86,2026Q2
20260827,1531,高林股,13.3,7.52,114,49.26,0.7,2026Q2
20260827,1532,勤美,22.95,3.49,114,18.66,0.63,2026Q2
20260827,1535,中宇,46.0,6.52,114,12.17,1.52,2026Q2
20260827,1537,廣隆,119.5,6.03,114,14.45,2.32,2026Q2
20260827,1540,喬福,19.35,5.17,114,15.86,1.17,2026Q2
20260827,1558,伸興,102.0,4.9,114,12.7,1.27,2026Q2
20260827,1560,中砂,690.0,0.72,114,58.67,11.39,2026Q2
20260827,1568,倉佑,29.05,3.44,114,15.37,1.58,2026Q2
20260827,1582,信錦,75.9,3.95,114,23.64,1.48,2026Q2
20260827,1583,程泰,48.9,2.04,114,11.16,0.94,2026Q2
20260827,1590,亞德客-KY,1480.0,1.97,114,28.43,5.4,2026Q2
20260827,1597,直得,147.5,0.47,114,72.3,5.21,2026Q2
20260827,1603,華電,31.05,6.44,114,11.13,0.61,2026Q2
20260827,1604,聲寶,23.3,6.44,114,13.31,0.94,2026Q2
20260827,1605,華新,38.9,1.29,114,11.79,0.84,2026Q2
20260827,1608,華榮,38.2,5.24,114,3.31,1.43,2026Q2
20260827,1609,大亞,37.75,1.85,114,13.93,1.59,2026Q2
20260827,1611,中電,12.0,6.67,114,26.67,0.96,2026Q2
20260827,1612,宏泰,35.5,7.04,114,9.1,1.2,2026Q2
20260827,1614,三洋電,30.65,3.16,114,24.33,1.4,2026Q2
20260827,1615,大山,45.0,5.78,114,8.7,1.88,2026Q2
20260827,1616,億泰,20.1,6.77,114,45.68,1.85,2026Q2
20260827,1617,榮星,18.15,3.31,114,13.35,1.32,2026Q2
20260827,1618,合機,40.65,4.18,114,8.38,1.15,2026Q2
20260827,1623,大東電,207.0,3.86,114,16.67,3.33,2026Q2
20260827,1702,南僑,32.85,4.87,114,49.77,0.68,2026Q2
20260827,1707,葡萄王,90.6,6.62,114,11.69,1.31,2026Q2
20260827,1708,東鹼,50.7,3.16,114,12.28,1.66,2026Q2
20260827,1709,和益,34.15,2.93,114,16.99,1.81,2026Q2
20260827,1712,興農,39.85,6.27,114,15.04,2.04,2026Q2
20260827,1713,國化,43.7,7.09,114,9.22,1.79,2026Q2
20260827,1714,和桐,16.55,1.09,114,14.03,1.22,2026Q2
20260827,1717,長興,75.8,1.32,114,39.89,2.85,2026Q2
20260827,1720,生達,56.6,5.3,114,9.84,1.63,2026Q2
20260827,1722,台肥,44.6,4.48,114,53.1,0.83,2026Q2
20260827,1723,中碳,86.6,2.14,114,27.85,2.51,2026Q2
20260827,1725,元禎,31.9,3.35,114,13.02,0.67,2026Q2
20260827,1726,永記,77.7,4.76,114,12.12,1.19,2026Q2
20260827,1727,中華化,96.9,0.15,114,140.43,5.74,2026Q2
20260827,1730,花仙子,51.9,5.78,114,10.86,1.62,2026Q2
