資料日期,股票代號,名稱,本益比,每股股利,殖利率,股價淨值比,財報年/季
1140210,1240,茂生農經,11.73,2.7,5.17,1.17,113Q3
1140210,1259,安心,22.63,1.8,2.83,0.85,113Q3
1140210,1264,德麥,15.93,14.0,4.38,3.62,113Q3
1140210,1268,漢來美食,17.95,7.0,4.56,2.94,113Q3
1140210,1294,漢田生技,13.95,4.0,4.47,3.14,113Q3
1140210,1336,台翰,12.8,0.41,1.72,0.97,113Q3
1140210,1565,精華,15.13,7.0,3.71,1.51,113Q3
1140210,1570,力肯,16.44,1.0,3.44,1.52,113Q3
1140210,1580,新麥,12.23,9.0,5.84,2.57,113Q3
1140210,1584,精剛,8.71,1.5,5.28,1.46,113Q3
1140210,1586,和勤,47.42,0.1303314,0.43,1.6,113Q3
1140210,1593,祺驊,28.43,1.6,4.43,1.11,113Q3
1140210,1599,宏佳騰,144.05,0.0,0.0,1.12,113Q3
1140210,1742,台蠟,55.48,0.0,0.0,1.12,113Q3
1140210,1777,生泰,12.89,3.5,3.7,1.71,113Q3
1140210,1784,訊聯,82.38,1.41847555,1.64,3.51,113Q3
1140210,1785,光洋科,26.97,1.20013385,2.01,2.6,113Q3
1140210,1788,杏昌,17.37,7.0,4.84,2.18,113Q3
1140210,2063,世鎧,16.44,4.5,12.73,1.59,113Q3
1140210,2065,世豐,14.14,4.34545793,8.31,1.61,113Q3
1140210,2066,世德,12.45,3.77751226,4.02,1.89,113Q3
1140210,2070,精湛,19.1,1.5,2.2,2.69,113Q3
1140210,2073,雄順,39.57,0.6,2.2,1.71,113Q3
1140210,2221,大甲,17.21,1.3,4.44,1.25,113Q3
1140210,2230,泰茂,18.76,0.93861079,0.83,5.11,113Q3
1140210,2235,謚源,21.67,2.5,5.27,1.33,113Q3
1140210,2596,綠意,157.88,1.0,2.44,2.14,113Q3
1140210,2640,大車隊,15.63,6.0,4.62,4.0,113Q3
1140210,2641,正德,9.34,0.48155935,2.63,0.8,113Q3
1140210,2643,捷迅,10.91,5.0,6.7,1.39,113Q3
1140210,2718,全心投控,2.07,3.0,4.14,1.23,113Q3
1140210,2719,燦星旅,13.93,0.0,0.0,4.17,113Q3
1140210,2724,藝舍-KY,13.79,0.0,0.0,4.85,113Q3
1140210,2726,雅茗-KY,11.46,0.0,0.0,1.89,113Q3
1140210,2729,瓦城,23.73,11.0,5.35,3.21,113Q3
1140210,2732,六角,18.94,6.49655101,6.73,2.27,113Q3
1140210,2734,易飛網,17.42,0.0,0.0,2.87,113Q3
1140210,2743,山富,11.13,3.0,3.02,3.53,113Q3
1140210,2745,五福,10.0,3.5,3.23,4.41,113Q3
1140210,2751,王座,17.66,5.0,7.11,3.18,113Q3
1140210,2752,豆府,17.37,13.3,5.44,5.25,113Q3
1140210,2754,亞洲藏壽司,40.93,1.5,1.7,2.47,113Q3
1140210,2755,揚秦,22.83,3.6,2.91,4.81,113Q3
1140210,2756,聯發國際,32.21,4.5,6.05,3.41,113Q3
1140210,2916,滿心,14.74,4.0,7.14,2.41,113Q3
1140210,2926,誠品生活,120.71,0.0,0.0,4.22,113Q3
1140210,2937,集雅社,12.76,2.0,4.98,1.69,113Q3
1140210,2941,米斯特,22.06,3.18161143,4.64,2.92,113Q3
1140210,2947,振宇五金,27.44,1.3,1.44,2.31,113Q3
1140210,2948,寶陞,23.76,3.31428571,6.64,1.48,113Q3
1140210,2949,欣新網,21.44,2.5,3.05,2.05,113Q3
1140210,3064,泰偉,231.0,0.0,0.0,8.38,113Q3
1140210,3066,李洲,22.86,0.0,0.0,1.86,113Q3
1140210,3071,協禧,38.67,1.03,4.16,1.82,113Q3
1140210,3073,天方能源,89.82,0.0,0.0,3.58,113Q3
1140210,3078,僑威,17.15,4.8,5.59,2.98,113Q3
1140210,3083,網龍,51.81,0.0,0.0,2.75,113Q3
1140210,3086,華義,143.58,1.50000004,0.96,12.01,113Q3
1140210,3088,艾訊,21.58,4.29279723,2.93,3.42,113Q3
1140210,3093,港建*,27.06,1.8,1.71,3.88,113Q3
1140210,3095,及成,26.71,0.0,0.0,4.68,113Q3
1140210,3105,穩懋,28.73,0.0,0.0,1.17,113Q3
1140210,3114,好德,29.82,1.2,4.79,1.06,113Q3
1140210,3118,進階,15.94,1.7,5.28,1.94,113Q3
1140210,3128,昇銳,30.26,0.8,2.75,1.9,113Q3
1140210,3131,弘塑,46.86,16.0,1.27,8.4,113Q3
1140210,3147,大綜,24.6,5.0,2.92,5.17,113Q3
1140210,3152,璟德,28.46,3.68,2.21,3.14,113Q3
1140210,3163,波若威,35.41,3.6,2.26,4.79,113Q3
1140210,3169,亞信,30.91,3.5,3.23,4.01,113Q3
1140210,3171,炎洲流通,11.86,2.0,5.41,1.77,113Q3
1140210,3178,公準,48.74,2.25,3.63,2.31,113Q3
1140210,3188,鑫龍騰,7.53,1.6,5.48,1.98,113Q3
1140210,3206,志豐,11.53,2.5,5.57,1.71,113Q3
1140210,3207,耀勝,937.5,0.89865405,0.8,4.83,113Q3
1140210,3211,順達,10.04,5.52904,3.0,2.7,113Q3
1140210,3213,茂訊,10.44,5.4,5.4,2.09,113Q3
1140210,3217,優群,14.79,6.4,4.21,3.04,113Q3
1140210,3218,大學光,17.16,7.0,3.2,5.47,113Q3
1140210,3219,倚強科,165.36,0.36466706,0.79,2.5,113Q3
1140210,3221,台嘉碩,48.13,0.7002741,3.03,1.12,113Q3
1140210,3226,至寶電,9.58,0.5,1.04,1.71,113Q3
1140210,3227,原相,25.15,4.51535132,1.75,3.48,113Q3
1140210,3230,錦明,16.33,0.0,0.0,4.03,113Q3
1140210,3232,昱捷,177.0,0.5,1.88,1.77,113Q3
1140210,3260,威剛,7.3,3.0,3.91,1.41,113Q3
1140210,3264,欣銓,16.96,3.3,4.22,2.07,113Q3
1140210,3265,台星科,19.3,4.8,4.32,2.5,113Q3
1140210,3276,宇環,130.0,0.2,1.28,1.36,113Q3
1140210,3284,太普高,12.89,0.6,1.7,2.58,113Q3
1140210,3285,微端,31.93,1.0,3.77,1.91,113Q3
1140210,3287,廣寰科,15.24,0.843929,2.65,2.38,113Q3
1140210,3289,宜特,23.0,3.72716138,2.76,2.92,113Q3
1140210,3290,東浦,20.95,0.99525139,2.9,1.88,113Q3
1140210,3293,鈊象,31.5,45.0,4.99,18.54,113Q3
1140210,3294,英濟,87.61,0.0,0.0,2.31,113Q3
1140210,3303,岱稜,13.69,1.75,3.44,2.26,113Q3
1140210,3306,鼎天,17.43,1.3,2.64,0.78,113Q3
1140210,3310,佳穎,29.87,4.29970743,4.75,3.46,113Q3
1140210,3313,斐成,11.18,0.0,0.0,1.56,113Q3
1140210,3317,尼克森,20.58,1.80013374,3.87,1.26,113Q3
1140210,3324,雙鴻,32.52,6.34797488,1.08,6.24,113Q3
1140210,3332,幸康,19.55,1.6,3.86,1.16,113Q3
1140210,3339,泰谷,150.23,0.0,0.0,2.36,113Q3
1140210,3357,臺慶科,19.69,4.5,3.73,1.72,113Q3
1140210,3362,先進光,82.82,1.0,0.47,7.92,113Q3
1140210,3374,精材,29.59,2.5,1.37,5.43,113Q4
1140210,3379,彬台,49.09,0.2,0.37,3.47,113Q3
1140210,3388,崇越電,17.3,3.1,4.53,1.13,113Q3
1140210,3390,旭軟,30.22,0.7,2.49,1.57,113Q3
1140210,3402,漢科,15.9,4.5,4.35,3.9,113Q3
1140210,3426,台興,16.55,2.0,3.9,1.86,113Q3
1140210,3430,奇鈦科,15.5,2.0,3.21,1.94,113Q3
1140210,3434,哲固,25.7,0.5,1.69,2.47,113Q3
1140210,3438,類比科,46.82,0.5,0.81,1.57,113Q3
1140210,3441,聯一光,57.31,0.5,1.3,1.99,113Q3
1140210,3444,利機,45.85,2.5,3.32,3.23,113Q3
1140210,3455,由田,23.54,5.0,4.42,2.73,113Q3
1140210,3479,安勤,16.48,5.98868238,5.73,2.38,113Q3
1140210,3483,力致,23.26,5.04975935,3.42,2.69,113Q3
1140210,3484,崧騰,14.54,1.1998946,2.18,1.43,113Q3
1140210,3490,單井,11.76,1.2,3.95,1.25,113Q3
1140210,3491,昇達科,59.96,3.35101141,0.83,9.89,113Q3
1140210,3492,長盛,24.3,0.33,1.19,1.6,113Q3
1140210,3512,皇龍,10.35,3.20569069,9.77,1.54,113Q3
1140210,3516,亞帝歐,95.0,0.2,0.88,0.89,113Q3
1140210,3520,華盈,229.38,0.1,0.54,1.57,113Q3
1140210,3526,凡甲,18.65,11.39277243,4.07,5.41,113Q3
1140210,3527,聚積,1305.0,2.0,2.55,1.44,113Q3
1140210,3529,力旺,142.98,17.49899,0.53,80.94,113Q3
1140210,3531,先益,40.48,1.7,6.67,0.85,113Q3
1140210,3537,堡達,18.07,2.5,4.94,2.35,113Q3
