日期,證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
20241219,1101,台泥,32.2,3.11,112,27.06,1.01,2024Q3
20241219,1102,亞泥,41.55,5.05,112,14.13,0.83,2024Q3
20241219,1103,嘉泥,17.05,2.93,112,24.36,0.52,2024Q3
20241219,1104,環泥,27.8,7.19,112,12.19,0.82,2024Q3
20241219,1108,幸福,14.4,6.94,112,13.85,1.16,2024Q3
20241219,1109,信大,17.95,6.69,112,10.32,0.75,2024Q3
20241219,1110,東泥,20.0,1.0,112,40.82,1.22,2024Q3
20241219,1201,味全,17.85,1.51,112,21.77,1.18,2024Q3
20241219,1203,味王,40.55,2.71,112,20.07,1.61,2024Q3
20241219,1210,大成,51.1,4.34,112,12.62,1.75,2024Q3
20241219,1215,卜蜂,95.5,5.76,112,15.16,2.75,2024Q3
20241219,1216,統一,82.7,3.63,112,24.61,3.62,2024Q3
20241219,1217,愛之味,11.65,1.97,112,17.39,0.76,2024Q3
20241219,1219,福壽,15.85,5.05,112,26.86,1.2,2024Q3
20241219,1220,台榮,18.15,2.2,112,12.69,1.31,2024Q3
20241219,1225,福懋油,55.9,2.5,112,31.4,3.7,2024Q3
20241219,1227,佳格,37.1,3.37,112,21.82,1.9,2024Q3
20241219,1229,聯華,52.8,3.98,112,22.66,1.88,2024Q3
20241219,1231,聯華食,127.5,2.04,112,28.59,5.66,2024Q3
20241219,1232,大統益,145.0,4.55,112,17.95,4.37,2024Q3
20241219,1233,天仁,29.9,3.01,112,33.6,1.92,2024Q3
20241219,1234,黑松,41.05,4.63,112,17.1,0.88,2024Q3
20241219,1235,興泰,102.5,0.98,112,22.09,1.31,2024Q3
20241219,1256,鮮活果汁-KY,135.0,4.89,112,17.2,1.32,2024Q3
20241219,1303,南亞,32.9,2.13,112,82.25,0.73,2024Q3
20241219,1307,三芳,38.25,3.92,112,12.71,1.57,2024Q3
20241219,1315,達新,70.1,7.13,112,70.1,0.68,2024Q3
20241219,1319,東陽,111.0,3.6,112,16.87,2.51,2024Q3
20241219,1321,大洋,32.85,1.22,112,45.63,1.17,2024Q3
20241219,1323,永裕,24.55,4.07,112,8.96,0.85,2024Q3
20241219,1324,地球,12.6,1.59,112,180.0,0.98,2024Q3
20241219,1326,台化,30.15,4.15,112,111.67,0.58,2024Q3
20241219,1339,昭輝,53.8,5.58,112,9.94,0.99,2024Q3
