日期,證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
20250304,1101,台泥,34.6,2.89,112,29.08,1.08,2024Q3
20250304,1102,亞泥,43.7,4.81,112,14.86,0.87,2024Q3
20250304,1103,嘉泥,16.45,3.04,112,34.27,0.52,2024Q4
20250304,1104,環泥,30.4,6.58,112,13.33,0.9,2024Q3
20250304,1108,幸福,15.0,6.67,112,14.42,1.2,2024Q3
20250304,1109,信大,18.05,6.65,112,10.37,0.75,2024Q3
20250304,1110,東泥,20.35,0.98,112,41.53,1.24,2024Q3
20250304,1201,味全,18.1,1.49,112,22.07,1.2,2024Q3
20250304,1203,味王,37.35,2.95,112,18.49,1.48,2024Q3
20250304,1210,大成,55.7,3.99,112,13.75,1.91,2024Q3
20250304,1215,卜蜂,103.0,5.34,112,15.73,2.84,2024Q4
20250304,1216,統一,81.5,3.68,112,24.26,3.57,2024Q3
20250304,1217,愛之味,12.1,1.9,112,18.06,0.79,2024Q3
20250304,1219,福壽,14.85,5.39,112,25.17,1.13,2024Q3
20250304,1220,台榮,17.05,2.35,112,11.92,1.23,2024Q3
20250304,1225,福懋油,45.1,3.1,112,25.34,2.98,2024Q3
20250304,1227,佳格,35.5,3.52,112,20.88,1.81,2024Q3
20250304,1229,聯華,51.7,4.06,112,22.19,1.84,2024Q3
20250304,1231,聯華食,131.5,1.98,112,29.48,5.83,2024Q3
20250304,1232,大統益,153.0,4.58,113,18.57,4.31,2024Q4
20250304,1233,天仁,30.2,2.98,112,33.93,1.94,2024Q3
20250304,1234,黑松,41.2,4.61,112,17.17,0.89,2024Q3
20250304,1235,興泰,92.3,1.08,112,19.89,1.18,2024Q3
20250304,1256,鮮活果汁-KY,159.5,4.14,112,20.32,1.56,2024Q3
20250304,1303,南亞,31.95,2.19,112,79.88,0.71,2024Q3
20250304,1307,三芳,50.7,2.96,112,16.84,2.08,2024Q3
20250304,1315,達新,69.8,7.16,112,69.8,0.68,2024Q3
20250304,1319,東陽,120.0,3.33,112,18.24,2.71,2024Q3
20250304,1321,大洋,35.6,1.12,112,49.44,1.27,2024Q3
20250304,1323,永裕,25.1,3.98,112,9.16,0.87,2024Q3
20250304,1324,地球,12.85,1.56,112,183.57,1.0,2024Q3
20250304,1326,台化,28.1,4.45,112,104.07,0.54,2024Q3
20250304,1339,昭輝,57.7,5.2,113,10.67,1.06,2024Q3
20250304,1341,富林-KY,71.4,6.16,112,15.32,2.8,2024Q3
20250304,1342,八貫,110.0,4.36,113,17.63,3.6,2024Q4
20250304,1402,遠東新,32.2,4.19,112,18.09,0.75,2024Q3
20250304,1409,新纖,15.25,3.61,112,17.13,0.64,2024Q3
20250304,1410,南染,35.5,0.85,112,104.41,2.07,2024Q3
20250304,1414,東和,22.55,1.11,112,75.17,1.57,2024Q3
20250304,1416,廣豐,12.7,3.94,112,23.96,0.59,2024Q3
20250304,1419,新紡,42.85,2.8,112,19.93,0.87,2024Q3
20250304,1423,利華,37.4,1.6,112,76.33,1.14,2024Q3
20250304,1434,福懋,18.85,2.65,112,25.82,0.72,2024Q3
20250304,1436,華友聯,142.5,9.29,113,7.85,2.98,2024Q4
20250304,1437,勤益控,34.75,3.25,112,10.44,0.87,2024Q3
20250304,1439,雋揚,32.95,0.91,112,19.61,1.12,2024Q3
20250304,1440,南紡,14.95,2.34,112,9.9,0.85,2024Q3
20250304,1442,名軒,84.5,4.14,112,8.56,3.84,2024Q3
20250304,1445,大宇,17.2,14.53,112,2.36,0.95,2024Q3
20250304,1446,宏和,44.5,1.57,112,4.43,2.29,2024Q3
20250304,1449,佳和,18.6,0.16,112,25.48,0.97,2024Q3
20250304,1451,年興,20.1,2.49,112,67.0,0.58,2024Q3
20250304,1452,宏益,15.1,3.31,113,23.59,0.72,2024Q4
20250304,1453,大將,16.55,1.81,112,26.27,1.26,2024Q3
20250304,1454,台富,15.65,1.6,113,71.14,1.2,2024Q3
20250304,1457,宜進,20.4,7.35,112,6.36,0.88,2024Q3
20250304,1463,強盛新,29.6,1.69,112,65.78,2.16,2024Q3
20250304,1464,得力,19.0,1.32,112,27.94,1.45,2024Q3
20250304,1465,偉全,14.4,3.47,112,75.79,0.91,2024Q3
20250304,1470,大統新創,22.85,2.54,112,29.68,1.95,2024Q3
20250304,1472,三洋實業,75.9,2.64,112,29.76,2.04,2024Q3
20250304,1473,台南,37.9,3.17,112,13.16,1.39,2024Q3
20250304,1475,業旺,58.6,3.41,112,9.88,2.62,2024Q3
20250304,1476,儒鴻,522.0,2.59,112,21.57,4.95,2024Q4
20250304,1477,聚陽,384.0,4.27,112,23.32,7.04,2024Q3
20250304,1503,士電,182.0,1.65,112,32.91,2.48,2024Q3
20250304,1504,東元,54.3,4.05,112,20.19,1.45,2024Q3
20250304,1513,中興電,148.0,2.43,112,20.53,3.96,2024Q3
20250304,1514,亞力,108.0,1.65,112,33.13,5.21,2024Q3
20250304,1515,力山,36.6,2.73,113,20.8,1.68,2024Q4
20250304,1516,川飛,17.3,1.79,112,75.22,1.45,2024Q3
20250304,1519,華城,610.0,1.15,112,45.66,24.31,2024Q3
20250304,1521,大億,29.45,2.38,112,173.24,1.23,2024Q3
20250304,1522,堤維西,64.5,3.1,112,11.88,2.16,2024Q3
20250304,1524,耿鼎,37.2,3.49,112,12.87,2.15,2024Q3
20250304,1525,江申,59.0,5.59,112,15.99,0.88,2024Q3
20250304,1527,鑽全,44.15,4.53,112,13.88,1.26,2024Q3
20250304,1529,樂事綠能,24.8,2.42,112,57.67,2.22,2024Q3
20250304,1530,亞崴,33.05,4.54,113,23.61,0.97,2024Q3
20250304,1531,高林股,14.3,1.4,112,143.0,0.71,2024Q3
20250304,1532,勤美,32.4,4.41,112,7.71,0.86,2024Q3
20250304,1535,中宇,61.4,4.89,113,15.12,2.03,2024Q4
20250304,1537,廣隆,156.5,4.47,112,14.37,2.91,2024Q3
20250304,1539,巨庭,24.35,2.46,112,22.14,0.99,2024Q3
20250304,1540,喬福,39.25,2.8,112,21.33,2.27,2024Q3
20250304,1541,錩泰,28.35,1.76,112,19.96,1.14,2024Q3
20250304,1558,伸興,111.5,3.41,112,18.31,1.35,2024Q3
20250304,1560,中砂,262.0,1.53,113,36.95,5.36,2024Q4
20250304,1563,巧新,66.7,2.7,112,20.84,1.61,2024Q4
20250304,1568,倉佑,28.7,4.18,113,18.05,1.58,2024Q4
20250304,1582,信錦,104.5,3.86,112,15.41,2.03,2024Q3
20250304,1583,程泰,64.8,6.17,112,12.37,1.26,2024Q3
20250304,1590,亞德客-KY,925.0,1.91,112,24.59,3.97,2024Q3
