"stoc","date","max","min","ope","clo","vol"
1101,2025-01-08,31.6,31.35,31.5,31.45,6435
1102,2025-01-08,40.7,39.85,40.7,39.85,6658
1103,2025-01-08,16.75,16.6,16.7,16.6,192
1104,2025-01-08,28.4,28,28.1,28.4,322
1108,2025-01-08,14.35,14.2,14.3,14.25,374
1109,2025-01-08,17.45,17.3,17.4,17.35,90
1110,2025-01-08,20.1,19.7,19.85,20,123
1201,2025-01-08,17.85,17.7,17.75,17.8,178
1203,2025-01-08,38.85,38.65,38.85,38.8,23
1210,2025-01-08,51.6,50.8,51.2,51.6,986
1213,2025-01-08,15,14.85,14.85,14.95,26
1215,2025-01-08,93.1,92,93.1,92.7,320
1216,2025-01-08,79.7,78.3,79.5,78.7,15609
1217,2025-01-08,11.75,11.65,11.7,11.75,224
1218,2025-01-08,19.45,19.2,19.45,19.25,513
1219,2025-01-08,14.6,14.2,14.6,14.3,721
1220,2025-01-08,17.1,16.55,16.65,17.05,927
1225,2025-01-08,42.5,41,41.55,41.7,697
1227,2025-01-08,35.8,35.15,35.8,35.4,1088
1229,2025-01-08,50.7,50.3,50.7,50.5,1162
1231,2025-01-08,143.5,139.5,139.5,142.5,286
1232,2025-01-08,145.5,145,145,145,36
1233,2025-01-08,29.9,29.8,29.85,29.9,10
1234,2025-01-08,41.05,41,41.05,41,52
1235,2025-01-08,69.2,67.1,67.1,69,19
1236,2025-01-08,22.85,22.7,22.85,22.8,6
1240,2025-01-08,52.1,52,52.1,52,6
1256,2025-01-08,134,130.5,131,133,23
1259,2025-01-08,63.9,63.5,63.5,63.9,12
1264,2025-01-08,311.5,311.5,311.5,311.5,3
1268,2025-01-08,149.5,148,149,149,43
1301,2025-01-08,34.5,33,34.5,33.25,29879
1303,2025-01-08,30.1,28.95,30.05,29.3,13518
1304,2025-01-08,11.25,10.65,11.25,10.75,3290
1305,2025-01-08,11.85,11.65,11.85,11.75,501
1307,2025-01-08,40.5,38.1,38.45,40.15,2600
1308,2025-01-08,13.9,13.6,13.8,13.9,902
1309,2025-01-08,13.35,13.1,13.3,13.2,782
1310,2025-01-08,9.41,9.1,9.41,9.23,690
1312,2025-01-08,10.3,10.15,10.25,10.25,2035
1313,2025-01-08,8.8,8.6,8.73,8.67,1881
1314,2025-01-08,7.08,6.94,7.07,7,17267
1315,2025-01-08,69,69,69,69,2
1316,2025-01-08,14.95,14.6,14.8,14.7,3333
1319,2025-01-08,113,106.5,112.5,108.5,5017
1321,2025-01-08,33,32.7,32.75,33,140
1323,2025-01-08,24.6,24.25,24.25,24.45,15
1324,2025-01-08,12.65,12.5,12.6,12.55,35
1325,2025-01-08,34.95,33.4,34,34.95,10252
1326,2025-01-08,26.95,26.05,26.95,26.1,15967
1336,2025-01-08,24.6,23.8,23.8,24.5,304
1337,2025-01-08,6.21,6.14,6.18,6.17,204
1338,2025-01-08,27.5,27.3,27.3,27.35,64
1339,2025-01-08,54.8,53.8,54.2,54.8,58
1340,2025-01-08,9,8.87,9,8.89,55
1341,2025-01-08,68,67.8,67.8,68,4
1342,2025-01-08,108.5,101.5,102.5,106.5,772
1402,2025-01-08,30.95,30.25,30.7,30.6,8354
1409,2025-01-08,14.6,14.4,14.5,14.5,919
1410,2025-01-08,35.6,35.6,35.6,35.6,7
1413,2025-01-08,10.9,10.8,10.8,10.9,111
1414,2025-01-08,24.65,24.2,24.35,24.6,627
1416,2025-01-08,12.45,12,12.4,12.3,490
1417,2025-01-08,9.48,9.35,9.47,9.48,190
1418,2025-01-08,28.8,28.05,28.7,28.05,5
1419,2025-01-08,43.05,42.65,43.05,42.95,9
1423,2025-01-08,37.2,36.75,36.75,36.9,31
1432,2025-01-08,20.75,20.4,20.4,20.75,171
1434,2025-01-08,18.35,17.9,18.35,18.05,1324
1435,2025-01-08,34.45,34,34.45,34,11
1436,2025-01-08,123.5,121.5,122,122.5,89
1437,2025-01-08,33.7,33.6,33.7,33.7,33
1438,2025-01-08,57,55.4,56.2,56.3,401
1439,2025-01-08,32.3,32.2,32.3,32.2,5
1440,2025-01-08,13.9,13.75,13.9,13.9,674
1441,2025-01-08,13.8,13.6,13.8,13.8,13
1442,2025-01-08,72.7,71.5,71.5,72.7,661
1443,2025-01-08,30.7,30.65,30.65,30.65,43
1444,2025-01-08,8.46,8.35,8.45,8.42,915
1445,2025-01-08,17.3,16.8,16.95,17.3,100
1446,2025-01-08,39.3,38.6,38.7,39.3,266
1447,2025-01-08,6.98,6.9,6.91,6.96,722
1449,2025-01-08,22.45,22.1,22.15,22.2,976
1451,2025-01-08,20.05,19.75,20.05,19.75,101
1452,2025-01-08,15.4,15.1,15.15,15.1,162
1453,2025-01-08,14.6,14.45,14.6,14.6,41
1454,2025-01-08,14.85,14.75,14.75,14.85,20
1455,2025-01-08,9.77,9.52,9.63,9.77,352
1456,2025-01-08,14.95,14.75,14.95,14.9,63
1457,2025-01-08,19.95,19.4,19.5,19.7,144
1459,2025-01-08,9.6,9.57,9.6,9.58,33
1460,2025-01-08,7.15,7.05,7.06,7.11,439
1463,2025-01-08,25.65,25.35,25.5,25.45,97
1464,2025-01-08,16.75,16.5,16.65,16.7,784
1465,2025-01-08,14.45,14.25,14.3,14.25,75
1466,2025-01-08,12.2,11.95,11.95,12.05,220
1467,2025-01-08,10.4,10.25,10.4,10.35,80
1468,2025-01-08,13.35,12.8,13.3,13.1,33
1470,2025-01-08,21.9,21.45,21.45,21.9,7
1471,2025-01-08,13.55,13.3,13.5,13.55,277
1472,2025-01-08,67.2,65.8,67.2,65.8,4
1473,2025-01-08,34,33.45,33.85,34,135
1474,2025-01-08,12.6,12.55,12.6,12.55,27
1475,2025-01-08,57.8,57.4,57.8,57.7,38
1476,2025-01-08,527,515,517,521,578
1477,2025-01-08,343,327.5,327.5,342,1924
1503,2025-01-08,194,189.5,192,190,665
1504,2025-01-08,53.6,53,53.3,53.6,2254
1506,2025-01-08,12.6,12.4,12.5,12.4,37
1512,2025-01-08,7.15,7.08,7.1,7.15,31
1513,2025-01-08,163,159.5,160,159.5,5333
1514,2025-01-08,102.5,99.9,101.5,100,1422
1515,2025-01-08,31.2,30.4,30.5,31.2,212
1516,2025-01-08,18,17.75,17.75,17.9,30
1517,2025-01-08,13.45,13.25,13.4,13.45,153
1519,2025-01-08,551,533,547,535,3377
1521,2025-01-08,29.1,28.85,29.1,28.9,38
1522,2025-01-08,63.9,62,62.5,63.5,4347
1524,2025-01-08,40.35,38.7,38.8,40.35,20781
1525,2025-01-08,60.7,59.6,60.7,59.7,64
1526,2025-01-08,23.95,23.65,23.9,23.65,7
1527,2025-01-08,41.35,40.8,41.35,41.2,283
1528,2025-01-08,14.45,14,14.2,14.35,1665
1529,2025-01-08,24.5,24.05,24.45,24.35,119
1530,2025-01-08,30.45,30.1,30.25,30.25,50
1531,2025-01-08,13.85,13.4,13.7,13.65,313
1532,2025-01-08,30.75,30.35,30.6,30.5,1313
1533,2025-01-08,43.95,41.2,42.95,41.75,816
1535,2025-01-08,60.9,60,60.9,60.6,55
1536,2025-01-08,66.2,64.7,65.4,64.8,4039
1537,2025-01-08,156.5,154.5,155,156,133
1538,2025-01-08,27.9,26.75,26.75,27.65,3
1539,2025-01-08,22.3,21.9,22,22.3,104
1540,2025-01-08,35.95,34.4,35.7,34.55,1202
1541,2025-01-08,27,26.75,26.95,26.9,18
1558,2025-01-08,113,111,113,112,117
1560,2025-01-08,306.5,300.5,304,302.5,1722
1565,2025-01-08,204.5,198,198,200,433
1568,2025-01-08,27.5,27.3,27.35,27.4,94
1569,2025-01-08,55.9,50.9,50.9,53.5,8548
1570,2025-01-08,28.6,28.25,28.6,28.3,77
1580,2025-01-08,147.5,145,147.5,147,44
1582,2025-01-08,90.9,89.6,90,90.6,338
1583,2025-01-08,63.7,62.8,63.7,63,29
1584,2025-01-08,27.15,26.55,27.1,26.95,1387
1586,2025-01-08,27.1,26.8,27.1,27.1,65
1587,2025-01-08,35.15,34.45,34.65,34.95,354
1589,2025-01-08,35.55,35.1,35.3,35.45,98
1590,2025-01-08,884,865,872,875,566
1591,2025-01-08,55.4,52.9,55.4,53,464
1593,2025-01-08,36.45,35.8,35.9,36.1,17
1595,2025-01-08,49,47.45,49,47.55,578
1597,2025-01-08,115.5,111.5,114.5,113,5544
1598,2025-01-08,30.8,28.45,28.45,29.8,1712
1599,2025-01-08,30.3,30.1,30.3,30.15,10
1603,2025-01-08,35.3,34.8,35.1,35.15,213
1604,2025-01-08,28.1,27.9,27.95,28.1,129
1605,2025-01-08,23.1,22.2,23.1,22.6,27170
1608,2025-01-08,25.65,25.15,25.6,25.4,997
1609,2025-01-08,43.45,42.5,43.2,43.2,2702
1611,2025-01-08,15.35,15.15,15.2,15.25,350
1612,2025-01-08,33.45,31.35,33.45,32.05,3443
1614,2025-01-08,39,38.5,38.6,39,112
1615,2025-01-08,56,55.6,56,55.6,27
1616,2025-01-08,19.6,19.1,19.4,19.3,303
1617,2025-01-08,17,16.7,17,16.85,216
1618,2025-01-08,48.4,46.55,47.5,48,2965
1626,2025-01-08,13.8,13.6,13.65,13.8,15
1702,2025-01-08,49.1,48.4,48.6,49,785
1707,2025-01-08,148.5,146.5,147.5,148,232
1708,2025-01-08,37,36.25,36.7,36.9,660
1709,2025-01-08,20.5,20.3,20.35,20.45,163
1710,2025-01-08,14.15,13.75,14,13.9,912
1711,2025-01-08,20.9,20.6,20.65,20.75,1317
1712,2025-01-08,43.95,43.65,43.75,43.75,162
1713,2025-01-08,44.6,44.3,44.5,44.55,27
1714,2025-01-08,7.99,7.9,7.99,7.92,922
1717,2025-01-08,27.95,27.65,27.75,27.85,844
1718,2025-01-08,7.25,7.17,7.21,7.22,1425
1720,2025-01-08,61.9,61.3,61.3,61.5,117
