"stoc","date","max","min","ope","clo","vol"
1101,2025-01-14,30.9,30.6,30.6,30.6,7165
1102,2025-01-14,40.15,39.7,39.75,39.85,3582
1103,2025-01-14,16.4,16.1,16.1,16.4,111
1104,2025-01-14,27.65,27.1,27.1,27.55,180
1108,2025-01-14,14.25,14.05,14.1,14.25,183
1109,2025-01-14,17.2,17,17.1,17.05,100
1110,2025-01-14,19.5,19,19.2,19.35,86
1201,2025-01-14,17.5,17.35,17.4,17.5,285
1203,2025-01-14,37.5,37.05,37.5,37.05,4
1210,2025-01-14,52,51.2,51.9,52,1217
1213,2025-01-14,15,14.9,14.9,14.95,19
1215,2025-01-14,92.6,91.7,92,92,186
1216,2025-01-14,79.3,78.5,78.7,79,4760
1217,2025-01-14,11.55,11.4,11.4,11.55,505
1218,2025-01-14,19.1,18.85,18.85,19,579
1219,2025-01-14,14.05,13.8,13.8,14.05,268
1220,2025-01-14,16.4,16.05,16.05,16.2,383
1225,2025-01-14,49.25,44.8,45.35,48.4,2449
1227,2025-01-14,34.55,34.2,34.3,34.3,416
1229,2025-01-14,48.05,47.15,47.2,47.2,2221
1231,2025-01-14,138.5,137,138,138,114
1232,2025-01-14,144,143.5,144,143.5,13
1233,2025-01-14,29.85,29.7,29.8,29.85,14
1234,2025-01-14,40.7,40.5,40.5,40.6,44
1235,2025-01-14,71.5,70.5,71.4,71.5,21
1236,2025-01-14,22.55,22.5,22.55,22.55,9
1240,2025-01-14,51.5,51.3,51.3,51.5,3
1256,2025-01-14,132,125.5,125.5,127,26
1259,2025-01-14,63.3,63,63,63.3,2
1264,2025-01-14,317,316,316,317,16
1268,2025-01-14,148.5,147.5,148.5,147.5,13
1301,2025-01-14,35.25,32.4,32.4,34.95,58201
1303,2025-01-14,30.7,28.85,28.85,30.45,25011
1304,2025-01-14,10.55,10.05,10.05,10.2,7949
1305,2025-01-14,11.8,11.1,11.1,11.55,2045
1307,2025-01-14,39.9,37.85,38.2,39.05,1322
1308,2025-01-14,13.95,13.3,13.3,13.65,1464
1309,2025-01-14,13.25,12.8,12.95,13,1605
1310,2025-01-14,9.68,9.2,9.2,9.39,1704
1312,2025-01-14,11.1,10.3,10.4,10.7,8505
1313,2025-01-14,8.72,8.34,8.34,8.69,2541
1314,2025-01-14,7.14,6.94,6.95,7.11,11790
1315,2025-01-14,66.8,66.8,66.8,66.8,1
1316,2025-01-14,13.65,13.1,13.3,13.65,2978
1319,2025-01-14,117.5,113,113,113.5,9959
1321,2025-01-14,33.15,32.65,32.95,33,145
1323,2025-01-14,24.35,24.1,24.25,24.3,8
1324,2025-01-14,12.4,12,12,12.15,41
1325,2025-01-14,38.5,34.7,38.4,34.7,9451
1326,2025-01-14,27.6,25.55,25.55,27.25,27480
1336,2025-01-14,23.2,22.7,22.9,23.1,204
1337,2025-01-14,6.07,5.98,5.98,6.05,204
1338,2025-01-14,27.5,26.9,26.9,27.35,72
1339,2025-01-14,54.8,53.9,54,54.6,29
1340,2025-01-14,8.57,8.35,8.35,8.42,98
1341,2025-01-14,68.4,67.8,67.9,68.4,4
1342,2025-01-14,102.5,101,102,101.5,124
1402,2025-01-14,30.85,30.2,30.2,30.6,5900
1409,2025-01-14,14.7,14.55,14.55,14.6,951
1410,2025-01-14,35.6,34.75,35.45,35,30
1413,2025-01-14,10.9,10.6,10.6,10.9,72
1414,2025-01-14,24.2,23.5,23.85,24.2,556
1416,2025-01-14,12.4,12,12.05,12.15,293
1417,2025-01-14,8.66,8.51,8.54,8.64,194
1418,2025-01-14,28.5,26.5,27.6,28.5,21
1419,2025-01-14,42.45,41.7,42.45,41.8,25
1423,2025-01-14,36.6,36.55,36.6,36.55,79
1432,2025-01-14,20.05,19.9,20,20,123
1434,2025-01-14,18.3,17.65,17.7,18.1,2315
1435,2025-01-14,33.5,33.3,33.5,33.3,4
1436,2025-01-14,115,114,114.5,114.5,112
1437,2025-01-14,33.5,33.3,33.4,33.5,42
1438,2025-01-14,55.2,54,54,54.9,87
1439,2025-01-14,32,31.5,32,31.6,8
1440,2025-01-14,13.55,13.25,13.25,13.4,487
1441,2025-01-14,13.6,13.2,13.2,13.6,17
1442,2025-01-14,78,74.2,74.7,78,3215
1443,2025-01-14,30.85,30.5,30.7,30.85,15
1444,2025-01-14,8.3,8.19,8.19,8.28,493
1445,2025-01-14,16.8,16.6,16.8,16.7,55
1446,2025-01-14,39.25,37.85,37.85,39,640
1447,2025-01-14,6.96,6.78,6.78,6.93,568
1449,2025-01-14,19.9,18.95,19,19.7,2517
1451,2025-01-14,19.05,18.85,18.85,18.95,51
1452,2025-01-14,14.9,14.85,14.85,14.85,16
1453,2025-01-14,13.75,13.3,13.3,13.7,427
1454,2025-01-14,14.95,14.55,14.65,14.85,54
1455,2025-01-14,9.26,9.14,9.14,9.21,226
1456,2025-01-14,14.65,14.35,14.4,14.35,81
1457,2025-01-14,19.85,19.6,19.65,19.75,148
1459,2025-01-14,9.28,9.15,9.25,9.27,77
1460,2025-01-14,7.04,6.91,6.91,7.04,327
1463,2025-01-14,25,24.75,24.8,24.9,54
1464,2025-01-14,16.85,16.6,16.8,16.85,872
1465,2025-01-14,14.3,14.2,14.2,14.2,10
1466,2025-01-14,11.9,11.75,11.85,11.85,45
1467,2025-01-14,10.4,10.3,10.4,10.35,50
1468,2025-01-14,13,12.7,13,12.85,30
1470,2025-01-14,21.5,21.5,21.5,21.5,2
1471,2025-01-14,12.8,12.2,12.2,12.7,277
1472,2025-01-14,69,68.2,68.8,68.5,41
1473,2025-01-14,36.15,35,35,35.5,561
1474,2025-01-14,12.3,12.25,12.3,12.25,136
1475,2025-01-14,57.6,56.5,57.6,57,50
1476,2025-01-14,525,518,520,519,439
1477,2025-01-14,342.5,334.5,335,337,1179
1503,2025-01-14,180,174,176.5,174.5,1103
1504,2025-01-14,53.2,52.5,52.9,53,1959
1506,2025-01-14,12.05,11.6,11.65,12.05,95
