"stoc","date","max","min","ope","clo","vol"
50,2025-09-18,56.95,56.25,56.5,56.95,43847
51,2025-09-18,86.15,85.6,85.6,86.15,86
52,2025-09-18,224.45,222.5,223.7,224.3,305
53,2025-09-18,124.8,123.5,123.75,124.8,6
55,2025-09-18,30.65,30.38,30.65,30.55,69
56,2025-09-18,36.42,36.18,36.32,36.4,33688
57,2025-09-18,167.95,165.85,166,167.95,25
61,2025-09-18,21.58,21.42,21.43,21.49,361
1101,2025-09-18,22.4,22.2,22.3,22.2,21419
1102,2025-09-18,36.55,35.95,36.55,36,7704
1103,2025-09-18,13.4,13.3,13.35,13.3,196
1104,2025-09-18,30.1,29.8,30.1,29.85,1104
1108,2025-09-18,15.15,15.05,15.05,15.05,79
1109,2025-09-18,15.8,15.65,15.8,15.7,109
1110,2025-09-18,17.4,16.9,17.15,16.95,314
1201,2025-09-18,15.65,15.45,15.65,15.45,330
1203,2025-09-18,39.95,39.3,39.45,39.3,17
1210,2025-09-18,53,52.4,52.9,52.4,1787
1213,2025-09-18,12.3,11.15,12.3,12.3,57
1215,2025-09-18,131,128,130,130,721
1216,2025-09-18,79.4,78.5,79.3,79.2,5439
1217,2025-09-18,10.8,10.7,10.8,10.75,303
1218,2025-09-18,19,18.85,19,18.95,372
1219,2025-09-18,13.5,13.35,13.5,13.35,177
1220,2025-09-18,12.95,12.85,12.9,12.9,96
1225,2025-09-18,32.35,31.9,32.05,32,106
1227,2025-09-18,30.3,30.1,30.3,30.15,397
1229,2025-09-18,49,47.95,48,48.75,1804
1231,2025-09-18,134,132,134,132,176
1232,2025-09-18,149,148,149,148,29
1233,2025-09-18,30.85,30.8,30.8,30.85,4
1234,2025-09-18,38.55,38.45,38.5,38.5,111
1235,2025-09-18,60.6,60.2,60.5,60.2,19
1236,2025-09-18,23.6,23.25,23.35,23.5,114
1240,2025-09-18,58.9,58.7,58.7,58.9,3
1256,2025-09-18,183.5,167.5,183.5,171.5,73
1259,2025-09-18,58,58,58,58,1
1264,2025-09-18,299,299,299,299,3
1268,2025-09-18,157.5,156.5,156.5,157,20
1294,2025-09-18,84.1,81,81,83,25
1295,2025-09-18,141,132.5,137.5,139,1124
1301,2025-09-18,37.65,37.35,37.45,37.35,7418
1303,2025-09-18,37.95,36.85,37.9,36.9,34189
1304,2025-09-18,10.35,10.2,10.35,10.2,947
1305,2025-09-18,11.5,11.35,11.4,11.45,474
1307,2025-09-18,30.05,29.75,29.95,29.85,441
1308,2025-09-18,11.8,11.6,11.7,11.7,705
1309,2025-09-18,10.95,10.8,10.9,10.85,587
1310,2025-09-18,8.75,8.66,8.67,8.71,603
1312,2025-09-18,9.47,9.35,9.39,9.4,2255
1313,2025-09-18,10.1,9.67,9.67,9.95,2441
1314,2025-09-18,7.31,7.2,7.3,7.28,8759
1315,2025-09-18,64.5,64.1,64.3,64.5,5
1316,2025-09-18,14.65,14.35,14.6,14.45,3914
1319,2025-09-18,97.3,95.2,95.2,97.2,2498
1321,2025-09-18,36.4,36.2,36.4,36.35,100
1323,2025-09-18,19.8,19.75,19.8,19.75,7
1324,2025-09-18,10.8,10.65,10.65,10.75,15
1325,2025-09-18,30,29.3,29.35,29.65,980
1326,2025-09-18,29,28.55,29,28.55,4368
1336,2025-09-18,17.45,17.15,17.2,17.4,180
1337,2025-09-18,5.1,5.04,5.04,5.05,567
1338,2025-09-18,22.3,22.1,22.15,22.25,174
1339,2025-09-18,44.25,42.9,43.4,43.1,75
1340,2025-09-18,6.46,5.93,5.97,6.46,1248
1341,2025-09-18,60.8,57.6,58,60.8,14
1342,2025-09-18,87.2,86.2,86.5,86.3,73
1402,2025-09-18,27.95,27.8,27.95,27.8,2942
1409,2025-09-18,14.55,14.35,14.5,14.35,3891
1410,2025-09-18,35.65,35.1,35.6,35.1,5
1413,2025-09-18,10.8,10.65,10.75,10.7,24
1414,2025-09-18,18.5,18.2,18.4,18.45,159
1416,2025-09-18,11.35,11.25,11.35,11.3,70
1417,2025-09-18,8.29,8.22,8.29,8.27,77
1418,2025-09-18,22.1,21.2,21.6,21.95,50
1419,2025-09-18,55.5,53.8,55.4,54.6,400
1423,2025-09-18,37.9,37.7,37.9,37.75,7
1432,2025-09-18,17.6,17.45,17.5,17.6,91
1434,2025-09-18,15.4,15.25,15.3,15.35,1340
1436,2025-09-18,77.8,75.2,77.8,75.8,197
1437,2025-09-18,32.3,31.3,31.45,31.7,242
1438,2025-09-18,37.75,37.4,37.65,37.65,59
1439,2025-09-18,29.35,29,29.2,29.2,9
1440,2025-09-18,14.35,14.15,14.35,14.15,1340
1441,2025-09-18,11.4,11.15,11.35,11.4,47
1442,2025-09-18,49.65,47.5,49.6,47.5,1102
1443,2025-09-18,28.8,28.65,28.75,28.65,14
1444,2025-09-18,6.62,6.52,6.57,6.58,519
1445,2025-09-18,15.1,15,15.1,15.1,62
1446,2025-09-18,20.65,20.35,20.5,20.35,111
1447,2025-09-18,5.75,5.7,5.75,5.72,308
1449,2025-09-18,12.05,11.6,12,11.85,727
1451,2025-09-18,17.9,17.75,17.9,17.8,91
1452,2025-09-18,13.5,13.3,13.5,13.35,38
1453,2025-09-18,14.2,13.8,14,13.95,86
1454,2025-09-18,14.4,14.2,14.35,14.25,25
1455,2025-09-18,9.2,9.03,9.14,9.05,536
1456,2025-09-18,12.45,12.15,12.45,12.2,29
1457,2025-09-18,16.55,16.25,16.55,16.45,300
1459,2025-09-18,11.65,11.55,11.55,11.65,129
1460,2025-09-18,6,5.81,5.96,6,1766
1463,2025-09-18,19.7,19.6,19.65,19.6,95
1464,2025-09-18,11,10.9,10.95,10.9,420
1465,2025-09-18,13.2,13.05,13.15,13.1,25
1466,2025-09-18,16.7,16.2,16.6,16.3,449
1467,2025-09-18,7.57,7.49,7.56,7.5,61
1468,2025-09-18,13.8,13.3,13.6,13.8,68
1470,2025-09-18,22,22,22,22,12
1471,2025-09-18,9.86,9.64,9.64,9.8,352
1472,2025-09-18,91.2,90.9,91.1,91,28
1473,2025-09-18,25.7,25.3,25.7,25.3,57
1474,2025-09-18,11.9,11.7,11.75,11.9,86
1475,2025-09-18,33,32.7,32.7,32.75,27
1476,2025-09-18,458,441.5,443,450,2299
1477,2025-09-18,300.5,294.5,298.5,295,2436
1503,2025-09-18,187.5,183,184,184,1811
1504,2025-09-18,87.8,82.2,87.7,83.1,44541
1506,2025-09-18,13.35,12.85,13,13.35,222
1512,2025-09-18,8.45,8.22,8.4,8.32,147
1513,2025-09-18,161,159.5,160,160,2397
1514,2025-09-18,103.5,102,103,102.5,1120
1515,2025-09-18,30.55,29.9,30.35,30.3,674
1516,2025-09-18,15.35,14.6,14.6,14.9,32
1517,2025-09-18,10.65,10.35,10.45,10.45,331
1519,2025-09-18,598,585,590,594,1323
1521,2025-09-18,25.5,25.05,25.45,25.15,56
1522,2025-09-18,42.85,41.95,42.3,42.6,1637
1524,2025-09-18,29.15,28.75,29,28.85,645
1525,2025-09-18,70.9,69.7,70.8,69.7,17
1526,2025-09-18,17.45,17.1,17.1,17.4,111
1527,2025-09-18,33.9,33,33.5,33.65,486
1528,2025-09-18,16.45,16.1,16.3,16.2,1489
1529,2025-09-18,24.05,23.8,24,23.9,286
1530,2025-09-18,28.15,27.8,27.8,27.9,20
1531,2025-09-18,11.75,11.75,11.75,11.75,27
1532,2025-09-18,27.5,26.85,27.35,27.05,1068
1533,2025-09-18,33.3,32.7,33,33.15,88
1535,2025-09-18,55.3,54.9,54.9,55.2,34
1536,2025-09-18,67.8,65.7,67.6,65.8,2972
1537,2025-09-18,127.5,126,127,127,173
1538,2025-09-18,26.75,26.7,26.7,26.7,6
1539,2025-09-18,18.6,18,18.2,18.25,224
1540,2025-09-18,25.5,25.05,25.35,25.2,307
1541,2025-09-18,26.2,26,26.2,26,13
1558,2025-09-18,92,91.1,91.1,91.9,36
1560,2025-09-18,329.5,324.5,325,326,1051
1563,2025-09-18,50.1,49.45,49.45,49.5,320
1565,2025-09-18,142.5,140.5,142.5,141,78
1568,2025-09-18,23.75,23.55,23.55,23.6,45
1569,2025-09-18,63.7,61.7,62.9,63.2,3038
1570,2025-09-18,27.45,26.15,27.45,26.35,195
1580,2025-09-18,139,137,138.5,137.5,62
1582,2025-09-18,69.4,68.4,68.4,68.7,332
1583,2025-09-18,51.3,50.9,51.1,51.3,19
1584,2025-09-18,25.6,24.95,25.3,25.1,1063
1586,2025-09-18,28.8,27.75,28.1,27.9,462
1587,2025-09-18,44,42.2,43.35,44,5605
1589,2025-09-18,19.9,19.5,19.7,19.85,513
1590,2025-09-18,775,757,761,774,881
1591,2025-09-18,53.4,48.7,48.7,53.4,804
1593,2025-09-18,28.75,28.4,28.45,28.55,25
1595,2025-09-18,38.5,37.5,37.5,38,144
1597,2025-09-18,82.3,80.5,81.2,81.1,340
1598,2025-09-18,21.2,20.95,21.2,20.95,51
1599,2025-09-18,30.9,30.1,30.5,30.6,15
1603,2025-09-18,39.65,38.95,39.65,39.55,745
1604,2025-09-18,25,24.8,24.8,24.95,245
1605,2025-09-18,23.3,22.6,22.6,23,27481
1608,2025-09-18,29.8,29.15,29.75,29.2,2885
1609,2025-09-18,41.1,40.3,40.7,40.4,3234
1611,2025-09-18,13.05,12.9,12.9,13,387
1612,2025-09-18,35.85,35.6,35.6,35.65,558
1614,2025-09-18,37.4,37,37.4,37.15,60
1615,2025-09-18,49.9,49.65,49.9,49.7,81
1616,2025-09-18,34.35,33.7,34.35,33.85,1440
1617,2025-09-18,14.8,14.7,14.7,14.75,59
1618,2025-09-18,47.3,46.5,46.9,46.5,773
1626,2025-09-18,12.05,11.95,11.95,11.95,95
1702,2025-09-18,39.9,39.5,39.5,39.8,324
1707,2025-09-18,131,129.5,131,129.5,48
1708,2025-09-18,30.85,30.6,30.65,30.65,587
1709,2025-09-18,16.4,16.2,16.25,16.25,472
1710,2025-09-18,12.2,12,12.2,12.1,636
1711,2025-09-18,19.75,19.15,19.3,19.15,5046
1712,2025-09-18,43,42.7,43,42.75,202
1713,2025-09-18,49.75,49.2,49.3,49.3,96
1714,2025-09-18,7.81,7.77,7.8,7.79,509
1717,2025-09-18,43.2,41.05,42.6,41.25,14174
1718,2025-09-18,6.48,6.41,6.45,6.44,1502
1720,2025-09-18,55.8,55.4,55.8,55.4,116
1721,2025-09-18,12.95,12.5,12.65,12.7,584
1722,2025-09-18,50.3,49.8,50.2,49.95,1615
1723,2025-09-18,82.4,81.8,82.2,81.9,191
1725,2025-09-18,28.3,28.05,28.2,28.1,39
1726,2025-09-18,75.8,75.5,75.8,75.6,17
