"stoc","date","max","min","ope","clo","vol"
1101,2024-07-03,34,33.6,33.8,34,14454
1102,2024-07-03,45.65,44.15,44.15,45.65,27499
1103,2024-07-03,18.5,18.35,18.4,18.5,310
1104,2024-07-03,36.9,36.1,36.2,36.75,1923
1108,2024-07-03,16.95,16.75,16.9,16.95,783
1109,2024-07-03,19.85,19.75,19.75,19.85,300
1110,2024-07-03,21.65,21.3,21.55,21.5,382
1201,2024-07-03,18.7,18.6,18.6,18.65,487
1203,2024-07-03,53.1,52.4,52.4,53.1,5
1210,2024-07-03,57.1,56.7,56.8,57,1163
1213,2024-07-03,7.47,7.33,7.33,7.47,61
1215,2024-07-03,104.5,103,104,103.5,524
1216,2024-07-03,82.9,81.7,82,82,9921
1217,2024-07-03,13,12.8,12.8,12.9,1701
1218,2024-07-03,21.75,21.5,21.6,21.65,733
1219,2024-07-03,18.55,18.4,18.45,18.5,549
1220,2024-07-03,15.7,15.55,15.65,15.6,227
1225,2024-07-03,112.5,107.5,107.5,112.5,136
1227,2024-07-03,42.7,42.4,42.5,42.5,679
1229,2024-07-03,68.8,67.8,68,68.4,1028
1231,2024-07-03,113.5,112,113,112,132
1232,2024-07-03,147,145.5,145.5,146.5,133
1233,2024-07-03,34.25,34,34.25,34.2,18
1234,2024-07-03,43.45,43.15,43.25,43.45,160
1235,2024-07-03,97,92,92,95.7,28
1236,2024-07-03,26.15,24.9,25.1,25.65,117
1240,2024-07-03,54.5,54.1,54.3,54.1,20
1256,2024-07-03,200.5,199.5,200.5,200,27
1259,2024-07-03,71.8,71.4,71.5,71.8,28
1264,2024-07-03,318,316.5,318,318,9
1268,2024-07-03,172,170.5,172,171,35
1301,2024-07-03,56.6,55.7,56.1,56.5,7658
1303,2024-07-03,48.5,47.95,48.35,48.45,9098
1304,2024-07-03,15.35,15.1,15.15,15.25,1674
1305,2024-07-03,16.55,16.35,16.4,16.45,1261
1307,2024-07-03,31.35,31.05,31.1,31.35,321
1308,2024-07-03,17.35,17.1,17.2,17.3,595
1309,2024-07-03,17.85,17.6,17.85,17.7,1287
1310,2024-07-03,13.25,13.1,13.1,13.2,696
1312,2024-07-03,14.3,13.9,13.9,14.25,3013
1313,2024-07-03,12.35,12.05,12.1,12.3,2636
1314,2024-07-03,10.5,10.35,10.4,10.5,14085
1315,2024-07-03,72,71.8,71.8,71.8,17
1316,2024-07-03,19.05,18.5,18.65,18.75,3299
1319,2024-07-03,111.5,108,109,111,3782
1321,2024-07-03,37,36.7,36.8,36.8,114
1323,2024-07-03,30.3,30.25,30.25,30.25,41
1324,2024-07-03,14.35,14.1,14.1,14.15,143
1325,2024-07-03,35.45,34.9,35.1,35.4,1054
1326,2024-07-03,48.9,48.05,48.9,48.55,10769
1336,2024-07-03,20.9,20.6,20.6,20.75,233
1337,2024-07-03,7.46,7.32,7.32,7.37,734
1338,2024-07-03,32.2,31.75,31.8,31.95,92
1339,2024-07-03,67.4,66.4,66.9,66.4,149
1340,2024-07-03,10,9.97,9.99,9.97,91
1341,2024-07-03,66.7,66.1,66.2,66.1,19
1342,2024-07-03,118,116.5,117,117,179
1402,2024-07-03,37.1,36.3,36.55,36.75,11178
1409,2024-07-03,16.75,16.4,16.45,16.75,3899
1410,2024-07-03,37.45,37,37.45,37,46
1413,2024-07-03,10.7,10.25,10.7,10.5,209
1414,2024-07-03,24.9,23.6,23.6,24.45,587
1416,2024-07-03,12.25,12.15,12.15,12.25,330
1417,2024-07-03,11.4,11.25,11.3,11.35,354
1418,2024-07-03,39.4,36.15,38,36.15,899
1419,2024-07-03,48.55,48.05,48.3,48.25,37
1423,2024-07-03,45.2,44.7,44.75,45.05,116
1432,2024-07-03,18,17.85,18,17.85,68
1434,2024-07-03,22.6,22.4,22.45,22.5,786
1435,2024-07-03,49,47,47,49,9
1436,2024-07-03,172,164.5,172,165,371
1437,2024-07-03,38.35,37.7,38.35,38.1,245
1438,2024-07-03,62.8,60.7,62.8,60.7,185
1439,2024-07-03,29.45,28.95,29.25,29.2,28
1440,2024-07-03,18.1,17.65,17.7,17.9,2630
1441,2024-07-03,15.3,14.55,14.8,15.3,542
1442,2024-07-03,63,62.1,63,62.1,908
1443,2024-07-03,31.55,31.4,31.5,31.55,33
1444,2024-07-03,10.05,9.69,9.73,9.96,6008
1445,2024-07-03,18.8,18.5,18.8,18.6,605
1446,2024-07-03,51.7,48.7,51.7,48.75,1791
1447,2024-07-03,10.25,9.38,9.38,10.25,7888
1449,2024-07-03,19.45,18.9,19.45,19,867
1451,2024-07-03,20.5,20.35,20.4,20.35,287
1452,2024-07-03,16.75,16.55,16.55,16.75,344
1453,2024-07-03,25.35,25,25.35,25,400
1454,2024-07-03,17.05,16.85,16.85,17,47
1455,2024-07-03,13.85,13.35,13.5,13.55,1368
1456,2024-07-03,20.5,19.4,19.5,20.4,169
1457,2024-07-03,21.55,21.35,21.45,21.4,389
1459,2024-07-03,10.8,10.65,10.65,10.7,120
1460,2024-07-03,8.08,7.95,7.96,8.02,1083
1463,2024-07-03,22.5,22.05,22.05,22.45,235
1464,2024-07-03,14.3,14.05,14.05,14.15,330
1465,2024-07-03,15.5,15.25,15.45,15.35,141
1466,2024-07-03,12.6,12.55,12.6,12.55,115
1467,2024-07-03,11.8,11.55,11.55,11.75,589
1468,2024-07-03,15.2,14.9,15.1,15.15,42
1470,2024-07-03,20.85,20.8,20.85,20.85,4
1471,2024-07-03,15.6,15.3,15.3,15.35,541
1472,2024-07-03,68.1,67.1,67.8,68.1,27
1473,2024-07-03,45.15,44,44.35,44.6,1181
1474,2024-07-03,14.45,14.15,14.3,14.4,284
1475,2024-07-03,61.2,60,61.2,60,122
1476,2024-07-03,528,490,490,521,1881
1477,2024-07-03,452,422,437.5,423,5914
1503,2024-07-03,296,291,295.5,291,4295
1504,2024-07-03,53.5,52.4,53.4,52.4,12721
1506,2024-07-03,17.05,16.85,17.05,16.9,307
1512,2024-07-03,8.44,8.33,8.33,8.42,33
1513,2024-07-03,189,186,188,187,4259
1514,2024-07-03,150.5,147,149.5,147,10919
1515,2024-07-03,45.9,45.4,45.55,45.45,310
1516,2024-07-03,24.75,24.15,24.75,24.25,350
1517,2024-07-03,17.1,16.85,16.95,17,237
1519,2024-07-03,970,946,965,970,677
1521,2024-07-03,39.2,37.85,37.85,38.75,105
1522,2024-07-03,72.3,71,71.5,71.1,4125
1524,2024-07-03,35.6,34.7,34.75,35.1,2166
1525,2024-07-03,75.5,75,75.5,75.2,52
1526,2024-07-03,32.4,32.2,32.4,32.25,55
1527,2024-07-03,45.45,44.65,44.8,45,988
1528,2024-07-03,13.6,13.2,13.2,13.4,1311
1529,2024-07-03,36,34.85,35.7,34.95,5167
1530,2024-07-03,32.1,31.95,32,31.95,17
1531,2024-07-03,15.15,14.8,14.8,15,355
1532,2024-07-03,46.75,46.25,46.55,46.3,1929
1533,2024-07-03,48.9,45,45,47.95,502
1535,2024-07-03,72.6,71.5,72.1,72,391
1536,2024-07-03,57.6,55.2,55.5,57.2,5141
1537,2024-07-03,144,142,142,144,132
1538,2024-07-03,21,19,21,19.25,75
1539,2024-07-03,24.45,24.15,24.2,24.15,107
1540,2024-07-03,22.8,22.3,22.3,22.35,1059
1541,2024-07-03,31.7,31.65,31.7,31.65,10
1558,2024-07-03,101,100.5,101,100.5,62
1560,2024-07-03,343.5,335,339,336.5,2478
1565,2024-07-03,188.5,186.5,188.5,186.5,144
1568,2024-07-03,29.4,28.9,29.05,29.2,364
1569,2024-07-03,25.3,24.4,24.4,25.2,906
1570,2024-07-03,32.3,30.5,30.75,31.85,1309
1580,2024-07-03,161,160,160,160,330
1582,2024-07-03,112.5,110.5,111.5,111,1296
1583,2024-07-03,68.9,68.3,68.3,68.6,44
1584,2024-07-03,33.55,32.65,32.9,33.35,1534
1586,2024-07-03,32.35,31.8,31.9,32,215
1587,2024-07-03,64.8,62.8,63.5,63,1593
1589,2024-07-03,46.4,45.85,45.85,46,526
1590,2024-07-03,993,967,980,993,748
1591,2024-07-03,69,67.3,68.5,67.8,377
1593,2024-07-03,40.7,39.65,40.6,39.7,187
1595,2024-07-03,41.55,37.85,38,41.55,680
1597,2024-07-03,75.4,73.3,74.2,73.4,810
1598,2024-07-03,31.5,31.2,31.3,31.4,143
1599,2024-07-03,32.05,31.85,31.85,31.95,20
1603,2024-07-03,47.1,45.5,45.6,46.1,2583
1604,2024-07-03,28.85,28.75,28.8,28.75,162
1605,2024-07-03,35.6,35.2,35.2,35.4,6239
1608,2024-07-03,38.9,37.75,38.55,37.8,6782
1609,2024-07-03,54.8,54,54.6,54,9706
1611,2024-07-03,19.5,19.25,19.4,19.25,2289
1612,2024-07-03,37,36.4,36.95,36.4,2817
1614,2024-07-03,45.8,45.3,45.3,45.45,156
1615,2024-07-03,70.9,70.1,70.9,70.6,292
1616,2024-07-03,24,23.65,23.9,23.7,999
1617,2024-07-03,24.35,23.9,24,23.95,1207
1618,2024-07-03,58.5,56.5,57.2,57.9,5916
1626,2024-07-03,16.1,15.95,16,15.95,70
1701,2024-07-03,22.85,22.7,22.75,22.85,440
1702,2024-07-03,59.4,58.6,59.3,58.9,1182
1707,2024-07-03,153.5,152,152.5,152,190
1708,2024-07-03,35.35,34.4,34.7,34.55,2427
1709,2024-07-03,23.95,23.4,23.8,23.55,2912
1710,2024-07-03,17.2,17,17.05,17.2,791
1711,2024-07-03,19.45,19.15,19.15,19.3,1198
1712,2024-07-03,45.5,44.3,44.95,44.7,1897
1713,2024-07-03,60.5,57.4,58.1,60.5,2432
1714,2024-07-03,10.45,10.15,10.2,10.4,9176
1717,2024-07-03,31.3,30.95,31,31.25,2266
1718,2024-07-03,8.18,8.04,8.04,8.17,7071
1720,2024-07-03,75.1,74.3,75,75,411
1721,2024-07-03,14.65,14.45,14.45,14.6,783
1722,2024-07-03,64.7,63.9,64.2,63.9,2659
1723,2024-07-03,109,108.5,109,108.5,259
1725,2024-07-03,50.3,47.8,47.8,48,4904
1726,2024-07-03,81.9,81.3,81.7,81.9,7
1727,2024-07-03,30.35,29.7,29.7,30.35,572
1730,2024-07-03,56.3,56.2,56.2,56.2,16
1731,2024-07-03,25.2,25,25.2,25,142
1732,2024-07-03,30.9,30.3,30.3,30.6,422
1733,2024-07-03,35.2,34.3,34.45,34.85,389
1734,2024-07-03,38.95,38.7,38.7,38.8,688
1735,2024-07-03,18.2,18,18,18.15,10
1736,2024-07-03,91.1,89.7,90.1,89.7,439
1737,2024-07-03,34.05,33.9,34.05,34.05,185
1742,2024-07-03,17.8,17.55,17.7,17.65,56
1752,2024-07-03,54.3,53.2,53.4,53.8,834
1760,2024-07-03,100.5,99,99.7,99,577
1762,2024-07-03,51.6,51,51.2,51.4,183
1773,2024-07-03,154,152,153.5,153.5,137
1776,2024-07-03,18,17.75,17.8,17.8,31
1777,2024-07-03,94.3,93.8,93.9,93.8,103
1781,2024-07-03,20.8,19.8,20.35,20.45,863
1783,2024-07-03,51.4,50.3,51,50.4,1623
1784,2024-07-03,141.5,132.5,138.5,133,5013
1785,2024-07-03,68.2,63.6,63.8,66.8,59784
1786,2024-07-03,130,126,129,127,681
1788,2024-07-03,138.5,138,138.5,138,24
1789,2024-07-03,29.35,28.85,29.1,28.9,1215
1795,2024-07-03,318,310,313,310,4385
1796,2024-07-03,67.5,64.7,67.5,65,130
1799,2024-07-03,136.5,124.5,136.5,124.5,1896
1802,2024-07-03,18.9,18.6,18.75,18.6,8763
1805,2024-07-03,20.65,19.8,20,20.4,441
1806,2024-07-03,13.4,12.5,12.55,13.2,8501
1808,2024-07-03,115,112.5,114.5,112.5,2082
1809,2024-07-03,25,24.65,24.9,24.65,1060
1810,2024-07-03,18.5,18.25,18.35,18.45,638
1813,2024-07-03,20.8,20.7,20.8,20.8,26
1815,2024-07-03,26.6,25.6,25.6,26.4,35401
1817,2024-07-03,38.8,38.2,38.5,38.4,550
1903,2024-07-03,60.1,59.2,59.2,60.1,194
1904,2024-07-03,28.75,28.55,28.55,28.65,482
1905,2024-07-03,22.2,21.5,21.7,22.15,7165
1906,2024-07-03,16,15.9,15.95,16,111
1907,2024-07-03,31.8,30.9,30.95,31.75,3230
1909,2024-07-03,14,13.8,13.9,13.95,2053
2002,2024-07-03,23.15,23,23.05,23.1,18492
2006,2024-07-03,72.1,70.8,70.8,71.4,2540
