"stoc","date","max","min","ope","clo","vol"
50,2025-04-09,154.15,145,152.5,146.2,74936
51,2025-04-09,62.2,57.4,62.2,57.75,290
52,2025-04-09,148.8,139,147.1,140.35,2944
53,2025-04-09,79.4,75,79.05,75.6,30
55,2025-04-09,25.63,24.12,25.55,24.2,495
56,2025-04-09,30.63,28.49,30.6,28.69,417597
57,2025-04-09,113.6,108.3,113.25,109.75,25
61,2025-04-09,18,17.31,17.52,17.86,1824
1101,2025-04-09,29.6,28.5,29,28.5,44753
1102,2025-04-09,45,43.05,43.2,43.3,18776
1103,2025-04-09,13.95,13.35,13.85,13.55,665
1104,2025-04-09,26.8,25.7,26.7,25.9,998
1108,2025-04-09,13.05,12.7,13.05,12.75,530
1109,2025-04-09,16.35,15.3,16,15.5,345
1110,2025-04-09,17.95,16.55,17.8,17.95,745
1201,2025-04-09,16.45,15,16.45,15.1,1642
1203,2025-04-09,36.85,35.95,35.95,36.25,106
1210,2025-04-09,56.2,53,55.3,53,3916
1213,2025-04-09,12.6,11.5,12.55,12.1,33
1215,2025-04-09,99.3,94.3,98.9,94.3,1271
1216,2025-04-09,80,75,75.2,75,26852
1217,2025-04-09,10.9,10.55,10.9,10.6,2492
1218,2025-04-09,19.15,18.1,19,18.15,2663
1219,2025-04-09,13.6,12.8,13.45,12.85,838
1220,2025-04-09,13.55,12.75,13.4,12.95,1073
1227,2025-04-09,33.2,31.8,33.15,31.95,1567
1229,2025-04-09,45.5,41.35,44.65,41.65,4723
1231,2025-04-09,132,121,126,122.5,1472
1232,2025-04-09,150,145.5,149,148.5,233
1233,2025-04-09,33.85,32,32.4,32.8,84
1234,2025-04-09,38.95,37.5,38.95,38.1,391
1235,2025-04-09,102,98,98.6,101,15
1236,2025-04-09,21.3,20.1,21.3,20.25,20
1240,2025-04-09,62.3,55,56.6,62.3,1316
1256,2025-04-09,114,103,111,103,73
1259,2025-04-09,61.5,55.7,61.5,56.5,30
1264,2025-04-09,292.5,287,292,287,53
1268,2025-04-09,135,120,132,122,240
1294,2025-04-09,82.5,78,81,79.3,39
1301,2025-04-09,34.95,31.55,34.55,31.65,33877
1303,2025-04-09,29.15,26.8,28.2,26.85,23557
1304,2025-04-09,9.5,8.85,9.44,8.9,7085
1305,2025-04-09,10.3,9.41,10.3,9.41,3195
1307,2025-04-09,33.4,32.4,32.45,32.4,2910
1308,2025-04-09,11.8,10.85,11.7,10.85,1995
1309,2025-04-09,10.75,9.9,10.7,9.96,3594
1310,2025-04-09,8.14,7.42,8.14,7.42,2816
1312,2025-04-09,9.18,8.37,9.01,8.37,12923
1313,2025-04-09,7.88,7.26,7.84,7.27,6335
1314,2025-04-09,6.58,6,6.5,6.07,29701
1315,2025-04-09,67.7,65.5,66.4,65.7,87
1316,2025-04-09,15.25,13.65,15.1,13.65,36800
1319,2025-04-09,125.5,112,122.5,114,17818
1321,2025-04-09,33.55,31.5,32.85,31.9,664
1323,2025-04-09,20,18.15,20,18.15,182
1324,2025-04-09,11.35,10.4,10.7,10.75,142
1325,2025-04-09,22.8,20.55,22.8,20.55,996
1326,2025-04-09,24.95,22.85,24.7,22.85,29145
1336,2025-04-09,18.75,18,18.3,18,1051
1337,2025-04-09,5.2,4.6,5.11,4.6,1199
1338,2025-04-09,24,21.9,24,23.5,271
1339,2025-04-09,45.2,41,45.2,41,130
1340,2025-04-09,6.79,6.11,6.74,6.23,222
1341,2025-04-09,62.1,61.8,62,62,13
1342,2025-04-09,86.3,77.2,86.3,77.5,757
1402,2025-04-09,31.4,30.05,30.25,30.35,14622
1409,2025-04-09,11.8,10.8,11.6,11,6246
1410,2025-04-09,33.1,30.5,33.1,30.5,60
1413,2025-04-09,10.75,10.3,10.75,10.35,282
1414,2025-04-09,16.4,14.95,16.4,14.95,1041
