"stoc","date","max","min","ope","clo","vol"
1101,2024-10-25,32.1,31.95,32.05,32.05,4837
1102,2024-10-25,47.25,46.65,46.85,46.75,3341
1103,2024-10-25,17.65,17.45,17.6,17.65,143
1104,2024-10-25,30.5,30.25,30.35,30.35,135
1108,2024-10-25,14.6,14.5,14.55,14.55,99
1109,2024-10-25,18.65,18.45,18.6,18.5,191
1110,2024-10-25,22.2,21.7,22.2,21.9,199
1201,2024-10-25,18.05,17.95,18,18,105
1203,2024-10-25,48.25,47.5,47.55,48.25,5
1210,2024-10-25,51.1,50.7,50.9,50.9,468
1213,2024-10-25,12.45,12.3,12.45,12.3,5
1215,2024-10-25,97.1,96.8,97,96.8,209
1216,2024-10-25,89.8,88.9,89.8,88.9,3662
1217,2024-10-25,12,11.9,11.95,11.9,468
1218,2024-10-25,20.3,20.15,20.3,20.25,180
1219,2024-10-25,17.2,17.1,17.1,17.15,69
1220,2024-10-25,16.2,16,16.05,16.05,145
1225,2024-10-25,99,97.5,97.5,97.6,21
1227,2024-10-25,37.85,37.65,37.8,37.65,278
1229,2024-10-25,60.6,60,60.5,60.2,599
1231,2024-10-25,112,111.5,112,111.5,49
1232,2024-10-25,154,152.5,153,154,16
1233,2024-10-25,32.3,31.9,31.9,32,9
1234,2024-10-25,41.6,41.5,41.6,41.55,34
1235,2024-10-25,154.5,153,153,154.5,3
1236,2024-10-25,23.45,23.35,23.45,23.45,12
1240,2024-10-25,51.8,51.1,51.8,51.8,55
1256,2024-10-25,152,150.5,152,151.5,20
1259,2024-10-25,67,67,67,67,8
1264,2024-10-25,309,307,309,307,7
1268,2024-10-25,155.5,154.5,155,154.5,23
1301,2024-10-25,47,46.3,46.3,46.85,7655
1303,2024-10-25,41.55,41.1,41.35,41.35,4502
1304,2024-10-25,14.35,14.2,14.3,14.25,838
1305,2024-10-25,16,15.85,15.9,15.9,500
1307,2024-10-25,46.45,41.85,41.85,46.4,16743
1308,2024-10-25,16.55,16.4,16.4,16.45,359
1309,2024-10-25,18.75,18.45,18.55,18.65,901
1310,2024-10-25,12.4,12.25,12.3,12.3,477
1312,2024-10-25,12.45,12.35,12.4,12.4,1867
1313,2024-10-25,11.55,11.35,11.5,11.4,816
1314,2024-10-25,8.23,8.13,8.14,8.2,15998
1316,2024-10-25,15.25,14.85,15.25,14.9,2635
1319,2024-10-25,109,106,108.5,107.5,4704
1321,2024-10-25,34.5,34,34.5,34.15,511
1323,2024-10-25,24.5,24.5,24.5,24.5,14
1324,2024-10-25,13,12.7,12.9,12.9,97
1325,2024-10-25,27.95,27.25,27.9,27.5,277
1326,2024-10-25,39.05,38.4,38.85,38.5,3466
1336,2024-10-25,25.45,24.95,25.15,24.95,407
1337,2024-10-25,7.19,7.12,7.14,7.16,181
1338,2024-10-25,31.65,31,31.65,31.2,111
1339,2024-10-25,60,59.5,59.5,59.6,74
1340,2024-10-25,10.2,10.15,10.2,10.2,65
1341,2024-10-25,68,67,68,68,14
1342,2024-10-25,99.4,98.4,99.3,98.4,137
1402,2024-10-25,37.95,36.95,37.15,37.85,7028
1409,2024-10-25,15.65,15.5,15.55,15.6,1566
1410,2024-10-25,37.25,36.65,36.7,36.75,111
1413,2024-10-25,9.85,9.51,9.8,9.63,114
1414,2024-10-25,22.45,22.05,22.45,22.25,709
1416,2024-10-25,13.45,12.9,13.45,13,728
1417,2024-10-25,10.15,10.05,10.15,10.1,197
1418,2024-10-25,31.15,31,31,31.1,48
1419,2024-10-25,46.85,46.35,46.5,46.35,21
1423,2024-10-25,40,39.7,40,39.7,8
1432,2024-10-25,19.7,19.1,19.1,19.4,559
1434,2024-10-25,19.65,19.45,19.45,19.65,361
1436,2024-10-25,124,119.5,123,122,445
1437,2024-10-25,34.25,34.1,34.1,34.15,59
1438,2024-10-25,63.3,62.6,63,62.8,69
1439,2024-10-25,31.35,31,31.35,31,5
1440,2024-10-25,15.4,15.25,15.4,15.3,319
1441,2024-10-25,15.7,15.5,15.6,15.7,5
1442,2024-10-25,64.7,63.6,64.2,64.7,680
1443,2024-10-25,35.55,33.5,33.5,35.4,122
1444,2024-10-25,9.13,9.07,9.08,9.1,329
1445,2024-10-25,18.25,18.05,18.15,18.15,84
1446,2024-10-25,43,41.85,41.9,42.5,682
1447,2024-10-25,8.12,8.05,8.05,8.06,428
1449,2024-10-25,19.7,19.7,19.7,19.7,3063
1451,2024-10-25,20.2,20,20.15,20,17
1452,2024-10-25,16.9,16.7,16.75,16.75,70
1453,2024-10-25,17.35,17.15,17.35,17.15,74
1454,2024-10-25,17.25,17.1,17.2,17.15,19
1455,2024-10-25,10.45,10.3,10.35,10.4,266
1456,2024-10-25,18.7,18.05,18.5,18.3,93
1457,2024-10-25,19.55,19.35,19.35,19.4,111
1459,2024-10-25,10.05,9.91,10,9.98,94
1460,2024-10-25,7.14,7.11,7.12,7.12,259
1463,2024-10-25,24.25,23.9,24.2,24,65
1464,2024-10-25,16.4,15.7,15.7,16,3239
1465,2024-10-25,15.45,15.2,15.25,15.2,135
1466,2024-10-25,13.45,13.15,13.35,13.2,150
1467,2024-10-25,10.9,10.8,10.8,10.8,151
1468,2024-10-25,14.55,14.3,14.4,14.55,36
1470,2024-10-25,20.6,20.6,20.6,20.6,2
1471,2024-10-25,13.1,12.9,13.1,13.05,260
1472,2024-10-25,60,59.6,59.6,59.6,48
1473,2024-10-25,38.9,37.95,37.95,38.85,437
1474,2024-10-25,13.95,13.6,13.65,13.85,161
1475,2024-10-25,62,61.3,61.3,61.3,68
1476,2024-10-25,547,542,543,547,179
1477,2024-10-25,351.5,345.5,350,349.5,744
1503,2024-10-25,210.5,207.5,210,207.5,1035
1504,2024-10-25,49.45,48.55,49.05,48.55,4227
1506,2024-10-25,14.05,13.75,14,14,184
1512,2024-10-25,7.6,7.55,7.6,7.55,6
1513,2024-10-25,162,160,161,160.5,2380
1514,2024-10-25,118,115,116.5,115,2649
