"stoc","date","max","min","ope","clo","vol"
1101,2024-08-21,32.85,32.65,32.8,32.8,7273
1102,2024-08-21,44.8,43.9,44.8,44.25,4544
1103,2024-08-21,17.95,17.75,17.85,17.95,249
1104,2024-08-21,30.85,30.45,30.8,30.75,629
1108,2024-08-21,16.25,16.1,16.1,16.25,514
1109,2024-08-21,18.35,18.2,18.2,18.35,113
1110,2024-08-21,23.25,22.6,22.8,23.05,453
1201,2024-08-21,18.05,17.9,18.05,18.05,853
1203,2024-08-21,54.1,52.7,54.1,53.9,31
1210,2024-08-21,52.5,51.9,52.3,52.1,845
1213,2024-08-21,12.5,12,12.25,12.45,132
1215,2024-08-21,99,98.3,98.4,98.6,229
1216,2024-08-21,81.7,80.8,81.1,81.7,6909
1217,2024-08-21,12,11.9,12,11.95,868
1218,2024-08-21,21.1,20.7,21.1,20.8,746
1219,2024-08-21,17.3,17.15,17.2,17.25,209
1220,2024-08-21,16.85,16.2,16.25,16.75,1205
1225,2024-08-21,163,156.5,158.5,163,120
1227,2024-08-21,38.45,38.15,38.4,38.45,344
1229,2024-08-21,61.9,61.3,61.9,61.8,635
1231,2024-08-21,109.5,106,109.5,107.5,244
1232,2024-08-21,146,145.5,145.5,146,46
1233,2024-08-21,32.3,32.1,32.1,32.3,13
1234,2024-08-21,42.5,42.2,42.3,42.45,119
1235,2024-08-21,130.5,124.5,129.5,130.5,27
1236,2024-08-21,24.1,23.8,24,24.1,21
1240,2024-08-21,54.8,54,54.2,54.1,28
1256,2024-08-21,159,154.5,157,157,27
1259,2024-08-21,70.5,70.2,70.2,70.5,3
1264,2024-08-21,320,315,319,316,30
1268,2024-08-21,159,157,157,158,87
1301,2024-08-21,52.2,51.3,51.7,52,8477
1303,2024-08-21,46.35,45.5,45.55,46,7817
1304,2024-08-21,14.7,14.45,14.5,14.6,2326
1305,2024-08-21,16.95,16.7,16.75,16.85,814
1307,2024-08-21,32.75,32.15,32.6,32.2,1133
1308,2024-08-21,17.75,17.4,17.65,17.55,738
1309,2024-08-21,17.4,17,17.15,17.25,1470
1310,2024-08-21,13.1,12.85,13,13.05,414
1312,2024-08-21,13.35,13.1,13.2,13.25,2779
1313,2024-08-21,12,11.7,11.75,11.9,867
1314,2024-08-21,9.92,9.7,9.76,9.85,13983
1315,2024-08-21,72.7,72.5,72.6,72.7,17
1316,2024-08-21,21.45,20.3,21,20.75,11406
1319,2024-08-21,93.6,91.6,93.6,91.6,2347
1321,2024-08-21,40.95,39.4,40.95,39.95,1929
1323,2024-08-21,29.75,29.7,29.7,29.75,62
1324,2024-08-21,13.1,12.9,13.05,13,31
1325,2024-08-21,29.25,28.45,28.85,28.65,246
1326,2024-08-21,44.1,43.65,43.8,43.95,8316
1336,2024-08-21,22.9,22.5,22.9,22.9,277
1337,2024-08-21,7.1,6.98,7.03,7.02,394
1338,2024-08-21,33.75,33.15,33.15,33.55,202
1339,2024-08-21,58.8,57.8,58.5,57.9,291
