"stoc","date","max","min","ope","clo","vol"
1101,2024-04-29,32.35,31.9,31.9,32.35,18526
1102,2024-04-29,43.6,43,43,43.6,8525
1103,2024-04-29,18.9,17.9,17.9,18.75,4836
1104,2024-04-29,35.5,33.7,33.8,35.15,3561
1108,2024-04-29,17.25,16.85,16.95,17.2,2542
1109,2024-04-29,19.9,19.35,19.4,19.85,932
1110,2024-04-29,20.45,20,20.2,20.2,576
1201,2024-04-29,18.85,18.65,18.75,18.85,742
1203,2024-04-29,49.75,48.6,48.6,49.5,14
1210,2024-04-29,57.5,57.1,57.1,57.5,1526
1213,2024-04-29,7.18,7.03,7.03,7.16,4
1215,2024-04-29,107.5,105,105,107.5,599
1216,2024-04-29,77.5,76.6,76.6,77.3,6750
1217,2024-04-29,12,11.85,11.85,11.95,1645
1218,2024-04-29,22.1,21.5,21.5,21.9,1854
1219,2024-04-29,19.1,18.9,18.95,19.05,902
1220,2024-04-29,16.9,15.95,15.95,16.5,3427
1225,2024-04-29,60,58.9,58.9,60,44
1227,2024-04-29,38.75,38.1,38.1,38.75,1098
1229,2024-04-29,66.5,65.5,65.6,66.5,937
1231,2024-04-29,97.7,96.6,96.8,97.7,135
1232,2024-04-29,145.5,144,145,145,72
1233,2024-04-29,33.6,33.4,33.4,33.55,11
1234,2024-04-29,42.2,41.9,41.9,42.2,248
1235,2024-04-29,82.3,82,82,82.3,7
1236,2024-04-29,23.7,23.6,23.7,23.65,29
1240,2024-04-29,52.8,51.9,52,52.8,67
1256,2024-04-29,216,212.5,212.5,216,7
1259,2024-04-29,75.1,74.1,74.1,74.7,18
1264,2024-04-29,301,300.5,300.5,301,6
1268,2024-04-29,156.5,153.5,154.5,155.5,243
1301,2024-04-29,69.4,68.1,68.1,69.3,7415
1303,2024-04-29,57.6,55.7,55.7,57.6,8788
1304,2024-04-29,16.5,16.1,16.2,16.4,4635
1305,2024-04-29,18.5,17.85,17.9,18.5,2127
1307,2024-04-29,30.5,28.9,28.9,30.25,1107
1308,2024-04-29,19.55,19.1,19.1,19.55,1370
1309,2024-04-29,15.7,15.15,15.15,15.6,900
1310,2024-04-29,13.5,13.05,13.1,13.35,1363
1312,2024-04-29,13.65,13.25,13.3,13.65,3657
1313,2024-04-29,14.1,13.6,13.6,14.05,3296
1314,2024-04-29,11.25,10.3,10.4,11.25,188808
1315,2024-04-29,71.4,71.1,71.2,71.2,24
1316,2024-04-29,20.55,18.75,18.8,20.55,42768
1319,2024-04-29,123,116,117.5,122.5,3881
1321,2024-04-29,40,39.15,39.2,39.3,1080
1323,2024-04-29,31.2,31,31,31,27
1324,2024-04-29,15.45,15.2,15.3,15.3,143
1325,2024-04-29,28.4,27.55,27.6,28.2,338
1326,2024-04-29,55.8,54.2,54.2,55.8,6860
1336,2024-04-29,19.1,18.4,19,18.9,946
1337,2024-04-29,7.94,7.72,7.72,7.82,2254
1338,2024-04-29,33.8,33.2,33.2,33.55,69
1339,2024-04-29,79.6,76.5,79.6,77,971
1340,2024-04-29,10.1,10,10.05,10,86
1341,2024-04-29,65,64.6,64.6,65,41
1342,2024-04-29,123,121,122,121,371
1402,2024-04-29,33.1,32.3,32.3,33.1,8081
1409,2024-04-29,17.3,17,17,17.25,11497
1410,2024-04-29,37.45,36.4,36.4,37.35,98
1413,2024-04-29,11.1,10.15,10.45,11.1,2541
1414,2024-04-29,21.6,20.6,20.6,20.95,1413
1416,2024-04-29,13.8,13.2,13.45,13.45,1941
1417,2024-04-29,11.45,11.35,11.45,11.45,372
1418,2024-04-29,32.95,32.3,32.55,32.85,100
1419,2024-04-29,55.3,50.6,50.6,54.8,829
1423,2024-04-29,31.6,31.2,31.35,31.35,62
1432,2024-04-29,18.1,17.75,17.8,18.1,262
1434,2024-04-29,23.1,22.6,22.6,23.1,2312
1435,2024-04-29,52.3,46,48,46,22
1436,2024-04-29,141.5,135,137,140.5,690
1437,2024-04-29,33.7,32.85,33.1,33.6,540
1438,2024-04-29,56.4,54.2,54.2,55.7,362
1439,2024-04-29,29.6,28.7,28.7,28.95,234
1440,2024-04-29,20.65,19.5,20.05,20.15,36778
1441,2024-04-29,13.55,13.1,13.1,13.2,46
1442,2024-04-29,57.7,55.7,56.2,56.5,5664
1443,2024-04-29,32.3,31.2,31.5,32.3,38
1444,2024-04-29,9.68,9.53,9.54,9.63,1947
1445,2024-04-29,22.85,22.4,22.45,22.65,1313
1446,2024-04-29,39.8,37.95,38.05,39.35,2050
1447,2024-04-29,8.23,8.03,8.03,8.14,2273
1449,2024-04-29,18.7,18,18.05,18.2,365
1451,2024-04-29,20.95,20.6,20.6,20.75,223
1452,2024-04-29,17.25,17.05,17.05,17.15,198
1453,2024-04-29,25.1,23.9,23.9,24.55,1825
1454,2024-04-29,16,15.65,15.7,15.85,21
1455,2024-04-29,15.8,15.1,15.2,15.3,7201
1456,2024-04-29,22.2,21.5,21.8,22.1,499
1457,2024-04-29,25.55,23.15,23.4,25.5,6963
1459,2024-04-29,11.7,10.8,11.55,11.1,2862
1460,2024-04-29,7.87,7.74,7.75,7.82,767
1463,2024-04-29,19,18.15,19,18.2,395
1464,2024-04-29,13.5,13.3,13.35,13.4,685
1465,2024-04-29,15.2,15.05,15.2,15.15,306
1466,2024-04-29,12.9,12.4,12.65,12.8,125
1467,2024-04-29,12.45,12,12.15,12,1620
1468,2024-04-29,12.4,12,12.2,12.35,73
1470,2024-04-29,20.25,19.5,20.25,19.55,45
1471,2024-04-29,15.3,14.55,14.55,15.15,929
1472,2024-04-29,81.3,80.3,80.3,80.8,42
1473,2024-04-29,35.5,33.9,33.9,34,1295
1474,2024-04-29,14.35,13.7,13.9,14.05,1861
1475,2024-04-29,55,54.6,54.7,55,85
1476,2024-04-29,520,514,519,519,565
1477,2024-04-29,403.5,394,398,398.5,1671
1503,2024-04-29,308.5,294,308,299,14770
1504,2024-04-29,57.3,56.2,57.2,56.7,12128
1506,2024-04-29,16.55,16.25,16.5,16.45,171
1512,2024-04-29,10.6,10.25,10.3,10.6,47
1513,2024-04-29,190,185,189,186,18951
1514,2024-04-29,156.5,149.5,156.5,150.5,3035
1515,2024-04-29,52.1,49.05,49.05,51.7,4738
1516,2024-04-29,20.95,20.1,20.85,20.95,3308
1517,2024-04-29,16.4,16.25,16.4,16.35,217
1519,2024-04-29,872,833,858,853,8094
1521,2024-04-29,38.5,38,38.35,38.2,30
1522,2024-04-29,51.7,49.5,50.2,50.8,6161
1524,2024-04-29,35.35,34.3,34.85,34.45,2364
1525,2024-04-29,69.5,68.4,69.4,69.5,51
1526,2024-04-29,34.55,34.05,34.4,34.2,170
1527,2024-04-29,41.55,41.3,41.5,41.45,313
1528,2024-04-29,12.4,12.15,12.2,12.4,740
1529,2024-04-29,34.8,33.7,34.55,34.05,2014
1530,2024-04-29,32.6,32,32.05,32.45,46
1531,2024-04-29,13.5,13.3,13.45,13.45,383
1532,2024-04-29,48.5,44.7,45.2,47.35,19621
1533,2024-04-29,46.3,45.65,45.65,45.7,78
1535,2024-04-29,79.4,77.6,79.1,78.6,692
1536,2024-04-29,55.2,54.4,54.4,54.8,1359
1537,2024-04-29,138,137,137,137.5,56
1538,2024-04-29,15.7,14.85,15.7,15.15,21
1539,2024-04-29,24.8,24.2,24.2,24.7,202
1540,2024-04-29,20.25,19.95,19.95,20.2,427
1541,2024-04-29,33,32.45,32.75,33,72
