"stoc","date","max","min","ope","clo","vol"
1101,2024-12-10,33.6,33,33.55,33.15,11289
1102,2024-12-10,42.6,42.25,42.45,42.3,4470
1103,2024-12-10,18,17.8,17.95,18,73
1104,2024-12-10,29.45,29.15,29.4,29.2,150
1108,2024-12-10,14.65,14.55,14.6,14.6,297
1109,2024-12-10,18.5,18.45,18.45,18.5,93
1110,2024-12-10,21.5,20.95,21.1,21.35,226
1201,2024-12-10,18.2,17.9,18.1,17.95,799
1203,2024-12-10,41.35,41.3,41.3,41.3,72
1210,2024-12-10,53.7,53.1,53.7,53.1,734
1213,2024-12-10,12.1,11.8,12,11.9,118
1215,2024-12-10,100.5,99.7,100,100.5,170
1216,2024-12-10,85.1,84.1,84.6,85,4859
1217,2024-12-10,11.95,11.85,11.9,11.85,629
1218,2024-12-10,21.05,20.8,21,20.9,543
1219,2024-12-10,16.7,16.55,16.55,16.6,127
1220,2024-12-10,18.4,17,17,18.15,4764
1225,2024-12-10,76.7,69.1,76.7,69.1,215
1227,2024-12-10,37.8,37.65,37.65,37.65,218
1229,2024-12-10,58.1,57.4,58,57.4,803
1231,2024-12-10,130,128,130,130,127
1232,2024-12-10,146,145.5,145.5,146,7
1233,2024-12-10,31.4,31,31.4,31.35,17
1234,2024-12-10,41.4,41.25,41.4,41.3,180
1235,2024-12-10,117,111,113.5,111,8
1236,2024-12-10,23.3,23.2,23.2,23.25,10
1240,2024-12-10,52.8,52.8,52.8,52.8,3
1256,2024-12-10,149.5,140.5,146,140.5,193
1259,2024-12-10,64.4,64.2,64.4,64.2,5
1264,2024-12-10,308,306,306.5,306.5,9
1268,2024-12-10,150.5,150.5,150.5,150.5,2
1301,2024-12-10,41.9,40.4,40.75,40.7,21209
1303,2024-12-10,38.2,36.45,37,36.7,15774
1304,2024-12-10,12.6,12.2,12.25,12.25,1736
1305,2024-12-10,14,13.55,13.6,13.6,698
1307,2024-12-10,40.4,38.85,38.85,39.2,1593
1308,2024-12-10,16.1,15.6,15.65,15.7,610
1309,2024-12-10,16.7,16.05,16.2,16.1,1217
1310,2024-12-10,11.2,10.8,10.95,10.8,705
1312,2024-12-10,11.45,11.1,11.1,11.15,2764
1313,2024-12-10,10.8,10.45,10.55,10.5,1479
1314,2024-12-10,8.2,8.03,8.08,8.03,8114
