"stoc","date","max","min","ope","clo","vol"
50,2025-12-16,62.25,61.7,62.1,62.25,154948
51,2025-12-16,90.7,88.4,90.7,89.05,110
52,2025-12-16,35.75,35.38,35.71,35.65,90188
53,2025-12-16,134.15,132.4,134.15,133.45,14
55,2025-12-16,31.22,30.78,31.08,31.08,216
56,2025-12-16,36.15,35.88,36.05,36.07,73909
57,2025-12-16,181.75,180.2,181.5,181.75,52
61,2025-12-16,22.58,22.31,22.57,22.35,127
1101,2025-12-16,22.8,22.3,22.75,22.3,31654
1102,2025-12-16,38.05,36.7,37.75,36.7,17421
1103,2025-12-16,14,13.8,13.9,13.9,407
1104,2025-12-16,30.55,30.1,30.2,30.45,643
1108,2025-12-16,14.95,14.9,14.9,14.9,155
1109,2025-12-16,15.65,15.5,15.5,15.65,65
1110,2025-12-16,16.35,16.1,16.25,16.3,128
1201,2025-12-16,14.85,14.7,14.8,14.75,240
1203,2025-12-16,39.85,39.25,39.25,39.5,51
1210,2025-12-16,51.4,50.6,51.4,51.2,3208
1213,2025-12-16,10.8,10,10,10.65,8
1215,2025-12-16,144,139,142,141,4253
1216,2025-12-16,75.4,74.7,74.7,74.7,12266
1217,2025-12-16,10.5,10.35,10.45,10.45,310
1218,2025-12-16,18.2,18.05,18.1,18.2,329
1219,2025-12-16,13.6,13.45,13.5,13.5,117
1220,2025-12-16,12.5,12.35,12.5,12.45,96
1225,2025-12-16,30.45,29.35,30,29.65,292
1227,2025-12-16,30.55,30.35,30.45,30.5,402
1229,2025-12-16,46.9,46.6,46.8,46.85,1251
1231,2025-12-16,96.7,95.5,96.1,96.3,270
1232,2025-12-16,146,143.5,144,146,110
1233,2025-12-16,32.1,31.85,31.85,31.9,17
1234,2025-12-16,37.95,37.8,37.95,37.9,104
1235,2025-12-16,48.95,47.25,47.25,48.15,11
1236,2025-12-16,25.3,24.6,24.9,24.95,45
1240,2025-12-16,58.8,58,58.8,58.5,13
1256,2025-12-16,137.5,135.5,137.5,136,27
1259,2025-12-16,61.1,61,61.1,61.1,4
1264,2025-12-16,283.5,282,283,283,20
1268,2025-12-16,160,157.5,158,160,32
1294,2025-12-16,79,77,78.7,78.4,21
1295,2025-12-16,89.6,86.3,88.7,88.3,134
1301,2025-12-16,41.15,40.1,40.75,40.15,16724
