"stoc","date","max","min","ope","clo","vol"
50,2026-01-12,70.55,70.05,70.5,70.35,79956
51,2026-01-12,97.3,95.8,95.8,97.1,72
52,2026-01-12,41.08,40.83,41.05,40.9,37039
53,2026-01-12,152.25,150.8,151.55,150.8,32
55,2026-01-12,32.05,31.84,32.05,31.91,200
56,2026-01-12,37.75,37.62,37.65,37.67,45209
57,2026-01-12,204.75,204.7,204.75,204.75,3
61,2026-01-12,24.06,23.82,23.85,24.02,359
1101,2026-01-12,25.1,23.8,23.85,24.95,97582
1102,2026-01-12,37.6,37,37.1,37.5,6264
1103,2026-01-12,14.1,13.95,14,14.05,495
1104,2026-01-12,30.4,29.9,29.9,30.15,669
1108,2026-01-12,14.95,14.9,14.9,14.9,144
1109,2026-01-12,15.45,15.35,15.4,15.4,194
1110,2026-01-12,16.55,16.25,16.45,16.5,408
1201,2026-01-12,14.45,14.3,14.45,14.4,293
1203,2026-01-12,39.9,39.35,39.65,39.35,60
1210,2026-01-12,51.8,51.4,51.5,51.6,981
1213,2026-01-12,9.91,9.9,9.91,9.91,4
1215,2026-01-12,141,139,139.5,141,1041
1216,2026-01-12,76.1,75.3,75.6,75.6,9179
1217,2026-01-12,10.55,10.4,10.5,10.45,581
1218,2026-01-12,18.35,18.2,18.25,18.35,431
1219,2026-01-12,13.55,13.35,13.4,13.45,285
1220,2026-01-12,12.55,12.4,12.55,12.55,139
1225,2026-01-12,28.35,27.85,28.1,28.25,103
1227,2026-01-12,29.7,29.45,29.7,29.6,863
1229,2026-01-12,46.8,46.25,46.8,46.25,1845
1231,2026-01-12,95.5,94.2,95.5,94.3,272
1232,2026-01-12,145,144,144.5,144.5,47
1233,2026-01-12,32.2,32.1,32.15,32.2,17
1234,2026-01-12,37.4,37.15,37.4,37.15,155
1235,2026-01-12,45.05,44.9,45,45,18
1236,2026-01-12,25.5,25.25,25.35,25.5,69
1240,2026-01-12,60,59.7,60,60,25
1256,2026-01-12,162,157.5,159.5,158.5,96
1259,2026-01-12,63.3,61,61,63.3,11
1264,2026-01-12,280,279.5,280,279.5,18
1268,2026-01-12,161,158,158.5,161,73
1294,2026-01-12,77.1,75.1,77.1,75.8,86
1295,2026-01-12,90,85.6,86,87.6,236
1301,2026-01-12,42.45,40.95,41.85,41.5,26728
1303,2026-01-12,65.4,61.9,63.1,64.7,88159
1304,2026-01-12,11.6,11.15,11.25,11.35,5288
1305,2026-01-12,11.85,11.2,11.3,11.6,3234
1307,2026-01-12,31.75,31,31.75,31.35,1204
1308,2026-01-12,13.5,13.05,13.15,13.35,1771
1309,2026-01-12,12.05,11.45,11.45,11.7,2211
1310,2026-01-12,9,8.67,8.7,8.75,3009
1312,2026-01-12,13.6,12.5,12.6,12.85,39447
1313,2026-01-12,10.65,10.2,10.3,10.35,5048
1314,2026-01-12,8.11,7.92,7.93,8.11,20899
1315,2026-01-12,64,63.7,64,63.9,29
1316,2026-01-12,14.7,14.3,14.7,14.6,2910
1319,2026-01-12,95.1,93.7,95.1,93.8,1637
1321,2026-01-12,34.85,34.5,34.85,34.65,205
1323,2026-01-12,19.45,18.5,19.4,18.95,239
1324,2026-01-12,11.2,11.15,11.2,11.2,50
1325,2026-01-12,31.75,31.15,31.3,31.2,858
1326,2026-01-12,32.5,31.95,32.1,32.45,12031
1336,2026-01-12,16,15.65,16,15.7,452
1337,2026-01-12,4.91,4.83,4.86,4.84,312
1338,2026-01-12,20.25,20,20.05,20.05,103
1339,2026-01-12,42.3,41.65,42.05,41.85,41
1340,2026-01-12,6.9,6.67,6.9,6.68,560
1341,2026-01-12,58.7,58.3,58.7,58.4,4
1342,2026-01-12,95.4,93,93,95.1,393
1402,2026-01-12,28.5,28.25,28.35,28.4,5438
1409,2026-01-12,15,14.7,14.85,14.9,3850
1410,2026-01-12,34.7,33.9,34.2,33.9,31
1413,2026-01-12,9.94,9.65,9.65,9.94,111
1414,2026-01-12,18.8,17.85,17.9,18.2,192
1416,2026-01-12,11.85,11.7,11.7,11.85,204
1417,2026-01-12,8.84,8.68,8.84,8.81,301
1418,2026-01-12,20.2,19.8,19.8,20.05,25
1419,2026-01-12,73.4,71.4,71.4,73.3,302
1423,2026-01-12,38.6,37.9,38,38.4,31
1432,2026-01-12,18.1,17.8,18,18,243
1434,2026-01-12,16.3,16,16,16.25,3220
1435,2026-01-12,21.35,21.35,21.35,21.35,3
1436,2026-01-12,62.1,60.9,62,61.8,202
1437,2026-01-12,33.2,32.8,33.2,32.85,95
1438,2026-01-12,33.5,32.9,33.35,33.25,138
1439,2026-01-12,30.2,29.65,29.65,30.2,120
1440,2026-01-12,13.4,13.25,13.4,13.35,936
1441,2026-01-12,10.35,10.25,10.3,10.35,8
1442,2026-01-12,30.65,29.85,30.2,30.6,960
1443,2026-01-12,27,26.8,26.9,26.85,19
1444,2026-01-12,6.2,6.08,6.2,6.09,1204
1445,2026-01-12,12.6,12.4,12.45,12.45,57
1446,2026-01-12,18.3,18.05,18.15,18.1,273
1447,2026-01-12,5.28,5.16,5.27,5.16,1207
1449,2026-01-12,12.4,12.1,12.4,12.4,3359
1451,2026-01-12,17.35,17.15,17.25,17.25,280
1452,2026-01-12,11.8,11.75,11.75,11.75,70
1453,2026-01-12,12.3,12.15,12.15,12.2,45
1454,2026-01-12,13,12.85,12.9,13,13
1455,2026-01-12,7.77,7.68,7.77,7.69,377
1456,2026-01-12,13.45,12.95,13.45,13.45,46
1457,2026-01-12,15.55,15.45,15.5,15.5,113
1459,2026-01-12,11.85,11.75,11.8,11.75,65
1460,2026-01-12,6.41,6.33,6.4,6.41,821
1463,2026-01-12,17.6,17.3,17.6,17.35,121
1464,2026-01-12,11.4,11.15,11.15,11.3,426
1465,2026-01-12,12.55,12.5,12.5,12.55,42
1466,2026-01-12,14.2,13.85,14.15,14.05,92
1467,2026-01-12,8.2,7.82,8.2,8.05,671
1468,2026-01-12,11.9,11.6,11.65,11.85,38
1470,2026-01-12,23.65,23.15,23.65,23.15,2
1471,2026-01-12,9.91,9.55,9.7,9.77,658
1472,2026-01-12,90.2,88.1,90.2,88.1,19
1473,2026-01-12,24.15,23.65,24.15,23.9,176
1474,2026-01-12,10.35,10.2,10.35,10.3,471
1475,2026-01-12,32.1,31.4,31.85,31.65,45
1476,2026-01-12,411,401.5,411,403,844
1477,2026-01-12,317.5,309.5,317,313.5,1264
1503,2026-01-12,177,172,175,175.5,2121
1504,2026-01-12,84.5,83.3,84,83.6,9461
1506,2026-01-12,12,11.7,12,11.95,119
1512,2026-01-12,7.37,7.23,7.37,7.3,59
1513,2026-01-12,148,145,147.5,146,3281
1514,2026-01-12,99.6,97.1,98.6,99,2884
1515,2026-01-12,27.2,26.8,26.8,27,316
1516,2026-01-12,21.5,21.2,21.25,21.25,18
1517,2026-01-12,11.05,10.75,10.85,10.9,170
1519,2026-01-12,829,791,794,817,8147
1521,2026-01-12,24,23.8,23.8,23.95,12
1522,2026-01-12,47.5,46.5,46.6,46.8,1514
1524,2026-01-12,30.1,29.65,30,29.7,1053
1525,2026-01-12,64.2,63.2,63.2,63.7,11
