"stoc","date","max","min","ope","clo","vol"
1101,2024-06-07,33.25,32.65,32.7,33.05,9262
1102,2024-06-07,41.55,40.6,40.6,41.4,4700
1103,2024-06-07,18.5,18.25,18.25,18.4,289
1104,2024-06-07,33.9,33.55,33.65,33.85,669
1108,2024-06-07,17.05,16.85,16.85,16.9,667
1109,2024-06-07,19.45,19.3,19.35,19.4,188
1110,2024-06-07,25.1,23.8,24.35,24.25,1524
1201,2024-06-07,18.95,18.8,18.8,18.8,432
1203,2024-06-07,50.2,49.55,50.2,49.7,4
1210,2024-06-07,57.3,57,57,57.1,1041
1213,2024-06-07,7.15,7.1,7.1,7.15,21
1215,2024-06-07,108,107,107,108,550
1216,2024-06-07,80.3,79.5,79.6,80.3,7375
1217,2024-06-07,12.1,12,12,12.1,574
1218,2024-06-07,23.25,22.45,22.45,23.25,2434
1219,2024-06-07,18.9,18.8,18.8,18.9,215
1220,2024-06-07,15.5,15.2,15.3,15.45,265
1225,2024-06-07,93.5,92.6,93.4,92.8,61
1227,2024-06-07,41.5,41.2,41.4,41.35,635
1229,2024-06-07,67.3,67,67.2,67.2,557
1231,2024-06-07,103.5,102,103.5,102.5,165
1232,2024-06-07,145.5,144.5,144.5,145,53
1233,2024-06-07,34.2,34,34.05,34.2,16
1234,2024-06-07,43.6,43.45,43.5,43.6,155
1235,2024-06-07,91,90.9,90.9,90.9,3
1236,2024-06-07,24.05,24,24,24,15
1240,2024-06-07,54.5,53.4,53.4,53.8,31
1256,2024-06-07,201,197,197,200.5,27
1259,2024-06-07,72.2,72,72.2,72.1,8
1264,2024-06-07,313,312,312,312.5,12
1268,2024-06-07,170,168.5,168.5,169.5,125
1301,2024-06-07,63,61.6,62.1,62.7,13686
1303,2024-06-07,51.1,49.8,50.4,50.8,16916
1304,2024-06-07,15.65,15.1,15.15,15.55,2709
1305,2024-06-07,17.5,16.95,17.05,17.5,1507
1307,2024-06-07,32.55,31.55,31.55,32.5,562
1308,2024-06-07,17.95,17.55,17.55,17.8,1282
1309,2024-06-07,15.45,15.05,15.25,15.4,587
1310,2024-06-07,13.1,12.7,12.75,13,1238
1312,2024-06-07,14.3,13.65,13.7,14.25,5921
1313,2024-06-07,12.7,12.25,12.35,12.6,1868
1314,2024-06-07,10.3,9.92,9.93,10.1,44160
1315,2024-06-07,72.3,71.8,72.3,71.9,15
1316,2024-06-07,20.75,18.75,18.8,20.75,27401
1319,2024-06-07,117,114,116,114.5,2539
1321,2024-06-07,39.55,38.65,38.75,39.2,262
1323,2024-06-07,30.5,30.3,30.3,30.5,33
1324,2024-06-07,13.4,13.25,13.25,13.4,139
