"stoc","date","max","min","ope","clo","vol"
50,2025-03-20,184.45,182.45,182.45,184.45,7614
51,2025-03-20,77.5,76.9,76.9,77.45,25
52,2025-03-20,182.3,180.2,180.2,182.25,552
53,2025-03-20,98.5,97.9,97.95,98.5,3
55,2025-03-20,28.8,28.61,28.74,28.74,132
56,2025-03-20,36.47,36.31,36.31,36.46,15239
57,2025-03-20,137.4,136.25,137.15,137.35,32
61,2025-03-20,20.3,20.07,20.3,20.08,224
1101,2025-03-20,33.9,33.35,33.55,33.7,11166
1102,2025-03-20,45.7,44.75,45.1,45.5,11354
1103,2025-03-20,16.45,16.3,16.45,16.35,346
1104,2025-03-20,30.45,30.25,30.35,30.35,163
1108,2025-03-20,15.4,15,15,15.15,491
1109,2025-03-20,18.05,17.95,18,18,65
1110,2025-03-20,19.65,18.9,19.4,19,563
1201,2025-03-20,18,17.9,17.9,17.95,138
1203,2025-03-20,39.45,38.05,38.25,38.5,90
1210,2025-03-20,58,57.6,57.9,58,728
1213,2025-03-20,13.5,12.75,12.8,13.05,126
1215,2025-03-20,102.5,101,101.5,101,287
1216,2025-03-20,81.6,80.7,80.7,81.3,7770
1217,2025-03-20,12,11.9,11.95,11.9,395
1218,2025-03-20,21.7,21.5,21.6,21.65,575
1219,2025-03-20,15.1,15,15,15.1,120
1220,2025-03-20,15.75,15.4,15.4,15.65,615
1225,2025-03-20,37.8,36.7,37.5,37.65,2788
1227,2025-03-20,36,35.8,35.85,35.95,268
1229,2025-03-20,52,51.4,51.7,51.8,1014
1231,2025-03-20,136.5,132.5,132.5,135,518
1232,2025-03-20,154,152.5,152.5,153,76
1233,2025-03-20,33.65,33.55,33.65,33.55,69
1234,2025-03-20,41.15,40.95,41.15,40.95,94
1235,2025-03-20,105,101.5,101.5,102.5,37
1236,2025-03-20,23.2,22.95,23,23.15,21
1240,2025-03-20,55.1,54.8,55.1,54.9,24
1256,2025-03-20,148,143.5,146.5,146.5,11
1264,2025-03-20,317,317,317,317,8
1268,2025-03-20,152,151,152,151,18
1294,2025-03-20,98,96.6,96.6,98,68
1301,2025-03-20,41.55,40.15,40.15,40.8,19660
1303,2025-03-20,34.65,34.05,34.1,34.55,11163
1304,2025-03-20,12.3,12.1,12.1,12.3,1929
1305,2025-03-20,13.65,13.45,13.5,13.65,691
1307,2025-03-20,48.45,46.35,46.45,47.3,2390
1308,2025-03-20,15,14.8,14.8,14.9,469
1309,2025-03-20,14.55,14.35,14.45,14.5,577
1310,2025-03-20,10.65,10.45,10.5,10.6,1116
1312,2025-03-20,11.5,11.3,11.3,11.4,2432
1313,2025-03-20,9.88,9.63,9.7,9.86,4462
1314,2025-03-20,7.95,7.88,7.9,7.93,4680
1315,2025-03-20,70.2,69.9,70,70.1,19
1316,2025-03-20,17.35,16.15,16.25,17.35,61444
1319,2025-03-20,140.5,133,133,140,6780
1321,2025-03-20,38.15,37.85,38,38.05,161
1323,2025-03-20,24,23.9,23.95,23.95,33
1324,2025-03-20,12.7,12.65,12.7,12.7,10
1325,2025-03-20,29.25,28.7,28.85,29.2,418
1326,2025-03-20,29.75,29.05,29.1,29.5,12498
1336,2025-03-20,27.5,27.05,27.3,27.2,1319
1337,2025-03-20,6.6,6.51,6.58,6.53,205
1338,2025-03-20,30.5,30.25,30.25,30.4,31
1339,2025-03-20,59.4,58.7,58.8,59.3,58
1340,2025-03-20,8.95,8.78,8.79,8.94,49
1341,2025-03-20,75,74.3,75,74.4,16
1342,2025-03-20,102,100,100.5,101.5,296
1402,2025-03-20,34.4,33.95,34.05,34.4,3905
1409,2025-03-20,14.9,14.75,14.8,14.85,1210
1410,2025-03-20,36.3,35.9,36.3,36.2,8
1413,2025-03-20,12.3,12.1,12.2,12.25,139
1414,2025-03-20,21.45,21.05,21.45,21.3,345
1416,2025-03-20,12.85,12.7,12.8,12.75,204
1417,2025-03-20,9.5,9.33,9.42,9.46,139
1418,2025-03-20,26.8,26,26.05,26,30
1419,2025-03-20,44.45,43.95,44.35,44.35,58
1423,2025-03-20,37.25,37.15,37.15,37.15,9
1432,2025-03-20,19.6,19.5,19.55,19.55,172
1434,2025-03-20,19.75,19.5,19.5,19.75,999
1435,2025-03-20,43,41.5,41.5,42.5,35
