"stoc","date","max","min","ope","clo","vol"
1101,2024-08-30,33.1,32.9,33.05,32.95,15143
1102,2024-08-30,45.1,44.45,45,45.1,8910
1103,2024-08-30,18.35,18.05,18.2,18.35,544
1104,2024-08-30,30.9,30.4,30.4,30.9,534
1108,2024-08-30,15.25,15.15,15.2,15.2,166
1109,2024-08-30,18.4,18.3,18.4,18.35,148
1110,2024-08-30,23.1,22.6,22.95,22.7,248
1201,2024-08-30,18.5,18.4,18.5,18.45,294
1203,2024-08-30,53.3,53.2,53.3,53.3,5
1210,2024-08-30,53.6,52.6,52.9,53.6,1305
1213,2024-08-30,12.3,11.9,11.95,12.25,6
1215,2024-08-30,99.4,98.7,98.7,99,226
1216,2024-08-30,83,81.9,82.7,82.6,16855
1217,2024-08-30,12.65,12.2,12.2,12.5,5249
1218,2024-08-30,20.9,20.65,20.8,20.9,479
1219,2024-08-30,17.35,17.25,17.35,17.35,238
1220,2024-08-30,17,16.55,16.65,16.7,1317
1225,2024-08-30,159.5,156.5,158,159.5,32
1227,2024-08-30,39.1,38.75,38.8,39.1,548
1229,2024-08-30,63,62.1,62.1,63,787
1231,2024-08-30,110,108.5,109.5,110,183
1232,2024-08-30,147.5,146.5,147.5,147.5,63
1233,2024-08-30,32.6,32.5,32.5,32.6,4
1234,2024-08-30,42.55,42.3,42.55,42.5,55
1235,2024-08-30,124.5,121,121,123.5,10
1236,2024-08-30,24.1,23.95,24.05,24.1,21
1240,2024-08-30,53,52.4,52.4,53,34
1256,2024-08-30,160,160,160,160,1
1259,2024-08-30,70.8,70.3,70.3,70.8,3
1264,2024-08-30,319.5,319,319,319.5,4
1268,2024-08-30,160,159.5,160,160,60
1301,2024-08-30,52.2,51.4,51.6,51.6,10943
1303,2024-08-30,46,45.3,45.7,45.3,31645
1304,2024-08-30,15.2,14.85,14.9,15,1585
1305,2024-08-30,17.15,16.95,17.05,16.95,436
1307,2024-08-30,34.3,32.75,32.75,33.8,2158
1308,2024-08-30,18.1,17.9,17.9,18.05,668
1309,2024-08-30,18.6,18.2,18.5,18.2,1330
1310,2024-08-30,13.25,13.05,13.1,13.1,336
1312,2024-08-30,13.3,13.15,13.25,13.25,1749
