,stocnumb,stocname,thismon,thisrev,mom,yoy
0,1101,台泥,202106,8480821,-13.74,-8.69
1,1101,台泥,202107,8319971,-1.89,-11.4
2,1101,台泥,202108,8964476,7.74,-2.62
3,1101,台泥,202109,9597804,7.06,6.22
4,1101,台泥,202110,9565047,-0.34,1.03
5,1101,台泥,202111,9752687,1.96,-1.53
6,1101,台泥,202112,10821264,10.95,7.07
7,1101,台泥,202201,7517896,-30.52,-7.0
8,1101,台泥,202202,5456068,-27.42,30.73
9,1101,台泥,202203,9971650,82.76,1.96
10,1101,台泥,202204,8319342,-16.57,-13.98
11,1101,台泥,202205,7733787,-7.03,-21.34
12,1101,台泥,202206,9145989,18.26,7.84
13,1101,台泥,202207,10102468,10.45,21.42
14,1101,台泥,202208,10689860,5.81,19.24
15,1101,台泥,202209,10404901,-2.66,8.4
16,1101,台泥,202210,11368096,9.25,18.85
17,1101,台泥,202211,9674576,-14.89,-0.8
18,1101,台泥,202212,12584154,30.07,16.29
19,1101,台泥,202301,7325221,-41.79,-2.56
20,1101,台泥,202302,7306069,-0.26,33.9
21,1101,台泥,202303,11730367,60.55,17.63
22,1101,台泥,202304,9100119,-22.42,9.38
23,1101,台泥,202305,9596091,5.45,24.08
24,1101,台泥,202306,8816109,-8.12,-3.6
25,1101,台泥,202307,8953462,1.55,-11.37
26,1101,台泥,202308,9379408,4.75,-12.25
27,1101,台泥,202309,8735157,-6.86,-16.04
28,1101,台泥,202310,9371746,7.28,-17.56
29,1101,台泥,202311,8786909,-6.24,-9.17
30,1101,台泥,202312,9514039,8.27,-24.39
31,1101,台泥,202402,4798581,-33.7,-34.32
32,1101,台泥,202403,13649152,184.44,16.35
33,1101,台泥,202404,11626493,-14.81,27.76
34,1101,台泥,202405,13860276,19.21,44.43
35,1102,亞泥,202106,6895504,-10.31,2.12
36,1102,亞泥,202107,6477630,-6.06,-4.72
37,1102,亞泥,202108,7193266,11.04,7.63
38,1102,亞泥,202109,7831470,8.87,7.92
39,1102,亞泥,202110,9454594,20.72,27.19
40,1102,亞泥,202111,8985672,-4.95,13.4
41,1102,亞泥,202112,9403723,4.65,13.01
42,1102,亞泥,202201,7420726,-21.08,-0.2
43,1102,亞泥,202202,4100676,-44.74,18.85
44,1102,亞泥,202203,8160414,99.0,16.46
45,1102,亞泥,202204,8710220,6.73,11.09
46,1102,亞泥,202205,8000427,-8.14,2.58
47,1102,亞泥,202206,7776413,-2.8,9.31
48,1102,亞泥,202207,7864622,1.13,15.34
49,1102,亞泥,202208,7069221,-10.11,-1.72
50,1102,亞泥,202209,6994078,-1.06,-10.69
51,1102,亞泥,202210,7601097,8.67,-19.6
52,1102,亞泥,202211,8306062,9.27,-7.56
53,1102,亞泥,202212,8340507,0.41,-11.3
54,1102,亞泥,202301,4814494,-42.27,-35.12
55,1102,亞泥,202302,6241236,29.63,52.2
56,1102,亞泥,202303,8152982,30.63,-0.09
57,1102,亞泥,202304,7168871,-12.07,-17.69
58,1102,亞泥,202305,7238507,0.97,-9.52
59,1102,亞泥,202306,6671130,-7.83,-14.21
60,1102,亞泥,202307,6790125,1.78,-13.66
61,1102,亞泥,202308,6469836,-4.71,-8.47
62,1102,亞泥,202309,6691905,3.43,-4.32
63,1102,亞泥,202310,6706168,0.21,-11.77
64,1102,亞泥,202311,6915817,3.12,-16.73
65,1102,亞泥,202312,6313936,-8.7,-24.29
66,1102,亞泥,202402,3599986,-44.53,-42.31
67,1102,亞泥,202403,6409280,78.03,-21.38
68,1102,亞泥,202404,5686606,-11.27,-20.67
69,1102,亞泥,202405,6459670,13.59,-10.75
70,1103,嘉泥,202106,168756,-14.07,1.19
71,1103,嘉泥,202107,192983,14.35,11.46
72,1103,嘉泥,202108,166022,-13.97,8.8
73,1103,嘉泥,202109,201306,21.25,23.12
74,1103,嘉泥,202110,193141,-4.05,16.6
75,1103,嘉泥,202111,197773,2.39,-5.33
76,1103,嘉泥,202112,171518,-13.27,-14.66
77,1103,嘉泥,202201,158052,-7.85,-19.14
78,1103,嘉泥,202202,134062,-15.17,-7.6
79,1103,嘉泥,202203,220463,64.44,8.09
80,1103,嘉泥,202204,168089,-23.75,-9.25
81,1103,嘉泥,202205,163521,-2.71,-16.74
82,1103,嘉泥,202206,183177,12.02,8.54
83,1103,嘉泥,202207,178825,-2.37,-7.33
84,1103,嘉泥,202208,182371,1.98,9.84
85,1103,嘉泥,202209,205264,12.55,1.96
86,1103,嘉泥,202210,209429,2.02,8.43
87,1103,嘉泥,202211,221763,5.88,12.13
88,1103,嘉泥,202212,228644,3.1,33.3
89,1103,嘉泥,202301,191217,-16.36,20.98
90,1103,嘉泥,202302,211050,10.37,57.42
91,1103,嘉泥,202304,220272,-11.58,31.04
92,1103,嘉泥,202306,277233,21.7,51.34
93,1103,嘉泥,202307,266631,-3.82,49.1
94,1103,嘉泥,202308,238917,-10.39,31.0
95,1103,嘉泥,202309,232979,-2.48,13.5
96,1103,嘉泥,202310,257343,10.45,22.87
97,1103,嘉泥,202311,255428,-0.74,15.18
98,1103,嘉泥,202312,283279,10.9,23.89
99,1103,嘉泥,202402,201295,-17.14,-4.62
100,1103,嘉泥,202403,254887,26.62,2.3
101,1103,嘉泥,202404,238141,-6.56,8.11
102,1103,嘉泥,202405,243833,2.39,7.03
103,1104,環泥,202106,407130,-23.73,-10.23
104,1104,環泥,202107,493738,21.27,3.5
105,1104,環泥,202108,431224,-12.66,17.5
106,1104,環泥,202109,528251,22.5,17.15
107,1104,環泥,202110,558944,5.81,12.71
108,1104,環泥,202111,592281,5.96,21.24
109,1104,環泥,202112,569625,-3.82,2.6
110,1104,環泥,202201,592322,3.98,15.8
111,1104,環泥,202202,348338,-41.19,-1.6
112,1104,環泥,202203,591593,69.83,2.88
113,1104,環泥,202204,638493,7.92,21.95
114,1104,環泥,202205,537082,-15.88,0.61
115,1104,環泥,202206,573028,6.69,40.74
116,1104,環泥,202207,580420,1.28,17.55
117,1104,環泥,202208,605512,4.32,40.41
118,1104,環泥,202209,597159,-1.37,13.04
119,1104,環泥,202210,634981,6.33,13.6
120,1104,環泥,202211,631827,-0.49,6.67
121,1104,環泥,202212,725055,14.75,27.28
122,1104,環泥,202301,504378,-30.43,-14.84
123,1104,環泥,202302,591525,17.27,69.81
124,1104,環泥,202303,739446,25.0,24.99
125,1104,環泥,202304,644087,-12.89,0.87
126,1104,環泥,202305,671021,4.18,24.93
127,1104,環泥,202306,604263,-9.94,5.45
128,1104,環泥,202307,637246,5.45,9.79
129,1104,環泥,202308,617197,-3.14,1.92
130,1104,環泥,202309,618592,0.22,3.58
131,1104,環泥,202310,654514,5.8,3.07
132,1104,環泥,202311,777614,18.8,23.07
133,1104,環泥,202312,742480,-4.51,2.4
134,1104,環泥,202402,477355,-29.87,-19.3
135,1104,環泥,202403,750456,57.21,1.48
136,1104,環泥,202404,686687,-8.49,6.61
137,1104,環泥,202405,743116,8.21,10.74
138,1108,幸福,202106,325660,-8.78,-9.69
139,1108,幸福,202107,310860,-4.54,-19.05
140,1108,幸福,202108,249977,-19.58,-31.85
141,1108,幸福,202109,269964,7.99,-29.1
142,1108,幸福,202110,276724,2.5,-27.49
143,1108,幸福,202111,268037,-3.13,-33.34
144,1108,幸福,202112,319368,19.15,-17.69
145,1108,幸福,202201,324664,1.65,-22.2
146,1108,幸福,202202,210635,-35.12,-24.52
147,1108,幸福,202203,345612,64.08,-1.12
148,1108,幸福,202204,335518,-2.92,-2.9
149,1108,幸福,202205,332258,-0.97,-6.94
150,1108,幸福,202206,334113,0.55,2.59
151,1108,幸福,202207,326691,-2.22,5.09
152,1108,幸福,202208,390053,19.39,56.03
153,1108,幸福,202209,346635,-11.13,28.4
154,1108,幸福,202210,401202,15.74,44.98
155,1108,幸福,202211,383773,-4.34,43.17
156,1108,幸福,202212,418326,9.0,31.03
157,1108,幸福,202301,294901,-29.5,-9.16
158,1108,幸福,202302,361748,22.66,71.74
159,1108,幸福,202303,436030,20.53,26.16
160,1108,幸福,202304,396170,-9.14,18.07
161,1108,幸福,202305,482963,21.9,45.35
162,1108,幸福,202306,442961,-8.28,32.57
163,1108,幸福,202307,441143,-0.41,35.03
164,1108,幸福,202308,430420,-2.43,10.34
165,1108,幸福,202309,404171,-6.09,16.59
166,1108,幸福,202310,451146,11.62,12.44
167,1108,幸福,202311,503715,11.65,31.25
168,1108,幸福,202312,449490,-10.76,7.5
169,1108,幸福,202401,457149,1.7,55.01
170,1108,幸福,202402,286337,-37.36,-20.84
171,1108,幸福,202403,449482,56.97,3.08
172,1108,幸福,202404,426739,-5.05,7.71
173,1108,幸福,202405,435713,2.1,-9.78
174,1109,信大,202106,492001,-21.57,-19.5
175,1109,信大,202107,492134,0.02,-25.0
176,1109,信大,202108,591358,20.16,-5.48
177,1109,信大,202109,376885,-36.26,-44.21
178,1109,信大,202110,660615,75.28,-16.35
179,1109,信大,202111,781722,18.33,8.7
180,1109,信大,202112,777783,-0.5,-8.77
181,1109,信大,202201,566897,-27.11,-23.31
182,1109,信大,202202,181644,-67.95,-4.56
183,1109,信大,202203,490643,170.11,-44.42
184,1109,信大,202204,519822,5.94,-32.14
185,1109,信大,202205,654002,25.81,4.24
186,1109,信大,202206,591868,-9.5,20.29
187,1109,信大,202207,557403,-5.82,13.26
188,1109,信大,202208,478276,-14.19,-19.12
189,1109,信大,202209,634886,32.74,68.45
190,1109,信大,202210,527209,-16.96,-20.19
191,1109,信大,202211,669587,27.0,-14.34
192,1109,信大,202212,516142,-22.91,-33.63
193,1109,信大,202301,298010,-42.26,-47.43
194,1109,信大,202302,410951,37.89,126.23
195,1109,信大,202303,625197,52.13,27.42
196,1109,信大,202304,552377,-11.64,6.26
197,1109,信大,202305,627486,13.59,-4.05
198,1109,信大,202306,516592,-17.67,-12.71
199,1109,信大,202307,562522,8.89,0.91
200,1109,信大,202308,541722,-3.69,13.26
201,1109,信大,202309,490929,-9.37,-22.67
202,1109,信大,202310,531941,8.35,0.89
203,1109,信大,202311,532975,0.19,-20.4
204,1109,信大,202312,569161,6.78,10.27
205,1109,信大,202402,226768,-51.39,-44.81
206,1109,信大,202403,403740,78.04,-35.42
207,1109,信大,202404,441921,9.45,-19.99
208,1109,信大,202405,516800,16.94,-17.63
209,1110,東泥,202106,262145,84.96,101.07
210,1110,東泥,202107,159247,-39.25,27.76
211,1110,東泥,202108,109276,-31.37,10.78
212,1110,東泥,202109,140017,28.13,-2.25
213,1110,東泥,202110,151364,8.1,5.41
214,1110,東泥,202111,160698,6.16,7.31
215,1110,東泥,202112,184874,15.04,15.09
216,1110,東泥,202201,166858,-9.74,21.02
217,1110,東泥,202202,97391,-41.63,-5.54
218,1110,東泥,202203,178972,83.76,22.27
219,1110,東泥,202204,114127,-36.23,-20.69
220,1110,東泥,202205,89660,-21.43,-36.73
221,1110,東泥,202206,115133,28.41,-56.08
222,1110,東泥,202207,134470,16.79,-15.55
223,1110,東泥,202208,176935,31.57,61.91
224,1110,東泥,202209,157462,-11.0,12.45
225,1110,東泥,202210,197515,25.43,30.49
226,1110,東泥,202211,198316,0.4,23.4
227,1110,東泥,202212,167733,-15.42,-9.27
228,1110,東泥,202301,137873,-17.8,-17.37
229,1110,東泥,202302,174115,26.28,78.77
230,1110,東泥,202303,216150,24.14,20.77
231,1110,東泥,202304,219472,1.53,92.3
232,1110,東泥,202305,213937,-2.52,138.6
233,1110,東泥,202306,181890,-14.97,57.98
234,1110,東泥,202307,168514,-7.35,25.31
235,1110,東泥,202308,160207,-4.92,-9.45
236,1110,東泥,202309,169364,5.71,7.55
237,1110,東泥,202310,191120,12.84,-3.23
238,1110,東泥,202311,229619,20.14,15.78
239,1110,東泥,202312,211257,-7.99,25.94
240,1110,東泥,202402,175185,-2.96,0.61
241,1110,東泥,202403,225256,28.58,4.21
242,1110,東泥,202404,207095,-6.36,-5.63
243,1110,東泥,202405,204577,-1.21,-4.37
244,1201,味全,202106,1717230,3.45,8.4
245,1201,味全,202107,1802387,4.95,4.73
246,1201,味全,202108,1917771,6.4,3.07
247,1201,味全,202109,1821712,-5.0,2.86
248,1201,味全,202110,1709407,-6.16,3.34
249,1201,味全,202111,1636605,-4.25,3.0
250,1201,味全,202112,1614562,-1.34,9.63
251,1201,味全,202201,1668787,3.35,14.21
252,1201,味全,202202,1291903,-22.58,-7.81
253,1201,味全,202203,1589975,23.07,5.49
254,1201,味全,202204,1495139,-5.96,-4.59
255,1201,味全,202205,1662683,11.2,0.16
256,1201,味全,202206,1754660,5.53,2.17
257,1201,味全,202207,1907939,8.73,5.85
258,1201,味全,202208,2008672,5.27,4.73
259,1201,味全,202209,1834655,-8.66,0.71
260,1201,味全,202210,1719108,-6.29,0.56
261,1201,味全,202211,1596213,-7.14,-2.46
262,1201,味全,202212,1453858,-8.91,-9.95
263,1201,味全,202301,1585126,9.02,-5.01
264,1201,味全,202302,1489920,-6.0,15.32
265,1201,味全,202303,1714224,15.05,7.81
266,1201,味全,202304,1684136,-1.75,12.64
267,1201,味全,202305,1760630,4.54,5.89
268,1201,味全,202306,1799883,2.22,2.57
269,1201,味全,202307,1987063,10.39,4.14
270,1201,味全,202308,2024542,1.88,0.79
271,1201,味全,202309,1944806,-3.93,6.0
272,1201,味全,202310,1894929,-2.56,10.22
273,1201,味全,202311,1854759,-2.11,16.19
274,1201,味全,202312,1736336,-6.38,19.42
275,1201,味全,202402,1730379,-5.05,16.13
276,1201,味全,202403,1781603,2.96,3.93
277,1201,味全,202404,1888811,6.01,12.15
278,1201,味全,202405,2067265,9.44,17.41
279,1203,味王,202106,492972,0.96,-5.04
280,1203,味王,202107,494155,0.23,0.76
281,1203,味王,202108,540451,9.36,6.07
282,1203,味王,202109,504898,-6.57,-6.56
283,1203,味王,202110,441364,-12.58,1.4
284,1203,味王,202111,388602,-11.95,-19.26
285,1203,味王,202112,507831,30.68,-2.2
286,1203,味王,202201,564100,11.08,3.45
287,1203,味王,202202,453678,-19.57,2.49
288,1203,味王,202203,517118,13.98,3.4
289,1203,味王,202204,516050,-0.2,9.57
290,1203,味王,202205,533780,3.43,9.32
291,1203,味王,202206,527809,-1.11,7.06
292,1203,味王,202207,514516,-2.51,4.12
293,1203,味王,202208,546197,6.15,1.06
294,1203,味王,202209,523146,-4.22,3.61
295,1203,味王,202210,534997,2.26,21.21
296,1203,味王,202211,538061,0.57,38.46
297,1203,味王,202212,609563,13.28,20.03
298,1203,味王,202301,515619,-15.41,-8.59
299,1203,味王,202302,515621,0.0,13.65
300,1203,味王,202303,544406,5.58,5.27
301,1203,味王,202304,506873,-6.89,-1.77
302,1203,味王,202305,552211,8.94,3.45
303,1203,味王,202306,474979,-13.98,-10.0
304,1203,味王,202307,498272,4.9,-3.15
305,1203,味王,202308,566658,13.72,3.74
306,1203,味王,202309,544257,-3.95,4.03
307,1203,味王,202310,504360,-7.33,-5.72
308,1203,味王,202311,565727,12.16,5.14
309,1203,味王,202312,559442,-1.11,-8.22
310,1203,味王,202402,472834,-15.7,-8.29
311,1203,味王,202403,524884,11.0,-3.58
312,1203,味王,202404,492424,-6.18,-2.85
313,1203,味王,202405,512093,3.99,-7.26
314,1210,大成,202106,9082135,9.86,40.79
315,1210,大成,202107,9150386,0.75,43.02
316,1210,大成,202108,7913624,-13.51,16.87
317,1210,大成,202109,9493296,19.96,32.05
318,1210,大成,202110,8186264,-13.76,8.02
319,1210,大成,202111,8855770,8.17,19.17
320,1210,大成,202112,9224406,4.16,12.29
321,1210,大成,202201,9956918,7.94,17.4
322,1210,大成,202202,7516358,-24.51,29.2
323,1210,大成,202203,8558697,13.86,6.02
324,1210,大成,202204,9182352,7.28,1.42
325,1210,大成,202205,8649541,-5.8,4.63
326,1210,大成,202206,9471082,9.49,4.28
327,1210,大成,202207,9161168,-3.27,0.11
328,1210,大成,202208,10578033,15.46,33.66
329,1210,大成,202209,9702507,-8.27,2.2
330,1210,大成,202210,10031178,3.38,22.53
331,1210,大成,202211,10074064,0.42,13.75
332,1210,大成,202212,10247364,1.72,11.08
333,1210,大成,202301,9191048,-10.3,-7.69
334,1210,大成,202302,8240329,-10.34,9.63
335,1210,大成,202303,9633956,16.91,12.56
336,1210,大成,202304,8940319,-7.19,-2.63
337,1210,大成,202305,9815309,9.78,13.47
338,1210,大成,202306,8906040,-9.26,-5.96
339,1210,大成,202307,8904562,-0.01,-2.8
340,1210,大成,202308,10230624,14.89,-3.28
341,1210,大成,202309,9291296,-9.18,-4.23
342,1210,大成,202310,8992288,-3.21,-10.35
343,1210,大成,202311,9371916,4.22,-6.96
344,1210,大成,202312,9270160,-1.08,-9.53
345,1210,大成,202402,7242006,-23.56,-12.11
346,1210,大成,202403,8587702,18.58,-10.86
347,1210,大成,202404,8589785,0.02,-3.92
348,1210,大成,202405,8612403,0.26,-12.25
349,1213,大飲,202106,36210,2.24,3.17
350,1213,大飲,202107,52085,43.84,-3.36
351,1213,大飲,202108,42312,-18.76,-34.72
352,1213,大飲,202109,34387,-18.72,-16.79
353,1213,大飲,202110,27981,-18.62,6.06
354,1213,大飲,202111,35048,25.25,37.76
355,1213,大飲,202112,31545,-9.99,0.97
356,1213,大飲,202201,45833,45.29,40.8
357,1213,大飲,202202,24520,-46.5,-37.95
358,1213,大飲,202203,30575,24.69,1.25
359,1213,大飲,202204,26326,-13.89,-16.77
360,1213,大飲,202205,26236,-0.34,-25.92
361,1213,大飲,202206,40233,53.35,11.11
362,1213,大飲,202207,29503,-26.66,-43.35
363,1213,大飲,202208,38696,31.15,-8.54
364,1213,大飲,202209,31847,-17.69,-7.38
365,1213,大飲,202210,30818,-3.23,10.13
366,1213,大飲,202211,30289,-1.71,-13.57
367,1213,大飲,202212,34198,12.9,8.41
368,1213,大飲,202301,31485,-7.93,-31.3
369,1213,大飲,202302,30743,-2.35,25.37
370,1213,大飲,202303,28023,-8.84,-8.34
371,1213,大飲,202304,16652,-40.57,-36.74
372,1213,大飲,202305,13163,-20.95,-49.82
373,1213,大飲,202306,-2921,-122.19,-107.26
374,1213,大飲,202307,-297,89.83,-101.0
375,1213,大飲,202308,-998,-236.02,-102.57
376,1213,大飲,202309,636,163.72,-98.0
377,1213,大飲,202310,403,-36.63,-98.69
378,1213,大飲,202311,31,-92.3,-99.89
379,1213,大飲,202312,3523,11264.51,-89.69
380,1213,大飲,202401,10917,209.87,-65.32
381,1213,大飲,202402,14504,32.85,-52.82
382,1213,大飲,202403,7927,-45.34,-69.7
383,1213,大飲,202404,12478,57.41,-25.06
384,1213,大飲,202405,16426,31.63,24.78
385,1215,卜蜂,202106,2024955,-2.95,14.23
386,1215,卜蜂,202107,2147399,6.04,13.92
387,1215,卜蜂,202108,2037783,-5.1,7.69
388,1215,卜蜂,202109,2048288,0.51,6.65
389,1215,卜蜂,202110,2086329,1.85,9.03
390,1215,卜蜂,202111,2255138,8.09,21.79
391,1215,卜蜂,202112,2438193,8.11,18.48
392,1215,卜蜂,202201,2672823,9.62,31.18
393,1215,卜蜂,202202,2048952,-23.34,24.06
394,1215,卜蜂,202203,2477639,20.92,22.04
395,1215,卜蜂,202204,2192046,-11.52,9.72
396,1215,卜蜂,202205,2311671,5.45,10.78
397,1215,卜蜂,202206,2335487,1.03,15.33
398,1215,卜蜂,202207,2400161,2.76,11.77
399,1215,卜蜂,202208,2393814,-0.26,17.47
400,1215,卜蜂,202209,2418414,1.02,18.07
401,1215,卜蜂,202210,2364883,-2.21,13.35
402,1215,卜蜂,202211,2595219,9.73,15.08
403,1215,卜蜂,202212,2748111,5.89,12.71
404,1215,卜蜂,202301,2369583,-13.77,-11.34
405,1215,卜蜂,202302,2263472,-4.47,10.46
406,1215,卜蜂,202303,2599015,14.82,4.89
407,1215,卜蜂,202304,2470578,-4.94,12.7
408,1215,卜蜂,202305,2519816,1.99,9.0
409,1215,卜蜂,202306,2421623,-3.89,3.68
410,1215,卜蜂,202307,2360314,-2.53,-1.66
411,1215,卜蜂,202308,2508812,6.29,4.8
412,1215,卜蜂,202309,2437231,-2.85,0.77
413,1215,卜蜂,202310,2382360,-2.25,0.73
414,1215,卜蜂,202311,2419018,1.53,-6.78
415,1215,卜蜂,202312,2407927,-0.45,-12.37
416,1215,卜蜂,202402,2030911,-18.92,-10.27
417,1215,卜蜂,202403,2376299,17.0,-8.56
418,1215,卜蜂,202404,2198777,-7.47,-11.0
419,1215,卜蜂,202405,2366427,7.62,-6.08
420,1216,統一,202106,39253261,-1.27,1.64
421,1216,統一,202107,41852623,6.62,3.31
422,1216,統一,202108,41942340,0.21,1.77
423,1216,統一,202109,41123727,-1.95,1.9
424,1216,統一,202110,39134900,-4.83,7.32
425,1216,統一,202111,39352262,0.55,9.74
426,1216,統一,202112,37291418,-5.23,9.16
427,1216,統一,202201,48049485,28.84,6.31
428,1216,統一,202202,34113196,-29.0,7.37
429,1216,統一,202203,42112136,23.44,9.48
430,1216,統一,202204,42977511,2.05,12.04
431,1216,統一,202205,43215655,0.55,8.69
432,1216,統一,202206,44266245,2.43,12.77
433,1216,統一,202207,47295432,6.84,13.0
434,1216,統一,202208,48654713,2.87,16.0
435,1216,統一,202209,45815778,-5.83,11.4
436,1216,統一,202210,42927337,-6.3,9.69
437,1216,統一,202211,40656907,-5.28,3.31
438,1216,統一,202212,44564715,9.61,19.5
439,1216,統一,202301,45915517,3.03,-4.44
440,1216,統一,202302,40664831,-11.43,19.2
441,1216,統一,202303,44823352,10.22,6.43
442,1216,統一,202304,44069723,-1.68,2.54
443,1216,統一,202306,46976325,1.34,6.12
444,1216,統一,202307,54142903,15.25,14.47
445,1216,統一,202308,57541764,6.27,18.26
446,1216,統一,202309,53366181,-7.25,16.47
447,1216,統一,202310,49801476,-6.67,16.01
448,1216,統一,202311,48163404,-3.28,18.46
449,1216,統一,202312,49174331,2.09,10.34
450,1216,統一,202402,47898965,-18.35,17.78
451,1216,統一,202403,52191829,8.96,16.43
452,1216,統一,202404,52338982,0.28,18.76
453,1216,統一,202405,54792810,4.68,18.21
454,1217,愛之味,202106,464795,5.63,11.84
455,1217,愛之味,202107,441314,-5.05,2.59
456,1217,愛之味,202108,605106,37.11,-5.4
457,1217,愛之味,202109,463500,-23.4,-17.97
458,1217,愛之味,202110,305710,-34.04,14.87
459,1217,愛之味,202111,306835,0.36,7.81
460,1217,愛之味,202112,314921,2.63,12.39
461,1217,愛之味,202201,442813,40.61,7.73
462,1217,愛之味,202202,312887,-29.34,-1.5
463,1217,愛之味,202203,385888,23.33,5.1
464,1217,愛之味,202204,301579,-21.84,10.22
465,1217,愛之味,202205,384976,27.65,-12.5
466,1217,愛之味,202206,403129,4.71,-13.26
467,1217,愛之味,202207,512688,27.17,16.17
468,1217,愛之味,202208,634623,23.78,4.87
469,1217,愛之味,202209,465279,-26.68,0.38
470,1217,愛之味,202210,316358,-32.0,3.48
471,1217,愛之味,202211,304862,-3.63,-0.64
472,1217,愛之味,202212,335992,10.21,6.69
473,1217,愛之味,202301,447948,33.32,1.15
474,1217,愛之味,202302,308663,-31.09,-1.35
475,1217,愛之味,202303,414639,34.33,7.45
476,1217,愛之味,202304,342778,-17.33,13.66
477,1217,愛之味,202305,396832,15.76,3.07
478,1217,愛之味,202306,419946,5.82,4.17
479,1217,愛之味,202307,482203,14.82,-5.94
480,1217,愛之味,202308,657803,36.41,3.65
481,1217,愛之味,202309,485332,-26.21,4.3
482,1217,愛之味,202310,323973,-33.24,2.4
483,1217,愛之味,202311,308855,-4.66,1.3
484,1217,愛之味,202312,311678,0.91,-7.23
485,1217,愛之味,202402,323591,-30.04,4.83
486,1217,愛之味,202403,373002,15.26,-10.04
487,1217,愛之味,202404,353181,-5.31,3.03
488,1217,愛之味,202405,444968,25.98,12.13
489,1218,泰山,202106,794155,-4.36,8.16
490,1218,泰山,202107,895483,12.75,7.64
491,1218,泰山,202108,960802,7.29,12.52
492,1218,泰山,202109,888282,-7.54,8.44
493,1218,泰山,202110,829908,-6.57,22.72
494,1218,泰山,202111,893101,7.61,33.25
495,1218,泰山,202112,816534,-8.57,17.57
496,1218,泰山,202201,978592,19.84,15.7
497,1218,泰山,202202,744482,-23.92,18.32
498,1218,泰山,202203,927607,24.59,16.01
499,1218,泰山,202204,912408,-1.63,12.57
500,1218,泰山,202205,902029,-1.13,8.63
501,1218,泰山,202206,877120,-2.76,10.44
502,1218,泰山,202207,1023417,16.67,14.28
503,1218,泰山,202208,1054476,3.03,9.74
504,1218,泰山,202209,1063747,0.87,19.75
505,1218,泰山,202210,845561,-20.51,1.88
506,1218,泰山,202211,927603,9.7,3.86
507,1218,泰山,202212,873258,-5.85,6.94
508,1218,泰山,202301,973667,11.49,-0.5
509,1218,泰山,202302,834856,-14.25,12.13
510,1218,泰山,202303,839075,0.5,-9.54
511,1218,泰山,202304,820342,-2.23,-10.09
512,1218,泰山,202305,871543,6.24,-3.37
513,1218,泰山,202306,948940,8.88,8.18
514,1218,泰山,202307,1069944,12.75,4.54
515,1218,泰山,202308,1157243,8.15,9.74
516,1218,泰山,202309,1070356,-7.5,0.62
517,1218,泰山,202310,893674,-16.5,5.69
518,1218,泰山,202311,978504,9.49,5.48
519,1218,泰山,202312,753291,-23.01,-13.73
520,1218,泰山,202401,1102854,46.4,13.26
521,1218,泰山,202402,787943,-28.55,-5.61
522,1218,泰山,202403,866051,9.91,3.21
523,1218,泰山,202404,884611,2.14,7.83
524,1218,泰山,202405,827689,-6.43,-5.03
525,1219,福壽,202106,1024656,-12.91,3.78
526,1219,福壽,202107,1263633,23.32,28.9
527,1219,福壽,202108,1167521,-7.6,19.71
528,1219,福壽,202109,1192316,2.12,9.75
529,1219,福壽,202110,1209578,1.44,10.03
530,1219,福壽,202111,1403710,16.04,29.21
531,1219,福壽,202112,1383471,-1.44,16.7
532,1219,福壽,202201,1433167,3.59,8.07
533,1219,福壽,202202,1130681,-21.1,-0.35
534,1219,福壽,202203,1651054,46.02,31.31
535,1219,福壽,202204,1479641,-10.38,19.28
536,1219,福壽,202205,1451392,-1.9,23.34
537,1219,福壽,202206,1345756,-7.27,31.33
538,1219,福壽,202207,1321525,-1.8,4.58
539,1219,福壽,202208,1352250,2.32,15.82
540,1219,福壽,202209,1486102,9.89,24.63
541,1219,福壽,202210,1443910,-2.83,19.37
542,1219,福壽,202211,1445798,0.13,2.99
543,1219,福壽,202212,1495331,3.42,8.08
544,1219,福壽,202301,1334658,-10.74,-6.87
545,1219,福壽,202302,1293812,-3.06,14.42
546,1219,福壽,202303,1621081,25.29,-1.81
547,1219,福壽,202304,1297059,-19.98,-12.33
548,1219,福壽,202305,1442360,11.2,-0.62
549,1219,福壽,202306,1330443,-7.75,-1.13
550,1219,福壽,202307,1403695,5.5,6.21
551,1219,福壽,202308,1366116,-2.67,1.02
552,1219,福壽,202309,1310734,-4.05,-11.8
553,1219,福壽,202310,1280865,-2.27,-11.29
554,1219,福壽,202311,1419631,10.83,-1.8
555,1219,福壽,202312,1227767,-13.51,-17.89
556,1219,福壽,202402,1036305,-22.2,-19.9
557,1219,福壽,202403,1202605,16.04,-25.81
558,1219,福壽,202404,1214607,0.99,-6.35
559,1219,福壽,202405,1214397,-0.01,-15.8
560,1220,台榮,202106,272149,6.85,22.31
561,1220,台榮,202107,258235,-5.11,-2.49
562,1220,台榮,202108,265446,2.79,1.92
563,1220,台榮,202109,267658,0.83,-6.87
564,1220,台榮,202110,280906,4.94,16.26
565,1220,台榮,202111,332714,18.44,51.94
566,1220,台榮,202112,316808,-4.78,22.47
567,1220,台榮,202201,322989,1.95,23.07
568,1220,台榮,202202,207781,-35.66,17.57
569,1220,台榮,202203,285720,37.51,5.97
570,1220,台榮,202204,248582,-12.99,-5.13
571,1220,台榮,202205,292492,17.66,14.84
572,1220,台榮,202206,294470,0.67,8.2
573,1220,台榮,202207,294528,0.01,14.05
