,stocnumb,stocname,thismon,thisrev,mom,yoy
8167,2017,官田鋼,202308,325181,15.61,4.46
8168,2017,官田鋼,202309,284502,-12.5,14.25
8169,2017,官田鋼,202310,171397,-39.75,-31.07
8170,2017,官田鋼,202311,227226,32.57,9.77
8171,2017,官田鋼,202312,280714,23.53,44.58
8172,2017,官田鋼,202401,219974,-21.63,2.34
8173,2017,官田鋼,202402,233040,5.93,19.53
8174,2017,官田鋼,202403,273882,17.52,6.98
8175,2017,官田鋼,202404,265480,-3.06,3.63
8176,2017,官田鋼,202405,288063,8.5,5.79
8177,2020,美亞,202106,599380,6.23,42.82
8178,2020,美亞,202107,617158,2.96,44.32
8179,2020,美亞,202108,595807,-3.45,25.02
8180,2020,美亞,202109,656789,10.23,55.63
8181,2020,美亞,202110,615474,-6.29,54.87
8182,2020,美亞,202111,546223,-11.25,32.57
8183,2020,美亞,202112,494293,-9.5,0.97
8184,2020,美亞,202201,551942,11.66,13.22
8185,2020,美亞,202202,435332,-21.12,18.57
8186,2020,美亞,202203,624079,43.35,22.55
8187,2020,美亞,202204,609974,-2.26,20.67
8188,2020,美亞,202205,532612,-12.68,-5.6
8189,2020,美亞,202206,535339,0.51,-10.68
8190,2020,美亞,202207,476393,-11.01,-22.8
8191,2020,美亞,202208,540292,13.41,-9.31
8192,2020,美亞,202209,633794,17.3,-3.5
8193,2020,美亞,202210,585447,-7.62,-4.87
8194,2020,美亞,202211,572683,-2.18,4.84
8195,2020,美亞,202212,526670,-8.03,6.55
8196,2020,美亞,202301,428370,-18.66,-22.38
8197,2020,美亞,202302,660566,54.2,51.73
8198,2020,美亞,202303,562328,-14.87,-9.89
8199,2020,美亞,202304,494398,-12.08,-18.94
8200,2020,美亞,202305,568144,14.91,6.67
8201,2020,美亞,202306,1023449,80.13,91.17
8202,2020,美亞,202307,608936,-40.5,27.82
8203,2020,美亞,202308,610953,0.33,13.07
8204,2020,美亞,202309,599194,-1.92,-5.45
8205,2020,美亞,202310,410438,-31.5,-29.89
8206,2020,美亞,202311,483651,17.83,-15.54
8207,2020,美亞,202312,558804,15.53,6.1
8208,2020,美亞,202401,633428,13.35,47.86
8209,2020,美亞,202402,329851,-47.92,-50.06
8210,2020,美亞,202403,458141,38.89,-18.52
8211,2020,美亞,202404,426276,-6.95,-13.77
8212,2020,美亞,202405,536850,25.93,-5.5
8213,2022,聚亨,202106,1171871,-5.3,47.89
8214,2022,聚亨,202107,747735,-36.19,1.63
8215,2022,聚亨,202108,979911,31.05,85.53
8216,2022,聚亨,202109,766008,-21.82,11.52
8217,2022,聚亨,202110,760531,-0.71,36.82
8218,2022,聚亨,202111,616183,-18.97,9.86
8219,2022,聚亨,202112,566084,-8.13,-6.9
8220,2022,聚亨,202201,758133,33.92,-30.73
8221,2022,聚亨,202202,760051,0.25,4.32
8222,2022,聚亨,202203,808016,6.31,-29.75
8223,2022,聚亨,202204,1011389,25.16,11.65
8224,2022,聚亨,202205,924370,-8.6,-25.3
8225,2022,聚亨,202206,948947,2.65,-19.02
8226,2022,聚亨,202207,683525,-27.97,-8.58
8227,2022,聚亨,202208,833061,21.87,-14.98
8228,2022,聚亨,202209,764039,-8.28,-0.25
8229,2022,聚亨,202210,822455,7.64,8.14
8230,2022,聚亨,202211,799751,-2.76,29.79
8231,2022,聚亨,202212,535650,-33.02,-5.37
8232,2022,聚亨,202301,456412,-14.79,-39.79
8233,2022,聚亨,202302,664808,45.65,-12.53
8234,2022,聚亨,202303,893706,34.43,10.6
8235,2022,聚亨,202304,675601,-24.4,-33.2
8236,2022,聚亨,202305,676841,0.18,-26.77
8237,2022,聚亨,202306,828551,22.41,-12.68
8238,2022,聚亨,202307,729342,-11.97,6.7
8239,2022,聚亨,202308,781693,7.17,-6.16
8240,2022,聚亨,202309,898770,14.97,17.63
8241,2022,聚亨,202310,759000,-15.55,-7.71
8242,2022,聚亨,202311,634484,-16.4,-20.66
8243,2022,聚亨,202312,494431,-22.07,-7.69
8244,2022,聚亨,202402,645206,-2.02,-2.94
8245,2022,聚亨,202403,700865,8.62,-21.57
8246,2022,聚亨,202404,712010,1.59,5.38
8247,2022,聚亨,202405,597355,-16.1,-11.74
8248,2023,燁輝,202106,8508687,12.59,95.84
8249,2023,燁輝,202107,8464226,-0.52,107.48
8250,2023,燁輝,202108,7965598,-5.89,66.6
8251,2023,燁輝,202109,7971658,0.07,62.38
8252,2023,燁輝,202110,7611947,-4.51,41.57
8253,2023,燁輝,202111,8011239,5.24,43.96
8254,2023,燁輝,202112,8238651,2.83,54.83
8255,2023,燁輝,202201,7631794,-7.36,22.57
8256,2023,燁輝,202202,7622611,-0.12,33.29
8257,2023,燁輝,202203,7893700,3.55,17.24
8258,2023,燁輝,202204,8131183,3.0,15.49
8259,2023,燁輝,202205,8139221,0.09,7.7
8260,2023,燁輝,202206,6696527,-17.72,-21.29
8261,2023,燁輝,202207,6658142,-0.57,-21.33
8262,2023,燁輝,202208,6939344,4.22,-12.88
8263,2023,燁輝,202209,6781033,-2.28,-14.93
8264,2023,燁輝,202210,6438942,-5.04,-15.41
8265,2023,燁輝,202211,5312633,-17.49,-33.68
8266,2023,燁輝,202212,5415053,1.92,-34.27
8267,2023,燁輝,202301,5280570,-2.48,-30.8
8268,2023,燁輝,202302,5370438,1.7,-29.54
8269,2023,燁輝,202303,6850612,27.56,-13.21
8270,2023,燁輝,202304,6761645,-1.29,-16.84
8271,2023,燁輝,202305,5939533,-12.15,-27.02
8272,2023,燁輝,202306,5772789,-2.8,-13.79
8273,2023,燁輝,202307,5796473,0.41,-12.94
8274,2023,燁輝,202308,6339079,9.36,-8.65
8275,2023,燁輝,202309,6775027,6.87,-0.08
8276,2023,燁輝,202310,6284195,-7.24,-2.4
8277,2023,燁輝,202311,6381835,1.55,20.12
8278,2023,燁輝,202312,5922722,-7.19,9.37
8279,2023,燁輝,202401,6964692,17.59,31.89
8280,2023,燁輝,202402,6267697,-10.0,16.7
8281,2023,燁輝,202403,6308170,0.64,-7.91
8282,2023,燁輝,202404,6783195,7.53,0.31
8283,2023,燁輝,202405,6854250,1.04,15.4
8284,2024,志聯,202106,132035,-14.31,78.62
8285,2024,志聯,202107,141690,7.31,55.83
8286,2024,志聯,202108,147238,3.91,32.23
8287,2024,志聯,202109,115391,-21.62,3.07
8288,2024,志聯,202110,129789,12.47,23.14
8289,2024,志聯,202111,111663,-13.96,-10.71
8290,2024,志聯,202112,100534,-9.96,-20.43
8291,2024,志聯,202201,117640,17.01,-9.9
8292,2024,志聯,202202,94931,-19.3,-2.1
8293,2024,志聯,202203,149735,57.73,10.01
8294,2024,志聯,202204,102469,-31.56,-21.39
8295,2024,志聯,202205,113823,11.08,-26.13
8296,2024,志聯,202206,101604,-10.73,-23.04
8297,2024,志聯,202207,86466,-14.89,-38.97
8298,2024,志聯,202208,88881,2.79,-39.63
8299,2024,志聯,202209,68833,-22.55,-40.34
8300,2024,志聯,202210,83028,20.62,-36.02
8301,2024,志聯,202211,84899,2.25,-23.96
8302,2024,志聯,202212,76287,-10.14,-24.11
8303,2024,志聯,202301,55372,-27.41,-52.93
8304,2024,志聯,202302,83742,51.23,-11.78
8305,2024,志聯,202303,102424,22.3,-31.59
8306,2024,志聯,202304,65173,-36.36,-36.39
8307,2024,志聯,202305,62915,-3.46,-44.72
8308,2024,志聯,202306,58176,-7.53,-42.74
8309,2024,志聯,202307,78875,35.57,-8.77
8310,2024,志聯,202308,79188,0.39,-10.9
8311,2024,志聯,202309,78405,-0.98,13.9
8312,2024,志聯,202310,80982,3.28,-2.46
8313,2024,志聯,202311,83942,3.65,-1.12
8314,2024,志聯,202312,87235,3.92,14.35
8315,2024,志聯,202402,50108,-43.68,-40.16
8316,2024,志聯,202403,104976,109.49,2.49
8317,2024,志聯,202404,100609,-4.15,54.37
8318,2024,志聯,202405,102105,1.48,62.29
8319,2025,千興,202106,86583,38.66,-13.13
8320,2025,千興,202107,223154,157.73,220.95
8321,2025,千興,202108,287355,28.76,383.15
8322,2025,千興,202109,354535,23.37,302.93
8323,2025,千興,202110,288477,-18.63,1347.37
8324,2025,千興,202111,389701,35.08,358.12
8325,2025,千興,202112,246856,-36.65,236.21
8326,2025,千興,202201,231719,-6.13,28.76
8327,2025,千興,202202,133549,-42.36,21.17
8328,2025,千興,202203,168225,25.96,6.56
8329,2025,千興,202204,171177,1.75,104.22
8330,2025,千興,202205,85040,-50.32,36.19
8331,2025,千興,202206,168743,98.42,94.89
8332,2025,千興,202207,51322,-69.58,-77.0
8333,2025,千興,202208,6212,-87.89,-97.83
8334,2025,千興,202209,11013,77.28,-96.89
8335,2025,千興,202210,70974,544.45,-75.39
8336,2025,千興,202211,110969,56.35,-71.52
8337,2025,千興,202212,22062,-80.11,-91.06
8338,2025,千興,202301,37412,69.57,-83.85
8339,2025,千興,202302,102532,174.06,-23.22
8340,2025,千興,202303,0,-100.0,-100.0
8341,2025,千興,202304,0,,-100.0
8342,2025,千興,202305,20935,,-75.38
8343,2025,千興,202306,5983,-71.42,-96.45
8344,2025,千興,202307,271,-95.47,-99.47
8345,2025,千興,202308,43613,15993.35,602.07
8346,2025,千興,202309,231706,431.27,2003.93
8347,2025,千興,202310,159935,-30.97,125.34
8348,2025,千興,202311,36420,-77.22,-67.18
8349,2025,千興,202312,99884,174.25,352.74
8350,2025,千興,202401,149287,49.46,299.03
8351,2025,千興,202402,36491,-75.55,-64.41
8352,2025,千興,202403,109119,199.02,
8353,2025,千興,202404,65545,-39.93,
8354,2025,千興,202405,94138,43.62,349.66
8355,2027,大成鋼,202106,8834458,8.7,94.88
8356,2027,大成鋼,202107,8440053,-4.46,78.77
8357,2027,大成鋼,202108,8865937,5.04,83.0
8358,2027,大成鋼,202109,8717185,-1.67,74.16
8359,2027,大成鋼,202110,8887169,1.94,67.92
8360,2027,大成鋼,202111,8375852,-5.75,62.78
8361,2027,大成鋼,202112,7283767,-13.03,21.77
8362,2027,大成鋼,202201,9047135,24.2,43.77
8363,2027,大成鋼,202202,8994745,-0.57,35.86
8364,2027,大成鋼,202203,12152616,35.1,49.86
8365,2027,大成鋼,202204,11340809,-6.68,33.34
8366,2027,大成鋼,202205,10756686,-5.15,32.35
8367,2027,大成鋼,202206,10189220,-5.27,15.33
8368,2027,大成鋼,202207,8854430,-13.1,4.9
8369,2027,大成鋼,202208,9582826,8.22,8.08
8370,2027,大成鋼,202209,9318136,-2.76,6.89
8371,2027,大成鋼,202210,9226430,-0.98,3.81
8372,2027,大成鋼,202211,7520371,-18.49,-10.21
8373,2027,大成鋼,202212,7239664,-3.73,-0.6
8374,2027,大成鋼,202301,9901517,36.76,9.44
8375,2027,大成鋼,202302,8925017,-9.86,-0.77
8376,2027,大成鋼,202303,10222131,14.53,-15.88
8377,2027,大成鋼,202304,8447799,-17.35,-25.5
8378,2027,大成鋼,202305,9066682,7.32,-15.71
8379,2027,大成鋼,202306,8883634,-2.01,-12.81
8380,2027,大成鋼,202307,7317811,-17.62,-17.35
8381,2027,大成鋼,202308,8859977,21.07,-7.54
8382,2027,大成鋼,202309,8054404,-9.09,-13.56
8383,2027,大成鋼,202310,8473628,5.2,-8.15
8384,2027,大成鋼,202311,7036468,-16.96,-6.43
8385,2027,大成鋼,202312,6177627,-12.2,-14.66
8386,2027,大成鋼,202401,7771619,25.8,-21.51
8387,2027,大成鋼,202402,7815868,0.56,-12.42
8388,2027,大成鋼,202403,7598327,-2.78,-25.66
8389,2027,大成鋼,202404,8405777,10.62,-0.49
8390,2027,大成鋼,202405,8067586,-4.02,-11.01
8391,2028,威致,202106,1054936,-9.71,72.01
8392,2028,威致,202107,1377514,30.57,81.59
8393,2028,威致,202108,1089613,-20.9,76.77
8394,2028,威致,202109,1060973,-2.62,31.14
8395,2028,威致,202110,1484020,39.87,56.83
8396,2028,威致,202111,1530794,3.15,90.7
8397,2028,威致,202112,1033385,-32.49,8.39
8398,2028,威致,202201,1189984,15.15,43.02
8399,2028,威致,202202,922302,-22.49,14.36
8400,2028,威致,202203,1542908,67.28,36.5
8401,2028,威致,202204,1335087,-13.46,33.16
8402,2028,威致,202205,1032134,-22.69,-11.66
8403,2028,威致,202206,954441,-7.52,-9.52
8404,2028,威致,202207,750409,-21.37,-45.52
8405,2028,威致,202208,847067,12.88,-22.25
8406,2028,威致,202209,863779,1.97,-18.58
8407,2028,威致,202210,939583,8.77,-36.68
8408,2028,威致,202211,1299392,38.29,-15.11
8409,2028,威致,202212,1446247,11.3,39.95
8410,2028,威致,202301,707281,-51.09,-40.56
8411,2028,威致,202302,999202,41.27,8.33
8412,2028,威致,202303,1504313,50.55,-2.5
8413,2028,威致,202304,884133,-41.22,-33.77
8414,2028,威致,202305,921216,4.19,-10.74
8415,2028,威致,202306,919666,-0.16,-3.64
8416,2028,威致,202307,559463,-39.16,-25.44
8417,2028,威致,202308,528424,-5.54,-37.61
8418,2028,威致,202309,719027,36.07,-16.75
8419,2028,威致,202310,850499,18.28,-9.48
8420,2028,威致,202311,865987,1.82,-33.35
8421,2028,威致,202312,1024962,18.35,-29.12
8422,2028,威致,202401,1071820,4.57,51.54
8423,2028,威致,202402,769491,-28.2,-22.98
8424,2028,威致,202403,1032765,34.21,-31.34
8425,2028,威致,202404,986337,-4.49,11.55
8426,2028,威致,202405,852889,-13.52,-7.41
8427,2029,盛餘,202106,1278394,14.02,64.34
8428,2029,盛餘,202107,1290069,0.91,98.75
8429,2029,盛餘,202108,1023602,-20.65,27.65
8430,2029,盛餘,202109,1283192,25.36,55.13
8431,2029,盛餘,202110,1495069,16.51,77.0
8432,2029,盛餘,202111,1255400,-16.03,56.09
8433,2029,盛餘,202112,1156280,-7.89,10.46
8434,2029,盛餘,202201,1380627,19.4,41.23
8435,2029,盛餘,202202,1199433,-13.12,1.46
8436,2029,盛餘,202203,1614513,34.6,54.04
8437,2029,盛餘,202204,1460944,-9.51,17.32
8438,2029,盛餘,202205,1143838,-21.7,2.02
8439,2029,盛餘,202206,1121627,-1.94,-12.26
8440,2029,盛餘,202207,1035691,-7.66,-19.71
8441,2029,盛餘,202208,794833,-23.25,-22.34
8442,2029,盛餘,202209,683046,-14.06,-46.76
8443,2029,盛餘,202210,830010,21.51,-44.48
8444,2029,盛餘,202211,727255,-12.37,-42.06
8445,2029,盛餘,202212,804440,10.61,-30.42
8446,2029,盛餘,202301,772409,-3.98,-44.05
8447,2029,盛餘,202302,947376,22.65,-21.01
8448,2029,盛餘,202303,1152204,21.62,-28.63
8449,2029,盛餘,202304,907881,-21.2,-37.85
8450,2029,盛餘,202305,1109514,22.2,-3.0
8451,2029,盛餘,202306,921212,-16.97,-17.86
8452,2029,盛餘,202307,928140,0.75,-10.38
8453,2029,盛餘,202308,1221073,31.56,53.62
8454,2029,盛餘,202309,972959,-20.31,42.44
8455,2029,盛餘,202310,1122817,15.4,35.27
8456,2029,盛餘,202311,1105867,-1.5,52.06
8457,2029,盛餘,202312,1227703,11.01,52.61
8458,2029,盛餘,202401,1116185,-9.08,44.5
8459,2029,盛餘,202402,1036149,-7.17,9.37
8460,2029,盛餘,202403,1150409,11.02,-0.15
8461,2029,盛餘,202404,1028657,-10.58,13.3
8462,2029,盛餘,202405,1148613,11.66,3.52
8463,2030,彰源,202106,1314622,0.44,54.06
8464,2030,彰源,202107,1279723,-2.65,41.0
8465,2030,彰源,202108,1339911,4.7,53.15
8466,2030,彰源,202109,1337532,-0.17,36.41
8467,2030,彰源,202110,1530286,14.41,74.74
8468,2030,彰源,202111,1501187,-1.9,62.61
8469,2030,彰源,202112,1516248,1.0,46.55
8470,2030,彰源,202201,1385505,-8.62,32.9
8471,2030,彰源,202202,1129181,-18.5,55.8
8472,2030,彰源,202203,1931397,71.04,59.38
8473,2030,彰源,202204,1499519,-22.36,32.53
8474,2030,彰源,202205,1521476,1.46,16.24
8475,2030,彰源,202206,1447700,-4.84,10.12
8476,2030,彰源,202207,1330411,-8.1,3.96
8477,2030,彰源,202208,1401283,5.32,4.58
8478,2030,彰源,202209,1351359,-3.56,1.03
8479,2030,彰源,202210,1099036,-18.67,-28.18
8480,2030,彰源,202211,1118266,1.74,-25.5
8481,2030,彰源,202212,1032858,-7.63,-31.88
8482,2030,彰源,202301,843401,-18.34,-39.12
8483,2030,彰源,202302,1150086,36.36,1.85
8484,2030,彰源,202303,1238738,7.7,-35.86
8485,2030,彰源,202304,1183029,-4.49,-21.1
8486,2030,彰源,202305,1218072,2.96,-19.94
8487,2030,彰源,202306,1062011,-12.81,-26.64
8488,2030,彰源,202307,988183,-6.95,-25.72
8489,2030,彰源,202308,1131312,14.48,-19.26
8490,2030,彰源,202309,1045025,-7.62,-22.66
8491,2030,彰源,202310,1007165,-3.62,-8.35
8492,2030,彰源,202311,982928,-2.4,-12.1
8493,2030,彰源,202312,1006949,2.44,-2.5
8494,2030,彰源,202401,1146236,13.83,35.9
8495,2030,彰源,202402,660457,-42.38,-42.57
8496,2030,彰源,202403,1066042,61.4,-13.94
8497,2030,彰源,202404,1127161,5.73,-4.72
8498,2030,彰源,202405,1235288,9.59,1.41
8499,2031,新光鋼,202106,1309641,-4.61,69.03
8500,2031,新光鋼,202107,1311866,0.16,29.82
8501,2031,新光鋼,202108,1210203,-7.74,26.96
8502,2031,新光鋼,202109,1274385,5.3,48.58
8503,2031,新光鋼,202110,1104580,-13.32,39.87
8504,2031,新光鋼,202111,1042099,-5.65,23.66
8505,2031,新光鋼,202112,1055080,1.24,-0.59
8506,2031,新光鋼,202201,1278804,21.2,0.9
8507,2031,新光鋼,202202,1270565,-0.64,45.14
8508,2031,新光鋼,202203,2069133,62.85,89.53
8509,2031,新光鋼,202204,1542909,-25.43,29.9
8510,2031,新光鋼,202205,1241539,-19.53,-9.57
8511,2031,新光鋼,202206,1335698,7.58,1.98
8512,2031,新光鋼,202207,1106608,-17.15,-15.64
8513,2031,新光鋼,202208,1832460,65.59,51.41
8514,2031,新光鋼,202209,1325323,-27.67,3.99
8515,2031,新光鋼,202210,1490179,12.43,34.9
8516,2031,新光鋼,202211,1387190,-6.91,33.11
8517,2031,新光鋼,202212,1275125,-8.07,20.85
8518,2031,新光鋼,202301,816066,-36.0,-36.18
8519,2031,新光鋼,202302,1179500,44.53,-7.16
8520,2031,新光鋼,202303,1638200,38.88,-20.82
8521,2031,新光鋼,202304,1350916,-17.53,-12.44
8522,2031,新光鋼,202305,1260934,-6.66,1.56
8523,2031,新光鋼,202306,1256646,-0.34,-5.91
8524,2031,新光鋼,202307,1448602,15.27,30.9
8525,2031,新光鋼,202308,1533901,5.88,-16.29
8526,2031,新光鋼,202309,1461510,-4.71,10.27
8527,2031,新光鋼,202310,1191436,-18.47,-20.04
8528,2031,新光鋼,202311,1519667,27.54,9.55
8529,2031,新光鋼,202312,1417511,-6.72,11.16
8530,2031,新光鋼,202401,1365464,-3.67,67.32
8531,2031,新光鋼,202402,921709,-32.49,-21.85
8532,2031,新光鋼,202403,1178994,27.91,-28.03
8533,2031,新光鋼,202404,1275358,8.17,-5.59
8534,2031,新光鋼,202405,1230308,-3.53,-2.42
8535,2032,新鋼,202106,248788,-29.03,-9.49
8536,2032,新鋼,202107,314654,26.47,5.31
8537,2032,新鋼,202108,260502,-17.21,-7.24
8538,2032,新鋼,202109,293255,12.57,-0.13
8539,2032,新鋼,202110,339004,15.6,28.87
8540,2032,新鋼,202111,300281,-11.42,7.88
8541,2032,新鋼,202112,246302,-17.97,-28.36
8542,2032,新鋼,202201,331369,34.53,-6.4
8543,2032,新鋼,202202,290808,-12.24,27.87
8544,2032,新鋼,202203,413615,42.22,48.96
8545,2032,新鋼,202204,297649,-28.03,7.6
8546,2032,新鋼,202205,221296,-25.65,-36.88
8547,2032,新鋼,202206,244043,10.27,-1.9
8548,2032,新鋼,202207,225368,-7.65,-28.37
8549,2032,新鋼,202208,283295,25.7,8.74
8550,2032,新鋼,202209,297163,4.89,1.33
8551,2032,新鋼,202210,197609,-33.5,-41.7
8552,2032,新鋼,202211,248049,25.52,-17.39
8553,2032,新鋼,202212,310803,25.29,26.18
8554,2032,新鋼,202301,210527,-32.26,-36.46
8555,2032,新鋼,202302,254849,21.05,-12.36
8556,2032,新鋼,202303,272040,6.74,-34.22
8557,2032,新鋼,202304,210801,-22.51,-29.17
8558,2032,新鋼,202305,235874,11.89,6.58
8559,2032,新鋼,202306,232544,-1.41,-4.71
8560,2032,新鋼,202307,241960,4.04,7.36
8561,2032,新鋼,202308,246647,1.93,-12.93
8562,2032,新鋼,202309,236205,-4.23,-20.51
8563,2032,新鋼,202310,221107,-6.39,11.89
8564,2032,新鋼,202311,240774,8.89,-2.93
8565,2032,新鋼,202312,258948,7.54,-16.68
8566,2032,新鋼,202401,231424,-10.62,9.92
8567,2032,新鋼,202402,179824,-22.29,-29.43
8568,2032,新鋼,202403,255645,42.16,-6.02
8569,2032,新鋼,202404,245947,-3.79,16.67
8570,2032,新鋼,202405,282156,14.72,19.62
8571,2033,佳大,202106,68164,-13.05,11.34
8572,2033,佳大,202107,71323,4.63,-8.68
8573,2033,佳大,202108,68986,-3.27,22.89
8574,2033,佳大,202109,68862,-0.17,10.65
8575,2033,佳大,202110,67346,-2.2,13.53
8576,2033,佳大,202111,76399,13.44,28.2
8577,2033,佳大,202112,81112,6.16,17.06
8578,2033,佳大,202201,84638,4.34,30.34
8579,2033,佳大,202202,49732,-41.24,-3.19
8580,2033,佳大,202203,102907,106.92,29.84
8581,2033,佳大,202204,71456,-30.56,4.12
8582,2033,佳大,202205,70282,-1.64,-10.35
8583,2033,佳大,202206,60350,-14.13,-11.46
8584,2033,佳大,202207,51499,-14.66,-27.79
8585,2033,佳大,202208,72271,40.33,4.76
8586,2033,佳大,202209,59036,-18.31,-14.26
8587,2033,佳大,202210,65823,11.49,-2.26
8588,2033,佳大,202211,58269,-11.47,-23.73
8589,2033,佳大,202212,64541,10.76,-20.42
8590,2033,佳大,202301,33965,-47.37,-59.87
8591,2033,佳大,202302,53255,56.79,7.08
8592,2033,佳大,202303,60329,13.28,-41.37
8593,2033,佳大,202304,50172,-16.83,-29.78
8594,2033,佳大,202305,53767,7.16,-23.49
8595,2033,佳大,202306,51062,-5.03,-15.39
8596,2033,佳大,202307,41668,-18.39,-19.08
8597,2033,佳大,202308,46665,11.99,-35.43
8598,2033,佳大,202309,44607,-4.41,-24.44
8599,2033,佳大,202310,42203,-5.38,-35.88
8600,2033,佳大,202311,52301,23.92,-10.24
8601,2033,佳大,202312,56554,8.13,-12.37
8602,2033,佳大,202401,51595,-8.76,51.9
8603,2033,佳大,202402,34276,-33.56,-35.63
8604,2033,佳大,202403,49860,45.46,-17.35
8605,2033,佳大,202404,43689,-12.37,-12.92
8606,2033,佳大,202405,50596,15.8,-5.89
8607,2034,允強,202106,1721703,19.51,77.19
8608,2034,允強,202107,1868463,8.52,98.27
8609,2034,允強,202108,1627102,-12.91,59.71
8610,2034,允強,202109,1809602,11.21,59.89
8611,2034,允強,202110,1909639,5.52,101.34
8612,2034,允強,202111,1661156,-13.01,74.75
8613,2034,允強,202112,1079643,-35.0,1.35
8614,2034,允強,202201,1450652,34.36,39.09
8615,2034,允強,202202,1211939,-16.45,29.83
8616,2034,允強,202203,1419289,17.1,0.27
8617,2034,允強,202204,1693995,19.35,33.56
8618,2034,允強,202205,1725700,1.87,19.79
8619,2034,允強,202206,1547455,-10.32,-10.12
8620,2034,允強,202207,1667173,7.73,-10.77
8621,2034,允強,202208,1301373,-21.94,-20.01
8622,2034,允強,202209,1385638,6.47,-23.42
8623,2034,允強,202210,1169565,-15.59,-38.75
8624,2034,允強,202211,1158869,-0.91,-30.23
8625,2034,允強,202212,1028155,-11.27,-4.76
8626,2034,允強,202301,1116935,8.63,-23.0
8627,2034,允強,202302,1237268,10.77,2.08
8628,2034,允強,202303,1515006,22.44,6.74
8629,2034,允強,202304,1376403,-9.14,-18.74
8630,2034,允強,202305,1315674,-4.41,-23.75
8631,2034,允強,202306,1146128,-12.88,-25.93
8632,2034,允強,202307,1404962,22.58,-15.72
8633,2034,允強,202308,1490669,6.1,14.54
8634,2034,允強,202309,1171231,-21.42,-15.47
8635,2034,允強,202310,1328044,13.38,13.55
8636,2034,允強,202311,1089958,-17.92,-5.94
8637,2034,允強,202312,1039899,-4.59,1.14
8638,2034,允強,202401,1079326,3.79,-3.36
8639,2034,允強,202402,878585,-18.59,-28.98
8640,2034,允強,202403,1141106,29.87,-24.67
8641,2034,允強,202404,966148,-15.33,-29.8
8642,2034,允強,202405,1370645,41.86,4.17
8643,2035,唐榮公司,202106,1539902,3.44,55.09
8644,2035,唐榮公司,202107,1685947,9.48,85.02
8645,2035,唐榮公司,202108,1676944,-0.53,71.37
8646,2035,唐榮公司,202109,1726136,2.93,66.93
8647,2035,唐榮公司,202110,1668664,-3.32,133.47
8648,2035,唐榮公司,202111,1545990,-7.35,82.23
8649,2035,唐榮公司,202112,1240735,-19.74,45.01
8650,2035,唐榮公司,202201,1248066,0.59,17.26
8651,2035,唐榮公司,202202,1188199,-4.79,71.08
8652,2035,唐榮公司,202203,1598152,34.5,22.39
8653,2035,唐榮公司,202204,1443303,-9.68,22.77
8654,2035,唐榮公司,202205,1343096,-6.94,-9.77
8655,2035,唐榮公司,202206,959702,-28.54,-37.67
8656,2035,唐榮公司,202207,728521,-24.08,-56.78
8657,2035,唐榮公司,202208,1087296,49.24,-35.16
8658,2035,唐榮公司,202209,1028865,-5.37,-40.39
8659,2035,唐榮公司,202210,1215942,18.18,-27.13
8660,2035,唐榮公司,202211,1259388,3.57,-18.53
8661,2035,唐榮公司,202212,951288,-24.46,-23.32
8662,2035,唐榮公司,202301,793783,-16.55,-36.39
8663,2035,唐榮公司,202302,1215685,53.15,2.31
8664,2035,唐榮公司,202303,1141356,-6.11,-28.58
8665,2035,唐榮公司,202304,1085844,-4.86,-24.76
8666,2035,唐榮公司,202305,1032386,-4.92,-23.13
8667,2035,唐榮公司,202306,772083,-25.21,-19.54
8668,2035,唐榮公司,202307,823607,6.67,13.05
8669,2035,唐榮公司,202308,871230,5.78,-19.87
8670,2035,唐榮公司,202309,839551,-3.63,-18.4
8671,2035,唐榮公司,202310,665161,-20.77,-45.29
8672,2035,唐榮公司,202311,735653,10.59,-41.58
8673,2035,唐榮公司,202312,730296,-0.72,-23.23
8674,2035,唐榮公司,202401,933527,27.82,17.6
8675,2035,唐榮公司,202402,759916,-18.59,-37.49
8676,2035,唐榮公司,202403,921760,21.29,-19.23
8677,2035,唐榮公司,202404,958934,4.03,-11.68
8678,2035,唐榮公司,202405,1174487,22.47,13.76
8679,2038,海光,202106,803879,0.08,33.01
8680,2038,海光,202107,776281,-3.43,25.04
8681,2038,海光,202108,749054,-3.5,46.63
8682,2038,海光,202109,956401,27.68,94.28
8683,2038,海光,202110,971203,1.54,74.35
8684,2038,海光,202111,998261,2.78,42.84
8685,2038,海光,202112,1070006,7.18,32.49
8686,2038,海光,202201,938678,-12.27,19.21
8687,2038,海光,202202,742336,-20.91,29.57
8688,2038,海光,202203,1025455,38.13,10.19
8689,2038,海光,202204,895997,-12.62,11.18
8690,2038,海光,202205,885689,-1.15,10.26
8691,2038,海光,202206,948455,7.08,17.98
8692,2038,海光,202207,977276,3.03,25.89
8693,2038,海光,202208,1110642,13.64,48.27
8694,2038,海光,202209,940267,-15.34,-1.68
8695,2038,海光,202210,890415,-5.3,-8.31
8696,2038,海光,202211,886895,-0.39,-11.15
8697,2038,海光,202212,802873,-9.47,-24.96
8698,2038,海光,202301,524707,-34.64,-44.1
8699,2038,海光,202302,818337,55.96,10.23
8700,2038,海光,202303,1016053,24.16,-0.91
8701,2038,海光,202304,823735,-18.92,-8.06
8702,2038,海光,202305,820443,-0.39,-7.36
8703,2038,海光,202306,620903,-24.32,-34.53
