公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收
1604,聲寶,-,52.78,648757,-2.33,1014865,991211,-2.33,1014865,991211
1605,華新,-,3.27,14681167,12.32,13499329,15162554,12.32,13499329,15162554
1608,華榮,-,-0.5,795462,-5.12,834139,791408,-5.12,834139,791408
1609,大亞,-,-21.85,2202713,-25.0,2295292,1721314,-25.0,2295292,1721314
1611,中電,-,-20.74,132493,-26.21,142331,105013,-26.21,142331,105013
1612,宏泰,-,-34.59,664113,-27.93,602810,434387,-27.93,602810,434387
1614,三洋電,-,34.72,368334,-15.27,585753,496253,-15.27,585753,496253
1615,大山,-,-60.8,529050,-36.58,326974,207339,-36.58,326974,207339
1616,億泰,-,-20.03,328810,11.7,235391,262935,11.7,235391,262935
1617,榮星,-,-46.49,283657,-47.2,287453,151760,-47.2,287453,151760
1618,合機,-,-9.89,168558,-32.25,224176,151877,-32.25,224176,151877
4930,燦星網,-,39.59,377356,-31.81,772569,526771,-31.81,772569,526771
5283,禾聯碩,-,-50.2,592844,-49.9,589350,295223,-49.9,589350,295223
1708,東鹼,-,-11.52,491856,-25.19,581784,435183,-25.19,581784,435183
1709,和益,-,17.14,631094,-33.22,1107155,739306,-33.22,1107155,739306
1710,東聯,無,-2.36,1581748,-23.15,2009754,1544402,-23.15,2009754,1544402
1711,永光,-,-9.41,609866,-35.01,850106,552437,-35.01,850106,552437
1712,興農,-,29.21,1454166,-19.76,2341759,1878943,-19.76,2341759,1878943
1713,國化,"因過年休假,致使營收下降.",-9.96,29206,-51.98,54770,26296,-51.98,54770,26296
1714,和桐,-,-10.77,1773292,3.63,1526686,1582206,3.63,1526686,1582206
1717,長興,-,-31.27,3586926,-38.93,4036781,2465213,-38.93,4036781,2465213
1718,中纖,本月份自結異業別合併營收資訊，未經會計師簽證或核閱,16.45,2721853,7.06,2960509,3169704,7.06,2960509,3169704
1721,三晃,-,-36.28,261399,-40.12,278165,166550,-40.12,278165,166550
1722,台肥,-,-18.96,1432121,-22.39,1495346,1160450,-22.39,1495346,1160450
1723,中碳,-,-8.0,730532,-19.04,830092,672027,-19.04,830092,672027
1725,元禎,-,-23.51,702365,-35.91,838171,537180,-35.91,838171,537180
1726,永記,-,-18.24,937389,-12.23,873211,766379,-12.23,873211,766379
1727,中華化,-,-26.57,182380,-24.57,177535,133909,-24.57,177535,133909
1730,花仙子,-,46.47,209628,-31.23,446559,307061,-31.23,446559,307061
1732,毛寶,-,-11.49,51308,-23.51,59368,45408,-23.51,59368,45408
1735,日勝化,-,-36.04,200495,-46.16,238167,128223,-46.16,238167,128223
1773,勝一,-,-9.24,813866,-30.34,1060458,738653,-30.34,1060458,738653
1776,展宇,-,-2.34,105944,-7.65,112031,103456,-7.65,112031,103456
3708,上緯投控,受年節假期影響。,-35.55,711417,-50.29,922338,458449,-50.29,922338,458449
4720,德淵,-,-23.51,286164,-34.54,334387,218870,-34.54,334387,218870
4722,國精化,本月及本年增減百分比達50%以上:主要來自農曆春節假期月份差異。,-43.05,285817,-65.25,468424,162763,-65.25,468424,162763
4739,康普,-,-3.98,502961,-31.81,708304,482936,-31.81,708304,482936
4755,三福化,-,-12.41,408454,-38.96,586173,357749,-38.96,586173,357749
4764,雙鍵,本月因市場需求不振，且適逢農曆春節假期，以致於營業收入較去年同期減少。,-36.13,237135,-50.66,306969,151458,-50.66,306969,151458
4766,南寶,-,-31.07,1726992,-27.15,1634099,1190314,-27.15,1634099,1190314
4770,上品,-,-12.26,598506,20.48,435794,525083,20.48,435794,525083
1598,岱宇,-,6.38,743365,8.86,726377,790794,8.86,726377,790794
1701,中化,-,2.31,736352,1.71,740726,753430,1.71,740726,753430
1707,葡萄王,-,-39.97,1110115,-4.95,701078,666333,-4.95,701078,666333
1720,生達,-,-5.55,522557,2.61,480929,493507,2.61,480929,493507
1731,美吾華,本月因農曆春節連續假期造成出貨減少。,9.58,109021,-22.42,154000,119473,-22.42,154000,119473
1733,五鼎,-,-11.6,159614,-12.37,161017,141091,-12.37,161017,141091
1734,杏輝,-,-8.56,250087,-4.83,240274,228663,-4.83,240274,228663
1736,喬山,-,-56.02,4712665,-19.66,2579816,2072491,-19.66,2579816,2072491
1752,南光,-,-16.47,197563,16.04,142201,165023,16.04,142201,165023
1760,寶齡富錦,-,-30.98,130434,-24.77,119666,90013,-24.77,119666,90013
1762,中化生,客戶訂單需求增加，故當月營收較去年同期成長。,77.46,148138,82.99,143662,262890,82.99,143662,262890
1783,和康生,-,-29.94,61732,19.68,36137,43249,19.68,36137,43249
1786,科妍,皮下填補劑業務銷售增加。,-44.74,64646,78.21,20044,35722,78.21,20044,35722
1789,神隆,-,-54.57,476258,-11.32,243992,216363,-11.32,243992,216363
1795,美時,美國市場客戶血癌用藥Lenalidomide補貨所致,57.96,1270976,112.28,945800,2007756,112.28,945800,2007756
3164,景岳,-,-31.54,35457,-39.59,40185,24272,-39.59,40185,24272
3705,永信,-,29.91,480164,-17.74,758338,623797,-17.74,758338,623797
4104,佳醫,-,0.63,675492,5.78,642618,679779,5.78,642618,679779
4106,雃博,-,-0.86,236711,22.27,191914,234661,22.27,191914,234661
4108,懷特,本月因農曆春節連續假期造成出貨減少。,-18.48,10716,-20.72,11018,8735,-20.72,11018,8735
4119,旭富,-,2.48,88585,43.14,63422,90784,43.14,63422,90784
4133,亞諾法,-,0.57,25920,-25.16,34836,26069,-25.16,34836,26069
4142,國光生,月營收增加主因為外銷歐洲增加所致,-81.11,207592,1163.99,3102,39209,1163.99,3102,39209
4155,訊映,-,124.14,65113,0.22,145615,145946,0.22,145615,145946
4164,承業醫,-,-43.98,383833,-2.09,219627,215020,-2.09,219627,215020
4737,華廣,-,-33.77,186148,22.05,100995,123272,22.05,100995,123272
4746,台耀,-,-27.86,373368,-5.84,286048,269320,-5.84,286048,269320
6491,晶碩,-,-3.2,515351,3.85,480308,498829,3.85,480308,498829
6782,視陽,-,-10.44,215124,-9.88,213787,192644,-9.88,213787,192644
6796,晉弘,-,-47.45,56430,-8.96,32571,29652,-8.96,32571,29652
1802,台玻,-,-31.67,3892925,-22.45,3430347,2659893,-22.45,3430347,2659893
1806,冠軍,因1月農曆春假假期使得營業天數減少所致。,-32.39,231899,-44.08,280380,156773,-44.08,280380,156773
1809,中釉,-,-31.11,193462,-42.17,230442,133261,-42.17,230442,133261
1810,和成,-,-33.69,424453,-23.26,366759,281415,-23.26,366759,281415
1817,凱撒衛,-,-52.08,263630,-41.6,216284,126309,-41.6,216284,126309
1903,士紙,-,-3.84,13303,-21.43,16281,12791,-21.43,16281,12791
1904,正隆,-,-19.51,3559238,-27.15,3932302,2864634,-27.15,3932302,2864634
1905,華紙,-,-29.58,2031292,-18.57,1756575,1430345,-18.57,1756575,1430345
1906,寶隆,代理銷售工業用紙之噸數減少,-33.39,253416,-39.22,277745,168788,-39.22,277745,168788
1907,永豐餘,-,-26.61,6516348,-32.8,7116474,4781791,-32.8,7116474,4781791
1909,榮成,-,-33.56,4351120,-37.63,4635420,2890777,-37.63,4635420,2890777
6790,永豐實,-,-16.12,940719,-18.05,962964,789062,-18.05,962964,789062
2002,中鋼,-,-15.26,30971250,-34.43,40027506,26244553,-34.43,40027506,26244553
2006,東和鋼鐵,-,-35.75,5520792,-29.33,5018739,3546573,-29.33,5018739,3546573
2007,燁興,-,-4.66,428092,-27.28,561311,408132,-27.28,561311,408132
2008,高興昌,-,-28.36,202679,4.58,138823,145190,4.58,138823,145190
2009,第一銅,-,-10.99,184628,-41.4,280418,164320,-41.4,280418,164320
2010,春源,-,-25.56,1650017,-40.25,2055870,1228189,-40.25,2055870,1228189
2012,春雨,-,-34.63,904710,-34.82,907280,591365,-34.82,907280,591365
2013,中鋼構,-,-5.63,1921430,11.23,1629998,1813168,11.23,1629998,1813168
2014,中鴻,-,10.65,2444519,-28.2,3767758,2704933,-28.2,3767758,2704933
2015,豐興,-,-35.29,3258602,-34.72,3230383,2108507,-34.72,3230383,2108507
2017,官田鋼,-,10.7,194155,-32.43,318136,214941,-32.43,318136,214941
2020,美亞,-,-18.66,526670,-22.38,551942,428370,-22.38,551942,428370
2022,聚亨,-,-14.79,535650,-39.79,758133,456412,-39.79,758133,456412
2023,燁輝,-,-2.48,5415053,-30.8,7631794,5280570,-30.8,7631794,5280570
2024,志聯,市場需求減少,-27.41,76287,-52.93,117640,55372,-52.93,117640,55372
2025,千興,今年鋼價起伏不定需求疲弱，下游追補庫存意願降低，加上機器歲修減少鋼捲進貨，短期出貨動能銳減，故營收較去年大幅減少。,69.57,22062,-83.85,231719,37412,-83.85,231719,37412
2027,大成鋼,-,36.76,7239664,9.44,9047135,9901517,9.44,9047135,9901517
2028,威致,-,-51.09,1446247,-40.56,1189984,707281,-40.56,1189984,707281
2029,盛餘,-,-3.98,804440,-44.05,1380627,772409,-44.05,1380627,772409
2030,彰源,-,-18.34,1032858,-39.12,1385505,843401,-39.12,1385505,843401
2031,新光鋼,1月份適逢春節年節，營業天數為16天。,-36.0,1275125,-36.18,1278804,816066,-36.18,1278804,816066
2032,新鋼,-,-32.26,310803,-36.46,331369,210527,-36.46,331369,210527
2033,佳大,過年期間出貨天數減少,-47.37,64541,-59.87,84638,33965,-59.87,84638,33965
2034,允強,-,8.63,1028155,-23.0,1450652,1116935,-23.0,1450652,1116935
2038,海光,-,-34.64,802873,-44.1,938678,524707,-44.1,938678,524707
2069,運錩,-,3.21,922453,-25.82,1283596,952122,-25.82,1283596,952122
2211,長榮鋼,因春節連假，鋼構事業認列收入噸數較去年減少，致收入減少。,-21.21,646030,-61.89,1335773,508963,-61.89,1335773,508963
3004,豐達科,-,-18.3,253889,45.65,142391,207402,45.65,142391,207402
5007,三星,-,-13.77,559378,-25.85,650468,482318,-25.85,650468,482318
9958,世紀鋼,-,-36.34,1082675,-11.43,778199,689192,-11.43,778199,689192
2101,南港,"本公告係屬自結數,與會計師所出具之財報因匯率之故將存有略微差異,屆時請以財報為準.",-16.86,568655,-19.93,590420,472747,-19.93,590420,472747
2102,泰豐,-,30.63,73217,-17.86,116444,95644,-17.86,116444,95644
2103,台橡,-,12.89,2273646,-12.37,2929358,2566814,-12.37,2929358,2566814
2104,國際中橡,-,-4.75,1596089,-18.02,1854481,1520144,-18.02,1854481,1520144
2105,正新,無。,-21.08,7423415,-25.69,7883884,5858264,-25.69,7883884,5858264
2106,建大,-,-2.63,2398393,-20.45,2935690,2335138,-20.45,2935690,2335138
2107,厚生,-,-40.34,143552,-29.66,121750,85633,-29.66,121750,85633
2108,南帝,-,-18.74,738686,-47.58,1145232,600238,-47.58,1145232,600238
2109,華豐,-,-25.27,424490,-34.79,486468,317200,-34.79,486468,317200
2114,鑫永銓,-,-28.15,140030,-41.11,170846,100598,-41.11,170846,100598
6582,申豐,較去年同期減少，主係受市場狀況影響，銷售量及銷售價格減少,16.63,79881,-74.9,371330,93170,-74.9,371330,93170
1319,東陽,-,-13.13,1724639,-14.09,1743989,1498170,-14.09,1743989,1498170
1339,昭輝,-,-10.12,154272,-39.45,229012,138659,-39.45,229012,138659
1512,瑞利,因至111年11月起新增運動用品批發銷售，故本月份營業收入相較去年同期增加142.84%。,2.34,132132,142.84,55688,135234,142.84,55688,135234
1521,大億,-,-0.42,385947,-11.52,434379,384307,-11.52,434379,384307
1522,堤維西,-,-5.49,1586603,0.8,1487456,1499360,0.8,1487456,1499360
1524,耿鼎,-,-33.2,218854,-28.25,203779,146193,-28.25,203779,146193
1525,江申,中心廠訂單增加,-3.61,130771,57.3,80122,126038,57.3,80122,126038
1533,車王電,-,-17.56,331974,-12.01,311048,273666,-12.01,311048,273666
1536,和大,-,-19.03,614907,-4.74,522610,497837,-4.74,522610,497837
1568,倉佑,-,-8.25,123015,-37.02,179206,112863,-37.02,179206,112863
1587,吉茂,-,0.88,181395,-8.48,199961,183000,-8.48,199961,183000
2201,裕隆,-,-8.81,7240121,-13.65,7645944,6601773,-13.65,7645944,6601773
2204,中華,-,9.42,2623192,2.08,2812031,2870558,2.08,2812031,2870558
2206,三陽工業,-,10.7,4066048,8.3,4156281,4501509,8.3,4156281,4501509
2207,和泰車,-,-18.13,22409507,-18.15,22413331,18344657,-18.15,22413331,18344657
2227,裕日車,-,26.3,1948335,-30.52,3542019,2460844,-30.52,3542019,2460844
2228,劍麟,-,3.63,342761,-3.9,369668,355219,-3.9,369668,355219
2231,為升,-,-23.16,418968,-12.75,368966,321903,-12.75,368966,321903
2233,宇隆,-,3.21,228708,-24.32,311962,236066,-24.32,311962,236066
2241,艾姆勒,-,0.34,50675,-42.96,89153,50848,-42.96,89153,50848
2247,汎德永業,-,26.82,3482916,-3.77,4590652,4417290,-3.77,4590652,4417290
2497,怡利電,-,-18.97,341981,-2.18,283270,277090,-2.18,283270,277090
3346,麗清,-,-33.21,751463,-10.68,561848,501838,-10.68,561848,501838
4551,智伸科,-,-16.35,694113,-36.09,908621,580609,-36.09,908621,580609
6288,聯嘉,-,57.56,220800,-7.93,377905,347908,-7.93,377905,347908
6605,帝寶,-,4.74,1418471,3.58,1434443,1485835,3.58,1434443,1485835
2302,麗正,-,-10.47,54578,-42.74,85341,48862,-42.74,85341,48862
2303,聯電,-,-6.47,20946009,-4.31,20472766,19589515,-4.31,20472766,19589515
2329,華泰,-,-16.73,1172398,-20.72,1231513,976252,-20.72,1231513,976252
2330,台積電,無。,3.88,192560242,16.18,172176110,200050544,16.18,172176110,200050544
2337,旺宏,-,-14.34,2582192,-40.5,3717861,2211806,-40.5,3717861,2211806
2338,光罩,-,-21.77,599925,-15.52,555509,469291,-15.52,555509,469291
2340,台亞,-,7.39,243333,-49.05,513013,261337,-49.05,513013,261337
2342,茂矽,-,-11.12,151489,-20.79,169985,134636,-20.79,169985,134636
2344,華邦電,-,-24.57,6477675,-43.78,8690488,4885570,-43.78,8690488,4885570
2351,順德,-,-15.98,931296,-19.74,974980,782454,-19.74,974980,782454
2363,矽統,-,-62.17,20607,-42.98,13672,7795,-42.98,13672,7795
2369,菱生,-,-18.74,461525,-37.38,598978,375026,-37.38,598978,375026
2379,瑞昱,無,-13.89,6377276,-46.18,10202856,5490954,-46.18,10202856,5490954
2388,威盛,-,-14.31,639862,-26.97,750798,548280,-26.97,750798,548280
2401,凌陽,全球半導體自2022年Q4以來需求急凍，整體產業庫存過高所致。,-9.73,358702,-52.23,677865,323779,-52.23,677865,323779
2408,南亞科,因俄烏戰爭、高通膨、疫情影響供應鏈及中國內需走弱、全球高利息等，造成記憶體景氣下滑。,-6.2,2400249,-66.75,6772211,2251364,-66.75,6772211,2251364
2434,統懋,因市場需求減少及逢春節連假，致出貨量減少。,-42.99,5733,-58.04,7789,3268,-58.04,7789,3268
2436,偉詮電,年假工作天數少,-25.01,214034,-52.67,339166,160495,-52.67,339166,160495
2441,超豐,因景氣放緩及農曆春節放假因素。,-12.94,961379,-50.19,1680581,836966,-50.19,1680581,836966
2449,京元電子,-,-12.57,2932870,-16.99,3089213,2564123,-16.99,3089213,2564123
2451,創見,-,-3.99,797434,-34.6,1170657,765562,-34.6,1170657,765562
2454,聯發科,海外子公司之營收係以當月平均匯率換算之。,-42.13,38685212,-48.54,43502342,22383397,-48.54,43502342,22383397
2458,義隆,-,37.41,592814,-39.02,1335948,814603,-39.02,1335948,814603
2481,強茂,"本月營收淨額含功率元件及其他IC產品$848,754仟元及太陽能$10,521仟元，減銷退/折$10,540仟元",-5.99,902868,-35.57,1317383,848735,-35.57,1317383,848735
3006,晶豪科,本期合併月營收相較於去年同期有所衰退，主要係因產品出貨之量價均較去年同期下修所致。,-8.15,857616,-53.56,1696175,787681,-53.56,1696175,787681
