公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收
2049,上銀,主係美中貿易戰及新冠肺炎影響趨緩，市場需求逐漸恢復正常所致。,-5.07,1965642,53.2,1217899,1865920,69.75,2257130,3831562
2371,大同,-,-25.31,2449678,-39.56,3027364,1829442,-22.79,5542669,4279120
3167,大量,市場設備需求逐漸復甦所致,-21.15,331751,242.77,76311,261572,210.4,191146,593323
4526,東台,-,-20.29,585796,2.29,456479,466933,-0.78,1061059,1052729
4532,瑞智,本月營收較去年同期增加，主要係因去年受疫情影響復工，造成同期基期較低。,-9.93,1891854,71.45,993717,1703814,41.6,2539299,3595668
4540,全球傳動,-,48.41,141398,6.72,196635,209859,20.11,292446,351257
4555,氣立,去年同期疫情影響基期低，然後本月的市場需求增加，致營收較去年成長 88.34%,-19.72,152664,99.01,61576,122547,88.33,146128,275211
4562,穎漢,-,-9.39,63215,17.97,48547,57274,16.9,103064,120489
4564,元翎,-,-18.7,206442,-21.43,213620,167832,12.97,331276,374275
4566,時碩工業,-,-39.22,452308,-5.98,292373,274884,17.76,617492,727192
4572,駐龍,"因受新冠肺炎疫情影響,致營收減少",-2.57,21021,-50.42,41314,20480,-49.03,81423,41501
4576,大銀微系統,-,-8.22,213411,11.43,175757,195856,34.31,304701,409267
4583,台灣精銳,-,6.9,237182,27.99,198095,253559,15.06,426479,490741
8222,寶一,因疫情影響,50.64,20399,-55.06,68381,30730,-59.1,125036,51129
8374,羅昇,年增加達50%以上，主要係因去年受疫情影響大陸子公司春節延遲復工營業天數較少所致。,-36.28,334614,39.07,153294,213200,67.05,327930,547814
8996,高力,-,-14.09,170058,-13.18,168285,146096,4.71,301907,316154
1603,華電,-,-45.27,265490,-41.18,247028,145291,-7.5,444132,410781
1604,聲寶,-,-30.09,846631,15.97,510285,591817,16.46,1235129,1438448
1605,華新,-,-28.77,10181000,4.02,6970984,7251245,15.95,15034218,17432245
1608,華榮,-,-1.3,671293,34.14,493882,662515,28.65,1036742,1333808
1609,大亞,因本期銅價較去年同期漲幅逾11%及售電收入較去年同期成長42%,-28.15,2135936,44.89,1059078,1534532,62.19,2262990,3670468
1611,中電,-,-30.44,182866,-39.63,210706,127187,-19.15,383516,310053
1612,宏泰,-,-3.52,430393,-4.04,432718,415232,17.35,720567,845625
1614,三洋電,-,-3.94,478400,28.22,358398,459545,17.0,801625,937945
1615,大山,-,-34.59,261465,13.87,150167,170999,32.73,325811,432464
1616,億泰,-,-19.65,201227,-24.6,214446,161672,-6.19,386851,362899
1617,榮星,因本期銅價持續上漲，客戶需求也增加所致。,-40.46,372868,32.45,167591,221979,63.57,363643,594847
1618,合機,"110年2月業主通知交貨較多,致超高壓線、高壓線及銅板等出貨量較去年同期增加。",36.73,257430,107.25,169846,352009,134.29,260117,609439
4930,燦星網,"109/3/27董事會決議處分燦星國旅全數持股，109年第一季起將該公司轉列停業單位，合併營收109年2月累積扣除101,467仟元。",-37.19,1004435,145.53,256936,630859,73.25,943849,1635294
5283,禾聯碩,-,-35.54,470400,-10.55,338951,303186,13.04,684339,773586
1708,東鹼,-,-14.15,290746,-27.34,343547,249588,-22.01,692847,540334
1709,和益,-,-21.04,813366,-22.23,825763,642191,-8.86,1597079,1455557
1710,東聯,無,-7.7,2011182,25.78,1475719,1856217,34.88,2867117,3867399
1711,永光,-,-26.37,823732,-17.46,734761,606434,2.41,1396460,1430166
1712,興農,-,-9.61,1587445,3.17,1390626,1434783,3.53,2918956,3022228
1713,國化,-,-29.18,47489,-19.43,41743,33629,3.26,78551,81118
1714,和桐,-,-32.72,1800434,-13.27,1396515,1211182,-6.23,3211917,3011615
1717,長興,主係去年度大陸地區因COVID-19限制復工時間影響，今年度累計營收同比增加。,-36.07,4116280,28.93,2040891,2631509,54.01,4381224,6747789
1718,中纖,本月份自結異業別合併營收資訊，未經會計師簽證或核閱,5.59,2327601,-2.13,2511454,2457848,-7.8,5190477,4785449
1721,三晃,-,-32.69,267847,-38.12,291371,180284,-17.46,542934,448131
1722,台肥,-,-12.68,1057966,-2.96,952012,923777,3.68,1911293,1981743
1723,中碳,-,10.7,456534,-2.48,518292,505420,-10.3,1072452,961954
1725,元禎,-,-23.65,785959,35.17,443891,600014,30.29,1063709,1385973
1726,永記,-,-31.67,786523,-7.92,583689,537408,6.92,1238153,1323931
1727,中華化,-,-26.65,156461,-28.64,160832,114754,-15.89,322482,271215
1730,花仙子,-,-52.64,469327,41.16,157441,222258,46.38,472436,691586
1732,毛寶,-,-35.36,64719,-13.48,48352,41832,9.24,97535,106551
1735,日勝化,-,-31.33,222960,-3.9,159324,153100,26.94,296240,376060
1773,勝一,-,-10.2,760089,-0.59,686613,682494,12.32,1284297,1442583
1776,展宇,-,-36.83,129522,-21.66,104443,81815,-2.88,217612,211337
3708,上緯投控,客戶訂單增加，帶動我司營收成長,-41.8,1088688,211.89,203138,633581,200.17,573757,1722269
4720,德淵,-,-48.3,333512,0.87,170920,172420,43.6,352303,505932
4722,國精化,-,-37.66,418667,-9.21,287466,260982,26.57,536955,679649
4739,康普,-,-7.39,549362,23.89,410636,508755,13.17,934915,1058117
4755,三福化,-,-8.47,326140,7.7,277152,298494,10.7,564240,624634
4764,雙鍵,本期因市場回溫及客戶備貨需求提升，故營收較去年同期成長。,-49.26,311456,43.27,110302,158031,52.25,308347,469487
4766,南寶,-,-41.34,1634821,-20.32,1203487,958896,9.43,2370183,2593717
4770,上品,本年累計數較去年同期增加，主係本期對銷貨客戶之設備出貨增加所致,-40.96,244251,15.24,125115,144192,69.59,229045,388443
1598,岱宇,各品牌產品與電商通路銷售持續暢旺,-10.03,1343735,201.86,400473,1208886,205.73,834918,2552621
1701,中化,-,-39.43,863490,-18.29,640025,522933,0.66,1377306,1386423
1707,葡萄王,-,-6.15,594187,-18.2,681703,557621,-8.32,1256431,1151808
1720,生達,-,-20.42,393236,-4.13,326403,312910,10.11,641272,706146
1731,美吾華,美吾髮「植優」染髮霜和森歐黎漾Saholea新品需求強勁，故當月業績較去年同期成長21.92%。,-29.9,126627,21.92,72801,88759,19.25,180614,215386
1733,五鼎,-,10.02,191093,6.39,197604,210250,17.35,342005,401343
1734,杏輝,-,-15.12,220867,-12.54,214339,187459,8.54,376173,408326
1736,喬山,-,-13.1,2495565,35.12,1604803,2168495,45.02,3219128,4668586
1752,南光,-,-16.83,143279,-29.15,168200,119161,-11.83,297665,262440
1760,寶齡富錦,-,78.79,94467,3.2,163659,168901,8.08,243663,263368
1762,中化生,單月營收較去年同期增加，主係EVE、EPAE及FK506產品銷售較去年同期增加。,-27.51,165372,109.89,57109,119871,47.36,193557,285243
1783,和康生,本月營收較去年同期增加，主要係因出貨量增加所致,55.36,24423,51.35,25071,37945,28.2,48647,62368
1786,科妍,-,-26.22,30819,13.4,20048,22736,-10.82,60057,53555
1789,神隆,-,-2.37,202389,-2.46,202566,197578,10.66,361422,399967
1795,美時,因去年第二季起新增東南亞市場業務、且旗下外銷戒癮含片之美國終端市場份額較去年同期大幅增加,-15.89,1208009,95.4,519923,1015941,75.75,1265351,2223950
3164,景岳,本月營收較去年同期增加係大陸客戶訂單增加。,-28.01,36597,52.92,17227,26344,61.87,38882,62941
3705,永信,-,-42.28,734637,-34.56,647895,423976,-14.1,1348891,1158613
4104,佳醫,-,-3.69,552882,-12.84,610939,532455,-7.11,1168463,1085337
4106,雃博,-,-10.06,179988,46.83,110249,161881,44.38,236772,341869
4108,懷特,「癌因性疲憊症CRF」的處方新藥需求增強， 故當月業績較去年同期大幅成長149.61%。,8.4,7594,149.6,3298,8232,137.27,6670,15826
4119,旭富,因火災影響產線，目前產能為0,-7.18,127066,-50.31,237366,117932,-54.69,540733,244998
4133,亞諾法,-,-21.22,44034,23.02,28196,34687,27.39,61792,78720
4142,國光生,營收減少主因為國內四價流感疫苗提前於109年第四季出貨及破傷風疫苗出貨減少所致。,40.68,821,-74.86,4596,1155,-99.45,361836,1975
4155,訊映,-,4.23,101700,4.5,101439,106005,-16.6,249056,207705
4164,承業醫,-,48.4,185814,-1.95,281268,275764,13.44,406862,461578
4737,華廣,-,-42.56,210797,-21.48,154186,121064,35.05,245726,331861
4746,台耀,-,1.78,239225,25.13,194573,243488,29.17,373684,482713
6491,晶碩,因代工訂單增加，故業績提升,-25.01,412169,38.55,223071,309069,52.63,472524,721238
6782,視陽,-,-30.79,177738,8.26,113611,123001,29.36,232473,300738
6796,晉弘,-,-16.73,30054,20.15,20825,25023,17.6,46831,55077
1802,台玻,本年當月比去年同期增加50%以上係因去年COVID-19疫情多處封城所致,-30.44,3996314,65.82,1676285,2779777,69.18,4005106,6776091
1806,冠軍,因2月農曆春假而營業天數減少所致。,-55.14,247388,-28.14,154436,110963,-0.81,361308,358351
1809,中釉,-,-50.46,219701,-7.35,117468,108824,8.19,303648,328525
1810,和成,-,-22.41,415635,-13.87,374465,322490,4.64,705350,738125
1817,凱撒衛,-,-52.93,223703,-24.03,138584,105282,18.72,277088,328986
1903,士紙,收入較去年同期增加，主要係本月子公司出售6個停車位所致。,31.12,17479,67.3,13699,22919,57.65,25624,40398
1904,正隆,-,-14.03,3450873,-0.76,2989541,2966698,11.43,5759008,6417572
1905,華紙,-,-8.21,1775959,14.21,1427073,1629999,22.23,2786326,3405958
1906,寶隆,代理銷售工業用紙之噸數減少,56.06,26234,-77.19,179541,40941,-75.0,268737,67175
1907,永豐餘,-,-23.35,7724639,20.61,4908635,5920568,37.96,9890174,13645207
1909,榮成,因去年受大陸新冠肺炎疫情影響，本公司之大陸子公司配合當地政府防疫要求停工，故今年營收較去年同期大幅成長。,-30.0,4645758,118.38,1489095,3251924,74.0,4538877,7897682
6790,永豐實,-,-29.26,995646,-4.31,736009,704286,12.16,1515622,1699932
2002,中鋼,-,-2.3,30818388,15.53,26060991,30108270,21.45,50164035,60926658
2006,東和鋼鐵,-,-32.02,4702050,0.5,3180071,3196246,33.77,5904349,7898296
2007,燁興,-,-6.38,569769,-0.17,534355,533414,11.57,988693,1103183
2008,高興昌,-,-36.54,99906,-10.83,71100,63399,12.12,145639,163305
2009,第一銅,-,-43.54,246267,-21.92,178078,139040,16.87,329683,385307
2010,春源,-,-21.8,1912136,14.86,1301620,1495119,30.87,2603476,3407255
2012,春雨,-,-32.86,840622,1.97,553424,564346,18.83,1182317,1404969
2013,中鋼構,-,-20.64,1230121,4.58,933335,976157,16.17,1899100,2206278
2014,中鴻,-,7.84,3311675,6.16,3363980,3571454,0.65,6838194,6883129
2015,豐興,-,-34.15,2749552,-27.09,2483310,1810343,12.48,4053954,4559895
2017,官田鋼,-,-9.67,340450,9.77,280118,307501,28.09,505826,647951
2020,美亞,-,-24.68,487487,-18.62,451164,367129,8.36,788621,854591
2022,聚亨,-,-33.43,1094501,4.87,694652,728517,17.09,1556900,1823019
2023,燁輝,110年2月銷售量及售價皆明顯較去年同期提升所致,-8.14,6226039,57.79,3624072,5718626,62.17,7365366,11944665
2024,志聯,-,-25.73,130573,-7.75,105122,96975,28.11,177617,227547
2025,千興,因不�袗�生產原料仍持續上漲，二月份不�袗�成品售價調升，買盤積極採購以補足庫存缺口。,-38.75,179948,98.39,55553,110212,95.0,148799,290160
2027,大成鋼,-,5.21,6292369,28.01,5171552,6620346,17.78,10962851,12912715
2028,威致,-,-3.06,832002,29.98,620405,806462,44.61,1132997,1638464
2029,盛餘,-,20.92,977540,48.24,797389,1182106,34.83,1601642,2159646
2030,彰源,-,-30.48,1042513,-5.16,764163,724720,25.76,1405197,1767233
2031,新光鋼,本年累積營收較去年同期增加50%以上，主要係鋼鐵需求量增加及價格上漲所致。,-30.93,1267366,22.21,716266,875359,54.95,1382822,2142725
2032,新鋼,-,-35.76,354041,-8.27,247933,227423,22.15,476017,581464
2033,佳大,-,-20.88,64935,-17.81,62511,51372,-0.86,117321,116307
2034,允強,-,-10.49,1042931,-31.35,1359852,933462,-18.05,2411853,1976393
2038,海光,-,-27.24,787410,-11.37,646442,572909,21.52,1119399,1360319
2069,運錩,因去年受新冠肺炎疫情影響導致營收下滑，今年度營收已回復往年水準,-22.65,886535,47.7,464213,685675,63.71,960335,1572210
2211,長榮鋼,-,0.68,920804,14.62,808820,927100,0.38,1840806,1847904
3004,豐達科,因受新冠肺炎疫情影響,-5.17,105170,-53.46,214325,99727,-53.21,437943,204897
5007,三星,-,-20.19,552972,-9.07,485385,441325,2.88,966399,994297
9958,世紀鋼,-,8.35,512707,18.94,467060,555561,33.74,798726,1068268
2101,南港,"本公告係屬自結數,與會計師所出具之財報因匯率之故將存有略微差異,屆時請以財報為準.",-1.8,745513,-0.94,739007,732024,-4.07,1540271,1477537
2102,泰豐,"因2月工作天數少及美國反傾銷案,導致本公司2月營收下滑",-35.43,261286,-61.31,436011,168689,-45.88,794608,429975
2103,台橡,-,-12.77,2754553,22.65,1958959,2402728,23.69,4169210,5157281
2104,國際中橡,-,-18.1,1919865,7.06,1468561,1572250,18.82,2938824,3492115
2105,正新,無。,-26.18,9489105,52.42,4595321,7004269,43.07,11527971,16493374
2106,建大,-,-21.49,2955178,37.41,1688195,2319898,31.16,4021590,5275076
2107,厚生,-,-67.83,468682,-8.39,164564,150753,29.57,478035,619435
2108,南帝,主係銷售量增加及銷售單價調升,-18.9,2492328,162.84,768911,2021065,168.14,1683169,4513393
2109,華豐,-,-5.28,418187,1.58,389900,396083,6.01,768075,814270
2114,鑫永銓,-,-21.44,140816,-22.33,142429,110624,1.42,247902,251440
6582,申豐,"市場需求暢旺,銷售單價及銷售數量增加",-23.55,776922,102.74,292921,593883,151.94,544081,1370805
1319,東陽,-,-9.66,1486448,-17.36,1624986,1342805,-11.15,3184306,2829253
1339,昭輝,-,-26.61,197300,-5.03,152461,144785,6.49,321172,342024
1512,瑞利,-,-54.03,110677,-34.47,77633,50872,-31.46,235721,161549
1521,大億,-,-15.08,422046,-26.86,490043,358400,-4.11,813918,780446
1522,堤維西,-,-10.06,1324347,-5.12,1255449,1191059,-1.78,2561213,2515406
1524,耿鼎,-,-19.87,159668,-33.45,192249,127934,-18.31,352070,287603
1525,江申,中心廠訂單需求增加,-11.55,104028,109.92,43827,92003,70.0,115311,196031
1533,車王電,-,-21.07,201948,-9.19,175521,159385,-10.03,401628,361334
1536,和大,-,-30.92,609771,-6.6,450968,421180,6.51,967934,1030951
1568,倉佑,-,-6.11,157429,30.58,113180,147796,21.71,250767,305225
1587,吉茂,公司接單狀況良好,-7.65,173964,69.94,94524,160643,50.35,222543,334607
2201,裕隆,-,-30.98,8022183,16.48,4753356,5536776,17.19,11569118,13558959
2204,中華,-,-44.24,3800145,14.42,1851685,2118851,10.67,5348030,5918996
2206,三陽工業,-,-32.36,3722889,2.69,2451941,2518091,20.48,5179768,6240980
2207,和泰車,-,-37.73,26648234,4.99,15802623,16592680,16.28,37185267,43240914
2227,裕日車,-,-33.24,3200019,-12.52,2442199,2136249,8.78,4905164,5336268
2228,劍麟,-,-26.69,349773,3.23,248372,256407,3.61,585050,606180
2231,為升,-,-27.84,417416,10.06,273642,301195,21.94,589273,718611
2233,宇隆,-,-29.13,294379,22.28,170587,208603,37.52,365742,502982
2241,艾姆勒,-,-16.05,82183,2.6,67235,68989,11.45,135629,151172
2247,汎德永業,-,-50.62,4320502,0.85,2115419,2133433,33.99,4816554,6453935
2497,怡利電,-,-6.11,174997,15.57,142160,164302,10.82,306147,339299
3346,麗清,"主係中國汽車市場需求增加,致本月銷售額增加",-23.33,656196,166.3,188919,503095,117.28,533527,1159291
4551,智伸科,-,-11.71,764702,45.1,465284,675134,42.34,1011507,1439836
6288,聯嘉,-,-10.16,323363,-5.31,306818,290499,-2.29,628279,613862
6605,帝寶,-,-20.64,1409054,-6.99,1202216,1118106,-1.53,2566619,2527160
2302,麗正,係訂單需求增加,-31.38,62357,56.05,27416,42784,63.16,64440,105141
2303,聯電,-,-3.74,15529559,9.85,13606421,14947898,10.03,27697439,30477457
2329,華泰,-,-13.73,1265924,-11.25,1230547,1092073,1.07,2333015,2357997
2330,台積電,無,-15.94,126749152,14.06,93394449,106533690,18.37,197077584,233282842
2337,旺宏,-,0.21,3006304,8.48,2777033,3012648,8.78,5532919,6018952
2338,光罩,本公司合併美祿/群豐/昱嘉之營收,-10.49,450154,-0.86,406426,402900,20.49,707986,853054
2340,台亞,-,-27.76,608816,27.24,345628,439801,39.78,750182,1048617
2342,茂矽,-,2.97,129549,9.6,121714,133404,0.73,261045,262953
2344,華邦電,本公司之子公司新唐科技109/9/1完成對日本Panasonic Corporation半導體相關事業之併購，自完成日起該事業併入本公司合併財報,-6.5,6903387,73.25,3725519,6454634,80.31,7408236,13358021
2351,順德,-,-18.67,866523,22.2,576634,704662,28.39,1223748,1571185
2363,矽統,客戶需求增加,-20.76,16338,52.18,8506,12945,75.65,16671,29283
2369,菱生,-,-14.26,574950,11.92,440430,492954,32.37,806749,1067904
2379,瑞昱,無,-14.9,8257933,37.58,5107522,7027354,45.6,10497651,15285287
2388,威盛,-,-26.41,589623,11.04,390695,433850,15.29,887679,1023473
2401,凌陽,受惠於新冠疫情影響，耳溫槍、視訊相關產品、筆記型電腦及相關周邊市場需求增加所致。,-23.42,597454,48.49,308072,457477,74.19,605613,1054931
2408,南亞科,-,4.67,5532161,26.9,4563039,5790836,24.93,9063277,11322997
2434,統懋,-,-49.29,13487,6.51,6420,6838,22.72,16562,20325
