公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1434,福懋,2497994,2584621,2364954,-3.35,5.62,12061936,12776799,-5.59,-
1440,南紡,1117882,1026701,1291362,8.88,-13.43,5517240,6710240,-17.77,-
1441,大東,94130,131682,95348,-28.51,-1.27,514946,627742,-17.96,-
1444,力麗,1072308,623269,592355,72.04,81.02,3838241,3095255,24.0,因貿易業務交易模式改變，提升銷售規模，本月得標交貨量多，致收入增加。
1445,大宇,56545,24372,64409,132.0,-12.2,251971,332805,-24.28,-
1446,宏和,77509,62952,78961,23.12,-1.83,321155,757404,-57.59,本期營建銷售戶數減少
1447,力鵬,1615677,3258891,2967993,-50.42,-45.56,12946166,12455777,3.93,-
1449,佳和,283816,377317,142824,-24.78,98.71,1453524,1006944,44.35,營收回穩及合併子公司營收
1451,年興,525245,513372,648324,2.31,-18.98,2566621,2534253,1.27,-
1452,宏益,121121,147537,105355,-17.9,14.96,596995,587122,1.68,-
1454,台富,126202,124279,117036,1.54,7.83,544661,678728,-19.75,-
1455,集盛,543385,595322,571203,-8.72,-4.87,2404446,3045152,-21.04,-
1457,宜進,249333,295484,273077,-15.61,-8.69,1192101,1425171,-16.35,-
1459,聯發,82210,94353,85172,-12.86,-3.47,408738,538329,-24.07,-
1460,宏遠,465096,426200,502049,9.12,-7.36,2589169,3262946,-20.64,-
1463,強盛新,15813,20903,15686,-24.35,0.8,99530,685467,-85.47,去年第一季子公司保強建設房屋售出入帳
1464,得力,990946,1129614,947624,-12.27,4.57,5106856,5470713,-6.65,-
1465,偉全,27068,36322,22806,-25.47,18.68,161871,147951,9.4,-
1466,聚隆,192089,187406,183650,2.49,4.59,927329,1097512,-15.5,-
1467,南緯,371278,413806,419780,-10.27,-11.55,1967717,1987564,-0.99,-
1468,昶和,44428,42431,71055,4.7,-37.47,214484,396185,-45.86,-
1470,大統新創,55312,50899,67788,8.67,-18.4,297516,345771,-13.95,-
1473,台南,431104,378666,437767,13.84,-1.52,2768907,3372187,-17.88,-
1474,弘裕,231333,252109,220982,-8.24,4.68,1174472,1232594,-4.71,-
1475,業旺,125355,124974,118462,0.3,5.81,598199,640426,-6.59,-
1476,儒鴻,3059191,3264019,3038307,-6.27,0.68,15944280,15803841,0.88,-
1477,聚陽,2708741,2605953,2488629,3.94,8.84,14211683,14776725,-3.82,-
4414,如興,1253159,1215790,1089628,3.07,15.0,5765375,5590194,3.13,-
4426,利勤,65715,87944,71653,-25.27,-8.28,370841,372100,-0.33,-
4438,廣越,1635438,1506567,1816223,8.55,-9.95,5914561,5662370,4.45,-
4440,宜新實業,73465,106212,81940,-30.83,-10.34,474403,388124,22.22,-
4441,振大環球,381811,801356,589572,-52.35,-35.23,3073136,2682568,14.55,-
1503,士電,3049512,3404404,2814376,-10.42,8.35,18012615,15677907,14.89,-
1504,東元,5685648,5626680,5142957,1.04,10.55,25510806,23799149,7.19,-
1506,正道,105801,102671,97056,3.04,9.01,498597,448951,11.05,-
1513,中興電,2392022,2307697,2308539,3.65,3.61,11190358,10936069,2.32,-
1514,亞力,799732,858225,1156147,-6.81,-30.82,4197709,3789569,10.77,-
1515,力山,422351,325362,390555,29.8,8.14,1798063,1808093,-0.55,-
1517,利奇,190652,172836,143862,10.3,32.52,798933,898957,-11.12,-
1519,華城,1476965,2248955,1628913,-34.32,-9.32,8482435,8164160,3.89,-
1526,日馳,54615,52119,60977,4.78,-10.43,268701,328542,-18.21,-
1527,鑽全,205906,236841,238131,-13.06,-13.53,1072133,1297516,-17.37,-
1528,恩德,241744,241070,289803,0.27,-16.58,1194918,1099341,8.69,-
1529,樂事綠能,119546,35569,46274,236.09,158.34,403626,439817,-8.22,"本月因台電交貨比去年同期多,致營收較去年同期增幅大"
1530,亞崴,86654,213324,152062,-59.37,-43.01,744791,830667,-10.33,-
1531,高林股,131713,125318,138497,5.1,-4.89,604516,678042,-10.84,-
1532,勤美,1217993,1098434,966382,10.88,26.03,5609378,4997872,12.23,-
1535,中宇,581509,604226,1069641,-3.75,-45.63,3389046,4356761,-22.21,-
1537,廣隆,577620,575529,530854,0.36,8.8,2867146,2913165,-1.57,-
1538,正峰,3520,9210,10169,-61.78,-65.38,23490,49337,-52.38,終端市場需求轉弱，客戶下單態度轉為審慎及部份客戶庫存水位偏高，持續進行庫存去化與調整作業
1539,巨庭,105864,104987,124275,0.83,-14.81,452826,607014,-25.4,-
1540,喬福,49442,35516,50910,39.21,-2.88,171189,227546,-24.76,-
1541,錩泰,214691,200940,388424,6.84,-44.72,1014441,1592745,-36.3,-
1558,伸興,813081,701458,826261,15.91,-1.59,3440715,3501413,-1.73,-
1560,中砂,829267,830354,704078,-0.13,17.78,3952897,3174566,24.51,-
1583,程泰,221590,440426,272008,-49.68,-18.53,1594434,1448711,10.05,-
1597,直得,137546,153903,90861,-10.62,51.38,625851,434239,44.12,訂單需求增加
2049,上銀,2480198,2474152,1935020,0.24,28.17,11333638,9823861,15.36,-
2371,大同,3582351,4138885,4180316,-13.44,-14.3,19209135,19014358,1.02,-
3167,大量,955547,862675,433806,10.76,120.27,3764428,1679926,124.08,主係因客戶需求量增加所致
4526,東台,627503,439750,418462,42.69,49.95,2142934,2428521,-11.75,-
4532,瑞智,2025378,2324005,1736116,-12.84,16.66,10390779,10600891,-1.98,-
4540,全球傳動,243012,254260,197625,-4.42,22.96,1285533,859981,49.48,-
4555,氣立,160086,161962,135924,-1.15,17.77,727275,661798,9.89,-
4562,穎漢,36967,64188,71052,-42.4,-47.97,277934,322470,-13.81,-
4564,元翎,65308,64527,114056,1.21,-42.74,323476,519198,-37.69,-
4566,時碩工業,456478,481190,415167,-5.13,9.95,2292217,2123517,7.94,-
4572,駐龍,76456,52382,62742,45.95,21.85,311656,292588,6.51,-
4576,大銀微系統,335388,342051,226552,-1.94,48.04,1532483,1058173,44.82,-
4583,台灣精銳,285609,342537,267200,-16.61,6.88,1486485,1332703,11.53,-
4590,富田-創,108581,73370,97836,47.99,10.98,449496,571467,-21.34,-
6606,建德工業,87747,106773,63945,-17.81,37.22,386328,324530,19.04,-
7750,新代,2689787,2920375,1428799,-7.89,88.25,10474666,6182380,69.42,開發客戶及穩固市場闗係成效顯現，成果持續發酵 。
8222,寶一,79197,99950,97937,-20.76,-19.13,413575,430608,-3.95,-
8374,羅昇,541091,590873,379771,-8.42,42.47,2506710,1813780,38.2,-
8996,高力,631677,948788,451116,-33.42,40.02,5003436,1975000,153.33,"115年5月營收較去年同期增加40.03%,主要係板式熱交換器及熱能產品之營業額,較去年同期分別增加24.36%及增加47.16%所致。"
1603,華電,444858,575322,473093,-22.67,-5.96,2324457,2386793,-2.61,-
1604,聲寶,778972,815214,862851,-4.44,-9.72,3967092,4115817,-3.61,-
1605,華新,17459111,15530514,15710431,12.41,11.13,74047891,78244167,-5.36,-
1608,華榮,1119629,1041758,1038303,7.47,7.83,5614506,4827455,16.3,-
1609,大亞,3135375,3124829,2570383,0.33,21.98,14653075,12396959,18.19,-
1611,中電,86945,85776,90907,1.36,-4.35,425140,468788,-9.31,-
1612,宏泰,661950,673308,766384,-1.68,-13.62,3254584,3218403,1.12,-
1614,三洋電,439234,487858,544548,-9.96,-19.33,2189349,2412812,-9.26,-
1615,大山,479598,497855,417587,-3.66,14.84,2295216,2371139,-3.2,-
1616,億泰,475294,439167,501784,8.22,-5.27,2217357,2106136,5.28,-
1617,榮星,344911,389125,250152,-11.36,37.88,1645192,1334365,23.29,-
1618,合機,615760,184696,243227,233.39,153.16,1966626,2132469,-7.77,115年5月超高壓電纜出貨較去年同期增加。
1623,大東電,355869,477372,528968,-25.45,-32.72,2695577,2708293,-0.46,-
4930,燦星網,473743,414568,452421,14.27,4.71,2287954,2534647,-9.73,-
5283,禾聯碩,618555,777354,634160,-20.42,-2.46,2619313,2672607,-1.99,-
1708,東鹼,538697,696728,455047,-22.68,18.38,2789049,2464216,13.18,-
1709,和益,902779,756074,856686,19.4,5.38,4082365,4211193,-3.05,-
1710,東聯,1293230,2424134,1818779,-46.65,-28.89,9063189,10099244,-10.25,無
1711,永光,719158,721650,657261,-0.34,9.41,3486258,3329887,4.69,-
1712,興農,1743868,1913828,1565025,-8.88,11.42,8452922,8212840,2.92,-
1713,國化,46485,40629,41440,14.41,12.17,199548,181658,9.84,-
1714,和桐,3477938,3183676,1881522,9.24,84.84,13941648,8969628,55.43,115年5月營收較去年同期增加達50%以上，主係產品銷量、售價皆較去年同期增加。
1717,長興,3860946,4233389,3360982,-8.79,14.87,18337371,17168276,6.8,-
1718,中纖,3777928,4445457,3461699,-15.01,9.13,19645522,19357933,1.48,本月份自結異業別合併營收資訊，未經會計師簽證或核閱。
1721,三晃,118880,153252,112986,-22.42,5.21,665352,760255,-12.48,-
1722,台肥,962347,1222432,972222,-21.27,-1.01,5934372,5431981,9.24,-
1723,中碳,636660,731327,401829,-12.94,58.44,2645794,2612666,1.26,本月份合併營業收入較同期增加，主係油價上漲影響部分產品售價所致。
1725,元禎,773475,1051121,654948,-26.41,18.09,4024369,3511731,14.59,-
1726,永記,827132,950560,863417,-12.98,-4.2,4428768,4225546,4.8,-
1727,中華化,227219,186542,163382,21.8,39.07,933098,781661,19.37,-
1730,花仙子,193465,194229,186527,-0.39,3.71,1039243,1032026,0.69,-
1732,毛寶,63254,63836,59506,-0.91,6.29,297429,277087,7.34,-
1735,日勝化,203851,266012,184530,-23.36,10.47,1069576,1016654,5.2,-
1773,勝一,1171778,1185595,912685,-1.16,28.38,5401690,4565390,18.31,-
1776,展宇,81134,98792,82970,-17.87,-2.21,455245,450866,0.97,-
4720,德淵,331300,363208,287538,-8.78,15.21,1638414,1512275,8.34,-
4722,國精化,295438,382698,316735,-22.8,-6.72,1565370,1604199,-2.42,-
4739,康普,1159552,1026888,481235,12.91,140.95,4557168,2058178,121.41,本月營收及累計營收較去年同期增加，主係動力電池材料銷售增加。
4755,三福化,375961,390780,398954,-3.79,-5.76,1906820,2009146,-5.09,-
4764,雙鍵,312100,336385,219026,-7.21,42.49,1471331,1157276,27.13,-
4766,南寶,2204492,2285139,1962292,-3.52,12.34,10326070,9504354,8.64,-
4770,上品,347267,487039,469738,-28.69,-26.07,1892911,1772838,6.77,-
1707,葡萄王,787637,806388,827402,-2.32,-4.8,3871986,3937687,-1.66,-
1720,生達,580979,677305,611654,-14.22,-5.01,2909476,2904089,0.18,-
1731,美吾華,137146,133142,121211,3.0,13.14,722634,668323,8.12,本期美髮品牌出貨暢旺，營收較去年同期大幅成長13.15%
1733,五鼎,145664,151037,177828,-3.55,-18.08,816424,923843,-11.62,-
1734,杏輝,300796,291461,272611,3.2,10.33,1418493,1349318,5.12,-
1752,南光,186759,196744,173805,-5.07,7.45,913130,931893,-2.01,-
1760,寶齡富錦,234475,144626,230379,62.12,1.77,898392,847095,6.05,-
1762,中化生,72426,130981,99505,-44.7,-27.21,564632,366886,53.89,客戶訂單需求增加，故本年度累計營業收入較去年同期成長。
1783,和康生,73604,61270,77021,20.13,-4.43,325742,307094,6.07,-
1786,科妍,73354,63232,72593,16.0,1.04,341908,340084,0.53,-
1789,神隆,175224,254998,262496,-31.28,-33.24,1089930,1175499,-7.27,-
1795,美時,2324237,3085755,1129413,-24.67,105.79,14054401,8432538,66.66,本月營收較去年同期增加，主要係合併NAGH所致; 本年累計營收較去年同期增加，主要係合併NAGH及出口業務成長所致。
3164,景岳,27810,37785,28746,-26.39,-3.25,154765,168145,-7.95,-
3705,永信,657963,693850,679727,-5.17,-3.2,3192678,3563872,-10.41,-
3716,中化控股,659301,675653,689752,-2.42,-4.41,3564551,3663373,-2.69,-
4104,佳醫,701668,790643,707008,-11.25,-0.75,3835248,3544417,8.2,-
4106,雃博,186403,221717,206037,-15.92,-9.52,991332,951079,4.23,-
4108,懷特,11870,9757,10021,21.65,18.45,56144,50393,11.41,本期懷特血寶和保健產品出貨增加，營收較去年同期成長18.45%
4119,旭富,60926,88698,115225,-31.31,-47.12,525423,641285,-18.06,-
4133,亞諾法,29887,29104,29732,2.69,0.52,146896,150738,-2.54,-
4142,國光生,6774,22745,4460,-70.21,51.88,111835,80524,38.88,累計及當月月營收較去年同期增加主因為外銷勞務增加所致。
4155,訊映,139231,127200,143475,9.45,-2.95,650075,697336,-6.77,-
4164,承業醫,543502,304387,301591,78.55,80.21,2008378,1556294,29.04,主係因本月有驗收儀器設備及周邊，而去年同期並無驗收大型儀器設備，故使得本月營收較去年同期月份大幅增加。
4169,泰宗,57163,59141,69007,-3.34,-17.16,289195,275548,4.95,-
4195,基米-創,49960,46193,69622,8.15,-28.24,247947,245418,1.03,-
4736,泰博,319237,368197,375742,-13.29,-15.03,1761838,1745005,0.96,-
4737,華廣,141700,141322,163726,0.26,-13.45,688286,799499,-13.91,-
4746,台耀,358654,330541,377210,8.5,-4.91,1753201,1965901,-10.81,-
4771,望隼,381003,420175,286178,-9.32,33.13,1831905,1382042,32.55,-
6446,藥華藥,2458451,2064179,1179267,19.1,108.47,9644008,5662726,70.3,本月及本年累計營收較去年成長，主要來自認列美國子公司PharmaEssentia USA Corp.之營收。
6472,保瑞,2114486,1484243,1508292,42.46,40.19,7594760,8356044,-9.11,"停業單位營收累計為1,202千元"
6491,晶碩,716194,674346,523885,6.2,36.7,3276207,2679796,22.25,-
6534,正瀚-創,141363,229167,131775,-38.31,7.27,1240033,1205017,2.9,-
6589,台康生技,116798,82208,74704,42.07,56.34,507441,354225,43.25,本月營收較去年同期增加主係委託研究開發暨生產服務(CDMO)業務成長及EG1206A授權簽約金逐步認列所致。
6645,金萬林-創,53977,34751,38521,55.32,40.12,212326,181993,16.66,-
6657,華安,541,809,713,-33.12,-24.12,2741,2352,16.53,-
6782,視陽,444825,371275,362293,19.81,22.78,2044913,1713696,19.32,-
6794,向榮生技,1425,1894,935,-24.76,52.4,9597,16275,-41.03,本期營業收入較去年同期增加，主係勞務收入增加所致。
6796,晉弘,52909,53972,56925,-1.96,-7.05,254297,233966,8.68,-
6838,台新藥,2348,0,4764,,-50.71,47770,5358,791.56,APP13007銷貨收入等
6861,睿生光電,265735,262160,159711,1.36,66.38,1318936,884118,49.18,客戶需求增加及產品組合變化
6885,全福生技,822,766,1140,7.31,-27.89,4411,1274,246.23,諮詢服務收入、含子公司營業收入
6918,愛派司,78876,84868,62017,-7.06,27.18,383129,334271,14.61,-
6919,康霈*,0,3566,0,-100.0,,3568,12212,-70.78,本公司新藥仍在研發階段，目前營收來源為健康食品銷售，僅於出貨予代理商之月份認列營收，因並非每月固定出貨致使營收變動。
6931,青松健康,109590,105742,95668,3.63,14.55,519958,447522,16.18,-
6934,心誠鎂,22,4507,1852,-99.51,-98.81,8214,10827,-24.13,公司非每月固定出貨銷售，需搭配客戶及市場銷售策略作調整，故有此差異
6936,永鴻生技,126130,132258,105755,-4.63,19.26,626810,550487,13.86,-
6949,沛爾生醫-創,2691,2971,2265,-9.42,18.8,12043,15462,-22.11,-
6955,邦睿生技-創,30038,28898,26673,3.94,12.61,143321,125144,14.52,-
7799,禾榮科,504,0,686,,-26.53,3389,1680,101.72,使用硼中子捕獲治療(BNCT)之恩慈治療照射費及藥品收入
7803,雲象科技-創,16608,1446,1078,1048.54,1440.63,28854,28071,2.78,本期有專案驗收完成，故認列收入
1802,台玻,3919507,3930044,3329676,-0.26,17.71,18093367,16655488,8.63,-
1806,冠軍,258031,280410,310487,-7.98,-16.89,1202352,1480760,-18.8,-
1809,中釉,190866,215794,189000,-11.55,0.98,998951,1006263,-0.72,-
1810,和成,389922,370499,417903,5.24,-6.69,1792892,1936505,-7.41,-
1817,凱撒衛,238415,223250,223294,6.79,6.77,1073193,1068412,0.44,-
1903,士紙,12333,13487,13315,-8.55,-7.37,65008,65568,-0.85,-
1904,正隆,3847992,3958958,3408714,-2.8,12.88,18229154,17090556,6.66,-
1905,華紙,1584361,1584513,1537166,-0.0,3.07,7563186,8042764,-5.96,-
1906,寶隆,224804,245637,217726,-8.48,3.25,1294513,1336548,-3.14,-
1907,永豐餘,6501840,6791204,6046328,-4.26,7.53,31257405,30388999,2.85,-
1909,榮成,4390751,4351139,3896727,0.91,12.67,19501103,18195614,7.17,-
6790,永豐實,896568,967866,923367,-7.36,-2.9,4488519,4511670,-0.51,-
2002,中鋼,29955286,30891428,29314725,-3.03,2.18,140008603,142726644,-1.9,-
2006,東和鋼鐵,5419143,5390636,5182540,0.52,4.56,24422211,25269944,-3.35,-
2007,燁興,448127,397408,481371,12.76,-6.9,1896125,2590728,-26.81,-
2008,高興昌,156870,150287,187449,4.38,-16.31,657138,837796,-21.56,-
2009,第一銅,292286,292477,259717,-0.06,12.54,1383832,1135855,21.83,-
2010,春源,2139816,2142700,2124324,-0.13,0.72,10711496,9848893,8.75,-
2012,春雨,663723,700361,794632,-5.23,-16.47,3145461,3578189,-12.09,-
2013,中鋼構,1683483,1856866,1792239,-9.33,-6.06,8164268,9007684,-9.36,-
2014,中鴻,1948459,2029450,1868780,-3.99,4.26,8492040,9883631,-14.07,-
2015,豐興,2662945,2425948,2903688,9.76,-8.29,11493467,13044864,-11.89,-
2017,官田鋼,235624,253481,240693,-7.04,-2.1,1159236,1209650,-4.16,-
2020,美亞,308904,408757,343816,-24.42,-10.15,1736820,1837585,-5.48,-
2022,聚亨,849409,1131640,684124,-24.93,24.16,5448025,3589068,51.79,主要係因泰國鋼鐵內需市場回溫及地震影響對有認證之鋼筋需求增加，又受匯率變動影響，致合併營收增長
2023,燁輝,6070225,5990255,6243685,1.33,-2.77,28374799,31226215,-9.13,-
2024,志聯,86666,92039,77944,-5.83,11.19,412137,422927,-2.55,-
2025,千興,237728,200797,35890,18.39,562.37,817312,323320,152.78,本月及本年累計營收較去年同期增加，除鎳價上漲帶動不�袗�價調漲接單意願提高，另一因素為去年基期較低，造成增加數大幅成長。
2027,大成鋼,11666070,12404843,8185089,-5.95,42.52,55288079,43291549,27.71,-
2028,威致,1015879,598841,811879,69.64,25.12,3964984,3891483,1.88,-
2029,盛餘,1122093,1242285,1229688,-9.67,-8.74,5476162,6244293,-12.3,-
2030,彰源,1192320,1008239,864541,18.25,37.91,4837839,4463074,8.39,-
2031,新光鋼,1553140,1701791,1244405,-8.73,24.8,7844004,8191326,-4.24,-
2032,新鋼,287424,313465,223375,-8.3,28.67,1384605,1270075,9.01,-
2033,佳大,57573,63722,58713,-9.64,-1.94,296813,295570,0.42,-
2034,允強,1149326,1085586,1265734,5.87,-9.19,5068460,5959904,-14.95,-
2038,海光,697855,734047,854228,-4.93,-18.3,3369400,4234707,-20.43,-
2069,運錩,916906,858279,828591,6.83,10.65,4078048,4503450,-9.44,-
2211,長榮鋼,1404443,1295218,1123346,8.43,25.02,6031039,6400253,-5.76,-
3004,豐達科,469131,419391,300413,11.86,56.16,2092608,1583794,32.12,主要係客戶需求增加所致
5007,三星,528745,514954,496823,2.67,6.42,2570599,2712210,-5.22,-
9958,世紀鋼,1708140,1766097,1324362,-3.28,28.97,8042587,6577976,22.26,-
2101,南港,2151553,2058841,831526,4.5,158.74,9634143,3721675,158.86,本公告係屬自結數，如與公告財報有所差異請以財報為準，另115.5月營建收入15億/累積營建收入66億元。
2102,泰豐,16436,13161,20656,24.88,-20.42,70721,115293,-38.65,-
2103,台橡,4060755,3907129,3054069,3.93,32.96,18298749,16714864,9.47,-
2104,國際中橡,963845,1409917,1393335,-31.63,-30.82,5887100,7243748,-18.72,以上營收不包含停業部門營收:115年5月0仟元暨114年5月0仟元；115年1~5月0仟元暨114年1~5月71仟元。
2105,正新,7820448,8639892,7725964,-9.48,1.22,39808418,38658890,2.97,無。
2106,建大,3029537,3379609,3097890,-10.35,-2.2,15098911,15002214,0.64,-
2107,厚生,108467,107022,101747,1.35,6.6,542993,597777,-9.16,-
2108,南帝,1084546,1309892,935562,-17.2,15.92,4990122,4096062,21.82,-
2109,華豐,434108,408821,417863,6.18,3.88,1931215,1999855,-3.43,-
2114,鑫永銓,140873,140110,131374,0.54,7.23,669345,617725,8.35,-
6582,申豐,66346,45723,101504,45.1,-34.63,216170,482284,-55.17,本年累計營業收入受市場狀況影響，營收減少。
1319,東陽,1847625,2009033,1801870,-8.03,2.53,9487402,11431678,-17.0,-
1339,昭輝,146731,141125,127978,3.97,14.65,682016,779634,-12.52,-
1512,瑞利,83531,76632,88808,9.0,-5.94,481415,465087,3.51,-
1521,大億,328362,350408,266859,-6.29,23.04,1682530,1451339,15.92,-
1522,堤維西,2113362,2205376,1514293,-4.17,39.56,11022393,7866283,40.12,-
1524,耿鼎,188066,219905,158249,-14.47,18.84,970155,1126675,-13.89,-
1525,江申,119243,107202,92162,11.23,29.38,508180,471822,7.7,-
1533,車王電,482812,476833,311705,1.25,54.89,2248045,1379202,62.99,"本月營收較去年同期增加171,107仟元，主要係電動巴士營收增加約164,153仟元所致。"
1536,和大,394750,405210,351948,-2.58,12.16,1993370,2011783,-0.91,-
1563,巧新,635255,595372,535017,6.69,18.73,3102564,3016298,2.85,-
1568,倉佑,93701,109320,89012,-14.28,5.26,453396,455857,-0.53,-
1587,吉茂,214381,197966,205290,8.29,4.42,1166421,988411,18.0,-
2201,裕隆,5720734,5824010,5895016,-1.77,-2.95,28593405,29370017,-2.64,-
2204,中華,2779423,2819361,2624182,-1.41,5.91,15014829,13548909,10.81,-
2206,三陽工業,5235734,5248208,5583666,-0.23,-6.23,25496755,26436124,-3.55,-
2207,和泰車,27815281,30160251,24540649,-7.77,13.34,128596503,119839933,7.3,-
2227,裕日車,1088227,1232355,1231684,-11.69,-11.64,5479762,6962341,-21.29,-
2228,劍麟,401997,408229,393976,-1.52,2.03,2033160,2119184,-4.05,營業收入係以合併營業收入申報
2231,為升,218181,273665,287359,-20.27,-24.07,1251201,1421596,-11.98,-
2233,宇隆,300095,297582,297244,0.84,0.95,1410854,1450688,-2.74,-
2241,艾姆勒,62162,95473,44333,-34.89,40.21,375070,277769,35.02,-
2247,汎德永業,3963120,3606350,5242493,9.89,-24.4,16523873,23479689,-29.62,-
2254,巨鎧精密-創,1326,27356,32175,-95.15,-95.87,59080,288879,-79.54,本⽉營收較去年同期營收減少，係因客⼾訂單減少所致。
2258,鴻華先進-創,541356,489724,342576,10.54,58.02,1850235,2569299,-27.98,本月乘用車較去年本月上升，乘用車及電動巴士陸續交車。
2497,怡利電,454554,483302,333790,-5.94,36.17,2068694,1793600,15.33,-
3346,麗清,732327,686762,751246,6.63,-2.51,3113306,3609167,-13.73,-
3717,聯嘉投控,549985,579784,0,-5.13,,2980061,0,,聯嘉光電投控（公司代號：3717）於114年8月份起100%認列聯嘉光電（原公司代號：6288）的營收。
4551,智伸科,760526,772365,600064,-1.53,26.74,3804837,3261603,16.65,-
6605,帝寶,1601560,1708058,1755267,-6.23,-8.75,8042598,8447501,-4.79,-
