公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1301,台塑,10739649,13891082,16129819,-22.68,-33.41,24630731,30109841,-18.19,-
1303,南亞,18556362,22872625,22080604,-18.87,-15.96,41428987,42538893,-2.6,-
1304,台聚,2843587,3583459,4165011,-20.64,-31.72,6427046,7850792,-18.13,-
1305,華夏,785281,806175,850423,-2.59,-7.65,1591456,1625769,-2.11,-
1307,三芳,789802,1151903,949002,-31.43,-16.77,1941705,1908990,1.71,-
1308,亞聚,377128,448082,532521,-15.83,-29.18,825210,969971,-14.92,-
1309,台達化,824009,1135298,1445653,-27.41,-43.0,1959307,2730681,-28.24,-
1310,台苯,624367,705741,720506,-11.53,-13.34,1330108,1598061,-16.76,-
1312,國喬,2072655,2321933,1791123,-10.73,15.71,4394588,3050187,44.07,-
1313,聯成,2565385,5300917,4286677,-51.6,-40.15,7883138,8670693,-9.08,-
1314,中石化,1098234,1589699,2035647,-30.91,-46.04,2687933,4397766,-38.87,-
1315,達新,144318,126246,184467,14.31,-21.76,270564,386710,-30.03,-
1321,大洋,194063,330086,304849,-41.2,-36.34,524326,631084,-16.91,-
1323,永裕,149301,179252,143000,-16.7,4.4,328554,332115,-1.07,-
1324,地球,36917,59958,62235,-38.42,-40.68,96875,117082,-17.25,-
1325,恆大,14835,24322,23183,-39.0,-36.0,39157,52406,-25.28,-
1326,台化,22981250,25040014,27143490,-8.22,-15.33,48021264,51162657,-6.14,-
4306,炎洲,799288,1225902,969662,-34.8,-17.57,2025190,1919272,5.51,-
1402,遠東新,17896522,21993415,19649054,-18.62,-8.91,39889937,41694056,-4.32,-
1409,新纖,2768316,3334219,3391760,-16.97,-18.38,6102535,6778783,-9.97,-
1410,南染,12885,14210,19688,-9.32,-34.55,27095,31675,-14.45,-
1413,宏洲,105547,144951,178124,-27.18,-40.74,250498,374570,-33.12,-
1414,東和,32662,41048,40915,-20.42,-20.17,73710,80705,-8.66,-
1417,嘉裕,23236,30235,16382,-23.14,41.83,53471,36342,47.13,-
1418,東華,18,613,1312,-97.06,-98.62,631,1991,-68.3,配合客戶生產線出貨。
1419,新紡,379790,509836,330627,-25.5,14.86,889626,667723,33.23,-
1423,利華,17386,5852,11062,197.09,57.16,23238,17774,30.74,本月營收增加主因配合客戶需求出貨。
1434,福懋,1869940,2426027,2564073,-22.92,-27.07,4295967,4872680,-11.83,-
1440,南紡,865498,1103124,1418665,-21.54,-38.99,1968622,2732867,-27.96,-
1441,大東,57056,117500,108493,-51.44,-47.41,174556,243267,-28.24,-
1444,力麗,665239,527231,583534,26.17,14.0,1192470,1215160,-1.86,-
1445,大宇,45054,73686,50509,-38.85,-10.8,118740,130366,-8.91,-
1446,宏和,76133,6715,10852,1033.77,601.55,82848,153938,-46.18,營建銷售增加營收
1447,力鵬,1723100,2477005,1714781,-30.43,0.48,4200104,4083443,2.85,-
1449,佳和,283925,228333,232350,24.34,22.19,512258,439464,16.56,-
1451,年興,458977,550618,438156,-16.64,4.75,1009595,896608,12.6,-
1452,宏益,75246,91925,129933,-18.14,-42.08,167171,235336,-28.96,-
1454,台富,74526,108456,136416,-31.28,-45.36,182982,253883,-27.92,無
1455,集盛,318242,417747,641314,-23.81,-50.37,735989,1189284,-38.11,2月適逢農曆春節銷售天數減少1/3，去年同期農曆春節為1月，比較基期較高，二者影響致本期減少比例較大。
1457,宜進,156605,218095,254736,-28.19,-38.52,374700,539417,-30.53,-
1459,聯發,47656,82826,121057,-42.46,-60.63,130677,219486,-40.46,春節期間工作日減少，致營業額下降。
1460,宏遠,450189,662268,729701,-32.02,-38.3,1112459,1413485,-21.29,-
1463,強盛新,16307,27016,178204,-39.63,-90.84,43323,628927,-93.11,子公司保強建設房屋售出入帳
1464,得力,792863,1061584,1202274,-25.31,-34.05,1854447,2238311,-17.14,-
1465,偉全,20212,43758,15920,-53.8,26.95,63970,58807,8.77,-
1466,聚隆,159530,194990,232850,-18.18,-31.48,354520,456547,-22.34,-
1467,南緯,373739,345912,469955,8.04,-20.47,719651,841965,-14.52,-
1468,昶和,27453,74788,69212,-63.29,-60.33,102242,124802,-18.07,本年因受農曆春節假期影響基數較低，致營收減少。
1470,大統新創,48383,73862,55157,-34.49,-12.28,122246,123054,-0.65,-
1473,台南,707190,696586,977784,1.52,-27.67,1403776,1766245,-20.52,-
1474,弘裕,148784,239437,251702,-37.86,-40.88,388221,470515,-17.49,-
1475,業旺,87958,129122,146029,-31.87,-39.76,217080,281846,-22.97,-
1476,儒鴻,2439916,3581621,2633763,-31.87,-7.36,6021537,5963959,0.96,-
1477,聚陽,2937964,2828261,2969487,3.87,-1.06,5766225,6470152,-10.87,-
4414,如興,1137585,1163385,1223003,-2.21,-6.98,2300970,2371541,-2.97,-
4426,利勤,52697,79261,79501,-33.51,-33.71,131958,147861,-10.75,-
4438,廣越,772311,1039301,826547,-25.68,-6.56,1811612,1841968,-1.64,-
4440,宜新實業,72752,105543,72812,-31.06,-0.08,178295,153762,15.95,-
4441,振大環球,586105,701250,507056,-16.41,15.58,1287355,965025,33.4,-
1503,士電,2844510,4483948,2920936,-36.56,-2.61,7328458,7169059,2.22,-
1504,東元,4428182,4643699,4435229,-4.64,-0.15,9071881,8738581,3.81,-
1506,正道,96478,95635,80734,0.88,19.5,192113,155284,23.71,-
1513,中興電,1879058,2133688,2155049,-11.93,-12.8,4012746,4084266,-1.75,-
1514,亞力,778370,965888,679782,-19.41,14.5,1744258,1251605,39.36,-
1515,力山,288446,450296,239627,-35.94,20.37,738742,575461,28.37,客戶庫存管理減少採購量
1517,利奇,94467,181152,163301,-47.85,-42.15,275619,341961,-19.4,-
1519,華城,1363202,1356774,1176341,0.47,15.88,2719976,2451390,10.95,-
1526,日馳,40240,55083,68759,-26.94,-41.47,95323,129700,-26.5,-
1527,鑽全,145143,240478,267891,-39.64,-45.82,385621,561215,-31.28,-
1528,恩德,220658,250494,186120,-11.91,18.55,471152,359760,30.96,-
1529,樂事綠能,58630,156851,118552,-62.62,-50.54,215481,160133,34.56,"本月無台電變壓器交貨,故本月營收較比去年同期減幅大"
1530,亞崴,130895,141251,171648,-7.33,-23.74,272146,378634,-28.12,-
1531,高林股,102687,117207,114415,-12.38,-10.25,219894,250344,-12.16,-
1532,勤美,973567,1082068,837571,-10.02,16.23,2055635,1905744,7.86,-
1535,中宇,772725,630751,793174,22.5,-2.57,1403476,1614489,-13.06,-
1537,廣隆,546743,618676,501917,-11.62,8.93,1165418,1151080,1.24,-
1538,正峰,2160,4606,11618,-53.1,-81.4,6766,20528,-67.04,因今年2月適逢春節假期及台灣工廠因租約到期而進行搬廠，致本月營收大幅下降
1539,巨庭,84208,92097,90103,-8.56,-6.54,176305,240227,-26.6,-
1540,喬福,21574,36298,28572,-40.56,-24.49,57872,82849,-30.14,歐洲衰退
1541,錩泰,191159,248105,186643,-22.95,2.41,439265,510395,-13.93,-
1558,伸興,506940,719888,600591,-29.58,-15.59,1226828,1384409,-11.38,-
1560,中砂,751193,752917,604077,-0.22,24.35,1504110,1169885,28.56,-
1583,程泰,205899,312111,270309,-34.03,-23.82,518010,576607,-10.16,-
1597,直得,106281,107622,89452,-1.24,18.81,213903,166383,28.56,-
2049,上銀,1872071,2150023,1930542,-12.92,-3.02,4022094,3830883,4.99,-
2371,大同,2982824,4244071,3041720,-29.71,-1.93,7226895,6600407,9.49,-
3167,大量,571184,601545,256117,-5.04,123.01,1172728,530087,121.23,主係因客戶需求量增加所致
4526,東台,260616,357638,369586,-27.12,-29.48,618254,826430,-25.18,-
4532,瑞智,1789302,1964103,2011265,-8.89,-11.03,3753405,4259647,-11.88,-
4540,全球傳動,172266,269099,128136,-35.98,34.43,441365,273512,61.36,因傳動系統元件產品訂單需求上升，故使本期營業收入增加。
4555,氣立,127706,143315,121516,-10.89,5.09,271021,236111,14.78,-
4562,穎漢,33043,70920,55512,-53.4,-40.47,103963,124434,-16.45,-
4564,元翎,64292,82887,88513,-22.43,-27.36,147179,215753,-31.78,-
4566,時碩工業,379804,507793,390743,-25.2,-2.79,887597,837674,5.95,-
4572,駐龍,62395,56391,50134,10.64,24.45,118786,113463,4.69,-
4576,大銀微系統,255227,278321,209194,-8.29,22.0,533548,372744,43.14,-
4583,台灣精銳,249327,296883,274018,-16.01,-9.01,546210,512762,6.52,-
4590,富田-創,80678,79261,96386,1.78,-16.29,159939,217728,-26.54,-
6606,建德工業,32821,69095,37431,-52.49,-12.31,101916,99616,2.3,-
7750,新代,941778,1676314,917302,-43.81,2.66,2618091,1743395,50.17,114年開發客戶，穩固市場關係策略成功，成果發酵相較去年表現優異。
8222,寶一,63005,81047,66333,-22.26,-5.01,144052,152803,-5.72,-
8374,羅昇,343505,477605,330626,-28.07,3.89,821110,685474,19.78,-
8996,高力,933818,1216032,305442,-23.2,205.72,2149850,596926,260.15,115年2月營收較去年同期增加205.73%，主要係板式熱交換器及熱能產品之營業額，較去年同期分別增加23.37%及增加303.17%所致。
1603,華電,303060,464051,480534,-34.69,-36.93,767111,878804,-12.7,-
1604,聲寶,631054,960596,669466,-34.3,-5.73,1591650,1678142,-5.15,-
1605,華新,11867190,13468434,15431274,-11.88,-23.09,25335624,29538241,-14.22,-
1608,華榮,983547,1181449,788860,-16.75,24.67,2164996,1695491,27.69,-
1609,大亞,2284297,3019759,2423121,-24.35,-5.72,5304056,4563483,16.22,-
1611,中電,65325,95312,90462,-31.46,-27.78,160637,184811,-13.08,-
1612,宏泰,473965,730018,596430,-35.07,-20.53,1203983,1114583,8.02,-
1614,三洋電,419514,461407,447107,-9.07,-6.17,880921,946936,-6.97,-
1615,大山,238215,389320,606204,-38.81,-60.7,627535,883795,-28.99,"因適逢春節假期,至本月營收較去年同期減少60.7%"
1616,億泰,314402,577471,404443,-45.55,-22.26,891873,769527,15.89,-
1617,榮星,187172,321218,265802,-41.73,-29.58,508390,492672,3.19,-
1618,合機,107573,703654,416799,-84.71,-74.19,811227,544149,49.08,115年2月超高壓電纜及附屬器材出貨較去年同期減少。
1623,大東電,602009,613933,526347,-1.94,14.37,1215942,1057362,14.99,-
4930,燦星網,352891,662840,465846,-46.76,-24.24,1015731,1158341,-12.31,-
5283,禾聯碩,274334,391612,320128,-29.94,-14.3,665946,700511,-4.93,-
1708,東鹼,433100,552559,534333,-21.61,-18.94,985659,979443,0.63,-
1709,和益,640347,867400,807127,-26.17,-20.66,1507747,1726734,-12.68,-
1710,東聯,1319865,1796146,2154946,-26.51,-38.75,3116011,3988985,-21.88,無
1711,永光,483949,724301,645241,-33.18,-24.99,1208250,1287707,-6.17,-
1712,興農,1391427,1528811,1529106,-8.98,-9.0,2920238,3158963,-7.55,-
1713,國化,28549,30646,31026,-6.84,-7.98,59195,65682,-9.87,-
1714,和桐,1848648,2631806,1609398,-29.75,14.86,4480454,3275619,36.78,-
1717,長興,2436388,3889579,3018586,-37.36,-19.28,6325967,6343603,-0.27,-
1718,中纖,3618337,4642034,3620467,-22.05,-0.05,8260371,7561058,9.24,本月份自結異業別合併營收資訊，未經會計師簽證或核閱。
1721,三晃,103657,150415,173672,-31.08,-40.31,254072,324455,-21.69,-
1722,台肥,960267,1415330,1025356,-32.15,-6.34,2375597,2175790,9.18,-
1723,中碳,414132,335219,628781,23.54,-34.13,749351,1227443,-38.95,-
1725,元禎,487626,754802,640053,-35.39,-23.81,1242428,1352729,-8.15,-
1726,永記,647835,975160,794045,-33.56,-18.41,1622995,1643352,-1.23,-
1727,中華化,169192,118805,169209,42.41,-0.01,287997,300829,-4.26,-
1730,花仙子,164991,309332,164978,-46.66,0.0,474323,480806,-1.34,-
1732,毛寶,48194,62467,53151,-22.84,-9.32,110662,110067,0.54,-
1735,日勝化,114072,223004,205365,-48.84,-44.45,337076,390408,-13.66,-
1773,勝一,902811,1019226,1002007,-11.42,-9.89,1922037,1795145,7.06,-
1776,展宇,55652,91183,90977,-38.96,-38.82,146835,168150,-12.67,-
4720,德淵,190930,369415,240300,-48.31,-20.54,560345,611469,-8.36,-
4722,國精化,228239,343215,287888,-33.49,-20.71,571454,562999,1.5,-
4739,康普,667186,888810,228368,-24.93,192.15,1555996,653522,138.09,本月營收及累計營收較去年同期增加，主係動力電池材料銷售增加。
4755,三福化,332099,421150,395832,-21.14,-16.1,753250,744852,1.12,-
4764,雙鍵,233067,255154,185583,-8.65,25.58,488221,437380,11.62,-
4766,南寶,1478450,1965285,1732398,-24.77,-14.65,3443735,3515871,-2.05,-
4770,上品,207263,364454,300636,-43.13,-31.05,571718,541757,5.53,-
1707,葡萄王,625771,794503,634321,-21.23,-1.34,1420274,1330455,6.75,-
1720,生達,466104,614864,557805,-24.19,-16.43,1080968,1085262,-0.39,-
1731,美吾華,127716,187249,123194,-31.79,3.67,314965,302975,3.95,-
1733,五鼎,178279,200067,202650,-10.89,-12.02,378346,372380,1.6,-
1734,杏輝,196311,312756,237539,-37.23,-17.35,509067,503878,1.02,-
1752,南光,156007,211841,195109,-26.35,-20.04,367848,390911,-5.89,-
1760,寶齡富錦,232671,136792,243538,70.09,-4.46,369463,353612,4.48,-
1762,中化生,102881,126909,39377,-18.93,161.27,229790,130020,76.73,客戶訂單需求增加，故當月及本年度累計營收皆較去年同期成長。
1783,和康生,47965,72964,39671,-34.26,20.9,120929,107282,12.72,-
1786,科妍,55099,75396,55060,-26.92,0.07,130495,130099,0.3,-
1789,神隆,207454,127007,164197,63.34,26.34,334461,371787,-10.03,-
1795,美時,2238173,2051959,966712,9.07,131.52,4290132,3138057,36.71,主要係併購取得NAGH後，受惠於其營收挹注所致
3164,景岳,16413,34487,25437,-52.4,-35.47,50900,55675,-8.57,-
3705,永信,523507,697119,628145,-24.9,-16.65,1220626,1366452,-10.67,-
3716,中化控股,621628,880229,669514,-29.37,-7.15,1501857,1526114,-1.58,-
4104,佳醫,695983,805320,720743,-13.57,-3.43,1501303,1416370,5.99,-
4106,雃博,188302,187009,170249,0.69,10.6,375311,361891,3.7,-
4108,懷特,9223,15435,8785,-40.24,4.98,24658,17993,37.04,本期出貨持續成長，累計營收較去年同期成長37%
4119,旭富,118509,129683,84685,-8.61,39.94,248192,191536,29.57,-
4133,亞諾法,27814,25696,31760,8.24,-12.42,53511,54619,-2.02,-
4142,國光生,5849,10983,7281,-46.74,-19.66,16831,69130,-75.65,累計月營收較去年同期減少主因為配合國外客戶出貨時程所致。
4155,訊映,105941,131487,95592,-19.42,10.82,237428,250304,-5.14,-
4164,承業醫,268691,314731,218884,-14.62,22.75,583422,446485,30.67,-
4736,泰博,262114,368161,310701,-28.8,-15.63,630275,678122,-7.05,-
4737,華廣,110554,127221,155592,-13.1,-28.94,237775,321539,-26.05,-
4746,台耀,232724,375331,292631,-37.99,-20.47,608055,658772,-7.69,-
4771,望隼,314685,367954,259379,-14.47,21.32,682639,515956,32.3,-
6446,藥華藥,1600454,1580728,1021672,1.24,56.65,3181182,2076783,53.17,本月及本年累計營收較去年成長，主要來自認列美國子公司PharmaEssentia USA Corp.之營收。
6472,保瑞,1326086,1141976,1727254,16.12,-23.22,2468062,3363789,-26.62,"停業單位營收累計為(5,294)千元"
6491,晶碩,556931,659524,525278,-15.55,6.02,1216455,1027268,18.41,-
6534,正瀚-創,272876,219296,267333,24.43,2.07,492172,485401,1.39,-
6589,台康生技,84957,108766,42346,-21.89,100.62,193723,92455,109.53,本月營收較去年同期增加主係委託研究開發暨生產服務(CDMO)業務成長及EG1206A授權簽約金逐步認列所致。
6645,金萬林-創,35863,45124,32017,-20.52,12.01,80987,65247,24.12,-
6657,華安,270,391,295,-30.94,-8.47,661,727,-9.07,-
6782,視陽,378591,376444,339105,0.57,11.64,755035,590466,27.87,-
6794,向榮生技,2630,1779,919,47.83,186.18,4409,4289,2.79,本期營業收入較去年同期增加，主係銷貨收入增加所致。
6796,晉弘,44509,42562,41177,4.57,8.09,87071,78188,11.36,-
6838,台新藥,1308,0,594,,120.2,1308,594,120.2,認列授權收入等
6861,睿生光電,260053,256670,180590,1.31,44.0,516723,357017,44.73,-
6885,全福生技,632,987,34,-35.96,1758.82,1619,67,2316.41,諮詢服務收入、含子公司營業收入
6918,愛派司,74229,71401,69691,3.96,6.51,145630,132905,9.57,-
6919,康霈*,0,0,0,,,0,0,,本公司新藥仍在研發階段，目前營收來源為健康食品銷售，僅於出貨予代理商之月份認列營收，因並非每月固定出貨致使營收變動。
6931,青松健康,89639,105185,84277,-14.77,6.36,194824,168224,15.81,-
6934,心誠鎂,18,41,205,-56.09,-91.21,59,554,-89.35,差異主係本公司出貨或者勞務收入係按照客戶需求，並非固定每月發生，營收波動大係本行業常見之情事，故兩期相比有較大差異。
6936,永鴻生技,92334,143810,104617,-35.79,-11.74,236144,226428,4.29,-
6949,沛爾生醫-創,1971,1979,1223,-0.4,61.16,3950,10362,-61.87,本月較去年同期增加係因細胞治療案件數量增加；本年累計較去年同期減少係因去年認列新客戶委任規劃廠房設計收入
6955,邦睿生技-創,26906,26381,23802,1.99,13.04,53287,45160,17.99,-
7799,禾榮科,190,1666,0,-88.59,,1856,0,,使用硼中子捕獲治療(BNCT)之恩慈治療照射費及藥品收入
1802,台玻,2437371,3668041,2957754,-33.55,-17.59,6105412,6077597,0.45,-
1806,冠軍,121149,288208,286407,-57.96,-57.7,409357,552739,-25.94,因115年2月適逢農曆除夕及春節，致營業出貨天數減少所致。
1809,中釉,170713,231714,168873,-26.32,1.08,402427,352965,14.01,-
1810,和成,279541,387491,365156,-27.85,-23.44,667032,708403,-5.84,-
1817,凱撒衛,128269,255511,158664,-49.79,-19.15,383780,360751,6.38,-
1903,士紙,12133,13121,14463,-7.52,-16.11,25254,27221,-7.22,-
1904,正隆,2588594,3685109,3433187,-29.75,-24.6,6273703,6524550,-3.84,-
1905,華紙,1010573,1546477,1568240,-34.65,-35.56,2557050,3068008,-16.65,-
1906,寶隆,184616,281670,352666,-34.45,-47.65,466286,570657,-18.28,-
1907,永豐餘,4422516,6510201,5572116,-32.06,-20.63,10932717,11382121,-3.94,-
1909,榮成,2457466,4156889,3195729,-40.88,-23.1,6614355,6172887,7.15,-
6790,永豐實,753496,918827,822275,-17.99,-8.36,1672323,1719878,-2.76,-
2002,中鋼,24520577,26018929,28161939,-5.75,-12.93,50539506,53873832,-6.18,-
2006,東和鋼鐵,3280507,4972205,4729426,-34.02,-30.63,8252712,9136028,-9.66,-
2007,燁興,270393,410731,537701,-34.16,-49.71,681125,1081332,-37.01,-
2008,高興昌,100397,120244,157095,-16.5,-36.09,220642,273184,-19.23,-
2009,第一銅,267118,260698,188256,2.46,41.89,527816,354565,48.86,-
2010,春源,1937614,2114171,1917016,-8.35,1.07,4051785,3539728,14.46,-
2012,春雨,506384,682533,655361,-25.8,-22.73,1188917,1407713,-15.54,-
2013,中鋼構,1441381,1701950,1599334,-15.31,-9.87,3143331,3458509,-9.11,-
2014,中鴻,1399718,1433391,1853010,-2.34,-24.46,2833109,3526403,-19.66,-
2015,豐興,1388627,2369594,2389895,-41.39,-41.89,3758221,4511956,-16.7,-
2017,官田鋼,216832,230229,223441,-5.81,-2.95,447061,463574,-3.56,-
2020,美亞,231956,434879,356593,-46.66,-34.95,666815,667395,-0.08,-
2022,聚亨,1064207,1163764,720702,-8.55,47.66,2227971,1379524,61.5,主要係因泰國鋼鐵內需市場回溫及地震影響對有認證之鋼筋需求增加，又受匯率變動影響，致合併營收增長
2023,燁輝,4381951,5754233,5639906,-23.84,-22.3,10136183,11795182,-14.06,-
2024,志聯,51883,85276,87335,-39.15,-40.59,137159,159684,-14.1,-
2025,千興,51210,165395,61032,-69.03,-16.09,216605,121355,78.48,本年累計營收較去年增加，係受鎳價上漲等因素影響，帶動不�袗�價調漲，客戶需求增加，使接單量亦增加。
2027,大成鋼,9975843,9864568,8778777,1.12,13.63,19840411,17003187,16.68,-
2028,威致,484047,869110,749269,-44.3,-35.39,1353157,1338125,1.12,-
2029,盛餘,832620,1031413,1350602,-19.27,-38.35,1864033,2454774,-24.06,-
2030,彰源,763494,890128,806261,-14.22,-5.3,1653622,1658383,-0.28,-
2031,新光鋼,1208738,1594037,1968406,-24.17,-38.59,2802775,3260458,-14.03,-
2032,新鋼,191792,286737,270577,-33.11,-29.11,478529,475000,0.74,-
2033,佳大,37297,70549,63198,-47.13,-40.98,107846,124828,-13.6,-
2034,允強,759842,959841,1297061,-20.83,-41.41,1719683,2520407,-31.76,-
2038,海光,372092,785722,845083,-52.64,-55.96,1157814,1645819,-29.65,因受土方影響又適逢春節休假，致出貨量減少
2069,運錩,703110,718703,773718,-2.16,-9.12,1421813,1663555,-14.53,-
2211,長榮鋼,995067,1003035,1439557,-0.79,-30.87,1998102,2729845,-26.8,-
3004,豐達科,361844,389473,302583,-7.09,19.58,751317,590685,27.19,-
5007,三星,454819,513526,538331,-11.43,-15.51,968345,1110788,-12.82,-
9958,世紀鋼,1551164,1436160,1250268,8.0,24.06,2987324,2639353,13.18,-
2101,南港,504480,613518,659581,-17.77,-23.51,1117998,1268532,-11.86,本公告係屬自結數，如與公告財報有所差異請以財報為準。
2102,泰豐,10671,16209,29506,-34.16,-63.83,26880,46941,-42.73,"因2月適逢年假,工作天數少影響"
2103,台橡,2798906,3699511,3381572,-24.34,-17.23,6498417,6697230,-2.96,-
2104,國際中橡,1137024,1385530,1476177,-17.93,-22.97,2522554,3053898,-17.39,以上營收不包含停業部門營收:115年02月0仟元暨114年02月0仟元；115年1~2月0仟元暨114年1~2月71仟元。
2105,正新,6088776,7989133,7335713,-23.78,-16.99,14077909,14430123,-2.44,無。
2106,建大,2352365,2858464,2666675,-17.7,-11.78,5210829,5580683,-6.62,-
2107,厚生,98123,101448,186064,-3.27,-47.26,199571,269453,-25.93,-
2108,南帝,744947,869413,743547,-14.31,0.18,1614360,1478729,9.17,-
2109,華豐,334942,390915,414677,-14.31,-19.22,725857,816372,-11.08,-
2114,鑫永銓,105904,142035,120847,-25.43,-12.36,247939,224093,10.64,-
6582,申豐,33342,37436,94501,-10.93,-64.71,70778,203637,-65.24,本月及本年累計營業收入受市場狀況影響，營收減少。
1319,東陽,1434755,2150642,2508735,-33.28,-42.8,3585397,4738762,-24.33,-
1339,昭輝,110249,144002,155805,-23.43,-29.23,254321,311823,-18.44,-
1512,瑞利,140262,108137,79163,29.7,77.18,248399,207938,19.45,本月恰逢農曆新年假期故營收相較去年同期增加77.18%。
1521,大億,284898,369747,317037,-22.94,-10.13,654645,574116,14.02,-
1522,堤維西,1900928,2307740,1528704,-17.62,24.34,4208668,3212911,30.99,-
1524,耿鼎,150333,211582,254141,-28.94,-40.84,361915,464633,-22.1,-
1525,江申,74479,101473,82131,-26.6,-9.31,175952,156298,12.57,-
1533,車王電,431087,390258,238506,10.46,80.74,821345,503915,62.99,"本月營收較去年同期增加192,581仟元，主要係電動巴士營收增加約221,895仟元所致。"
1536,和大,301194,397882,454999,-24.3,-33.8,699076,832448,-16.02,-
1563,巧新,558743,637198,637817,-12.31,-12.39,1195941,1235425,-3.19,-
1568,倉佑,66909,73489,93426,-8.95,-28.38,140398,197926,-29.06,-
1587,吉茂,226514,292309,158653,-22.5,42.77,518823,353863,46.61,-
2201,裕隆,5264242,5808605,5460715,-9.37,-3.59,11072847,11474848,-3.5,-
2204,中華,2321718,3911063,2241297,-40.63,3.58,6232781,4893064,27.37,-
2206,三陽工業,4087010,5353865,4579292,-23.66,-10.75,9440875,9186095,2.77,-
2207,和泰車,18783368,27711296,22197405,-32.21,-15.38,46494664,48184064,-3.5,-
2227,裕日車,683376,1287027,1156938,-46.9,-40.93,1970403,3084258,-36.11,-
2228,劍麟,355847,421499,375813,-15.57,-5.31,777346,828197,-6.13,營業收入係以合併營業收入申報
2231,為升,197596,317693,237095,-37.8,-16.65,515289,547139,-5.82,-
2233,宇隆,238156,272103,303527,-12.47,-21.53,510259,584318,-12.67,-
2241,艾姆勒,77505,70462,53274,9.99,45.48,147967,108691,36.13,-
2247,汎德永業,1958148,4144337,3661530,-52.75,-46.52,6102485,8945841,-31.78,-
2254,巨鎧精密-創,5637,11177,62499,-49.56,-90.98,16814,121189,-86.12,本⽉營收較去年同期營收減少，係因客⼾訂單減少所致。
2258,鴻華先進-創,392347,10959,560437,3480.13,-29.99,403306,1268914,-68.21,本年乘用車較去年下滑，電動巴士較去年上升。
2497,怡利電,362420,384699,314663,-5.79,15.17,747119,729361,2.43,-
3346,麗清,363281,703929,539609,-48.39,-32.67,1067210,1341492,-20.44,-
3717,聯嘉投控,606334,564637,0,7.38,,1170971,0,,聯嘉光電投控（公司代號：3717）於114年8月份起100%認列聯嘉光電（原公司代號：6288）的營收。
4551,智伸科,659173,830641,590142,-20.64,11.69,1489814,1357975,9.7,-
6605,帝寶,1530123,1629144,1417839,-6.07,7.91,3159267,3121987,1.19,-
6988,威力暘-創,49409,61385,81978,-19.5,-39.72,110794,152130,-27.17,-
